id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|PV	CM|SM	EC|CM	EC|EC	EC|EP	EC|PV	EC|SM	EP|CM	EP|EC	EP|EP	EP|PV	EP|SM	PV|CM	PV|EC	PV|EP	PV|PV	PV|SM	SM|CM	SM|EC	SM|EP	SM|PV	SM|SM
CPI-CS0FF6E7611	Histamine_byHDC_HRH1	complex:Histamine_byHDC	simple:P35367		HRH1	True	False	True	curated	False	Ligand-Receptor	Signaling by Histamine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.016	0.018	0.04	0.0	0.0	0.0	0.0	0.0
CPI-SS081E1A895	LRFN5_PTPRD	simple:Q96NI6	simple:P23468	LRFN5	PTPRD	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	0.0	0.754	0.737	0.946	0.874	0.0	0.171	0.155	0.363	0.292	0.0	0.2	0.183	0.392	0.321	0.0	0.561	0.544	0.753	0.681	0.0	0.303	0.286	0.495	0.423
CPI-SS05D7900BF	PTN_ALK	simple:P21246	simple:Q9UM73	PTN	ALK	True	False	True	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.0	0.0	0.0	0.0	0.0	0.0	0.118	0.117	0.145	0.118	0.0	0.193	0.192	0.22	0.193	0.0	0.79	0.789	0.817	0.79	0.0	0.332	0.331	0.359	0.332
CPI-SS0BA4E3F44	NTN4_UNC5D	simple:Q9HB63	simple:Q6UXZ4	NTN4	UNC5D	True	False	True	curated	False	Ligand-Receptor	Signaling by Netrin	0.0	0.0	0.0	0.0	0.0	0.0	0.021	0.021	0.047	0.009	0.0	0.096	0.096	0.122	0.084	0.0	0.037	0.037	0.062	0.025	0.0	0.064	0.065	0.09	0.052
CPI-SS05162C56B	NTF3_NTRK3	simple:P20783	simple:Q16288	NTF3	NTRK3	True	False	True	curated	False	Ligand-Receptor	Signaling by Neurotrophin	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.012	0.074	0.062	0.0	0.013	0.011	0.074	0.061	0.0	0.019	0.017	0.08	0.067	0.0	0.023	0.022	0.085	0.072
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.0	0.0	0.0	0.0	0.0	0.0	0.609	0.036	0.121	0.245	0.0	0.607	0.034	0.119	0.243	0.0	0.635	0.061	0.146	0.27	0.0	0.62	0.047	0.132	0.256
CPI-SS0BDC912F3	CNTN1_NRCAM	simple:Q12860	simple:Q92823	CNTN1	NRCAM	True	False	False	curated	False	Adhesion-Adhesion		0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.022	0.009	0.009	0.0	0.064	0.021	0.008	0.007	0.0	0.091	0.048	0.035	0.035	0.0	0.077	0.033	0.02	0.02
CPI-SS0F67B526A	SEMA3C_NRP2	simple:Q99985	simple:O60462	SEMA3C	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.0	0.0	0.0	0.0	0.0	0.373	0.425	0.103	0.168	0.189	0.392	0.445	0.122	0.187	0.208	0.387	0.439	0.117	0.182	0.203	0.4	0.452	0.129	0.195	0.216
CPI-CS0FADCFDB9	PGD2_byPTGDS_PTGDR	complex:PGD2_byPTGDS	simple:Q13258		PTGDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.009	0.016	0.0	0.007	0.006	0.014	0.02	0.0	0.003	0.003	0.01	0.017	0.0	0.003	0.003	0.01	0.017
CPI-SS01E3453DB	RSPO2_LGR4	simple:Q6UXX9	simple:Q9BXB1	RSPO2	LGR4	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.054	0.04	0.045	0.0	0.064	0.058	0.044	0.05	0.0	0.06	0.054	0.04	0.046	0.0	0.06	0.054	0.04	0.046
CPI-SS0ACAB1835	RSPO3_LGR4	simple:Q9BXY4	simple:Q9BXB1	RSPO3	LGR4	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.064	0.05	0.056	0.0	0.078	0.072	0.058	0.064	0.0	0.164	0.158	0.144	0.15	0.0	0.112	0.106	0.092	0.098
CPI-SS056D0AD0D	RSPO2_LGR5	simple:Q6UXX9	simple:O75473	RSPO2	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.04	0.021	0.003	0.0	0.007	0.044	0.025	0.007	0.0	0.003	0.041	0.021	0.004	0.0	0.003	0.04	0.021	0.003
CPI-SS0C3906934	RSPO3_LGR5	simple:Q9BXY4	simple:O75473	RSPO3	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.051	0.031	0.013	0.0	0.021	0.059	0.039	0.022	0.0	0.107	0.145	0.125	0.107	0.0	0.055	0.092	0.073	0.055
CPI-CS08EE9E5CE	atRetinoicAcid_byALDH1A1_RORB	complex:atRetinoicAcid_byALDH1A1	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.008	0.007	0.0	0.042	0.044	0.047	0.047	0.0	0.012	0.014	0.017	0.017	0.0	0.012	0.013	0.017	0.016
CPI-CS033058D2B	atRetinoicAcid_byALDH1A2_RORB	complex:atRetinoicAcid_byALDH1A2	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.062	0.065	0.065	0.0	0.064	0.065	0.069	0.069	0.0	0.186	0.187	0.19	0.19	0.0	0.042	0.043	0.047	0.046
CPI-SS02CAD3BF8	VIP_SCTR	simple:P01282	simple:P47872	VIP	SCTR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vasoactive Intestinal Peptide	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.009	0.005	0.005	0.0	0.004	0.006	0.003	0.003	0.0	0.007	0.009	0.006	0.006	0.0	0.002	0.004	0.0	0.0
CPI-SS0A932EB77	SLIT2_ROBO1	simple:O94813	simple:Q9Y6N7	SLIT2	ROBO1	True	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.0	0.0	0.0	0.0	0.0	0.0	0.612	0.423	0.671	0.441	0.0	0.553	0.364	0.612	0.382	0.0	0.588	0.398	0.647	0.416	0.0	0.594	0.404	0.652	0.422
CPI-SS0D0235DCE	SLIT2_ROBO2	simple:O94813	simple:Q9HCK4	SLIT2	ROBO2	True	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.0	0.0	0.0	0.0	0.0	0.0	0.372	0.406	1.131	0.883	0.0	0.313	0.347	1.072	0.824	0.0	0.348	0.381	1.107	0.859	0.0	0.353	0.387	1.112	0.864
CPI-SS015B70BF9	TAC1_TACR3	simple:P20366	simple:P29371	TAC1	TACR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.012	0.012	0.0	0.017	0.0	0.016	0.017	0.0	0.066	0.0	0.066	0.066	0.0	0.034	0.0	0.033	0.034
CPI-SS0EC8C81E0	VEGFC_KDR	simple:P49767	simple:P35968	VEGFC	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.0	0.0	0.0	0.0	0.0	0.0	0.761	0.127	0.132	0.127	0.0	0.662	0.028	0.033	0.029	0.0	0.658	0.024	0.029	0.025	0.0	0.676	0.042	0.047	0.042
CPI-SS0FF2EEAE8	WNT5B_SFRP1	simple:Q9H1J7	simple:Q8N474	WNT5B	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.101	0.042	0.308	0.157	0.0	0.103	0.044	0.31	0.159	0.0	0.113	0.054	0.32	0.169	0.0	0.125	0.067	0.333	0.182
CPI-SS03146C969	WNT8A_SFRP1	simple:Q9H1J5	simple:Q8N474	WNT8A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.035	0.301	0.15	0.0	0.0	0.0	0.0	0.0
CPI-SS0AC302C73	WNT5B_SFRP2	simple:Q9H1J7	simple:Q96HF1	WNT5B	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.016	0.041	0.03	0.0	0.013	0.018	0.043	0.031	0.0	0.023	0.028	0.053	0.042	0.0	0.036	0.041	0.065	0.054
CPI-SS029E5DD2D	WNT8A_SFRP2	simple:Q9H1J5	simple:Q96HF1	WNT8A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.009	0.034	0.023	0.0	0.0	0.0	0.0	0.0
CPI-SS01503DD69	CD44_TYROBP	simple:P16070	simple:O43914	CD44	TYROBP	False	True	False	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.397	0.016	0.016	0.0	0.067	0.449	0.067	0.067	0.0	0.034	0.416	0.035	0.034	0.0	0.084	0.466	0.084	0.084
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		0.705	0.961	0.373	0.372	0.382	0.961	1.217	0.629	0.628	0.638	0.373	0.629	0.042	0.041	0.05	0.372	0.628	0.041	0.04	0.049	0.382	0.638	0.05	0.049	0.059
CPI-SS0822AEF5F	PTPRC_MRC1	simple:P08575	simple:P22897	PTPRC	MRC1	False	False	True	curated	False	Receptor-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.209	0.001	0.001	0.0	0.184	0.391	0.184	0.183	0.0	0.002	0.209	0.002	0.001	0.0	0.002	0.209	0.001	0.001
CPI-SS0F9F83827	PTPRD_IL1RAPL1	simple:P23468	simple:Q9NZN1	PTPRD	IL1RAPL1	False	True	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.262	0.374	0.214	0.0	0.127	0.245	0.357	0.197	0.0	0.335	0.454	0.566	0.406	0.0	0.264	0.382	0.494	0.334
CPI-SS00F69C501	TRH_TRHR	simple:P20396	simple:P34981	TRH	TRHR	True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0
