id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EP	CM|FB_H	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EP	EN_H|FB_H	EN_H|UN	EP|CM	EP|EN_H	EP|EP	EP|FB_H	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EP	FB_H|FB_H	FB_H|UN	UN|CM	UN|EN_H	UN|EP	UN|FB_H	UN|UN
CPI-CS09B8977D7	Dehydroepiandrosterone_bySTS_ESR1	complex:Dehydroepiandrosterone_bySTS	simple:P03372		ESR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-CS0917E42F5	DHEAsulfate_bySULT1E1_PPARG	complex:DHEAsulfate_bySULT1E1	simple:P37231		PPARG	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	LGALS9	HAVCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Galectin	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0B9B3870A	VEGFA_FLT1	simple:P15692	simple:P17948	VEGFA	FLT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.319	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0
CPI-SC0AFC650CD	VEGFA_FLT1_complex	simple:P15692	complex:FLT1_complex	VEGFA		True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	1.0	0.0	1.0	0.084	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0
CPI-SS046F8AD8B	VEGFA_NRP2	simple:P15692	simple:O60462	VEGFA	NRP2	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.048	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.559	1.0
CPI-CS0FADCFDB9	PGD2_byPTGDS_PTGDR	complex:PGD2_byPTGDS	simple:Q13258		PTGDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-CS08EE9E5CE	atRetinoicAcid_byALDH1A1_RORB	complex:atRetinoicAcid_byALDH1A1	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0FE594C97	SST_SSTR2	simple:P61278	simple:P30874	SST	SSTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Somatostatin	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.084	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.804	1.0
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
