gene	mean	VO_mean	VO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
S100A10	0.17148542	0.15130301	0.09350145489815713	0.24023163	0.16457369464639787	0.66663265	7.314177	1
S100A6	0.37294534	0.32742974	0.19495635305528614	0.5280573	0.3522802379378718	0.6893418	19.156097	1
S100A16	0.08340847	0.058861908	0.03646944713870029	0.1670474	0.1209517514871117	1.5032657	16.583408	1
SLC27A3	0.15818372	0.14121388	0.09466537342386033	0.21598384	0.1579643093192333	0.612688	6.4039493	1
SLC39A1	0.21582538	0.19602425	0.13171677982541222	0.28327203	0.21480502313284863	0.5309294	7.1457043	1
RAB13	0.91465837	0.83231544	0.47856450048496607	1.1952446	0.6840713813615333	0.5220508	40.71713	1
PBXIP1	0.15981781	0.14244783	0.09291949563530554	0.2189824	0.16721744877726372	0.6200275	6.903713	1
GON4L	0.32143003	0.29323232	0.18971871968962173	0.41750094	0.30799735624586916	0.50958896	10.15062	1
RIT1	0.21097833	0.18676461	0.12201745877788554	0.29345873	0.21943159286186384	0.6516557	9.909058	1
CRABP2	0.21574084	0.18591829	0.11677982541222115	0.31733137	0.22273628552544614	0.77100027	12.960142	1
PRCC	0.19523099	0.17658523	0.11891367604267701	0.25874197	0.19894249834765368	0.55089015	6.9477816	1
APOA2	0.010369629	-5.2023097e-09	0.0	0.045700397	0.03502974223397224	8.839292	12.229277	1
OLFML2B	0.014330454	0.017554928	0.014354995150339476	0.0033450122	0.0026437541308658294	-2.3574898	6.3732376	1
RGS5	0.14204933	0.17089933	0.09020368574199807	0.043731473	0.031064111037673495	-1.9639515	32.160835	1
NUF2	0.103760295	0.114483684	0.07992240543161978	0.06720272	0.051553205551883675	-0.767665	6.0382543	1
KIAA0040	0.008594546	0.010582276	0.00834141610087294	0.0018228482	0.0019828155981493722	-2.4739022	5.0110946	1
RGL1	0.2049135	0.17403178	0.11464597478176528	0.31011367	0.23000660938532716	0.8330826	15.285998	1
NIBAN1	0.026985632	0.032884445	0.02677012609117362	0.0068808263	0.007931262392597489	-2.2403162	12.68942	1
CDC73	0.30762425	0.27102	0.1755577109602328	0.4323269	0.3119629874421679	0.67352486	15.990097	1
B3GALT2	0.021653831	0.012053898	0.007371483996120271	0.054361165	0.038334434897554524	2.1638088	7.8163104	1
CFH	0.06081625	0.048240975	0.03394762366634336	0.10367001	0.07534699272967614	1.102071	6.9164357	1
ASPM	0.24433616	0.27013722	0.1454898157129001	0.15641026	0.08460013218770654	-0.78796905	10.162112	1
LHX9	0.013811675	0.017865662	0.009893307468477207	1.3096724e-09	0.0	-7.4890795	11.161189	1
PTPRC	0.005075804	0.00027376306	0.00019398642095053346	0.02143704	0.017184401850627893	5.848552	6.16249	1
TMEM9	0.25614154	0.2200588	0.14044616876818622	0.37906435	0.2723066754791804	0.7842788	17.072084	1
TNNT2	0.04952054	-5.2023097e-09	0.0	0.21824391	0.1520158625247852	11.092462	44.55244	1
TNNI1	0.08570281	0.043252327	0.028322017458777885	0.23033823	0.16060806345009915	2.4101987	35.10897	1
PHLDA3	0.18064576	0.16166103	0.1096023278370514	0.24531128	0.1830799735624587	0.6013375	7.229588	1
NAV1	0.35161743	0.31223443	0.19903006789524733	0.48582488	0.33840052875082616	0.6376418	16.316566	1
UBE2T	0.14842403	0.16059528	0.11115421920465568	0.10693579	0.08129543952412426	-0.5862343	5.4123874	1
PPFIA4	0.02121991	0.014633529	0.009311348205625606	0.04365908	0.034368803701255786	1.5704795	5.1537604	1
ATP2B4	0.18557726	0.16916649	0.10921435499515034	0.24147274	0.1784534038334435	0.5131612	5.5083156	1
PLEKHA6	0.055346966	0.045462016	0.029485935984481085	0.08903206	0.06939854593522803	0.9681129	5.4307733	1
CENPF	0.45392102	0.49926147	0.22056256062075655	0.29952425	0.13747521480502314	-0.73693013	14.20874	1
TGFB2	0.16453937	0.14030743	0.08593598448108633	0.24708217	0.16853932584269662	0.8159555	10.315783	1
HLX	0.0689187	0.056553025	0.03685741998060136	0.1110588	0.07931262392597488	0.97239727	6.2110486	1
MRPL55	0.23630045	0.21422945	0.14044616876818622	0.31148154	0.232650363516193	0.53977954	7.9925485	1
RNF187	0.27775145	0.24858673	0.16275460717749757	0.37710342	0.2769332452081956	0.6010131	11.680327	1
EGLN1	0.14451636	0.11890909	0.07759456838021339	0.23174582	0.16523463317911435	0.96209395	13.103457	1
NTPCR	0.25367397	0.22915515	0.1466537342386033	0.33719444	0.24454725710508923	0.5570543	8.920002	1
NID1	0.40149722	0.43328926	0.2789524733268671	0.29325408	0.2233972240581626	-0.5630204	14.338982	1
ACTN2	0.008994641	0.0030263886	0.0019398642095053346	0.02932958	0.021810971579643092	3.2346978	6.218188	1
GREM2	0.012290637	0.00086401636	0.0005819592628516004	0.051222797	0.0356906807666887	5.7343984	11.57353	1
PLD5	0.026946725	0.017170636	0.011057225994180407	0.06025113	0.044282881692002646	1.8050597	7.5410223	1
COLEC11	0.06333033	0.033142053	0.023666343355965083	0.16619024	0.1163251817580965	2.322622	24.167467	1
ID2	0.4040009	0.35914704	0.20969932104752667	0.55687416	0.35426305353602117	0.63263416	16.895565	1
MBOAT2	0.12162598	0.10760774	0.07487875848690592	0.16937146	0.12954395241242564	0.65392035	5.8035226	1
EMILIN1	0.589627	0.5368397	0.32609117361784673	0.76953477	0.5042961004626569	0.5194138	21.526249	1
FNDC4	0.06389595	0.054001153	0.03685741998060136	0.097616665	0.07732980832782552	0.85294527	5.0962896	1
SLC8A1	0.099437736	0.08449693	0.05974781765276431	0.15033604	0.1130204890945142	0.83047307	7.049551	1
MCFD2	0.39033404	0.35341913	0.22696411251212414	0.5161508	0.3654990085922009	0.54628384	14.325563	1
REL	0.10866083	0.09209652	0.06226964112512124	0.16508467	0.12491738268341045	0.8412956	7.963678	1
PELI1	0.14422296	0.15886381	0.10940834141610087	0.0943191	0.0760079312623926	-0.75154775	8.461828	1
WDR54	0.16324921	0.13222215	0.08709990300678952	0.26894432	0.20423000660938534	1.0237892	17.693514	1
EVA1A	0.09838546	0.112559326	0.07681862269641125	0.050071225	0.038334434897554524	-1.1670346	12.010147	1
RNF181	0.40598437	0.369166	0.23608147429679924	0.5314805	0.3707865168539326	0.52562785	13.754689	1
KDM3A	0.19146042	0.16347997	0.10630455868089234	0.2867754	0.21414408460013218	0.81042814	13.430627	1
CYTOR	0.20565826	0.22728065	0.1489815712900097	0.13196975	0.10508922670191673	-0.78380936	12.478052	1
DUSP2	0.044600736	0.035372168	0.023666343355965083	0.076041676	0.05287508261731659	1.1019987	5.0680394	1
AFF3	0.16408041	0.14374737	0.09059165858389913	0.23334007	0.16325181758096496	0.69851327	8.015235	1
ST6GAL2	0.09458634	0.08016948	0.05373423860329777	0.1437011	0.10575016523463318	0.8411514	6.7174935	1
SLC5A7	0.032469608	0.03815511	0.024830261881668283	0.013091661	0.010575016523463317	-1.5360264	6.6238585	1
MIR4435-2HG	0.16512683	0.18282636	0.12570320077594568	0.10480261	0.08195637805684071	-0.80221236	10.553798	1
AC108463.3	0.03732457	0.04385738	0.03646944713870029	0.01505936	0.01520158625247852	-1.5358967	9.471243	1
LYPD1	0.015091368	0.018751854	0.011057225994180407	0.0026204744	0.0019828155981493722	-2.792776	7.2089386	1
MCM6	0.105968975	0.11816236	0.08283220174587778	0.064402774	0.05287508261731659	-0.87455785	8.231177	1
DARS	0.39624807	0.34497273	0.2215324927255092	0.5709918	0.38466622604097817	0.7268224	24.103903	1
LRP1B	0.19198489	0.16891655	0.10533462657613966	0.27056375	0.19167217448777263	0.6793371	9.149151	1
KIF5C	0.2544053	0.2044308	0.1280310378273521	0.4246604	0.28288169200264374	1.0543311	26.892994	1
CD302	0.112687506	0.100175016	0.06750727449078564	0.15530251	0.1209517514871117	0.63204753	5.020799	1
SCN1A-AS1	0.01480212	0.008419462	0.004849660523763337	0.036549002	0.024454725710508923	2.10494	5.0436125	1
SCN9A	0.13836923	0.10295214	0.05955383123181377	0.25902143	0.16655651024454726	1.3302538	19.786522	1
SPC25	0.10687893	0.118060224	0.08612997090203686	0.06876114	0.054196959682749506	-0.77898246	6.695319	1
PDK1	0.08937669	0.064201675	0.0422890397672163	0.17515066	0.12756113681427628	1.4464917	16.68213	1
LNPK	0.17109717	0.14949955	0.10009699321047527	0.24466494	0.18506278916060806	0.710291	9.44484	1
TTN	0.10037329	0.03485556	0.023666343355965083	0.32359552	0.22273628552544614	3.2110434	44.55244	1
PDE1A	0.38247073	0.34421363	0.205819592628516	0.5128593	0.33113020489094513	0.5751211	13.420076	1
FRZB	0.23523411	0.25353253	0.16547041707080504	0.1728723	0.12954395241242564	-0.5521986	7.460623	1
ZNF804A	0.060305364	0.04396376	0.02870999030067895	0.11598955	0.08327825512227363	1.3975736	10.455455	1
GULP1	0.09146558	0.071698725	0.0475266731328807	0.15881312	0.12029081295439524	1.146208	11.684682	1
STK17B	0.11066461	0.12031122	0.08942774005819593	0.07777613	0.06741573033707865	-0.6287168	5.1424265	1
C2orf69	0.06966836	0.05953572	0.04190106692531523	0.10420047	0.08327825512227363	0.80649704	5.026776	1
NDUFB3	0.3686211	0.40135694	0.2566440349175558	0.2571649	0.19497686715135493	-0.6419906	16.396793	1
NRP2	1.2211578	1.3239276	0.617070805043647	0.87106514	0.47058823529411764	-0.60391515	44.55244	1
CTDSP1	0.17701977	0.16097167	0.10805043646944713	0.2316794	0.17382683410442828	0.5250495	5.5930743	1
ANKZF1	0.112530805	0.09822872	0.06653734238603298	0.1612434	0.12293456708526107	0.7144497	6.2613115	1
DNPEP	0.16052204	0.14206067	0.09699321047526673	0.2234039	0.16986120290812953	0.6527777	7.690724	1
KCNE4	0.17351435	0.12686463	0.08225024248302619	0.33243787	0.22736285525446134	1.389092	29.66453	1
SCG2	0.07588862	0.020771775	0.011057225994180407	0.2636811	0.1348314606741573	3.6597161	36.256187	1
DOCK10	0.032590147	0.037929893	0.027740058195926284	0.014390142	0.01255783212161269	-1.3920622	6.2884355	1
IRS1	0.04496689	0.033694923	0.022696411251212415	0.08336858	0.06939854593522803	1.3044267	7.9201937	1
PID1	0.22659673	0.20174064	0.12919495635305528	0.31126532	0.22405816259087905	0.6253915	9.542872	1
TADA3	0.21935359	0.19681917	0.1309408341416101	0.29611394	0.21744877726371448	0.5890358	8.520434	1
IL17RC	0.07255031	0.061888587	0.041707080504364696	0.10888497	0.08393919365499009	0.8140546	5.183305	1
CRELD1	0.14820848	0.12608914	0.08360814742967992	0.22355399	0.16920026437541308	0.8256807	10.663916	1
EMC3	0.22577482	0.20503654	0.13695441319107662	0.29641423	0.22207534699272968	0.5315168	7.3910007	1
PPARG	0.118824765	0.1391348	0.09815712900096993	0.04960393	0.041639127561136816	-1.4860879	23.183664	1
FBLN2	0.0459828	0.035308488	0.022696411251212415	0.08235048	0.06212822207534699	1.2194325	6.662839	1
RFTN1	0.06265341	0.052353755	0.03976721629485936	0.09775365	0.07732980832782552	0.8995796	5.5027933	1
RBMS3	0.20863423	0.18361607	0.12473326867119301	0.29385617	0.21877065432914738	0.6781232	10.636575	1
MYL3	0.02449504	0.00650688	0.004073714839961203	0.08578109	0.06345009914077991	3.7002995	18.002922	1
PTH1R	0.06621623	0.037944444	0.02405431619786615	0.16254938	0.11500330469266358	2.0960076	22.493559	1
PFKFB4	0.027031196	0.0147910835	0.009699321047526674	0.068731226	0.051553205551883675	2.2086146	10.419433	1
P4HTM	0.0709033	0.058233175	0.038409311348205626	0.11408067	0.08856576338400529	0.9689299	6.868092	1
DALRD3	0.13028225	0.11374905	0.07662463627546072	0.18659511	0.14077990746860541	0.7135619	7.167513	1
MST1	0.029624378	0.02208124	0.014354995150339476	0.055318832	0.04296100462656973	1.3210363	5.2079906	1
TNNC1	0.04196307	0.0005007278	0.0003879728419010669	0.18323101	0.13086582947785855	8.253524	42.51105	1
GLT8D1	0.2589163	0.23002234	0.1518913676042677	0.35734513	0.2663582286847323	0.63532066	12.086314	1
WNT5A	0.29364115	0.33382165	0.19728419010669254	0.1567236	0.11566424322538003	-1.0903668	30.194124	1
SLC25A26	0.09625101	0.08327654	0.05625606207565471	0.14045137	0.11103767349636484	0.75338405	6.0075173	1
TMF1	0.3456317	0.30578917	0.19786614936954414	0.4813955	0.34302709847984136	0.65451336	17.552595	1
ARL6IP5	0.4512244	0.4112346	0.25586808923375365	0.5875413	0.4038334434897555	0.5146234	14.924602	1
LINC00960	0.14153995	0.118576735	0.07992240543161978	0.21976015	0.16457369464639787	0.889549	11.615163	1
ROBO2	0.18546769	0.13851617	0.0845780795344326	0.34541893	0.23198942498347655	1.317669	28.65008	1
ZNF654	0.1192424	0.105270654	0.07002909796314258	0.16682974	0.12822207534699273	0.6637679	5.760294	1
MTRNR2L12	0.32380852	0.28307846	0.18254122211445198	0.46258506	0.3304692663582287	0.708319	18.864553	1
FILIP1L	0.18473025	0.20251952	0.12997090203685743	0.12410062	0.09253139458030403	-0.7061008	8.623481	1
TMEM45A	0.16712762	0.12652917	0.08011639185257032	0.30543298	0.21480502313284863	1.2707182	25.179342	1
NFKBIZ	0.14503446	0.1269805	0.08477206595538313	0.20652935	0.1520158625247852	0.7013025	7.5084953	1
ALCAM	0.08059344	0.057579022	0.03394762366634336	0.1590146	0.10046265697290152	1.4639477	12.839424	1
NECTIN3	0.24428363	0.22179964	0.14471387002909797	0.3208707	0.23331130204890946	0.5325341	7.8197784	1
FAM162A	0.5452197	0.3835447	0.23200775945683802	1.0961127	0.6074025115664243	1.514685	44.55244	1
HACD2	0.09347839	0.10292563	0.07119301648884578	0.061268725	0.05023132848645076	-0.7474277	5.5709453	1
GATA2	0.016817769	0.009117132	0.006207565470417071	0.04305515	0.03502974223397224	2.227143	7.306007	1
TRH	0.006005686	-5.2023097e-09	0.0	0.026467903	0.01982815598149372	8.053616	7.07269	1
RBP1	0.36696133	0.32231233	0.19573229873908826	0.51911896	0.34368803701255785	0.6874362	18.567	1
SLC25A36	0.38206917	0.34471446	0.21939864209505336	0.5093811	0.3588896232650364	0.5632085	14.644204	1
CHST2	0.28977746	0.31812727	0.20795344325897186	0.19316754	0.14937210839391937	-0.71945804	15.359085	1
PLOD2	0.21657631	0.1681762	0.10824442289039768	0.38146558	0.26437541308658297	1.1810998	29.295631	1
AGTR1	0.08158978	0.0957247	0.06634335596508245	0.033416737	0.026437541308658295	-1.5155158	15.715986	1
CPB1	0.02665202	0.031274855	0.01862269641125121	0.010894699	0.007931262392597489	-1.5128008	5.056259	1
HLTF	0.28162274	0.25281784	0.16721629485935985	0.37974936	0.2802379378717779	0.5867586	11.436222	1
P2RY1	0.062541604	0.04248996	0.032395732298739086	0.13086616	0.09980171844018507	1.6206087	14.68688	1
RAP2B	0.1926798	0.21430029	0.1472356935014549	0.11899668	0.09385327164573695	-0.8481736	13.963873	1
SMC4	0.3957688	0.4248962	0.24190106692531524	0.29660735	0.18968935888962327	-0.5184093	9.778139	1
PPM1L	0.13255607	0.10397009	0.07099903006789525	0.22993279	0.16853932584269662	1.144284	16.69394	1
SLITRK3	0.037014548	0.02574981	0.01745877788554801	0.07538796	0.05551883674818242	1.546093	7.81327	1
SERPINI1	0.14800888	0.17841153	0.11134820562560621	0.044401016	0.033707865168539325	-2.004107	42.04056	1
GNB4	0.31566066	0.28521538	0.19088263821532492	0.41938707	0.30469266358228686	0.5560689	11.665091	1
YEATS2	0.14235811	0.12818901	0.0892337536372454	0.19061722	0.14540647719762062	0.5720375	5.3209925	1
TMEM41A	0.09808145	0.08513457	0.05761396702230844	0.14218605	0.10971579643093192	0.7392835	5.829679	1
CLDN1	0.007979794	0.010137388	0.006983511154219205	0.0006293968	0.0006609385327164573	-3.8109999	6.4428043	1
NCBP2AS2	0.23941575	0.21715868	0.14044616876818622	0.3152301	0.23661599471249173	0.53744906	8.028937	1
CYTL1	0.1439516	0.109253116	0.06770126091173617	0.26215467	0.18241903502974224	1.2619741	20.394913	1
BLOC1S4	0.26124492	0.23293191	0.1518913676042677	0.35769412	0.2656972901520159	0.61860204	11.579847	1
FBXL5	0.1578867	0.14166969	0.09699321047526673	0.2131226	0.16457369464639787	0.5888113	6.280784	1
LDB2	0.33472106	0.2992877	0.18506304558680892	0.45545524	0.310641110376735	0.6056111	13.457167	1
NCAPG	0.14673603	0.16247208	0.11154219204655674	0.09310086	0.06873760740251157	-0.80266434	8.855012	1
SLIT2	0.25886774	0.28104386	0.1726479146459748	0.18329342	0.13152676801057503	-0.6163666	9.570123	1
LGI2	0.06861396	0.08025511	0.05063045586808924	0.028958743	0.020489094514210177	-1.4674176	11.80256	1
SEL1L3	0.0063265166	0.0081835985	0.005431619786614937	1.3096724e-09	0.0	-6.3721666	6.5875106	1
SMIM20	0.22582696	0.20247333	0.1326867119301649	0.3053763	0.2233972240581626	0.59261614	8.880868	1
TBC1D1	0.24823445	0.21591325	0.14820562560620756	0.35833916	0.2604097818902842	0.7306084	14.711233	1
KLF3	0.30907044	0.2714317	0.1734238603297769	0.43730074	0.30931923331130207	0.6878349	16.377092	1
FAM114A1	0.29797462	0.24126323	0.15868089233753638	0.49118626	0.34633179114342366	1.025358	33.92755	1
KDR	0.029528866	0.017167423	0.011057225994180407	0.07164197	0.048909451421017845	2.0547645	9.046016	1
ADGRL3	0.09408092	0.07102407	0.0451988360814743	0.1726369	0.1209517514871117	1.2801666	13.643134	1
TECRL	0.0049771545	-5.2023097e-09	0.0	0.021935008	0.017184401850627893	7.7837286	6.2110276	1
ALB	0.025362523	0.0003419807	0.00019398642095053346	0.11061092	0.08261731658955718	7.9685984	27.716413	1
AFP	0.008662917	-5.2023097e-09	0.0	0.038178682	0.026437541308658295	8.580473	9.131621	1
PARM1	0.053824592	0.024357233	0.01571290009699321	0.15422599	0.10905485789821547	2.6576478	25.408514	1
CXCL10	0.020668143	0.025115462	0.014354995150339476	0.0055087977	0.0039656311962987445	-2.1685452	6.36779	1
ANTXR2	0.3558015	0.30166042	0.1901066925315228	0.5402915	0.3688037012557832	0.8406015	28.039867	1
PRDM8	0.029573916	0.020329248	0.013191076624636276	0.061066207	0.043621943159286185	1.5820988	6.333745	1
HSD17B11	0.11707511	0.10377142	0.0690591658583899	0.16238587	0.12623925974884337	0.6455155	5.453157	1
EMCN	0.5420688	0.46125737	0.2878758486905917	0.8174567	0.5168539325842697	0.82543415	44.55244	1
CENPE	0.18902719	0.20805256	0.12065955383123181	0.12418601	0.07799074686054197	-0.74397737	8.20725	1
DKK2	0.034664303	0.021881381	0.013191076624636276	0.07821176	0.053536021150033045	1.832947	8.980928	1
COL25A1	0.22894919	0.24806786	0.14917555771096022	0.16379206	0.10905485789821547	-0.59857035	7.4907813	1
FAM241A	0.083182395	0.09672607	0.07080504364694472	0.03701936	0.031725049570389956	-1.3832235	14.965348	1
ARSJ	0.08595584	0.06576802	0.04888457807953443	0.15474214	0.1209517514871117	1.233148	12.88184	1
NDST4	0.022264259	0.0272802	0.015324927255092144	0.0051675527	0.0039656311962987445	-2.3779283	8.288554	1
C4orf3	0.83722395	0.7425567	0.4333656644034918	1.1598052	0.6728354263053536	0.64323944	44.55244	1
MAD2L1	0.19011228	0.20867047	0.14005819592628516	0.12686358	0.09120951751487112	-0.7175029	9.25104	1
PLK4	0.031237384	0.035961546	0.028128031037827354	0.015134535	0.01520158625247852	-1.2431159	5.5823026	1
PGRMC2	0.26301372	0.23563743	0.15635305528612997	0.35627165	0.2650363516192994	0.5962017	10.889989	1
ZNF330	0.13727005	0.12309561	0.08147429679922405	0.1855473	0.13747521480502314	0.59161353	5.2800694	1
HHIP-AS1	0.015441689	0.007167831	0.004655674102812803	0.043632098	0.031725049570389956	2.5890958	7.4783673	1
HHIP	0.00884607	0.0038645084	0.0027158098933074684	0.02581937	0.01982815598149372	2.7088168	5.0409594	1
ARHGAP10	0.09740095	0.10728673	0.07177497575169738	0.063696995	0.048909451421017845	-0.75125533	5.4908314	1
DCLK2	0.14437193	0.12694864	0.0863239573229874	0.20371813	0.15267680105750164	0.6819014	7.2108607	1
SFRP2	0.25098237	0.28701514	0.1332686711930165	0.12819542	0.06609385327164574	-1.1621597	19.664877	1
GRIA2	0.08668708	0.09748955	0.05994180407371484	0.049861263	0.037012557832121616	-0.96591675	7.2000613	1
GASK1B	0.16097015	0.1757475	0.11328806983511154	0.11060222	0.08393919365499009	-0.6676406	7.184432	1
FSTL5	0.22606	0.18906872	0.10630455868089234	0.35207617	0.2108393919365499	0.89662373	15.315933	1
HMGB2	0.57757056	0.6243769	0.30106692531522794	0.41817406	0.23463317911434237	-0.5781998	15.2794485	1
AC097534.2	0.049923137	0.036971644	0.025024248302618818	0.094054	0.0713813615333774	1.3447062	8.514946	1
SCRG1	0.07023634	0.05737313	0.035499515033947625	0.11407167	0.08327825512227363	0.99024516	6.6020927	1
HAND2	0.5673163	0.5049827	0.2950533462657614	0.7797509	0.488433575677462	0.6266786	26.938313	1
HAND2-AS1	0.20810728	0.16170087	0.1026188166828322	0.36620337	0.25446133509583607	1.1788195	27.769712	1
HPGD	0.058742497	0.06793434	0.04034917555771096	0.027432458	0.01982815598149372	-1.3051298	7.973226	1
CDKN2AIP	0.12603126	0.11011818	0.07196896217264792	0.18023252	0.1348314606741573	0.71029747	6.7651424	1
CENPU	0.11730444	0.13025983	0.09369544131910766	0.07314236	0.06014540647719762	-0.8317492	8.25553	1
ANKRD37	0.031961832	0.018620983	0.01125121241513094	0.07741054	0.056179775280898875	2.0497365	10.467835	1
SORBS2	0.008132371	0.001245158	0.0009699321047526673	0.031598132	0.024454725710508923	4.5585504	8.097107	1
EXOC3	0.16797026	0.14772306	0.09835111542192046	0.23693685	0.18043621943159285	0.68124	8.644969	1
TRIP13	0.041625902	0.04745843	0.03666343355965083	0.021755487	0.020489094514210177	-1.1217057	5.8722997	1
SNHG18	0.1298487	0.111107856	0.07778855480116392	0.19368325	0.14540647719762062	0.80118513	8.796533	1
TRIO	0.19413261	0.20869401	0.13831231813773037	0.14450255	0.11235955056179775	-0.5299874	5.955906	1
ZNF622	0.11483537	0.100659534	0.06770126091173617	0.16311797	0.12623925974884337	0.69588363	6.181717	1
MYO10	0.1136685	0.12555397	0.0874878758486906	0.07315166	0.061467283542630535	-0.7785228	7.1535835	1
