Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	phospholipid efflux (GO:0033700)	6/12	1.210023e-11	1.201956e-09	0	0	2.116383e+02	5.320120e+03	APOC2;APOC1;APOA2;APOA1;APOC3;APOE
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	16/345	1.575014e-11	1.353600e-09	0	0	1.133073e+01	2.818425e+02	IGFBP1;FGA;ITIH2;SERPINA1;SERPIND1;AHSG;APOA2;APOA1;AFP;CP;C3;TF;ALB;GPC3;APOE;APOB
GO_Biological_Process_2021	regulation of receptor-mediated endocytosis (GO:0048259)	8/39	1.589798e-11	1.353600e-09	0	0	5.573352e+01	1.385804e+03	C3;VTN;TF;APOC2;SERPINE1;APOC1;APOC3;CLU
GO_Biological_Process_2021	negative regulation of blood coagulation (GO:0030195)	8/40	1.979131e-11	1.572749e-09	0	0	5.398913e+01	1.330604e+03	FGB;VTN;FGA;F10;SERPINE1;PLG;APOE;F2
GO_Biological_Process_2021	triglyceride-rich lipoprotein particle remodeling (GO:0034370)	6/13	2.238165e-11	1.667433e-09	0	0	1.813951e+02	4.448313e+03	APOC2;APOA2;APOA1;APOC3;APOE;APOB
GO_Biological_Process_2021	chylomicron remnant clearance (GO:0034382)	5/7	5.883421e-11	4.125317e-09	0	0	5.236316e+02	1.233482e+04	APOC2;APOC1;APOC3;APOE;APOB
GO_Biological_Process_2021	reverse cholesterol transport (GO:0043691)	6/17	1.588407e-10	1.051879e-08	0	0	1.154101e+02	2.604011e+03	APOC2;APOA2;APOA1;APOC3;APOE;CLU
GO_Biological_Process_2021	positive regulation of cholesterol esterification (GO:0010873)	5/9	3.502294e-10	2.197229e-08	0	0	2.617895e+02	5.699794e+03	APOC1;APOA2;APOA1;APOE;AGT
GO_Biological_Process_2021	cholesterol efflux (GO:0033344)	6/24	1.679446e-09	1.000950e-07	0	0	7.050355e+01	1.424510e+03	APOC2;APOC1;APOA2;APOA1;APOC3;APOE
GO_Biological_Process_2021	regulation of cholesterol esterification (GO:0010872)	5/12	2.175485e-09	1.234846e-07	0	0	1.495714e+02	2.983354e+03	APOC1;APOA2;APOA1;APOE;AGT
GO_Biological_Process_2021	positive regulation of steroid metabolic process (GO:0045940)	5/13	3.521204e-09	1.907852e-07	0	0	1.308684e+02	2.547284e+03	APOC1;APOA2;APOA1;APOE;AGT
GO_Biological_Process_2021	positive regulation of endocytosis (GO:0045807)	7/48	3.929901e-09	2.036714e-07	0	0	3.645764e+01	7.056250e+02	C3;VTN;TF;SERPINE1;GPC3;APOE;CLU
GO_Biological_Process_2021	fibrinolysis (GO:0042730)	5/15	8.151373e-09	4.048515e-07	0	0	1.046842e+02	1.949752e+03	FGB;FGA;SERPINE1;PLG;F2
GO_Biological_Process_2021	regulation of very-low-density lipoprotein particle remodeling (GO:0010901)	4/6	8.756305e-09	4.175006e-07	0	0	4.145417e+02	7.691195e+03	APOC2;APOA2;APOA1;APOC3
GO_Biological_Process_2021	phospholipid transport (GO:0015914)	7/59	1.741101e-08	7.982279e-07	0	0	2.872953e+01	5.132864e+02	APOC2;MTTP;APOC1;APOA2;APOA1;APOC3;APOE
GO_Biological_Process_2021	negative regulation of endopeptidase activity (GO:0010951)	7/63	2.778073e-08	1.182665e-06	0	0	2.667204e+01	4.640648e+02	VTN;SERPINA1;SERPIND1;AHSG;SERPINE1;AGT;SERPINA5
GO_Biological_Process_2021	negative regulation of peptidase activity (GO:0010466)	7/63	2.778073e-08	1.182665e-06	0	0	2.667204e+01	4.640648e+02	VTN;SERPINA1;SERPIND1;AHSG;SERPINE1;AGT;SERPINA5
GO_Biological_Process_2021	regulation of lipoprotein lipase activity (GO:0051004)	5/21	5.393913e-08	2.184818e-06	0	0	6.540789e+01	1.094628e+03	APOC2;APOC1;ANGPTL3;APOA1;APOC3
GO_Biological_Process_2021	positive regulation of cellular metabolic process (GO:0031325)	8/105	5.498704e-08	2.184818e-06	0	0	1.775258e+01	2.967551e+02	AKR1C1;HPN;APOC1;APOA2;APOA1;APOE;F2;AGT
GO_Biological_Process_2021	sterol metabolic process (GO:0016125)	7/70	5.850138e-08	2.249473e-06	0	0	2.370012e+01	3.947069e+02	EBP;APOA2;ANGPTL3;APOA1;APOE;APOB;TM7SF2
GO_Biological_Process_2021	regulation of endopeptidase activity (GO:0052548)	7/71	6.463629e-08	2.407702e-06	0	0	2.332863e+01	3.861936e+02	VTN;SERPINA1;SERPIND1;AHSG;SERPINE1;AGT;SERPINA5
GO_Biological_Process_2021	negative regulation of lipase activity (GO:0060192)	4/9	7.271157e-08	2.549182e-06	0	0	1.657917e+02	2.725079e+03	APOC1;ANGPTL3;APOA2;APOC3
GO_Biological_Process_2021	lipoprotein metabolic process (GO:0042157)	4/9	7.271157e-08	2.549182e-06	0	0	1.657917e+02	2.725079e+03	MTTP;APOA2;APOA1;APOE
GO_Biological_Process_2021	cholesterol metabolic process (GO:0008203)	7/77	1.140599e-07	3.884554e-06	0	0	2.132258e+01	3.408743e+02	EBP;APOA2;ANGPTL3;APOA1;APOE;APOB;TM7SF2
GO_Biological_Process_2021	acylglycerol homeostasis (GO:0055090)	5/25	1.386194e-07	4.465792e-06	0	0	5.231579e+01	8.261466e+02	APOC2;ANGPTL3;APOA1;APOC3;APOE
GO_Biological_Process_2021	positive regulation of lipid metabolic process (GO:0045834)	5/25	1.386194e-07	4.465792e-06	0	0	5.231579e+01	8.261466e+02	APOA2;ANGPTL3;APOA1;APOE;F2
GO_Biological_Process_2021	secondary alcohol metabolic process (GO:1902652)	6/49	1.577636e-07	4.948795e-06	0	0	2.947600e+01	4.616581e+02	EBP;APOA2;ANGPTL3;APOA1;APOE;APOB
GO_Biological_Process_2021	negative regulation of cholesterol transport (GO:0032375)	4/11	1.889787e-07	5.775965e-06	0	0	1.184107e+02	1.833191e+03	APOC2;APOC1;APOA2;APOC3
GO_Biological_Process_2021	very-low-density lipoprotein particle assembly (GO:0034379)	4/12	2.823819e-07	8.414980e-06	0	0	1.036042e+02	1.562351e+03	APOC1;MTTP;APOC3;APOB
GO_Biological_Process_2021	triglyceride metabolic process (GO:0006641)	6/55	3.192474e-07	9.281533e-06	0	0	2.585888e+01	3.867790e+02	FABP1;APOC1;APOA2;APOC3;APOE;APOB
GO_Biological_Process_2021	regulation of lipid metabolic process (GO:0019216)	7/92	3.909033e-07	1.109421e-05	0	0	1.754649e+01	2.588950e+02	FABP1;SCD;APOC2;ID2;APOC1;APOC3;TM7SF2
GO_Biological_Process_2021	triglyceride homeostasis (GO:0070328)	5/31	4.329043e-07	1.200051e-05	0	0	4.023077e+01	5.894914e+02	APOC2;ANGPTL3;APOA1;APOC3;APOE
GO_Biological_Process_2021	negative regulation of cell adhesion (GO:0007162)	6/73	1.743586e-06	4.723532e-05	0	0	1.889457e+01	2.505338e+02	CDH1;DUSP1;SERPINE1;PLG;SPINT2;TGFBI
GO_Biological_Process_2021	negative regulation of cell-cell adhesion (GO:0022408)	5/41	1.835270e-06	4.861427e-05	0	0	2.904094e+01	3.835819e+02	CDH1;EPCAM;APOA1;PLG;SPINT2
GO_Biological_Process_2021	positive regulation of peptide hormone secretion (GO:0090277)	5/43	2.338821e-06	5.958254e-05	0	0	2.750970e+01	3.566870e+02	FGB;FGA;GLUD1;RBP4;ACSL4
GO_Biological_Process_2021	negative regulation of lipoprotein lipase activity (GO:0051005)	3/6	2.399297e-06	5.958254e-05	0	0	2.051237e+02	2.654370e+03	APOC1;ANGPTL3;APOC3
GO_Biological_Process_2021	negative regulation of lipoprotein particle clearance (GO:0010985)	3/6	2.399297e-06	5.958254e-05	0	0	2.051237e+02	2.654370e+03	APOC2;APOC1;APOC3
GO_Biological_Process_2021	positive regulation of receptor-mediated endocytosis (GO:0048260)	5/44	2.628256e-06	6.393634e-05	0	0	2.680297e+01	3.443964e+02	C3;VTN;TF;SERPINE1;CLU
GO_Biological_Process_2021	regulation of lipid catabolic process (GO:0050994)	4/21	3.298301e-06	7.863149e-05	0	0	4.873284e+01	6.151110e+02	APOC1;APOA2;ANGPTL3;APOC3
GO_Biological_Process_2021	positive regulation of lipid catabolic process (GO:0050996)	4/22	4.015814e-06	9.385982e-05	0	0	4.602315e+01	5.718501e+02	APOC2;APOA2;ANGPTL3;APOA1
GO_Biological_Process_2021	negative regulation of lipid metabolic process (GO:0045833)	4/24	5.788898e-06	1.326994e-04	0	0	4.141667e+01	4.994671e+02	APOC2;APOC1;APOA2;APOC3
GO_Biological_Process_2021	regulation of Cdc42 protein signal transduction (GO:0032489)	3/8	6.669353e-06	1.499975e-04	0	0	1.230619e+02	1.466650e+03	APOA1;APOC3;APOE
GO_Biological_Process_2021	regulation of cholesterol transport (GO:0032374)	4/25	6.865154e-06	1.515419e-04	0	0	3.944246e+01	4.689335e+02	APOC2;APOC1;APOA2;APOA1
GO_Biological_Process_2021	negative regulation of metabolic process (GO:0009892)	5/56	8.816079e-06	1.910685e-04	0	0	2.048400e+01	2.384120e+02	APOC2;ALDH1A1;APOC1;ID1;APOC3
GO_Biological_Process_2021	regulation of blood coagulation (GO:0030193)	4/27	9.451584e-06	2.011837e-04	0	0	3.600906e+01	4.166006e+02	VTN;SERPINE1;APOE;F2
GO_Biological_Process_2021	negative regulation of fibrinolysis (GO:0051918)	3/9	9.967716e-06	2.048538e-04	0	0	1.025464e+02	1.180941e+03	SERPINE1;PLG;F2
GO_Biological_Process_2021	very-low-density lipoprotein particle remodeling (GO:0034372)	3/9	9.967716e-06	2.048538e-04	0	0	1.025464e+02	1.180941e+03	APOC2;APOA1;APOE
GO_Biological_Process_2021	cellular iron ion homeostasis (GO:0006879)	5/58	1.049221e-05	2.119783e-04	0	0	1.970904e+01	2.259617e+02	TF;FTH1;CP;HAMP;FTL
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	17/1025	1.210022e-05	2.403910e-04	0	0	3.838736e+00	4.346327e+01	IGFBP1;FGA;ITIH2;SERPINA1;SERPIND1;DUSP1;AHSG;APOA2;APOA1;AFP;CP;C3;TF;ALB;GPC3;APOE;APOB
GO_Biological_Process_2021	regulation of fatty acid biosynthetic process (GO:0042304)	4/29	1.269340e-05	2.480414e-04	0	0	3.312500e+01	3.734655e+02	APOC2;APOC1;APOA1;APOC3
GO_Biological_Process_2021	iron ion homeostasis (GO:0055072)	5/61	1.346197e-05	2.588173e-04	0	0	1.865038e+01	2.091759e+02	TF;FTH1;CP;HAMP;FTL
GO_Biological_Process_2021	positive regulation of phospholipid transport (GO:2001140)	3/11	1.943756e-05	3.677711e-04	0	0	7.690206e+01	8.342569e+02	APOA1;DBI;APOE
GO_Biological_Process_2021	negative regulation of hemostasis (GO:1900047)	3/12	2.582269e-05	4.735485e-04	0	0	6.835395e+01	7.221087e+02	VTN;SERPINE1;APOE
GO_Biological_Process_2021	regulation of triglyceride catabolic process (GO:0010896)	3/12	2.582269e-05	4.735485e-04	0	0	6.835395e+01	7.221087e+02	APOC2;APOA1;APOC3
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	11/481	2.863975e-05	5.172513e-04	0	0	5.109491e+00	5.344893e+01	C3;ORM1;SERPINA1;TTR;AHSG;FTH1;MGST1;S100P;ACAA1;AGPAT2;FTL
GO_Biological_Process_2021	positive regulation of protein secretion (GO:0050714)	5/72	3.031496e-05	5.393348e-04	0	0	1.557973e+01	1.620895e+02	FGB;FGA;GLUD1;RBP4;ACSL4
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	11/485	3.088888e-05	5.414638e-04	0	0	5.065330e+00	5.260403e+01	C3;ORM1;SERPINA1;TTR;AHSG;FTH1;MGST1;S100P;ACAA1;AGPAT2;FTL
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	11/488	3.267447e-05	5.615442e-04	0	0	5.032695e+00	5.198229e+01	C3;ORM1;SERPINA1;TTR;AHSG;FTH1;MGST1;S100P;ACAA1;AGPAT2;FTL
GO_Biological_Process_2021	regulation of fibrinolysis (GO:0051917)	3/13	3.344768e-05	5.615442e-04	0	0	6.151546e+01	6.339493e+02	SERPINE1;PLG;F2
GO_Biological_Process_2021	high-density lipoprotein particle assembly (GO:0034380)	3/13	3.344768e-05	5.615442e-04	0	0	6.151546e+01	6.339493e+02	APOA2;APOA1;APOE
GO_Biological_Process_2021	negative regulation of coagulation (GO:0050819)	3/14	4.241532e-05	6.925899e-04	0	0	5.592034e+01	5.630060e+02	VTN;SERPINE1;APOE
GO_Biological_Process_2021	low-density lipoprotein particle remodeling (GO:0034374)	3/14	4.241532e-05	6.925899e-04	0	0	5.592034e+01	5.630060e+02	APOA2;APOB;AGT
GO_Biological_Process_2021	acylglycerol metabolic process (GO:0006639)	4/41	5.168950e-05	8.326201e-04	0	0	2.236824e+01	2.207803e+02	APOC1;APOA2;APOC3;APOE
GO_Biological_Process_2021	porphyrin-containing compound catabolic process (GO:0006787)	3/16	6.478178e-05	1.016051e-03	0	0	4.731245e+01	4.563043e+02	FABP1;AMBP;ALB
GO_Biological_Process_2021	heme catabolic process (GO:0042167)	3/16	6.478178e-05	1.016051e-03	0	0	4.731245e+01	4.563043e+02	FABP1;AMBP;ALB
GO_Biological_Process_2021	antibacterial humoral response (GO:0019731)	4/44	6.849759e-05	1.060378e-03	0	0	2.068750e+01	1.983665e+02	FGB;FGA;TF;RPL39
GO_Biological_Process_2021	positive regulation of blood coagulation (GO:0030194)	3/17	7.837830e-05	1.197781e-03	0	0	4.393078e+01	4.153200e+02	SERPINE1;PLG;F2
GO_Biological_Process_2021	receptor-mediated endocytosis (GO:0006898)	6/143	8.255837e-05	1.245691e-03	0	0	9.207796e+00	8.657175e+01	AMBP;ALB;APOA1;APOE;APOB;ASGR1
GO_Biological_Process_2021	positive regulation of transport (GO:0051050)	5/91	9.348501e-05	1.379084e-03	0	0	1.212607e+01	1.125022e+02	AHSG;APOA2;GPC3;APOA1;APOE
GO_Biological_Process_2021	negative regulation of lipid catabolic process (GO:0050995)	3/18	9.371291e-05	1.379084e-03	0	0	4.100000e+01	3.802863e+02	APOC1;APOA2;APOC3
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	7/216	1.063726e-04	1.546295e-03	0	0	7.091475e+00	6.487680e+01	FGB;VTN;FGA;TTR;CDH1;SERPINE1;TGFBI
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	7/217	1.094735e-04	1.569133e-03	0	0	7.057348e+00	6.436180e+01	FGB;VTN;FGA;TTR;CDH1;SERPINE1;TGFBI
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	13/764	1.105765e-04	1.569133e-03	0	0	3.810046e+00	3.470877e+01	JUN;BTG2;RPS6;IGF2;PLG;PROX1;CLU;AGT;EPCAM;CAMK2N1;FTH1;ID2;ATF5
GO_Biological_Process_2021	regulation of complement activation (GO:0030449)	4/50	1.135672e-04	1.592613e-03	0	0	1.798370e+01	1.633480e+02	C3;VTN;F2;CLU
GO_Biological_Process_2021	cellular transition metal ion homeostasis (GO:0046916)	5/96	1.204768e-04	1.669865e-03	0	0	1.145691e+01	1.033878e+02	TF;FTH1;CP;HAMP;FTL
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	8/300	1.315753e-04	1.802733e-03	0	0	5.839190e+00	5.217860e+01	FGB;VTN;FGA;TTR;CDH1;SERPINE1;PLG;TGFBI
GO_Biological_Process_2021	regulation of immune effector process (GO:0002697)	4/53	1.427524e-04	1.911919e-03	0	0	1.688010e+01	1.494632e+02	C3;VTN;F2;CLU
GO_Biological_Process_2021	positive regulation of phagocytosis (GO:0050766)	4/53	1.427524e-04	1.911919e-03	0	0	1.688010e+01	1.494632e+02	C3;AHSG;APOA2;APOA1
GO_Biological_Process_2021	positive regulation of lipid storage (GO:0010884)	3/21	1.510879e-04	1.979086e-03	0	0	3.416151e+01	3.005410e+02	C3;PLIN2;APOB
GO_Biological_Process_2021	sterol transport (GO:0015918)	3/21	1.510879e-04	1.979086e-03	0	0	3.416151e+01	3.005410e+02	APOA2;APOA1;APOB
GO_Biological_Process_2021	regulation of humoral immune response (GO:0002920)	4/54	1.535841e-04	1.989915e-03	0	0	1.654167e+01	1.452567e+02	C3;VTN;F2;CLU
GO_Biological_Process_2021	lipid transport (GO:0006869)	5/109	2.187809e-04	2.804159e-03	0	0	1.001822e+01	8.442794e+01	GLTPD2;AKR1C1;MTTP;APOA1;APOE
GO_Biological_Process_2021	intracellular sequestering of iron ion (GO:0006880)	2/5	2.450872e-04	3.107914e-03	0	0	1.353537e+02	1.125317e+03	FTH1;FTL
GO_Biological_Process_2021	negative regulation of endocytosis (GO:0045806)	3/25	2.575145e-04	3.197472e-03	0	0	2.794470e+01	2.309472e+02	APOC2;APOC1;APOC3
GO_Biological_Process_2021	regulation of heterotypic cell-cell adhesion (GO:0034114)	3/25	2.575145e-04	3.197472e-03	0	0	2.794470e+01	2.309472e+02	FGB;FGA;APOA1
GO_Biological_Process_2021	amyloid fibril formation (GO:1990000)	4/63	2.794973e-04	3.434648e-03	0	0	1.401201e+01	1.146535e+02	FGA;TTR;APOA1;TGFBI
GO_Biological_Process_2021	negative regulation of receptor-mediated endocytosis (GO:0048261)	3/26	2.900494e-04	3.492312e-03	0	0	2.672837e+01	2.177149e+02	APOC2;APOC1;APOC3
GO_Biological_Process_2021	regulation of monocyte chemotaxis (GO:0090025)	3/26	2.900494e-04	3.492312e-03	0	0	2.672837e+01	2.177149e+02	DUSP1;SERPINE1;S100A14
GO_Biological_Process_2021	negative regulation of endothelial cell apoptotic process (GO:2000352)	3/27	3.251244e-04	3.875482e-03	0	0	2.561340e+01	2.057090e+02	FGB;FGA;SERPINE1
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	8/345	3.391329e-04	4.002440e-03	0	0	5.047865e+00	4.032799e+01	FGB;FGA;SCD;APOC2;SERPINE1;APOE;AGPAT2;AGT
GO_Biological_Process_2021	induction of bacterial agglutination (GO:0043152)	2/6	3.664322e-04	4.282227e-03	0	0	1.015102e+02	8.031180e+02	FGB;FGA
GO_Biological_Process_2021	negative regulation of wound healing (GO:0061045)	3/29	4.032210e-04	4.621533e-03	0	0	2.364076e+01	1.847768e+02	VTN;SERPINE1;APOE
GO_Biological_Process_2021	transition metal ion homeostasis (GO:0055076)	3/29	4.032210e-04	4.621533e-03	0	0	2.364076e+01	1.847768e+02	TF;CP;FTL
GO_Biological_Process_2021	regulation of vasoconstriction (GO:0019229)	3/30	4.464025e-04	5.067731e-03	0	0	2.276403e+01	1.756083e+02	FGB;FGA;AGT
GO_Biological_Process_2021	regulation of primary metabolic process (GO:0080090)	5/130	4.935579e-04	5.550198e-03	0	0	8.326316e+00	6.339549e+01	FABP1;SCD;ID2;APOE;TM7SF2
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	10/566	5.373769e-04	5.986479e-03	0	0	3.865707e+00	2.910418e+01	BTG2;DUSP1;CAMK2N1;FTH1;APOA1;PLG;TGFBI;PROX1;ATF5;CLU
GO_Biological_Process_2021	phosphatidylcholine biosynthetic process (GO:0006656)	3/33	5.934099e-04	6.549487e-03	0	0	2.048454e+01	1.521924e+02	STARD10;APOA2;APOA1
GO_Biological_Process_2021	phosphatidylcholine metabolic process (GO:0046470)	4/77	6.019463e-04	6.582752e-03	0	0	1.131678e+01	8.391780e+01	STARD10;APOA2;APOA1;DBI
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	8/379	6.308557e-04	6.836181e-03	0	0	4.577288e+00	3.372744e+01	RBP4;BTG2;CAMK2N1;FTH1;HPN;PLG;PROX1;ATF5
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)	3/34	6.484839e-04	6.901722e-03	0	0	1.982275e+01	1.455163e+02	FGB;FGA;SERPINE1
GO_Biological_Process_2021	secondary alcohol biosynthetic process (GO:1902653)	3/34	6.484839e-04	6.901722e-03	0	0	1.982275e+01	1.455163e+02	EBP;APOA1;TM7SF2
GO_Biological_Process_2021	aromatic compound catabolic process (GO:0019439)	2/8	6.795552e-04	6.904962e-03	0	0	6.766667e+01	4.935655e+02	PON2;ACAA1
GO_Biological_Process_2021	negative regulation of muscle cell differentiation (GO:0051148)	2/8	6.795552e-04	6.904962e-03	0	0	6.766667e+01	4.935655e+02	ID2;IGF2
GO_Biological_Process_2021	positive regulation of lipoprotein lipase activity (GO:0051006)	2/8	6.795552e-04	6.904962e-03	0	0	6.766667e+01	4.935655e+02	APOC2;APOA1
GO_Biological_Process_2021	positive regulation of peptide secretion (GO:0002793)	2/8	6.795552e-04	6.904962e-03	0	0	6.766667e+01	4.935655e+02	FGB;FGA
GO_Biological_Process_2021	positive regulation of triglyceride catabolic process (GO:0010898)	2/8	6.795552e-04	6.904962e-03	0	0	6.766667e+01	4.935655e+02	APOC2;APOA1
GO_Biological_Process_2021	negative regulation of cellular component organization (GO:0051129)	4/80	6.954983e-04	6.904962e-03	0	0	1.086842e+01	7.902301e+01	APOA2;APOA1;APOC3;CLU
GO_Biological_Process_2021	acylglycerol catabolic process (GO:0046464)	3/35	7.067159e-04	6.904962e-03	0	0	1.920232e+01	1.393106e+02	FABP1;APOA2;APOC3
GO_Biological_Process_2021	cholesterol biosynthetic process (GO:0006695)	3/35	7.067159e-04	6.904962e-03	0	0	1.920232e+01	1.393106e+02	EBP;APOA1;TM7SF2
GO_Biological_Process_2021	regulation of lipid biosynthetic process (GO:0046890)	3/35	7.067159e-04	6.904962e-03	0	0	1.920232e+01	1.393106e+02	C3;APOA1;APOE
GO_Biological_Process_2021	positive regulation of lipid biosynthetic process (GO:0046889)	3/35	7.067159e-04	6.904962e-03	0	0	1.920232e+01	1.393106e+02	APOC2;APOA1;APOE
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	6/214	7.230979e-04	7.007583e-03	0	0	6.042962e+00	4.370250e+01	HPN;ID1;ALDH1A1;APOA2;APOA1;APOC3
GO_Biological_Process_2021	monocarboxylic acid metabolic process (GO:0032787)	5/143	7.607477e-04	7.267199e-03	0	0	7.536995e+00	5.412473e+01	AKR1C1;ANGPTL3;ACSL4;ACAA1;PTGR1
GO_Biological_Process_2021	positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	3/36	7.681770e-04	7.267199e-03	0	0	1.861949e+01	1.335295e+02	FGB;FGA;APOA1
GO_Biological_Process_2021	transition metal ion transport (GO:0000041)	3/36	7.681770e-04	7.267199e-03	0	0	1.861949e+01	1.335295e+02	TF;FTH1;CP
GO_Biological_Process_2021	negative regulation of epithelial cell apoptotic process (GO:1904036)	3/37	8.329374e-04	7.817806e-03	0	0	1.807095e+01	1.281330e+02	FGB;FGA;SERPINE1
GO_Biological_Process_2021	negative regulation of production of molecular mediator of immune response (GO:0002701)	2/9	8.708672e-04	7.985182e-03	0	0	5.799708e+01	4.086487e+02	APOA2;APOA1
GO_Biological_Process_2021	plasminogen activation (GO:0031639)	2/9	8.708672e-04	7.985182e-03	0	0	5.799708e+01	4.086487e+02	FGB;FGA
GO_Biological_Process_2021	positive regulation of triglyceride lipase activity (GO:0061365)	2/9	8.708672e-04	7.985182e-03	0	0	5.799708e+01	4.086487e+02	APOC2;APOA1
GO_Biological_Process_2021	positive regulation of insulin secretion (GO:0032024)	3/38	9.010657e-04	8.136896e-03	0	0	1.755376e+01	1.230857e+02	GLUD1;RBP4;ACSL4
GO_Biological_Process_2021	sterol biosynthetic process (GO:0016126)	3/38	9.010657e-04	8.136896e-03	0	0	1.755376e+01	1.230857e+02	EBP;APOA1;TM7SF2
GO_Biological_Process_2021	positive regulation of wound healing (GO:0090303)	3/40	1.047695e-03	9.372216e-03	0	0	1.660323e+01	1.139175e+02	VTN;SERPINE1;F2
GO_Biological_Process_2021	SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	4/90	1.081649e-03	9.372216e-03	0	0	9.599806e+00	6.555965e+01	RPL41;RPS6;RPL29;RPL39
GO_Biological_Process_2021	negative regulation of cell-cell adhesion mediated by cadherin (GO:2000048)	2/10	1.085038e-03	9.372216e-03	0	0	5.074490e+01	3.463918e+02	EPCAM;PLG
GO_Biological_Process_2021	peptidyl-amino acid modification (GO:0018193)	2/10	1.085038e-03	9.372216e-03	0	0	5.074490e+01	3.463918e+02	APOA2;APOA1
GO_Biological_Process_2021	positive regulation of coagulation (GO:0050820)	2/10	1.085038e-03	9.372216e-03	0	0	5.074490e+01	3.463918e+02	SERPINE1;F2
GO_Biological_Process_2021	positive regulation of hemostasis (GO:1900048)	2/10	1.085038e-03	9.372216e-03	0	0	5.074490e+01	3.463918e+02	SERPINE1;F2
GO_Biological_Process_2021	toll-like receptor signaling pathway (GO:0002224)	4/91	1.127082e-03	9.665337e-03	0	0	9.488985e+00	6.441240e+01	FGB;FGA;S100A14;APOB
