gene	mean	True_mean	True_positive_frac	False_mean	False_positive_frac	log2FC	-log10 p-val	is_significant
AC103974.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
MRGPRX1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC023078.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
MRGPRX2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ZDHHC13	0.03756971	0.0779947	0.11224489795918367	0.027061336	0.034482758620689655	-1.5236702	1.3615237	0
CSRP3	0.019912938	0.020770907	0.02040816326530612	0.019689918	0.023872679045092837	-0.07672774	0.023633225	0
CSRP3-AS1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
E2F8	0.018598713	0.031436455	0.030612244897959183	0.015261561	0.021220159151193633	-1.0376958	0.39829504	0
AC009652.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
NAV2	0.08072408	0.061327275	0.09183673469387756	0.08576632	0.10344827586206896	0.48321307	0.4723324	0
NAV2-IT1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
NAV2-AS5	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
NAV2-AS4	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC009549.1	0.0010364563	0.0050235763	0.01020408163265306	1.7462298e-10	0.0	-5.6790767	0.49512354	0
NAV2-AS3	0.0077734655	0.0048539722	0.01020408163265306	0.008532429	0.010610079575596816	0.80118084	0.23958151	0
NAV2-AS2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
NAV2-AS1	0.0028055192	-9.458745e-11	0.0	0.0035348053	0.002652519893899204	5.1838074	0.49763703	0
DBX1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
HTATIP2	0.13747361	0.13279793	0.19387755102040816	0.13868926	0.16976127320954906	0.06257734	0.064986564	0
PRMT3	0.03689598	0.06149102	0.10204081632653061	0.03050252	0.042440318302387266	-1.0090696	0.8835955	0
AC090707.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
SLC6A5	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
NELL1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC090707.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC090857.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC130307.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ANO5	0.0059332666	0.011029671	0.02040816326530612	0.004608472	0.005305039787798408	-1.2410802	0.3190815	0
AC116534.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC107882.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC107886.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC104009.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
SLC17A6	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC040936.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC01495	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC055878.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FANCF	0.084330164	0.108197115	0.15306122448979592	0.078126304	0.10344827586206896	-0.4692691	0.5050814	0
GAS2	0.008993821	0.025337784	0.05102040816326531	0.004745292	0.007957559681697613	-2.3923175	1.0636579	0
SVIP	0.07407424	0.09282735	0.11224489795918367	0.069199696	0.08222811671087533	-0.4232542	0.35116446	0
AC006299.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
CCDC179	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02718	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02726	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC100768.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02686	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LUZP2	0.025129786	0.022901367	0.02040816326530612	0.025709018	0.023872679045092837	0.16615556	0.055210073	0
LINC02699	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC013799.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ANO3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC021698.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ANO3-AS1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
MUC15	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
SLC5A12	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FIBIN	0.033629462	0.038638875	0.05102040816326531	0.032327235	0.04774535809018567	-0.25657606	0.12854217	0
BBOX1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
BBOX1-AS1	0.005301967	0.0038462842	0.01020408163265306	0.0056803683	0.010610079575596816	0.55066645	0.15396492	0
CCDC34	0.19348261	0.14487368	0.16326530612244897	0.20611851	0.2413793103448276	0.50838286	0.86360604	0
LGR4	0.08956517	0.13077344	0.19387755102040816	0.078853555	0.10344827586206896	-0.7290962	1.0174103	0
AC100771.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LIN7C	0.122142196	0.13361956	0.20408163265306123	0.11915888	0.15649867374005305	-0.1651138	0.1858628	0
BDNF-AS	0.025349734	0.023801796	0.030612244897959183	0.025752034	0.03183023872679045	0.113158725	0.045178387	0
LINC00678	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
BDNF	0.018711256	0.061510302	0.09183673469387756	0.0075856247	0.010610079575596816	-3.0029373	1.9071819	0
AC103796.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC090159.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
KIF18A	0.04866808	0.05594588	0.08163265306122448	0.04677634	0.05570291777188329	-0.25774845	0.15904315	0
METTL15	0.09848426	0.12755544	0.1836734693877551	0.0909276	0.11140583554376658	-0.48787913	0.61060464	0
AC013714.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02758	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02742	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC090791.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02755	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC090124.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC110058.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02546	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC107973.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC01616	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
KCNA4	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AL358944.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FSHB	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ARL14EP	0.21050298	0.19496772	0.2857142857142857	0.21454139	0.2546419098143236	0.1379533	0.21051635	0
MPPED2	0.020976463	0.004746127	0.01020408163265306	0.025195489	0.029177718832891247	2.383976	1.5748332	0
AL353699.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
MPPED2-AS1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AL122014.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
DCDC1	0.02365963	0.011909943	0.02040816326530612	0.02671393	0.03183023872679045	1.1587534	0.67028123	0
AL137804.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
DNAJC24	0.11092029	0.13386649	0.20408163265306123	0.10495585	0.13527851458885942	-0.35071564	0.42469665	0
IMMP1L	0.11636037	0.14198065	0.20408163265306123	0.10970066	0.14058355437665782	-0.37182337	0.46487743	0
ELP4	0.07834359	0.07272789	0.10204081632653061	0.07980352	0.10344827586206896	0.13376795	0.104954146	0
AC131571.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
PAX6	0.0016589997	-9.458745e-11	0.0	0.0020902515	0.002652519893899204	4.4530263	0.49764138	0
PAUPAR	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AL035078.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AL035078.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AL035078.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
RCN1	1.252393	1.4620229	0.9795918367346939	1.1978996	0.8461538461538461	-0.2874372	4.9448605	0
AL078612.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AL078612.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
WT1	0.082569845	0.071127005	0.10204081632653061	0.085544586	0.10610079575596817	0.26593775	0.23227005	0
WT1-AS	0.01489541	0.021503014	0.030612244897959183	0.013177697	0.01856763925729443	-0.7022277	0.27245644	0
EIF3M	0.7771385	0.8121422	0.7346938775510204	0.76804036	0.6949602122015915	-0.08054006	0.30527893	0
CCDC73	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
PRRG4	0.0015305087	0.007418218	0.01020408163265306	1.7462298e-10	0.0	-6.2323165	0.49512455	0
QSER1	0.320572	0.4081953	0.5204081632653061	0.29779333	0.3395225464190981	-0.45481712	1.5803618	0
DEPDC7	0.009548971	0.022210522	0.030612244897959183	0.0062576826	0.007957559681697613	-1.8111513	0.60569227	0
TCP11L1	0.057396322	0.058385886	0.09183673469387756	0.057139352	0.07161803713527852	-0.03108119	0.019667888	0
LINC00294	0.036111716	0.050092947	0.08163265306122448	0.032477397	0.042440318302387266	-0.6236133	0.42651564	0
CSTF3	0.19505942	0.27443892	0.3469387755102041	0.17442511	0.20954907161803712	-0.65357596	1.5585269	0
CSTF3-DT	0.0017119179	-9.458745e-11	0.0	0.0021569254	0.002652519893899204	4.4962883	0.49763814	0
HIPK3	0.25383568	0.25384977	0.32653061224489793	0.25383216	0.29708222811671087	-0.00010009737	0.00013359214	0
KIAA1549L	0.011750149	0.031753305	0.05102040816326531	0.0065503027	0.007957559681697613	-2.2599514	1.0515581	0
AL049629.1	0.0012747375	0.006178511	0.01020408163265306	1.7462298e-10	0.0	-5.972348	0.4951248	0
C11orf91	0.011348285	0.013752596	0.02040816326530612	0.01072325	0.015915119363395226	-0.35602263	0.10940248	0
CD59	1.5751328	1.8615745	0.9795918367346939	1.5006716	0.883289124668435	-0.3108964	5.2187834	0
FBXO3	0.13639456	0.11508322	0.1836734693877551	0.14193453	0.17771883289124668	0.3023112	0.41276583	0
FBXO3-DT	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC113192.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02722	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC113192.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02721	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LMO2	0.19970372	0.2219103	0.2755102040816326	0.19393128	0.1989389920424403	-0.1943373	0.25303543	0
AC132216.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC090469.1	0.0013434428	-9.458745e-11	0.0	0.0016926667	0.002652519893899204	4.1640368	0.4976434	0
CAPRIN1	0.6693232	0.65891224	0.6530612244897959	0.67203027	0.6392572944297082	0.02843558	0.07621142	0
NAT10	0.06926062	0.05718367	0.10204081632653061	0.07240003	0.09549071618037135	0.33985776	0.31572127	0
ABTB2	0.0073997453	0.010226481	0.02040816326530612	0.0066649457	0.007957559681697613	-0.6101984	0.17691451	0
CAT	0.19816731	0.22603291	0.32653061224489793	0.19092381	0.23607427055702918	-0.24341854	0.42186522	0
ELF5	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AL137224.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02707	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
EHF	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
APIP	0.07559781	0.11863045	0.20408163265306123	0.064412005	0.08753315649867374	-0.8800503	1.3166714	0
PDHX	0.11850605	0.15087973	0.20408163265306123	0.110090815	0.14854111405835543	-0.45435086	0.6144834	0
AL356215.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
CD44	0.24825303	0.22086373	0.2653061224489796	0.25537294	0.2917771883289125	0.20936084	0.33306313	0
CD44-AS1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AL133330.1	0.006001178	0.009110236	0.01020408163265306	0.0051930137	0.007957559681697613	-0.7991487	0.16479787	0
SLC1A2	0.0016407691	-9.458745e-11	0.0	0.0020672819	0.002652519893899204	4.437816	0.49763718	0
AL133330.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC090625.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
PAMR1	0.007812404	0.005356329	0.01020408163265306	0.008450844	0.007957559681697613	0.64813626	0.16073354	0
AL135934.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
FJX1	0.1803826	0.07337446	0.09183673469387756	0.20819904	0.22015915119363394	1.5033414	3.3718898	0
AL138812.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TRIM44	0.7721648	0.7394461	0.7142857142857143	0.7806706	0.7214854111405835	0.078258656	0.28508615	0
AC090692.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC090692.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC090692.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LDLRAD3	0.053280443	0.014748376	0.02040816326530612	0.06329671	0.08488063660477453	2.094103	2.727611	0
AL136146.2	0.0015616016	-9.458745e-11	0.0	0.0019675347	0.002652519893899204	4.369841	0.49763727	0
COMMD9	0.2522177	0.23953705	0.3163265306122449	0.25551414	0.29708222811671087	0.093116574	0.14396253	0
PRR5L	0.049940865	0.044154122	0.061224489795918366	0.05144523	0.06631299734748011	0.22002709	0.14008795	0
AC087277.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC087277.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC009656.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TRAF6	0.07429878	0.05576587	0.09183673469387756	0.079116434	0.09549071618037135	0.5038325	0.5080139	0
RAG1	0.009310613	0.012702073	0.02040816326530612	0.008428917	0.010610079575596816	-0.5859429	0.17378274	0
RAG2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
C11orf74	0.010153486	0.0053910813	0.01020408163265306	0.01139143	0.015915119363395226	1.0653963	0.3871752	0
LINC02760	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC021713.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02759	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC01493	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC021723.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LRRC4C	0.062192842	0.051860545	0.07142857142857142	0.06487885	0.08222811671087533	0.3225537	0.24525894	0
AC090138.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02741	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC01499	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC023442.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC023442.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02745	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02740	0.0025284248	0.012255057	0.01020408163265306	1.7462298e-10	0.0	-6.9489555	0.49512386	0
API5	0.22468862	0.25249472	0.3469387755102041	0.21746056	0.26525198938992045	-0.21540739	0.35798806	0
AC087276.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TTC17	0.26711932	0.26114482	0.336734693877551	0.26867247	0.3076923076923077	0.040982958	0.058882773	0
AC087276.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC087276.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC068205.1	0.0017216828	-9.458745e-11	0.0	0.002169229	0.002652519893899204	4.504132	0.4976383	0
MIR670HG	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC068205.2	0.0036049355	0.00922558	0.01020408163265306	0.0021438592	0.002652519893899204	-2.0552113	0.34077471	0
HSD17B12	0.41730198	0.4373985	0.5102040816326531	0.4120772	0.4535809018567639	-0.08601341	0.18999422	0
AC087521.2	0.0028766913	-9.458745e-11	0.0	0.0036244702	0.005305039787798408	5.2189646	0.7584907	0
AC087521.4	0.0019412733	0.00940917	0.02040816326530612	1.7462298e-10	0.0	-6.571245	0.77519566	0
ALKBH3	0.06563834	0.0909804	0.12244897959183673	0.059051108	0.08222811671087533	-0.62273544	0.593898	0
ALKBH3-AS1	0.0031457136	-9.458745e-11	0.0	0.0039634327	0.005305039787798408	5.3446283	0.75775075	0
AC087521.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
C11orf96	0.54396445	0.32296655	0.30612244897959184	0.60141146	0.4986737400530504	0.896761	4.226589	0
AC087521.1	0.0011171595	-9.458745e-11	0.0	0.0014075615	0.002652519893899204	3.9141464	0.4976404	0
ACCSL	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
ACCS	0.010619147	-9.458745e-11	0.0	0.013379562	0.01856763925729443	7.074631	2.0469124	0
AC134775.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
EXT2	0.2568649	0.3199145	0.42857142857142855	0.24047549	0.2917771883289125	-0.41164747	1.0253853	0
ALX4	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC010768.4	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
CD82	0.040029656	0.026526066	0.04081632653061224	0.043540098	0.050397877984084884	0.71281517	0.503394	0
AC010768.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC010768.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02704	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TSPAN18-AS1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
TSPAN18	0.33090425	0.30263895	0.3877551020408163	0.33825052	0.34748010610079577	0.16044436	0.30365723	0
TP53I11	0.4776674	0.5069106	0.5714285714285714	0.47006464	0.4323607427055703	-0.108850054	0.27656388	0
LINC02685	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC068858.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
PRDM11	0.036064718	0.010387481	0.02040816326530612	0.042739443	0.05305039787798409	2.0302715	2.078234	0
AC103681.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
SYT13	0.0016513279	-9.458745e-11	0.0	0.0020805853	0.002652519893899204	4.4466453	0.49763668	0
AC103681.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02696	0.0056673093	0.00370163	0.01020408163265306	0.006178314	0.007957559681697613	0.72375894	0.20000607	0
LINC02687	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC103855.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC018716.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC018716.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC103855.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC103855.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
CHST1	0.028673435	0.00828087	0.02040816326530612	0.033974387	0.042440318302387266	2.023516	1.8357728	0
AC087442.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC044839.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC044839.2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02690	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02716	0.011168736	-9.458745e-11	0.0	0.014072015	0.01856763925729443	7.1469026	1.8151125	0
SLC35C1	0.06161253	0.0783605	0.12244897959183673	0.057259314	0.07957559681697612	-0.4519387	0.41491476	0
AC044839.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
CRY2	0.027435789	0.027412774	0.04081632653061224	0.02744179	0.034482758620689655	0.0015207288	0.000631533	0
MAPK8IP1	0.024927175	0.0083218515	0.01020408163265306	0.02924364	0.042440318302387266	1.8008386	1.2057571	0
AC068385.1	0.0027211374	-9.458745e-11	0.0	0.003428489	0.002652519893899204	5.14098	0.49763593	0
C11orf94	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
PEX16	0.068102	0.026445746	0.04081632653061224	0.07893049	0.10610079575596817	1.5739287	2.4264052	0
LARGE2	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
PHF21A	0.20419218	0.11939103	0.15306122448979592	0.22623612	0.27851458885941643	0.9215645	2.3968093	0
AC024475.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC024475.3	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02710	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AC116021.1	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
LINC02489	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
CREB3L1	0.2903332	0.2785004	0.3469387755102041	0.2934085	0.3209549071618037	0.075204924	0.11964081	0
DGKZ	0.22393328	0.20901667	0.2857142857142857	0.22781092	0.2838196286472148	0.124162026	0.18691446	0
MDK	1.6933001	2.020138	0.9897959183673469	1.6083387	0.8779840848806366	-0.32886422	6.036733	0
CHRM4	4.8748916e-10	-9.458745e-11	0.0	1.7462298e-10	0.0	3.9555953e-06	39.031765	0
AMBRA1	0.02829295	0.031174267	0.04081632653061224	0.027543899	0.03978779840848806	-0.178015	0.07922456	0
AC127035.1	0.0069959094	-9.458745e-11	0.0	0.008814475	0.010610079575596816	6.4780793	1.2854263	0
HARBI1	0.016254973	-9.458745e-11	0.0	0.020480404	0.026525198938992044	7.6851287	2.7384133	0
ATG13	0.13617003	0.097760975	0.16326530612244897	0.14615457	0.1909814323607427	0.57967603	0.9739787	0
ARHGAP1	0.22838375	0.28705326	0.3673469387755102	0.21313293	0.2546419098143236	-0.42939052	0.9530011	0
