gene	mean	Fus-HO_mean	Fus-HO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
MXRA8	0.1991407	0.16850619	0.13390928725701945	0.21784993	0.17546174142480211	0.37033913	1.1532247	0
AURKAIP1	0.7823523	0.72523373	0.5291576673866091	0.81723756	0.5804749340369393	0.1722871	1.4538431	0
CCNL2	0.43314174	0.40230867	0.3045356371490281	0.45197812	0.35883905013192613	0.16791071	0.7396345	0
MRPL20-AS1	0.03669057	0.03255767	0.028077753779697623	0.039215386	0.03430079155672823	0.2676721	0.23838766	0
MRPL20	0.71017003	0.68676645	0.4816414686825054	0.7244594	0.525065963060686	0.07707436	0.4046255	0
AL391244.2	0.0037726061	0.004716135	0.004319654427645789	0.0031962255	0.002638522427440633	-0.54706085	0.15128219	0
ANKRD65	0.0055702296	0.0027185522	0.0021598272138228943	0.007312093	0.005277044854881266	1.3949265	0.48926067	0
AL391244.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
TMEM88B	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
LINC01770	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
VWA1	0.119631454	0.10285832	0.07991360691144708	0.1298753	0.10554089709762533	0.33617705	0.662124	0
ATAD3C	0.0028355364	0.0026357397	0.0021598272138228943	0.0029575818	0.002638522427440633	0.16046004	0.03428079	0
ATAD3B	0.031330444	0.024898222	0.023758099352051837	0.035259724	0.032981530343007916	0.5002816	0.49874446	0
ATAD3A	0.07327472	0.06304547	0.05399568034557235	0.079523064	0.06728232189973615	0.3345071	0.4896804	0
TMEM240	0.08619855	0.08358697	0.07127429805615551	0.08779397	0.0712401055408971	0.07076119	0.085821785	0
SSU72	0.60167843	0.6032355	0.43628509719222464	0.6007205	0.4472295514511873	-0.0060263723	0.020995954	0
AL645728.1	0.018312234	0.018430052	0.01511879049676026	0.018240511	0.0158311345646438	-0.01483305	0.007490944	0
FNDC10	0.0396531	0.031539794	0.02591792656587473	0.044609156	0.040897097625329816	0.4988301	0.54169345	0
AL691432.4	0.0013738369	0.0015515593	0.0021598272138228943	0.0012652797	0.0013192612137203166	-0.2746322	0.05240758	0
AL691432.2	0.040504575	0.029539188	0.023758099352051837	0.047202863	0.04221635883905013	0.6744216	0.82979196	0
MIB2	0.10369691	0.08952349	0.07775377969762419	0.112354465	0.09894459102902374	0.32739216	0.6254166	0
MMP23B	0.07345894	0.044877987	0.0367170626349892	0.090916865	0.07651715039577836	1.0169147	2.3437562	0
CDK11B	0.19217108	0.17650066	0.14254859611231102	0.20173928	0.17282321899736147	0.19271617	0.46603313	0
FO704657.1	0.002816109	0.0024307885	0.0021598272138228943	0.0030515299	0.002638522427440633	0.31646535	0.07130114	0
SLC35E2B	0.10810243	0.13478999	0.1101511879049676	0.09180061	0.08179419525065963	-0.5536369	1.3255289	0
CDK11A	0.17486064	0.2109862	0.16846652267818574	0.15279008	0.13060686015831136	-0.4653373	1.5223242	0
SLC35E2A	0.04410318	0.02311506	0.02159827213822894	0.056923322	0.051451187335092345	1.2964911	2.4444363	0
NADK	0.10381235	0.112958506	0.09503239740820735	0.09822594	0.09102902374670185	-0.20142557	0.33008078	0
GNB1	0.75001687	0.763145	0.5356371490280778	0.74199134	0.5435356200527705	-0.04054949	0.19796073	0
AL109917.1	0.0016223575	4.5838533e-10	0.0	0.0026133214	0.002638522427440633	4.7619815	0.80262005	0
CALML6	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
TMEM52	0.0016315079	0.0015360103	0.0021598272138228943	0.0016899386	0.0013192612137203166	0.12972826	0.023984194	0
CFAP74	0.0026696983	0.0025294733	0.0021598272138228943	0.0027554226	0.002638522427440633	0.11893046	0.02520041	0
AL391845.2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
GABRD	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL391845.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
PRKCZ	0.0037159093	0.0030418348	0.0021598272138228943	0.004127569	0.002638522427440633	0.42822087	0.09857004	0
AL590822.2	0.0006201406	0.001635376	0.0021598272138228943	9.385985e-10	0.0	-4.1171627	0.49780113	0
PRKCZ-AS1	0.007387927	4.5838533e-10	0.0	0.011900605	0.010554089709762533	6.9069567	2.2964237	0
FAAP20	0.69033414	0.57322824	0.4319654427645788	0.76186097	0.5488126649076517	0.41035575	5.072608	0
AL590822.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
SKI	0.20110026	0.17309983	0.14254859611231102	0.2182006	0.17546174142480211	0.3338786	1.0191317	0
AL590822.3	0.005975193	0.008180941	0.0064794816414686825	0.0046277945	0.00395778364116095	-0.8086275	0.28390315	0
MORN1	0.014888432	0.010356108	0.01079913606911447	0.01765703	0.0158311345646438	0.76404446	0.5352217	0
AL589739.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL513477.2	0.0018347155	0.0048385863	0.004319654427645789	9.385985e-10	0.0	-5.626013	0.776343	0
RER1	0.43115118	0.4726057	0.3779697624190065	0.4058342	0.32717678100263853	-0.21969643	1.1501487	0
PEX10	0.050472442	0.054683883	0.047516198704103674	0.047900468	0.040897097625329816	-0.1907031	0.19324172	0
PLCH2	0.001059696	4.5838533e-10	0.0	0.0017069766	0.0013192612137203166	4.1754994	0.4980894	0
AL139246.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL139246.4	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
PANK4	0.024890622	0.032327782	0.03023758099352052	0.020348744	0.018469656992084433	-0.66521823	0.6143833	0
HES5	0.027657127	0.039757743	0.02591792656587473	0.020266753	0.0158311345646438	-0.9686441	0.82713765	0
AL139246.5	0.02274857	0.028480895	0.02159827213822894	0.019247806	0.0158311345646438	-0.5628812	0.4015065	0
TNFRSF14-AS1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
TNFRSF14	0.007567233	0.0030298005	0.0021598272138228943	0.010338764	0.009234828496042216	1.7378081	0.8401066	0
AL139246.3	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
PRXL2B	0.07521607	0.08498389	0.06695464362850972	0.0692499	0.06068601583113457	-0.29499224	0.41202053	0
MMEL1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL831784.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
TTC34	0.0017454536	0.001940159	0.0021598272138228943	0.0016265841	0.0013192612137203166	-0.24076104	0.045056645	0
AC242022.2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AC242022.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL592464.2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL592464.3	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL592464.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL589702.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
ACTRT2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
PRDM16-DT	0.004067338	0.007675667	0.0064794816414686825	0.0018633666	0.002638522427440633	-1.9856368	0.67322975	0
PRDM16	0.011038585	0.011623218	0.008639308855291577	0.010681353	0.010554089709762533	-0.12083044	0.049240377	0
AL008733.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL590438.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL354743.2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL354743.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
ARHGEF16	0.026231656	0.02316246	0.019438444924406047	0.028106803	0.023746701846965697	0.27803946	0.20106886	0
AL512413.1	0.0017782347	4.5838533e-10	0.0	0.0028644116	0.002638522427440633	4.8896675	0.7988453	0
MEGF6	0.03221784	0.020212388	0.017278617710583154	0.03955116	0.032981530343007916	0.9650034	1.1352305	0
AL513320.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
TPRG1L	0.11924454	0.14213817	0.12095032397408208	0.105259806	0.08970976253298153	-0.43298405	1.0030291	0
WRAP73	0.095740594	0.10130888	0.08423326133909287	0.092339545	0.08047493403693931	-0.13360198	0.18900423	0
TP73	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL136528.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL136528.2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
CCDC27	0.00095666613	4.5838533e-10	0.0	0.0015410141	0.0013192612137203166	4.036509	0.49808082	0
SMIM1	0.05058238	0.03795067	0.028077753779697623	0.058298383	0.05013192612137203	0.6180065	0.82909226	0
LRRC47	0.12986869	0.13348545	0.11663066954643629	0.12765753	0.10817941952506596	-0.06435455	0.10029925	0
AL365330.1	0.0012431527	0.0032783516	0.0021598272138228943	9.385985e-10	0.0	-5.078234	0.49780026	0
CEP104	0.133694	0.10719024	0.09719222462203024	0.14988166	0.1279683377308707	0.48326728	1.3309021	0
DFFB	0.016576564	0.015729835	0.01511879049676026	0.017094452	0.014511873350923483	0.11929689	0.063687146	0
C1orf174	0.13503227	0.1325824	0.11231101511879049	0.13652651	0.11873350923482849	0.042260543	0.064899206	0
LINC01134	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
LINC01346	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
LINC01345	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
LINC02780	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL805961.1	0.00069613784	4.5838533e-10	0.0	0.0011213507	0.0013192612137203166	3.610399	0.49808782	0
LINC01777	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL355602.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
Z98747.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
LINC01646	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AJAP1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
Z98886.1	0.0011565271	4.5838533e-10	0.0	0.0018629535	0.0013192612137203166	4.2949476	0.49808082	0
BX005132.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
LINC02781	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
LINC02782	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL139823.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
Z98259.3	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
Z98259.2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
Z98259.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL365255.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
NPHP4	0.027268788	0.018514745	0.017278617710583154	0.032616302	0.029023746701846966	0.81356394	0.8428015	0
KCNAB2	0.0038858682	4.5838533e-10	0.0	0.006259343	0.005277044854881266	5.9907994	1.3047209	0
CHD5	0.0016815753	4.5838533e-10	0.0	0.0027087105	0.002638522427440633	4.8118296	0.80157113	0
RPL22	2.4762356	2.5294385	0.9913606911447084	2.4437397	0.9815303430079155	-0.049724538	2.0629044	0
AL031847.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
RNF207	0.015501918	0.004938682	0.004319654427645789	0.021954186	0.01978891820580475	2.129934	1.9622495	0
ICMT	0.122396596	0.12660801	0.11447084233261338	0.119822115	0.10158311345646438	-0.07941008	0.12463581	0
LINC00337	0.0017927858	0.0047280113	0.004319654427645789	9.385985e-10	0.0	-5.5933437	0.7845815	0
HES3	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
GPR153	0.10216643	0.08934608	0.07127429805615551	0.10999744	0.09102902374670185	0.2996907	0.51640177	0
ACOT7	0.021206599	0.01920827	0.01511879049676026	0.02242746	0.021108179419525065	0.22246578	0.13866034	0
AL031848.2	0.0038260503	0.005500605	0.004319654427645789	0.0028030807	0.002638522427440633	-0.94799787	0.26982385	0
HES2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
ESPN	0.0040912167	0.0055976254	0.004319654427645789	0.0031711129	0.002638522427440633	-0.80057913	0.22455508	0
AL031848.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
TNFRSF25	0.025271738	0.02055408	0.017278617710583154	0.02815385	0.025065963060686015	0.45202065	0.3575296	0
PLEKHG5	0.041743323	0.022005875	0.02159827213822894	0.053799562	0.04617414248021108	1.2858438	2.276974	0
NOL9	0.10207025	0.10047327	0.08639308855291576	0.1030459	0.08839050131926121	0.036439598	0.04727517	0
TAS1R1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
ZBTB48	0.052500144	0.04952392	0.04103671706263499	0.054318316	0.048812664907651716	0.13305658	0.13140191	0
KLHL21	0.022963319	0.025670454	0.023758099352051837	0.021310464	0.018469656992084433	-0.26740193	0.18406263	0
PHF13	0.1403912	0.12532765	0.09503239740820735	0.14958952	0.12401055408970976	0.25511792	0.50780255	0
THAP3	0.118101	0.09821253	0.08639308855291576	0.13024782	0.10949868073878628	0.40691912	0.93035233	0
DNAJC11	0.09998395	0.08333779	0.06911447084233262	0.110151954	0.09894459102902374	0.4020314	0.7940759	0
LINC01672	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL591163.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
CAMTA1-DT	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
CAMTA1	0.6490671	0.6027621	0.4449244060475162	0.677346	0.5026385224274407	0.16827792	1.108556	0
AL512330.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
CAMTA1-IT1	0.0010835814	4.5838533e-10	0.0	0.0017454518	0.0013192612137203166	4.2058954	0.49807706	0
Z97987.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL365194.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL359881.3	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL359881.2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL359881.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
VAMP3	0.31958854	0.25735545	0.21814254859611232	0.35760316	0.287598944591029	0.4744401	2.8186803	0
Z98884.2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
PER3	0.04269937	0.044876024	0.0367170626349892	0.04137025	0.032981530343007916	-0.11707937	0.09710173	0
Z98884.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
UTS2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
TNFRSF9	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
PARK7	1.3252544	1.2442944	0.7645788336933045	1.3747046	0.8192612137203166	0.1437827	2.368321	0
AL034417.4	0.002813805	4.5838533e-10	0.0	0.004532527	0.00395778364116095	5.533721	1.0765889	0
AL034417.3	0.0011138172	4.5838533e-10	0.0	0.0017941564	0.0013192612137203166	4.243477	0.49808407	0
ERRFI1	0.046407487	0.04649974	0.038876889848812095	0.046351526	0.040897097625329816	-0.0045958958	0.0037192826	0
AL034417.2	0.0006714685	4.5838533e-10	0.0	0.001081613	0.0013192612137203166	3.562679	0.49807972	0
LINC01714	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
AL358876.2	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
SLC45A1	0.010392304	0.0023731117	0.0021598272138228943	0.015290566	0.013192612137203167	2.637647	1.7704669	0
RERE	0.44140655	0.4020264	0.3174946004319654	0.46546227	0.36807387862796836	0.2113251	1.0686535	0
RERE-AS1	0.0010497286	4.5838533e-10	0.0	0.0016909207	0.0013192612137203166	4.162623	0.49807996	0
AL357552.2	0.001528687	4.5838533e-10	0.0	0.0024624353	0.002638522427440633	4.679437	0.7688175	0
ENO1	1.6527756	1.4358168	0.8012958963282938	1.7852975	0.8562005277044855	0.31427315	10.536293	0
ENO1-AS1	0.0007762574	4.5838533e-10	0.0	0.0012504086	0.0013192612137203166	3.7553174	0.4980876	0
CA6	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
SLC2A7	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
SLC2A5	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
GPR157	0.032679453	0.043979764	0.0367170626349892	0.025777733	0.023746701846965697	-0.7684054	0.86175823	0
MIR34AHG	0.016996762	0.030098636	0.028077753779697623	0.008994404	0.009234828496042216	-1.7314323	1.668905	0
LNCTAM34A	0.0045741643	0.006794688	0.004319654427645789	0.0032176652	0.002638522427440633	-1.0553168	0.29442897	0
H6PD	0.115024254	0.08095797	0.06263498920086392	0.13583179	0.11477572559366754	0.7458569	2.12226	0
SPSB1	0.04915968	0.03550782	0.03023758099352052	0.057498712	0.048812664907651716	0.6938425	0.9978657	0
BX323043.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
LINC02606	0.0114232795	0.0037855508	0.004319654427645789	0.016088508	0.014511873350923483	2.058779	1.536675	0
AL928921.1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
SLC25A33	0.07582101	0.09111691	0.07775377969762419	0.06647832	0.05804749340369393	-0.45424882	0.7603227	0
TMEM201	0.0339318	0.038958132	0.03455723542116631	0.030862205	0.027704485488126648	-0.33511484	0.3054398	0
PIK3CD	0.003122286	0.0028167479	0.0021598272138228943	0.0033089234	0.002638522427440633	0.22495554	0.04893159	0
PIK3CD-AS1	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
PIK3CD-AS2	0.026535692	0.020332538	0.017278617710583154	0.030325165	0.027704485488126648	0.5743967	0.5090621	0
CLSTN1	0.3050985	0.28109306	0.22462203023758098	0.31976414	0.2638522427440633	0.1858982	0.64234936	0
CTNNBIP1	0.14975598	0.14872772	0.12311015118790497	0.15037996	0.1279683377308707	0.01592815	0.024495747	0
AL357140.1	0.0016776271	0.0020988288	0.0021598272138228943	0.0014204679	0.0013192612137203166	-0.53222007	0.10291399	0
AL357140.4	1.2223609e-09	4.5838533e-10	0.0	9.385985e-10	0.0	6.8792897e-06	30.978191	0
LZIC	0.38830897	0.3910046	0.30885529157667385	0.38666695	0.3073878627968338	-0.016089968	0.044081144	0
AL357140.2	0.0006679978	0.0017615828	0.0021598272138228943	9.385985e-10	0.0	-4.2184443	0.49780068	0
