gene	mean	VO_mean	VO_positive_frac	Fus-HO_mean	Fus-HO_positive_frac	log2FC	-log10 p-val	is_significant
FAM41C	0.006173457	0.0064641517	0.004881025015253203	4.5838533e-10	0.0	-6.03653	10.952675	1
SAMD11	0.096033774	0.08962565	0.06263982102908278	0.23212162	0.15982721382289417	1.37191	7.114385	1
HES4	0.8273436	0.8107208	0.49227171039251577	1.1804479	0.7019438444924406	0.5420016	16.99542	1
PRKCZ-AS1	0.0034915213	0.003655946	0.00254220052877771	4.5838533e-10	0.0	-5.2310977	5.907978	1
KCNAB2	0.007175627	0.007513505	0.00569452918446207	4.5838533e-10	0.0	-6.250482	12.67472	1
RBP7	0.046545945	0.047959037	0.03609924750864348	0.016540665	0.01511879049676026	-1.5300946	5.3439054	1
KAZN	0.13364804	0.12720944	0.09182428309945088	0.27038363	0.2159827213822894	1.0872017	7.6046324	1
ALPL	0.0040922943	0.0042850045	0.003864144803742119	4.5838533e-10	0.0	-5.4544997	8.9038105	1
TCEA3	0.029017033	0.0254584	0.019320724018710596	0.10460583	0.08855291576673865	2.0344725	5.9558163	1
CCDC28B	0.41140398	0.40385967	0.2773032336790726	0.57169884	0.43412526997840173	0.50129646	6.3948116	1
FAM167B	0.003319099	0.0034754057	0.0023388244864754933	4.5838533e-10	0.0	-5.1600285	5.6898007	1
TSSK3	0.0040402887	0.0042305505	0.003254016676835469	4.5838533e-10	0.0	-5.436472	7.5058565	1
ZBTB8B	0.005692026	0.005960054	0.004270896888346553	4.5838533e-10	0.0	-5.9212523	9.667767	1
GJA4	0.25936162	0.24771287	0.16209070571486678	0.50684875	0.3326133909287257	1.032589	11.363603	1
TMEM35B	0.22614834	0.21967505	0.15914175310148465	0.36371264	0.28077753779697623	0.72716796	6.151251	1
GRIK3	0.0048259906	0.005053244	0.003559080740288794	4.5838533e-10	0.0	-5.6874022	8.124587	1
MANEAL	0.0039879982	0.004175798	0.003050640634533252	4.5838533e-10	0.0	-5.418115	7.0332217	1
HIVEP3	0.027801178	0.028813323	0.023083180801301607	0.006311783	0.0064794816414686825	-2.172937	7.0677342	1
SLC2A1	0.021487169	0.017204698	0.013016066707341876	0.11243902	0.08855291576673865	2.7011898	7.184388	1
ARMH1	0.003135562	0.0032832276	0.0026438885499288182	4.5838533e-10	0.0	-5.080322	6.1653113	1
AL604028.1	0.0050335247	0.005270549	0.004067520846044336	4.5838533e-10	0.0	-5.746991	9.030468	1
PIK3R3	0.12774235	0.13128932	0.09975594874923734	0.05238448	0.047516198704103674	-1.3238852	10.260676	1
DHCR24	0.11771747	0.120641455	0.09111246695139312	0.055591505	0.047516198704103674	-1.1163918	6.619554	1
DAB1	0.0032197179	0.0033713458	0.0024405125076266015	4.5838533e-10	0.0	-5.117417	5.7687798	1
JUN	0.3656922	0.35613516	0.2132397803538743	0.568752	0.3304535637149028	0.6752235	6.242906	1
NFIA-AS2	0.0034444775	0.0036066875	0.0026438885499288182	4.5838533e-10	0.0	-5.212052	6.1770506	1
ANGPTL3	0.0031173239	0.0032641308	0.0024405125076266015	4.5838533e-10	0.0	-5.0721555	5.7895665	1
AK4	0.021616645	0.016916709	0.013117754728492984	0.12143538	0.09719222462203024	2.8363523	8.129618	1
TCTEX1D1	0.01006876	0.010542852	0.009050233882448647	4.5838533e-10	0.0	-6.733734	19.402697	1
RPE65	0.0027657477	0.002896002	0.0023388244864754933	4.5838533e-10	0.0	-4.90496	5.5446963	1
PTGFR	0.0023925744	0.0025052591	0.0021354484441732766	4.5838533e-10	0.0	-4.7033486	5.0529933	1
ADGRL4	0.035557453	0.036903597	0.02847264592231035	0.0069740126	0.0064794816414686825	-2.387065	9.612134	1
CCN1	0.38343292	0.39224046	0.2422208663819402	0.19644956	0.14254859611231102	-0.99721295	13.978212	1
COL24A1	0.035534065	0.03690619	0.027659141753101486	0.0063989013	0.0064794816414686825	-2.5094988	11.113424	1
LMO4	0.38983425	0.38092017	0.24659345129143787	0.57923126	0.3758099352051836	0.6045212	6.376222	1
EPHX4	0.002894211	0.0030305136	0.0023388244864754933	4.5838533e-10	0.0	-4.968321	5.4516177	1
CCDC18-AS1	0.1847436	0.1771122	0.12751677852348994	0.34681448	0.2613390928725702	0.96910197	8.335174	1
S1PR1	0.007181622	0.0075197825	0.005796217205613179	4.5838533e-10	0.0	-6.2516713	12.755402	1
VAV3	0.16793987	0.17148013	0.12782184258694326	0.09272405	0.07991360691144708	-0.88631207	6.1327243	1
AL359258.2	0.006821395	0.007142595	0.0052877770998576365	4.5838533e-10	0.0	-6.178428	11.81005	1
AMIGO1	0.003740492	0.003916639	0.002847264592231035	4.5838533e-10	0.0	-5.3279104	6.6610346	1
ALX3	0.0033121812	0.0034681624	0.002745576571079927	4.5838533e-10	0.0	-5.1571026	6.4132314	1
AL360270.2	0.003675815	0.0038489166	0.002847264592231035	4.5838533e-10	0.0	-5.3033786	6.6064734	1
AP4B1-AS1	0.0027853476	0.0029165247	0.0023388244864754933	4.5838533e-10	0.0	-4.9148088	5.475568	1
SYT6	0.02569692	0.026704451	0.01982916412446614	0.0043055704	0.004319654427645789	-2.6050718	9.0750065	1
CD101	0.0033354636	0.003492541	0.002745576571079927	4.5838533e-10	0.0	-5.1669264	6.399535	1
TBX15	0.008065721	0.008445506	0.007219849501728696	4.5838533e-10	0.0	-6.4170876	15.787519	1
AC239800.2	0.0030805927	0.0032256704	0.0021354484441732766	4.5838533e-10	0.0	-5.055567	5.236177	1
TXNIP	0.6292321	0.56567454	0.3434004474272931	1.9791921	0.8876889848812095	1.8066854	44.55244	1
HIST2H2BF	0.0027015524	0.0028287843	0.0021354484441732766	4.5838533e-10	0.0	-4.8722234	5.11013	1
AC239868.1	0.0044821673	0.0046932334	0.0036607687614399025	4.5838533e-10	0.0	-5.5829206	8.099264	1
C1orf54	0.3610838	0.3533482	0.2445596908684157	0.5254447	0.4017278617710583	0.5723148	6.9112782	1
OAZ3	0.008152844	0.008536732	0.006813097417124263	4.5838533e-10	0.0	-6.432407	14.707755	1
S100A10	0.37486455	0.38170895	0.23449257677445598	0.22957395	0.16630669546436286	-0.7332637	7.8726673	1
S100A6	0.3745033	0.36678016	0.23428920073215376	0.5386048	0.34989200863930886	0.5541861	5.1605873	1
AL358472.5	0.0027758216	0.00290655	0.0021354484441732766	4.5838533e-10	0.0	-4.9100304	5.226032	1
CRABP2	0.18815257	0.17976597	0.12131380923327233	0.3662649	0.27213822894168466	1.026359	9.089456	1
NOS1AP	0.0034467373	0.0036090536	0.0029489526133821436	4.5838533e-10	0.0	-5.2129726	6.7627187	1
RCSD1	0.07859381	0.073586084	0.052877770998576365	0.18493725	0.1490280777537797	1.3283517	6.540689	1
TBX19	0.0040075937	0.004196316	0.003050640634533252	4.5838533e-10	0.0	-5.4250216	7.0862823	1
AL162431.1	0.0029443724	0.0030830365	0.0023388244864754933	4.5838533e-10	0.0	-4.9923253	5.584275	1
RGS16	0.34430286	0.33525625	0.22442546268049623	0.5365137	0.3650107991360691	0.6781895	7.553997	1
C1orf21	0.19882849	0.19123942	0.1366687004270897	0.36000264	0.27213822894168466	0.912274	7.9157643	1
KIF14	0.0041323463	0.004326942	0.0036607687614399025	4.5838533e-10	0.0	-5.4682317	8.287764	1
TNNT2	0.01053756	0.00015439116	0.0001016880211511084	0.23107336	0.18142548596112312	9.827711	19.285547	1
TNNI1	0.05682846	0.048310682	0.03345535895871466	0.23773174	0.1879049676025918	2.2965438	13.8157425	1
PHLDA3	0.24331304	0.23693866	0.16788692292047996	0.37877128	0.3045356371490281	0.6765853	6.044165	1
REN	0.0771776	0.06951203	0.034573927191376856	0.23997195	0.11447084233261338	1.7860582	5.4936	1
LRRN2	0.02625696	0.027493576	0.021456172462883873	4.5838533e-10	0.0	-8.108182	44.55244	1
AC244034.2	0.00272094	0.0028490843	0.0021354484441732766	4.5838533e-10	0.0	-4.882189	5.147418	1
IL10	0.003534343	0.0037007842	0.002847264592231035	4.5838533e-10	0.0	-5.2482185	6.5357566	1
C4BPB	0.0050525935	0.005290516	0.004270896888346553	4.5838533e-10	0.0	-5.752345	9.544578	1
SYT14	0.0071921833	0.007530841	0.005999593247915396	4.5838533e-10	0.0	-6.2537637	12.993257	1
LEFTY2	0.006456158	0.0067601628	0.004881025015253203	4.5838533e-10	0.0	-6.1001644	10.5703335	1
AL391832.2	0.0039608977	0.0041474216	0.003355704697986577	4.5838533e-10	0.0	-5.408509	7.534801	1
CHRM3	0.024887424	0.025834713	0.01982916412446614	0.004773929	0.004319654427645789	-2.4117274	7.082434	1
TRIM58	0.0049671913	0.005201093	0.0041692088671954446	4.5838533e-10	0.0	-5.7282114	9.323574	1
ADI1	0.36536106	0.37211987	0.259812894041082	0.22188674	0.17926565874730022	-0.7456815	9.18426	1
ID2	0.20351686	0.19238506	0.12802521862924549	0.43995845	0.2937365010799136	1.1929487	11.597927	1
VSNL1	0.0031642087	0.003313223	0.00254220052877771	4.5838533e-10	0.0	-5.093056	6.013045	1
KLHL29	0.042274874	0.043736394	0.0350823672971324	0.011240846	0.008639308855291577	-1.950601	6.5166354	1
PFN4	0.0038172768	0.003997039	0.0029489526133821436	4.5838533e-10	0.0	-5.356503	6.8843327	1
LBH	0.52312696	0.5305245	0.3440105755541997	0.36607668	0.2786177105831533	-0.5351514	7.223784	1
