gene	mean	VO_mean	VO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
LINC02593	0.022448774	0.020606183	0.014744763066910718	0.046346825	0.03825857519788918	1.1655184	2.4485073	0
SAMD11	0.1037295	0.08962565	0.06263982102908278	0.28669232	0.22427440633245382	1.6764139	20.185062	1
NOC2L	0.17052375	0.16674273	0.12344925767744559	0.21956144	0.18469656992084432	0.3967929	2.470207	0
KLHL17	0.014663737	0.014939892	0.01138905836892414	0.01107432	0.010554089709762533	-0.42860714	0.44636607	0
PLEKHN1	0.0012706452	0.0013685754	0.0011185682326621924	9.385985e-10	0.0	-3.8763318	2.9279747	0
PERM1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL645608.7	0.014402054	0.013656151	0.009965426072808623	0.024072418	0.01978891820580475	0.81328493	0.9829031	0
HES4	0.8354293	0.8107208	0.49227171039251577	1.1560206	0.7084432717678101	0.511837	25.118484	1
ISG15	0.1908721	0.18905137	0.13565182021557862	0.21447586	0.18073878627968337	0.18194643	0.8119957	0
AL645608.1	6.631281e-05	7.142289e-05	0.0001016880211511084	9.385985e-10	0.0	-0.77754617	0.49852327	0
AGRN	0.21216927	0.20726481	0.14744763066910718	0.2758742	0.22559366754617413	0.4123622	3.2654896	0
AL645608.5	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL645608.8	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
RNF223	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
C1orf159	0.023064148	0.023223845	0.017083587553386213	0.020985695	0.01978891820580475	-0.14554115	0.15678895	0
AL390719.3	0.00038421742	0.00041382224	0.0003050640634533252	9.385985e-10	0.0	-2.361256	1.0780178	0
LINC01342	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL390719.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
TTLL10-AS1	0.0001003618	0.00010810556	0.0001016880211511084	9.385985e-10	0.0	-1.057302	0.4984749	0
TTLL10	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
TNFRSF18	0.0034071254	0.003268193	0.00254220052877771	0.005210418	0.00395778364116095	0.65685046	0.27553	0
TNFRSF4	0.00302597	0.0030670124	0.0022371364653243847	0.0024943305	0.002638522427440633	-0.28776017	0.118181534	0
SDF4	0.40329546	0.40019202	0.28004881025015255	0.44362903	0.3562005277044855	0.148626	1.1875389	0
B3GALT6	0.14250831	0.14230527	0.10717917429326826	0.14512216	0.1279683377308707	0.028259017	0.07148369	0
C1QTNF12	0.01427647	0.013079768	0.009355297945901973	0.029795282	0.025065963060686015	1.1815928	1.7622799	0
AL162741.1	0.00074521394	0.000680236	0.000508440105755542	0.00158809	0.0013192612137203166	1.1134093	0.2405763	0
UBE2J2	0.22344291	0.21611108	0.1587350010168802	0.3186414	0.26649076517150394	0.55994594	6.1092215	1
LINC01786	0.0011877156	0.0011392976	0.0008135041692088672	0.0018157421	0.0013192612137203166	0.62838066	0.1448644	0
SCNN1D	0.0025561121	0.0025331178	0.0018303843807199512	0.0028552366	0.002638522427440633	0.16650163	0.05327145	0
ACAP3	0.088822335	0.08684322	0.0653853976001627	0.11447859	0.09894459102902374	0.39819205	1.4233174	0
PUSL1	0.07266329	0.07070901	0.053691275167785234	0.097996525	0.08047493403693931	0.470269	1.485873	0
INTS11	0.15520647	0.15088177	0.11073825503355705	0.21129528	0.17282321899736147	0.4855688	3.1347294	0
AL139287.1	0.0003537942	0.000381054	0.0003050640634533252	9.385985e-10	0.0	-2.2661853	1.0763029	0
CPTP	0.051006127	0.048820145	0.037014439699003455	0.07935829	0.06596306068601583	0.69976896	2.1319897	0
TAS1R3	0.00021220947	9.719008e-05	0.0001016880211511084	0.0017044356	0.0013192612137203166	3.1938887	0.45995602	0
DVL1	0.05124598	0.048814148	0.03670937563555013	0.08278855	0.06860158311345646	0.760921	2.4575129	0
MXRA8	0.17321613	0.16977441	0.11938173683140126	0.21784993	0.17546174142480211	0.35952815	2.0437717	0
AURKAIP1	0.7631284	0.75896096	0.4854586129753915	0.81723756	0.5804749340369393	0.106716275	1.3953319	0
CCNL2	0.38129964	0.3758567	0.26205003050640635	0.45197812	0.35883905013192613	0.26600555	2.8468077	0
MRPL20-AS1	0.030047085	0.029340992	0.021252796420581657	0.039215386	0.03430079155672823	0.4172678	0.66489434	0
MRPL20	0.7169731	0.7163994	0.4636973764490543	0.7244594	0.525065963060686	0.01613854	0.1119039	0
AL391244.2	0.0022277108	0.0021531174	0.0016270083384177345	0.0031962255	0.002638522427440633	0.5488925	0.18433295	0
ANKRD65	0.0017338844	0.0013039493	0.0009151921903599756	0.007312093	0.005277044854881266	2.4003901	0.93979424	0
AL391244.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
TMEM88B	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
LINC01770	0.00027105864	0.00029195962	0.0002033760423022168	9.385985e-10	0.0	-1.9706916	0.80221754	0
VWA1	0.053909674	0.04805347	0.034573927191376856	0.1298753	0.10554089709762533	1.4325259	7.7191553	1
ATAD3C	0.0018892864	0.001806999	0.0014236322961155175	0.0029575818	0.002638522427440633	0.6810871	0.22484748	0
ATAD3B	0.030520206	0.030155491	0.02287980475899939	0.035259724	0.032981530343007916	0.22491005	0.30948254	0
ATAD3A	0.060759466	0.05931156	0.04586129753914989	0.079523064	0.06728232189973615	0.42244276	1.1286428	0
TMEM240	0.046846148	0.043690477	0.03243847874720358	0.08779397	0.0712401055408971	1.005147	3.6040652	0
SSU72	0.5671023	0.56451505	0.3822452715070165	0.6007205	0.4472295514511873	0.08966642	0.7479699	0
AL645728.1	0.013468057	0.013099686	0.009863738051657515	0.018240511	0.0158311345646438	0.4745302	0.45294333	0
FNDC10	0.03979197	0.039421264	0.030303030303030304	0.044609156	0.040897097625329816	0.17794123	0.27495405	0
AL691432.4	0.0014600389	0.0014751102	0.0014236322961155175	0.0012652797	0.0013192612137203166	-0.20625621	0.05826841	0
AL691432.2	0.03551326	0.034612823	0.02532031726662599	0.047202863	0.04221635883905013	0.44645876	0.8436716	0
MIB2	0.08129427	0.0788986	0.058877364246491766	0.112354465	0.09894459102902374	0.509442	2.0062363	0
MMP23B	0.035441723	0.03116629	0.022574740695546065	0.090916865	0.07651715039577836	1.5415258	5.9942784	1
CDK11B	0.15154116	0.14767061	0.10839943054708155	0.20173928	0.17282321899736147	0.44984764	2.8017352	0
FO704657.1	0.0035902848	0.0036318733	0.002745576571079927	0.0030515299	0.002638522427440633	-0.24384768	0.097746186	0
SLC35E2B	0.09657425	0.09694059	0.07250355908074028	0.09180061	0.08179419525065963	-0.07851396	0.1741464	0
CDK11A	0.13591385	0.13461153	0.09884075655887736	0.15279008	0.13060686015831136	0.18262152	0.63132846	0
SLC35E2A	0.04260511	0.041502062	0.031523286556843604	0.056923322	0.051451187335092345	0.45489708	1.0074972	0
NADK	0.098687425	0.09872142	0.07555419971527354	0.09822594	0.09102902374670185	-0.0072517856	0.014409752	0
GNB1	0.7495742	0.75016236	0.4798657718120805	0.74199134	0.5435356200527705	-0.015798435	0.11418425	0
AL109917.1	0.0017370635	0.0016695813	0.0012202562538133007	0.0026133214	0.002638522427440633	0.616652	0.20655592	0
CALML6	0.00040306285	0.00043412024	0.0003050640634533252	9.385985e-10	0.0	-2.4171512	1.0468208	0
TMEM52	0.0017527502	0.0017576558	0.0013219442749644091	0.0016899386	0.0013192612137203166	-0.05357307	0.013519822	0
CFAP74	0.0020440952	0.0019893278	0.001525320317266626	0.0027554226	0.002638522427440633	0.45066547	0.15197547	0
AL391845.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
GABRD	0.0014538572	0.0015659828	0.0012202562538133007	9.385985e-10	0.0	-4.058288	3.22473	0
AL391845.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
PRKCZ	0.0028205358	0.0027198503	0.002033760423022168	0.004127569	0.002638522427440633	0.5842097	0.19539113	0
AL590822.2	0.0006000946	0.00064633915	0.0006101281269066504	9.385985e-10	0.0	-2.8998177	1.7489455	0
PRKCZ-AS1	0.0042458978	0.003655946	0.00254220052877771	0.011900605	0.010554089709762533	1.6758587	1.2558649	0
FAAP20	0.63755596	0.6279783	0.41590400650803333	0.76186097	0.5488126649076517	0.27877256	5.6231947	0
AL590822.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
SKI	0.17439336	0.17101537	0.12609314622737441	0.2182006	0.17546174142480211	0.3513468	1.985277	0
AL590822.3	0.0050971475	0.005133385	0.0044742729306487695	0.0046277945	0.00395778364116095	-0.14657708	0.06705398	0
MORN1	0.010779375	0.010249316	0.008033353670937564	0.01765703	0.0158311345646438	0.77885497	0.80244404	0
AL589739.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL513477.2	0.002268938	0.0024438899	0.0019320724018710596	9.385985e-10	0.0	-4.6689506	4.6969433	0
RER1	0.4559417	0.45980957	0.3159446817164938	0.4058342	0.32717678100263853	-0.18010433	1.6989752	0
PEX10	0.059617527	0.060519017	0.044946105348789914	0.047900468	0.040897097625329816	-0.33672193	0.77655834	0
PLCH2	0.0005358375	0.00044555723	0.0003050640634533252	0.0017069766	0.0013192612137203166	1.7277753	0.33225617	0
AL139246.1	0.0003254661	0.0003505424	0.0003050640634533252	9.385985e-10	0.0	-2.1716495	1.0172763	0
AL139246.4	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
PANK4	0.03364094	0.03466614	0.026337197478137075	0.020348744	0.018469656992084433	-0.76567066	1.8034419	0
HES5	0.008032609	0.007089675	0.004270896888346553	0.020266753	0.0158311345646438	1.5022175	1.4424486	0
AL139246.5	0.015671901	0.01539576	0.01149074639007525	0.019247806	0.0158311345646438	0.32029647	0.2963484	0
TNFRSF14-AS1	0.00021261701	0.00022901336	0.0002033760423022168	9.385985e-10	0.0	-1.7181326	0.799424	0
TNFRSF14	0.009688222	0.009638145	0.007931665649786455	0.010338764	0.009234828496042216	0.1002321	0.06269526	0
AL139246.3	0.0002663853	0.00028692605	0.0002033760423022168	9.385985e-10	0.0	-1.9520444	0.78971434	0
PRXL2B	0.055018794	0.05392022	0.04128533658735001	0.0692499	0.06068601583113457	0.36039424	0.8480504	0
MMEL1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL831784.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
TTC34	0.0031617307	0.0032801228	0.0026438885499288182	0.0016265841	0.0013192612137203166	-0.9691551	0.46040335	0
AC242022.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AC242022.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL592464.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL592464.3	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL592464.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL589702.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
ACTRT2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
PRDM16-DT	0.0012982994	0.0012547342	0.0009151921903599756	0.0018633666	0.002638522427440633	0.5353198	0.17906699	0
PRDM16	0.0034479583	0.0028904746	0.0019320724018710596	0.010681353	0.010554089709762533	1.8500917	1.3549662	0
AL008733.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL590438.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL354743.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL354743.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
ARHGEF16	0.020458156	0.019868076	0.014846451088061827	0.028106803	0.023746701846965697	0.4983478	0.63299865	0
AL512413.1	0.0005741048	0.00039755413	0.0003050640634533252	0.0028644116	0.002638522427440633	2.5748203	0.6421278	0
MEGF6	0.016786002	0.015030732	0.010473866178564165	0.03955116	0.032981530343007916	1.3898814	2.5274756	0
AL513320.1	0.0005307594	0.0005716596	0.000508440105755542	9.385985e-10	0.0	-2.7477167	1.4779322	0
TPRG1L	0.08556077	0.084040806	0.06365670124059386	0.105259806	0.08970976253298153	0.32444704	0.99090415	0
WRAP73	0.06637099	0.06436772	0.04820012202562538	0.092339545	0.08047493403693931	0.5199333	1.7302566	0
TP73	0.00024409767	0.0002629205	0.0002033760423022168	9.385985e-10	0.0	-1.8596401	0.8017302	0
AL136528.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL136528.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
CCDC27	0.00048345077	0.00040192442	0.0003050640634533252	0.0015410141	0.0013192612137203166	1.7090455	0.33203977	0
SMIM1	0.043027177	0.041850667	0.03121822249339028	0.058298383	0.05013192612137203	0.47723466	1.0464042	0
LRRC47	0.102750875	0.10082951	0.0751474476306691	0.12765753	0.10817941952506596	0.3400602	1.2360377	0
AL365330.1	0.0005093165	0.00054856396	0.0004067520846044336	9.385985e-10	0.0	-2.6972353	1.3183509	0
CEP104	0.0992318	0.0953262	0.07230018303843808	0.14988166	0.1279683377308707	0.65232885	3.521536	0
DFFB	0.023159772	0.023626775	0.018507219849501728	0.017094452	0.014511873350923483	-0.46457282	0.6325524	0
C1orf174	0.1348103	0.13467647	0.10036607687614399	0.13652651	0.11873350923482849	0.019668771	0.046618488	0
LINC01134	0.0011318467	0.0012190784	0.001016880211511084	9.385985e-10	0.0	-3.7214448	2.7689798	0
LINC01346	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
LINC01345	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
LINC02780	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL805961.1	0.00022659407	0.0001576356	0.0001016880211511084	0.0011213507	0.0013192612137203166	2.2450736	0.40341043	0
LINC01777	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL355602.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
Z98747.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
LINC01646	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AJAP1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
Z98886.1	0.0005311918	0.00042853027	0.0003050640634533252	0.0018629535	0.0013192612137203166	1.8929679	0.3509845	0
BX005132.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
LINC02781	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
LINC02782	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL139823.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
Z98259.3	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
Z98259.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
Z98259.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL365255.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
NPHP4	0.017373517	0.016198087	0.012812690665039659	0.032616302	0.029023746701846966	1.0053071	1.624267	0
KCNAB2	0.0074236966	0.007513505	0.00569452918446207	0.006259343	0.005277044854881266	-0.25968304	0.15021288	0
CHD5	0.0013171703	0.0012098962	0.0008135041692088672	0.0027087105	0.002638522427440633	1.1004555	0.3509043	0
RPL22	2.4834826	2.486546	0.9681716493797031	2.4437397	0.9815303430079155	-0.025051575	1.3240501	0
AL031847.1	0.0012218348	0.0013160028	0.0009151921903599756	9.385985e-10	0.0	-3.8237388	2.498744	0
RNF207	0.012799693	0.012093958	0.009660362009355298	0.021954186	0.01978891820580475	0.854886	1.044642	0
ICMT	0.10070916	0.09923438	0.07423225544030913	0.119822115	0.10158311345646438	0.27173272	0.87558556	0
LINC00337	0.0008535816	0.0009193648	0.0007118161480577588	9.385985e-10	0.0	-3.349585	2.0594177	0
HES3	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
GPR153	0.085576355	0.0836924	0.06111450071181615	0.10999744	0.09102902374670185	0.39388952	1.2994773	0
ACOT7	0.032078758	0.03282332	0.025116941224323775	0.02242746	0.021108179419525065	-0.54742527	1.0731823	0
AL031848.2	0.0039676926	0.004057518	0.003050640634533252	0.0028030807	0.002638522427440633	-0.51813775	0.25410217	0
HES2	0.00036906567	0.00039750262	0.0003050640634533252	9.385985e-10	0.0	-2.3146906	1.0784712	0
ESPN	0.00031826925	9.8372424e-05	0.0001016880211511084	0.0031711129	0.002638522427440633	4.043498	0.7512705	0
AL031848.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
TNFRSF25	0.0217733	0.021280967	0.01657514744763067	0.02815385	0.025065963060686015	0.4021204	0.51412123	0
PLEKHG5	0.033992633	0.03246652	0.024303437055114906	0.053799562	0.04617414248021108	0.72688395	1.6777811	0
NOL9	0.09990252	0.09965864	0.07372381533455359	0.1030459	0.08839050131926121	0.04817287	0.10190789	0
TAS1R1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
ZBTB48	0.03569406	0.034259092	0.025727069351230425	0.054318316	0.048812664907651716	0.66340035	1.5353831	0
KLHL21	0.022008495	0.022061788	0.016676835468781778	0.021310464	0.018469656992084433	-0.04975818	0.045052826	0
PHF13	0.0888871	0.08420664	0.06162294081757169	0.14958952	0.12401055408970976	0.82825506	4.6261334	0
THAP3	0.07799442	0.07396521	0.05470815537929632	0.13024782	0.10949868073878628	0.81549853	4.1195903	0
DNAJC11	0.08901751	0.0873869	0.06518202155786049	0.110151954	0.09894459102902374	0.33366528	1.1207523	0
LINC01672	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL591163.1	0.0006725672	0.0007243979	0.0006101281269066504	9.385985e-10	0.0	-3.0433273	1.7760216	0
CAMTA1-DT	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
CAMTA1	0.591438	0.5848204	0.39038031319910516	0.677346	0.5026385224274407	0.21186556	3.1578164	0
AL512330.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
CAMTA1-IT1	0.0005245739	0.00043045997	0.0003050640634533252	0.0017454518	0.0013192612137203166	1.7986581	0.3409951	0
Z97987.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL365194.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL359881.3	4.3343935e-05	4.6683585e-05	0.0001016880211511084	9.385985e-10	0.0	-0.55269384	0.49855596	0
AL359881.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
AL359881.1	0.00012132465	0.0001306842	0.0001016880211511084	9.385985e-10	0.0	-1.2059058	0.49849778	0
VAMP3	0.23729746	0.22802988	0.16534472239170225	0.35760316	0.287598944591029	0.6489074	8.310241	1
Z98884.2	0.00010252454	0.000110435	0.0001016880211511084	9.385985e-10	0.0	-1.0733612	0.49852845	0
PER3	0.022516442	0.021062657	0.015558267236119585	0.04137025	0.032981530343007916	0.970556	1.7429097	0
Z98884.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
UTS2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
TNFRSF9	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
PARK7	1.3510505	1.3492285	0.7402887939800692	1.3747046	0.8192612137203166	0.026985005	0.41670713	0
AL034417.4	0.0017670754	0.0015539727	0.0013219442749644091	0.004532527	0.00395778364116095	1.4858639	0.5808868	0
AL034417.3	0.0017047764	0.0016979511	0.0013219442749644091	0.0017941564	0.0013192612137203166	0.07520166	0.01831557	0
ERRFI1	0.03257776	0.031516675	0.023083180801301607	0.046351526	0.040897097625329816	0.5550403	1.056628	0
AL034417.2	0.0011924447	0.0012009782	0.0008135041692088672	0.001081613	0.0013192612137203166	-0.13883914	0.03678679	0
LINC01714	0.00016000483	0.00017234581	0.0001016880211511084	9.385985e-10	0.0	-1.4454262	0.49830854	0
AL358876.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
SLC45A1	0.005313845	0.0045449124	0.003559080740288794	0.015290566	0.013192612137203167	1.728323	1.535535	0
RERE	0.40198496	0.39709723	0.274862721171446	0.46546227	0.36807387862796836	0.22911865	2.3319352	0
RERE-AS1	0.0007888803	0.00071934133	0.000508440105755542	0.0016909207	0.0013192612137203166	1.1281649	0.24187031	0
AL357552.2	0.0006285342	0.0004871679	0.0004067520846044336	0.0024624353	0.002638522427440633	2.1256707	0.55919206	0
ENO1	1.128848	1.0782498	0.6207036811063656	1.7852975	0.8562005277044855	0.7274201	44.55244	1
ENO1-AS1	0.0007025652	0.00066032814	0.000508440105755542	0.0012504086	0.0013192612137203166	0.8287018	0.18894824	0
CA6	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
SLC2A7	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
SLC2A5	9.8024284e-05	0.00010558786	0.0001016880211511084	9.385985e-10	0.0	-1.0397415	0.4984967	0
GPR157	0.019749574	0.019284403	0.014744763066910718	0.025777733	0.023746701846965697	0.41681492	0.5206815	0
MIR34AHG	0.013478281	0.013823375	0.010372178157413058	0.008994404	0.009234828496042216	-0.61445796	0.71088433	0
LNCTAM34A	0.005691939	0.005882713	0.004270896888346553	0.0032176652	0.002638522427440633	-0.85063154	0.553001	0
H6PD	0.1038266	0.101358086	0.07545251169412243	0.13583179	0.11477572559366754	0.42199907	1.749406	0
SPSB1	0.03887181	0.037436638	0.028065893837705917	0.057498712	0.048812664907651716	0.61773705	1.4029206	0
BX323043.1	0.00063532	0.00068427966	0.000508440105755542	9.385985e-10	0.0	-2.9713547	1.557391	0
LINC02606	0.009158218	0.008624102	0.006406345332519829	0.016088508	0.014511873350923483	0.8918915	0.8531605	0
AL928921.1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
SLC25A33	0.08875017	0.09046524	0.0677242220866382	0.06647832	0.05804749340369393	-0.44390494	1.6188624	0
TMEM201	0.027746106	0.027506538	0.021049420378279438	0.030862205	0.027704485488126648	0.16549818	0.198094	0
PIK3CD	0.0045256983	0.004619549	0.0037624567825910106	0.0033089234	0.002638522427440633	-0.46933267	0.22339378	0
PIK3CD-AS1	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
PIK3CD-AS2	0.039732885	0.040458657	0.030608094366483627	0.030325165	0.027704485488126648	-0.41474482	0.8156236	0
CLSTN1	0.24930242	0.24387696	0.17480170835875533	0.31976414	0.2638522427440633	0.39071423	3.5452785	0
CTNNBIP1	0.17657763	0.1785954	0.13219442749644092	0.15037996	0.1279683377308707	-0.24793108	1.1619813	0
AL357140.1	0.0001988617	0.00010471009	0.0001016880211511084	0.0014204679	0.0013192612137203166	2.8928611	0.4486859	0
AL357140.4	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
LZIC	0.3235819	0.3187247	0.22544234289200732	0.38666695	0.3073878627968338	0.27870113	2.5311143	0
AL357140.2	5.980837e-09	5.173206e-09	0.0	9.385985e-10	0.0	-6.105513e-05	44.55244	0
NMNAT1	0.07010244	0.06774768	0.05104738661785642	0.10063157	0.08839050131926121	0.57014453	2.081786	0
