gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	Fus-HO_mean	Fus-HO_positive_frac	log2FC	-log10 p-val	is_significant
FAM41C	0.006545679	0.006097252	0.007334963325183374	0.0071188775	0.00625	0.22014596	0.06145366	0
AL645608.6	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL645608.2	0.006261342	0.001180171	0.0024449877750611247	0.012755713	0.0125	3.3280013	1.1195518	0
AL645608.4	0.0010330055	0.001841212	0.0024449877750611247	-9.458745e-11	0.0	-4.2788873	0.49770796	0
LINC02593	0.0047328994	0.008435981	0.009779951100244499	-9.458745e-11	0.0	-6.4154863	1.3057661	0
SAMD11	0.06524888	0.06973681	0.097799511002445	0.059513457	0.06875	-0.22834954	0.26453677	0
NOC2L	0.21904528	0.23897916	0.31784841075794623	0.19356419	0.190625	-0.30393112	0.8748269	0
KLHL17	0.021078859	0.026258012	0.03667481662591687	0.01445911	0.015625	-0.8563194	0.6645845	0
PLEKHN1	0.004091367	0.0036445537	0.004889975550122249	0.0046625314	0.00625	0.34693474	0.08608164	0
PERM1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL645608.7	0.0061961645	0.0016475031	0.0024449877750611247	0.012009876	0.0125	2.792817	0.98826486	0
HES4	0.44083259	0.47524273	0.4889975550122249	0.39685205	0.35625	-0.26000336	1.1784775	0
ISG15	0.21607727	0.2593479	0.3154034229828851	0.16076782	0.159375	-0.6895689	2.7635012	0
AL645608.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AGRN	0.1418844	0.1289732	0.1784841075794621	0.15838684	0.165625	0.2961736	0.60530585	0
AL645608.5	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL645608.8	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
RNF223	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
C1orf159	0.01765625	0.01642861	0.02689486552567237	0.019225203	0.021875	0.22551814	0.11554499	0
AL390719.3	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LINC01342	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL390719.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
TTLL10-AS1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
TTLL10	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
TNFRSF18	0.009926226	0.0067236573	0.007334963325183374	0.014019515	0.009375	1.0490735	0.3739653	0
TNFRSF4	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
SDF4	0.8737614	0.95940816	0.8117359413202934	0.7642928	0.61875	-0.32798088	4.2736306	0
B3GALT6	0.17243809	0.17095073	0.2469437652811736	0.17433937	0.18125	0.028301515	0.045632463	0
C1QTNF12	0.01395647	0.013114344	0.019559902200488997	0.015032648	0.01875	0.19555965	0.08947813	0
AL162741.1	0.0009648264	0.0017196898	0.0024449877750611247	-9.458745e-11	0.0	-4.185622	0.49770755	0
UBE2J2	0.26902306	0.3133761	0.38141809290953543	0.21232842	0.20625	-0.56137854	2.6701038	0
LINC01786	0.0007301892	0.0013014735	0.0024449877750611247	-9.458745e-11	0.0	-3.808874	0.49771008	0
SCNN1D	0.0043883547	0.00033168664	0.0024449877750611247	0.009573282	0.009375	4.485949	1.0105897	0
ACAP3	0.09398409	0.09013419	0.1393643031784841	0.098905146	0.103125	0.1338294	0.16957487	0
PUSL1	0.12788555	0.1327882	0.18581907090464547	0.121619694	0.121875	-0.12665032	0.1925759	0
INTS11	0.19770351	0.22659588	0.293398533007335	0.16077374	0.16875	-0.49482933	1.698666	0
AL139287.1	0.00088423415	0.0015760426	0.0024449877750611247	-9.458745e-11	0.0	-4.0669885	0.49770856	0
CPTP	0.07846912	0.09648496	0.1295843520782396	0.055443432	0.065625	-0.79818225	1.636166	0
TAS1R3	0.0009964108	0.0017759857	0.0024449877750611247	-9.458745e-11	0.0	-4.2295785	0.49770543	0
DVL1	0.07894503	0.07272082	0.10024449877750612	0.08690072	0.09375	0.25667632	0.32404354	0
MXRA8	0.1892219	0.19041888	0.24205378973105135	0.18769167	0.1875	-0.020800913	0.033362903	0
AURKAIP1	0.78276813	0.8867184	0.7775061124694377	0.6499083	0.5375	-0.44818053	6.329167	0
CCNL2	0.30395436	0.31054983	0.3765281173594132	0.29551953	0.3	-0.07154768	0.18008173	0
MRPL20-AS1	0.038754176	0.033595398	0.0488997555012225	0.045348532	0.05	0.43168214	0.40280378	0
MRPL20	0.77604604	0.7905588	0.7139364303178484	0.7574987	0.615625	-0.061621416	0.31123814	0
AL391244.2	0.005762889	0.0028941403	0.004889975550122249	0.009429562	0.00625	1.6702679	0.45687225	0
ANKRD65	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL391244.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
TMEM88B	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LINC01770	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
VWA1	0.15488365	0.19352609	0.2567237163814181	0.105494134	0.1125	-0.87474376	3.390836	0
ATAD3C	0.0017659648	2.910383e-10	0.0	0.0040230877	0.003125	5.3656487	0.49748012	0
ATAD3B	0.034386557	0.039967768	0.06356968215158924	0.027253937	0.028125	-0.55069375	0.5143537	0
ATAD3A	0.092242464	0.11053269	0.15892420537897312	0.06886591	0.078125	-0.6818224	1.5116265	0
TMEM240	0.07318363	0.07786178	0.10757946210268948	0.06720486	0.071875	-0.2120562	0.2531091	0
SSU72	0.78491044	0.870017	0.78239608801956	0.6761344	0.5375	-0.36368594	4.3405466	0
AL645728.1	0.013275701	0.01497269	0.019559902200488997	0.011106571	0.0125	-0.42759186	0.20033905	0
FNDC10	0.09136806	0.122179314	0.16381418092909536	0.051988237	0.065625	-1.2311509	3.849807	0
AL691432.4	0.0027065033	0.0048241415	0.007334963325183374	-9.458745e-11	0.0	-5.6218014	1.0793169	0
AL691432.2	0.027895186	0.020062	0.03178484107579462	0.037907127	0.034375	0.9146313	0.78430456	0
MIB2	0.1120626	0.10757088	0.15158924205378974	0.11780399	0.125	0.13098446	0.1854601	0
MMP23B	0.3765151	0.47444493	0.4474327628361858	0.25134638	0.24375	-0.9162939	7.7182317	1
CDK11B	0.15430297	0.16960907	0.2396088019559902	0.13474016	0.146875	-0.33181345	0.8010865	0
FO704657.1	0.0006092537	0.0010859295	0.0024449877750611247	-9.458745e-11	0.0	-3.5679476	0.49770343	0
SLC35E2B	0.09791993	0.08102987	0.12224938875305623	0.11950783	0.121875	0.56000674	1.1065987	0
CDK11A	0.11281932	0.12092024	0.15647921760391198	0.1024656	0.11875	-0.2387014	0.39393374	0
SLC35E2A	0.029952057	0.03221828	0.044009779951100246	0.027055897	0.03125	-0.25108507	0.18247022	0
NADK	0.09760803	0.09266534	0.13447432762836187	0.10392586	0.1125	0.16528456	0.22608347	0
GNB1	0.8625218	0.9620728	0.8141809290953546	0.73528147	0.58125	-0.38780314	5.6231165	0
AL109917.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
CALML6	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
TMEM52	0.01775467	0.021427382	0.029339853300733496	0.013060398	0.0125	-0.70996976	0.4424863	0
CFAP74	0.0051768334	0.0013106917	0.0024449877750611247	0.010118243	0.009375	2.8566725	0.77266085	0
AL391845.2	0.0026540393	0.0019705729	0.0024449877750611247	0.0035276206	0.003125	0.80899364	0.15481305	0
GABRD	0.011441623	0.0015380103	0.0024449877750611247	0.024099609	0.01875	3.8849676	1.577685	0
AL391845.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
PRKCZ	0.028014712	0.026310822	0.03667481662591687	0.030192908	0.03125	0.19785094	0.12809446	0
AL590822.2	0.0031442943	0.0039933454	0.004889975550122249	0.0020592134	0.003125	-0.9227745	0.23667488	0
PRKCZ-AS1	0.008097916	0.0019786549	0.0024449877750611247	0.015919093	0.015625	2.9460702	1.1935679	0
FAAP20	0.73879546	0.7926814	0.7408312958435208	0.6699244	0.559375	-0.2427095	2.1291509	0
AL590822.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
SKI	0.19402573	0.19629253	0.24938875305623473	0.19112729	0.2	-0.038451653	0.06617729	0
AL590822.3	0.010028552	0.015500067	0.019559902200488997	0.0030351442	0.003125	-2.3149486	1.2992249	0
MORN1	0.014571265	0.020350883	0.029339853300733496	0.007183996	0.009375	-1.4893612	1.0888717	0
AL589739.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL513477.2	0.0016155766	0.0015591925	0.0024449877750611247	0.0016876378	0.003125	0.107573085	0.019798782	0
RER1	0.7266451	0.7947043	0.7334963325183375	0.6396606	0.534375	-0.3130676	3.1095102	0
PEX10	0.072750084	0.07004074	0.10268948655256724	0.07621345	0.08125	0.12168463	0.1328101	0
PLCH2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL139246.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL139246.4	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
PANK4	0.015856454	0.012683524	0.019559902200488997	0.019911764	0.021875	0.64656276	0.37671927	0
HES5	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL139246.5	0.004518815	0.008054398	0.012224938875305624	-9.458745e-11	0.0	-6.349508	1.4799894	0
TNFRSF14-AS1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
TNFRSF14	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL139246.3	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
PRXL2B	0.05227679	0.07156363	0.097799511002445	0.027626665	0.0375	-1.3699671	2.8302085	0
MMEL1	0.0016751497	0.002985767	0.004889975550122249	-9.458745e-11	0.0	-4.947559	0.7907811	0
AL831784.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
TTC34	0.0049640094	0.003471913	0.004889975550122249	0.0068711173	0.00625	0.9646929	0.2680272	0
AC242022.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AC242022.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL592464.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL592464.3	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL592464.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL589702.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
ACTRT2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
PRDM16-DT	0.006145735	0.0041625313	0.004889975550122249	0.008680492	0.009375	1.0425913	0.35618207	0
PRDM16	0.013553341	0.013674242	0.022004889975550123	0.013398587	0.0125	-0.029164568	0.011507873	0
AL008733.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL590438.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL354743.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL354743.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
ARHGEF16	0.016389634	0.014306996	0.019559902200488997	0.019051457	0.015625	0.41068465	0.19128703	0
AL512413.1	0.001196341	0.0021323406	0.0024449877750611247	-9.458745e-11	0.0	-4.480487	0.497711	0
MEGF6	0.008207331	0.004628634	0.004889975550122249	0.012781165	0.0125	1.4457676	0.58683735	0
AL513320.1	0.0010224371	0.0018223749	0.0024449877750611247	-9.458745e-11	0.0	-4.264819	0.4977061	0
TPRG1L	0.14730364	0.14081855	0.1882640586797066	0.15559255	0.15	0.14383829	0.23361665	0
WRAP73	0.06384968	0.067321494	0.10268948655256724	0.05941293	0.065625	-0.18000545	0.19842702	0
TP73	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL136528.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL136528.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
CCDC27	0.0011112576	0.001980688	0.0024449877750611247	-9.458745e-11	0.0	-4.37899	0.49770695	0
SMIM1	0.1884179	0.20667017	0.2469437652811736	0.16508871	0.15625	-0.32391295	0.8081092	0
LRRC47	0.15069191	0.17011358	0.2371638141809291	0.12586874	0.13125	-0.43428034	1.1155456	0
AL365330.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
CEP104	0.1399868	0.13149315	0.18092909535452323	0.15084314	0.15	0.19792081	0.34568197	0
DFFB	0.026193863	0.0248811	0.034229828850855744	0.027871974	0.03125	0.16314505	0.10078862	0
C1orf174	0.15839067	0.17833146	0.22493887530562348	0.13290417	0.14375	-0.42389846	1.0837595	0
LINC01134	0.0027445755	0.003637255	0.004889975550122249	0.0016036151	0.003125	-1.1333797	0.29775858	0
LINC01346	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LINC01345	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LINC02780	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL805961.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LINC01777	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL355602.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
Z98747.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LINC01646	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AJAP1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
Z98886.1	0.0016285393	2.910383e-10	0.0	0.003710014	0.003125	5.2517204	0.49747977	0
BX005132.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LINC02781	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LINC02782	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL139823.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
Z98259.3	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
Z98259.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
Z98259.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL365255.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
NPHP4	0.014112443	0.014651044	0.02444987775061125	0.013423865	0.015625	-0.12530957	0.05594498	0
KCNAB2	0.01315509	0.014043185	0.019559902200488997	0.012019823	0.0125	-0.22273837	0.098074816	0
CHD5	0.002060694	0.0014484371	0.0024449877750611247	0.0028432203	0.003125	0.9265829	0.17899364	0
RPL22	2.4884236	2.4264953	0.9926650366748166	2.5675733	0.99375	0.081528135	4.5855002	0
AL031847.1	0.002833702	0.00505086	0.007334963325183374	-9.458745e-11	0.0	-5.686743	0.99378896	0
RNF207	0.0064899237	0.011567508	0.017114914425427872	-9.458745e-11	0.0	-6.866354	2.0725405	0
ICMT	0.092328824	0.10923429	0.1491442542787286	0.0707222	0.078125	-0.62647235	1.2760646	0
LINC00337	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
HES3	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
GPR153	0.055335894	0.049367286	0.06845965770171149	0.06296512	0.06875	0.35036746	0.39051107	0
ACOT7	0.07833266	0.10289284	0.15892420537897312	0.046942513	0.053125	-1.130507	3.0039718	0
AL031848.2	0.010650311	0.008520936	0.012224938875305624	0.013371854	0.009375	0.64403206	0.2415405	0
HES2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
ESPN	0.09014484	0.094904765	0.1100244498777506	0.08406154	0.078125	-0.17483877	0.20448728	0
AL031848.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
TNFRSF25	0.027870577	0.026217382	0.034229828850855744	0.029983995	0.034375	0.19298023	0.12620348	0
PLEKHG5	0.032939855	0.027370237	0.039119804400977995	0.040058997	0.04375	0.5478539	0.49512732	0
NOL9	0.074423976	0.07776101	0.10513447432762836	0.070159554	0.06875	-0.14820665	0.16061683	0
TAS1R1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
ZBTB48	0.034337517	0.041580793	0.05867970660146699	0.02508057	0.03125	-0.7270719	0.8029727	0
KLHL21	0.024503103	0.028186997	0.04156479217603912	0.019794697	0.021875	-0.5077551	0.38789982	0
PHF13	0.10629763	0.1276247	0.17114914425427874	0.079039395	0.0875	-0.69056976	1.6991321	0
THAP3	0.16875108	0.16870393	0.2273838630806846	0.16881151	0.171875	0.0009191264	0.001365247	0
DNAJC11	0.077239476	0.08820666	0.12469437652811736	0.06322261	0.071875	-0.47980148	0.7685509	0
LINC01672	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL591163.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
CAMTA1-DT	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
CAMTA1	0.75404525	0.767951	0.7041564792176039	0.7362745	0.6125	-0.060762465	0.3056163	0
AL512330.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
CAMTA1-IT1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
Z97987.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL365194.1	0.00070391974	2.910383e-10	0.0	0.0016036151	0.003125	4.0905232	0.49748012	0
AL359881.3	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL359881.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL359881.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
VAMP3	0.430319	0.4611956	0.5330073349633252	0.39085385	0.359375	-0.23869318	1.1187208	0
Z98884.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
PER3	0.03964113	0.027413784	0.039119804400977995	0.055269692	0.0625	1.008942	1.298103	0
Z98884.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
UTS2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
TNFRSF9	0.007903111	0.011904935	0.017114914425427872	0.0027881444	0.003125	-2.0554128	1.0564779	0
PARK7	1.3329265	1.4244429	0.9168704156479217	1.2159538	0.7875	-0.22829193	4.3224697	0
AL034417.4	0.0021263887	0.0037900538	0.004889975550122249	-9.458745e-11	0.0	-5.2817197	0.7687211	0
AL034417.3	0.001866392	0.0033266365	0.004889975550122249	-9.458745e-11	0.0	-5.098723	0.80191934	0
ERRFI1	0.22124209	0.27754134	0.2982885085574572	0.14928077	0.140625	-0.8942278	4.1269903	0
AL034417.2	0.011131329	0.012965728	0.017114914425427872	0.008786619	0.009375	-0.556081	0.25540218	0
LINC01714	0.00117476	0.0020938746	0.0024449877750611247	-9.458745e-11	0.0	-4.4554105	0.49770543	0
AL358876.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
SLC45A1	0.008474336	0.015104517	0.022004889975550123	-9.458745e-11	0.0	-7.248358	2.5256355	0
RERE	0.44114426	0.5143444	0.5599022004889975	0.34758624	0.325	-0.56522924	4.575288	0
RERE-AS1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
AL357552.2	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
ENO1	2.8573942	2.8723555	1.0	2.8382714	0.996875	-0.017221184	0.37177616	0
ENO1-AS1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
CA6	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
SLC2A7	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
SLC2A5	0.0008360691	0.0014901934	0.0024449877750611247	-9.458745e-11	0.0	-3.9911318	0.49770552	0
GPR157	0.01571114	0.012992447	0.022004889975550123	0.019185878	0.021875	0.55881	0.32877615	0
MIR34AHG	0.02323977	0.01701599	0.029339853300733496	0.031194644	0.03125	0.870571	0.6904158	0
LNCTAM34A	0.024699846	0.030323256	0.044009779951100246	0.017512517	0.01875	-0.78857344	0.66485566	0
H6PD	0.112976074	0.10970922	0.15647921760391198	0.11715189	0.128125	0.09461205	0.13113451	0
SPSB1	0.018175049	0.013639157	0.019559902200488997	0.023972427	0.025	0.8090882	0.5214887	0
BX323043.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LINC02606	0.012082998	0.007588694	0.014669926650366748	0.017827203	0.0125	1.2213401	0.5392026	0
AL928921.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
SLC25A33	0.07207246	0.074709	0.11491442542787286	0.068703316	0.071875	-0.12073367	0.13315196	0
TMEM201	0.019204924	0.02389935	0.03667481662591687	0.01320475	0.015625	-0.85105395	0.63355345	0
PIK3CD	0.006647248	0.0026776358	0.004889975550122249	0.011720815	0.009375	2.0894	0.6751573	0
PIK3CD-AS1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
PIK3CD-AS2	0.052467138	0.055809442	0.07579462102689487	0.048196122	0.053125	-0.2111846	0.20754306	0
CLSTN1	0.3787001	0.40594944	0.46454767726161367	0.3438693	0.325	-0.23937558	0.98220104	0
CTNNBIP1	0.22752514	0.24196975	0.3154034229828851	0.2090606	0.225	-0.21081175	0.5749442	0
AL357140.1	0.0028314993	0.00033168664	0.0024449877750611247	0.0060265865	0.00625	3.827027	0.7318031	0
AL357140.4	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
LZIC	0.42242128	0.45310205	0.5061124694376528	0.38320717	0.35625	-0.24165346	1.1163095	0
AL357140.2	0.0008902286	2.910383e-10	0.0	0.0020280504	0.003125	4.411456	0.49748188	0
NMNAT1	0.08074337	0.0854661	0.12469437652811736	0.07470763	0.08125	-0.19385397	0.24650797	0
AL603962.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
RBP7	0.0026855394	0.0013810558	0.0024449877750611247	0.004352922	0.003125	1.5881264	0.28769597	0
UBE4B	0.122087024	0.122781985	0.17359413202933985	0.12119922	0.128125	-0.01870318	0.024245849	0
KIF1B	0.36495647	0.39307946	0.4400977995110024	0.32900673	0.315625	-0.25663245	1.0487084	0
AL139424.3	0.0044025397	0.004564841	0.007334963325183374	0.004195149	0.00625	-0.11911969	0.033269383	0
AL139424.2	0.0022091127	0.003937501	0.007334963325183374	-9.458745e-11	0.0	-5.335392	0.93613994	0
PGD	0.2836418	0.31427732	0.3863080684596577	0.2444802	0.25625	-0.36218956	1.510021	0
AL139424.1	9.094947e-10	2.910383e-10	0.0	-9.458745e-11	0.0	-5.5894466e-06	29.995602	0
