gene	mean	Fus-HO_mean	Fus-HO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
NDUFS1	0.3497379	0.25328115	0.253125	0.41471857	0.47368421052631576	0.7111713	5.5996385	1
ADAM23	0.1538103	0.07386419	0.084375	0.20766887	0.23789473684210527	1.4900806	7.979497	1
IDH1	0.29463416	0.19040538	0.184375	0.36485037	0.40842105263157896	0.9378685	6.9362197	1
GPBAR1	0.09717011	0.04202365	0.05	0.13432157	0.15157894736842106	1.6740621	5.7694855	1
PTPRN	0.11570261	0.20392679	0.178125	0.05626779	0.06947368421052631	-1.8558155	6.732867	1
TRIP12	0.49301466	0.34884626	0.35625	0.59013915	0.5873684210526315	0.7582949	9.58909	1
PSMD1	0.6500958	0.4002247	0.365625	0.8184306	0.7221052631578947	1.031866	21.641691	1
DIS3L2	0.0877603	0.036428735	0.04375	0.12234174	0.16	1.7449917	6.400245	1
RAMP1	0.10899081	0.20731215	0.1625	0.042754	0.06315789473684211	-2.2749987	7.290577	1
COPS9	0.81684124	0.580837	0.48125	0.9758329	0.8042105263157895	0.74840015	17.09148	1
STK25	0.36780554	0.2616827	0.265625	0.43929845	0.48210526315789476	0.7471601	6.5604973	1
DTYMK	0.32386068	0.22102295	0.209375	0.3931396	0.4168421052631579	0.8305598	6.006791	1
CAMK1	0.06973506	0.025947368	0.028125	0.09923421	0.13263157894736843	1.931153	5.876011	1
SEC13	0.61771333	0.4720622	0.428125	0.71583813	0.6547368421052632	0.60055244	7.821104	1
FBLN2	0.79611903	0.53187597	0.421875	0.974135	0.7221052631578947	0.8729087	16.452099	1
FGD5-AS1	0.38919088	0.29307136	0.29375	0.45394537	0.5052631578947369	0.6310923	5.1985345	1
DPH3	0.41831422	0.31206182	0.309375	0.48989576	0.52	0.6504752	5.96402	1
RFTN1	0.07989045	0.037388083	0.046875	0.10852374	0.15578947368421053	1.5348356	5.0513067	1
STT3B	0.26719832	0.18021695	0.1875	0.3257943	0.38526315789473686	0.853869	5.805115	1
ITGA9	0.1779347	0.07804025	0.08125	0.24523114	0.26526315789473687	1.6505926	10.080335	1
EIF1B	0.93002033	1.2116278	0.8125	0.74030197	0.68	-0.7106851	19.961168	1
ANO10	0.117258206	0.0580233	0.06875	0.15716396	0.21263157894736842	1.4359996	6.4473586	1
ZDHHC3	0.22186714	0.14504464	0.15	0.2736192	0.3263157894736842	0.9152053	5.1978493	1
MAP4	0.9496443	0.6634984	0.571875	1.1424141	0.84	0.7838296	23.36244	1
PFKFB4	0.13052185	0.23777746	0.225	0.05826601	0.07368421052631578	-2.0270183	9.60075	1
PRKAR2A	0.5799646	0.45143947	0.409375	0.66655135	0.6357894736842106	0.56208044	6.344135	1
TWF2	0.31677303	0.20517832	0.209375	0.391951	0.4442105263157895	0.93345994	7.965101	1
NT5DC2	0.8134671	0.5590553	0.465625	0.9848597	0.7936842105263158	0.8168156	18.560741	1
TKT	0.8845878	0.6982318	0.575	1.0101316	0.8	0.5327015	9.840577	1
SELENOK	0.55705637	0.6826	0.565625	0.47248444	0.5031578947368421	-0.53067976	5.5407796	1
FOXP1	0.51932716	0.3717228	0.31875	0.61876744	0.5957894736842105	0.7350153	7.945546	1
ROBO2	0.11415758	0.036777817	0.04375	0.16628714	0.20210526315789473	2.1737187	10.703327	1
MTRNR2L12	0.36704224	0.21777874	0.215625	0.4675987	0.5094736842105263	1.1020539	12.002552	1
DCBLD2	0.32128075	0.17361854	0.165625	0.42075714	0.4168421052631579	1.2765788	11.433429	1
COL8A1	0.2383365	0.05946873	0.046875	0.35883662	0.30526315789473685	2.591102	18.12446	1
FILIP1L	0.18999253	0.028015113	0.034375	0.2991138	0.3136842105263158	3.411759	26.695042	1
TMEM45A	0.4120542	0.6009738	0.503125	0.28478286	0.32210526315789473	-1.0771734	12.376169	1
NFKBIZ	0.28805202	0.1813112	0.19375	0.35996005	0.3831578947368421	0.98897386	7.6139827	1
PHLDB2	0.17252974	0.038698863	0.05	0.2626889	0.29894736842105263	2.7598178	21.59964	1
LSAMP	0.5199656	0.7151049	0.5375	0.38850895	0.40210526315789474	-0.8800375	10.449664	1
FAM162A	1.1985474	1.8751073	0.940625	0.74275005	0.6231578947368421	-1.3359071	44.55244	1
PARP14	0.21944518	0.11450832	0.13125	0.29013827	0.3410526315789474	1.3405259	10.20722	1
MYLK	0.09722164	0.034282453	0.034375	0.13962287	0.13473684210526315	2.0228238	5.7557926	1
KALRN	0.13627064	0.06668952	0.078125	0.18314642	0.21894736842105264	1.4560913	7.00175	1
HEG1	0.29203168	0.17677285	0.190625	0.36967856	0.42105263157894735	1.063949	9.422051	1
RUVBL1	0.27553037	0.18141817	0.178125	0.3389308	0.39789473684210525	0.90130234	6.483032	1
RPN1	0.5297998	0.42169508	0.375	0.6026291	0.6168421052631579	0.51496756	5.048411	1
AMOTL2	0.05257472	0.015317159	0.021875	0.07767463	0.10105263157894737	2.3347626	6.008895	1
SLC25A36	0.57420486	0.71315646	0.575	0.4806003	0.511578947368421	-0.5692833	6.4830894	1
ATP1B3	0.7610103	0.5398918	0.471875	0.9099753	0.7810526315789473	0.7530485	15.968089	1
PLOD2	0.686933	0.85740167	0.65	0.57209396	0.56	-0.58363515	8.046554	1
PLSCR4	0.131179	0.046332583	0.046875	0.18833876	0.21473684210526317	2.0208862	9.82977	1
MBNL1-AS1	0.031560183	0.0066512655	0.009375	0.048341125	0.07368421052631578	2.8430026	5.3465323	1
PTX3	0.14262943	0.041150995	0.0375	0.21099399	0.18526315789473685	2.3553846	9.197795	1
RSRC1	0.2847544	0.17955527	0.1875	0.35562402	0.39789473684210525	0.9855271	7.6935806	1
SMC4	0.3253741	0.163208	0.165625	0.43462175	0.4	1.4124968	13.113681	1
SERPINI1	0.13500376	0.29241416	0.221875	0.028959664	0.037894736842105266	-3.3314166	12.869903	1
B3GNT5	0.060730375	0.016771521	0.01875	0.09034482	0.11789473684210526	2.4224477	6.943406	1
PSMD2	0.6688447	0.453326	0.421875	0.8140375	0.7094736842105264	0.84440553	15.790758	1
EIF4G1	0.5346655	0.35733247	0.321875	0.6541332	0.6231578947368421	0.8721343	12.212088	1
DNAJB11	0.4722292	0.3471339	0.33125	0.55650574	0.5431578947368421	0.6807481	6.885328	1
EIF4A2	1.0463194	1.3593347	0.85625	0.8354406	0.7431578947368421	-0.7022251	24.335634	1
ATP13A3	0.5818638	0.42247778	0.36875	0.6892414	0.5915789473684211	0.7060019	8.06034	1
TFRC	0.19906013	0.31577596	0.2875	0.1204273	0.14736842105263157	-1.3899981	8.299616	1
PCYT1A	0.24565366	0.12883238	0.134375	0.324353	0.3684210526315789	1.3313948	10.844915	1
TCTEX1D2	0.21939047	0.14050622	0.14375	0.27253208	0.33052631578947367	0.9552948	5.5619726	1
MAEA	0.18576159	0.109416455	0.11875	0.2371933	0.2905263157894737	1.1155238	6.219349	1
NSD2	0.13187829	0.06466997	0.06875	0.17715561	0.21263157894736842	1.4524344	6.419343	1
C4orf48	1.324453	0.9768958	0.65	1.5585959	0.9389473684210526	0.67391515	23.7898	1
MXD4	0.6293174	0.44613305	0.403125	0.7527272	0.6778947368421052	0.7545215	11.562715	1
ADD1	0.64324576	0.504653	0.459375	0.7366148	0.6968421052631579	0.5455287	7.2350154	1
WDR1	0.4769239	0.28368852	0.2875	0.60710484	0.6042105263157894	1.0973672	17.126354	1
BST1	0.08527242	0.037807647	0.0375	0.11724877	0.14947368421052631	1.6302419	5.1318035	1
NCAPG	0.070394516	0.022933803	0.021875	0.102368206	0.10105263157894737	2.1533518	5.1067142	1
SLIT2	0.29711252	0.10970763	0.10625	0.4233635	0.37894736842105264	1.9472593	18.537827	1
UBE2K	0.5703002	0.4370388	0.3875	0.6600782	0.64	0.5947641	6.802565	1
UCHL1	0.9720031	0.63065475	0.484375	1.201962	0.783157894736842	0.93036014	22.48823	1
TMEM165	0.93479896	0.71176815	0.559375	1.0850506	0.8273684210526315	0.6082133	13.293389	1
REST	0.4736613	0.34934172	0.325	0.5574147	0.5705263157894737	0.6739582	6.882775	1
IGFBP7	2.0489855	1.4029279	0.7375	2.4842224	0.9747368421052631	0.8243087	44.55244	1
ALB	0.07584497	0.008838381	0.0125	0.12098629	0.13263157894736843	3.7598782	10.279729	1
NAAA	0.086138904	0.035270132	0.046875	0.12040857	0.16421052631578947	1.7685323	6.7926025	1
SEPTIN11	1.2381493	0.8994112	0.63125	1.4663506	0.9052631578947369	0.70511526	23.654196	1
CCNG2	0.30806407	0.45086285	0.4	0.2118574	0.26105263157894737	-1.0892342	9.3461685	1
HNRNPD	1.0053957	0.792459	0.609375	1.1488456	0.8357894736842105	0.5357202	11.411071	1
ARHGAP24	0.083568335	0.03301982	0.040625	0.1176222	0.15157894736842106	1.8296196	6.3219047	1
PDLIM5	0.35632145	0.2414502	0.228125	0.43370768	0.4589473684210526	0.84473246	7.03926	1
ARSJ	0.06597946	0.014525016	0.015625	0.100643575	0.12842105263157894	2.7841778	8.30227	1
SEC24D	0.4376589	0.3218724	0.303125	0.5156636	0.5431578947368421	0.67977303	6.4445944	1
ANKRD50	0.34254444	0.19123065	0.184375	0.4444816	0.4673684210526316	1.2163801	12.443634	1
FAT4	0.13238041	0.066435724	0.0625	0.17680636	0.20842105263157895	1.4107847	5.8309093	1
HHIP	0.06364905	0.017382925	0.015625	0.09481787	0.09052631578947369	2.4407332	5.0679355	1
GUCY1A1	0.15550573	0.079991154	0.08125	0.20637879	0.2063157894736842	1.3662788	5.9380965	1
MSMO1	0.45660034	0.29533038	0.271875	0.5652466	0.52	0.9363175	10.192832	1
PALLD	0.5415623	0.3040141	0.296875	0.7015962	0.6210526315789474	1.206234	20.676432	1
AC097534.2	0.12019207	0.19309871	0.18125	0.07107626	0.10105263157894737	-1.4406174	5.195921	1
SAP30	0.37461293	0.5456059	0.4625	0.2594164	0.30526315789473685	-1.072298	11.044016	1
SCRG1	0.39127886	0.61122257	0.45625	0.24310586	0.2505263157894737	-1.3297559	13.961657	1
HAND2	0.87629795	1.1654574	0.75	0.6814919	0.6	-0.7740399	17.459923	1
HAND2-AS1	0.29783624	0.4259436	0.365625	0.21152653	0.23578947368421052	-1.0094806	7.282665	1
LINC02269	0.13130096	0.22837931	0.15625	0.06590134	0.06315789473684211	-1.7914964	5.499427	1
ANKRD37	0.30813006	0.5706538	0.45	0.13126558	0.15578947368421053	-2.1192813	22.196323	1
PDLIM3	1.0339751	0.6058561	0.465625	1.3223919	0.8042105263157895	1.1259736	32.998127	1
FAT1	0.5504351	0.40331608	0.35625	0.6495491	0.6	0.68739223	7.717343	1
NDUFS6	0.85594094	0.6704798	0.546875	0.9808813	0.7936842105263158	0.5488166	10.253862	1
SEMA5A	0.9215033	0.623956	0.490625	1.1219556	0.7789473684210526	0.84639674	19.724352	1
CCT5	0.7789266	0.5007264	0.434375	0.96634483	0.7810526315789473	0.9483768	23.100348	1
ADAMTS12	0.17493996	0.10275941	0.11875	0.22356637	0.2673684210526316	1.1206745	5.995561	1
RAI14	0.44464365	0.23189172	0.228125	0.5879719	0.5810526315789474	1.3419193	21.109835	1
DAB2	0.40361556	0.27034605	0.25625	0.49339822	0.49894736842105264	0.86770415	8.315995	1
OXCT1	0.089093894	0.03384764	0.0375	0.1263126	0.16421052631578947	1.896757	6.982585	1
HMGCS1	0.33672136	0.18851908	0.19375	0.43656212	0.4421052631578947	1.2110418	12.112074	1
ITGA1	0.97864	0.6696092	0.528125	1.1868265	0.7726315789473684	0.82562387	20.28811	1
PLPP1	0.5676973	0.35292453	0.3125	0.71238756	0.6042105263157894	1.0130966	14.82053	1
ERBIN	0.3468666	0.23896931	0.25625	0.41955432	0.4673684210526316	0.8117724	7.211726	1
HMGCR	0.2826501	0.15061267	0.15625	0.3716007	0.39789473684210525	1.3023406	11.559303	1
F2R	0.7383591	0.49354678	0.428125	0.90328467	0.7410526315789474	0.87186134	17.399332	1
CRHBP	1.4184281	0.86590475	0.40625	1.7906528	0.7347368421052631	1.0481193	20.009075	1
HAPLN1	1.147113	0.729306	0.465625	1.4285806	0.7642105263157895	0.96988946	22.46047	1
EDIL3	0.66071093	0.45674306	0.390625	0.79812163	0.6842105263157895	0.80509084	12.8648815	1
TMEM161B-AS1	0.30472142	0.44177923	0.390625	0.21238211	0.25263157894736843	-1.0563107	8.402449	1
ARRDC3	0.387517	0.6340294	0.496875	0.22144613	0.25263157894736843	-1.5171702	18.584888	1
EPB41L4A	0.1770426	0.103332736	0.09375	0.22669901	0.2505263157894737	1.1327214	5.199808	1
EPB41L4A-AS1	0.45741343	0.69373286	0.55	0.29821137	0.33473684210526317	-1.2177693	16.594194	1
APC	0.40387663	0.2867629	0.28125	0.48277524	0.5242105263157895	0.7512892	7.0180354	1
SRP19	0.46581024	0.36174655	0.34375	0.53591794	0.5726315789473684	0.56690335	5.148148	1
YTHDC2	0.19168474	0.116977215	0.121875	0.24201287	0.2926315789473684	1.0482194	5.553056	1
LOX	0.55414915	0.707106	0.503125	0.45111033	0.4147368421052632	-0.6483305	5.842149	1
LMNB1	0.15147933	0.08065819	0.071875	0.19919048	0.2168421052631579	1.3031923	5.3746333	1
SEPTIN8	0.15310219	0.090111345	0.103125	0.19553821	0.24421052631578946	1.1168073	5.320037	1
AFF4	0.51525253	0.38995177	0.365625	0.5996662	0.6042105263157894	0.62073463	6.701339	1
TGFBI	0.4651519	0.25662977	0.209375	0.60563153	0.47578947368421054	1.2384281	12.9096775	1
EGR1	0.6590312	0.97361016	0.6625	0.44710958	0.4105263157894737	-1.1225413	20.143633	1
HBEGF	0.11969594	0.05637044	0.05625	0.16235748	0.19789473684210526	1.5244944	6.113502	1
SRA1	0.47421846	0.31659544	0.303125	0.5804076	0.5768421052631579	0.87421906	10.899721	1
DPYSL3	0.3504043	0.10667846	0.11875	0.5145989	0.4863157894736842	2.269108	31.610477	1
CARMN	0.39007482	0.20911707	0.2	0.5119839	0.4357894736842105	1.2913796	13.063175	1
SYNPO	0.3815499	0.21805646	0.215625	0.49169338	0.4926315789473684	1.1726891	13.379844	1
SMIM3	0.32625255	0.5099566	0.421875	0.2024886	0.22105263157894736	-1.3321044	12.396972	1
ANXA6	0.656383	0.42344362	0.403125	0.8133115	0.7242105263157895	0.9414749	19.0965	1
G3BP1	0.49874112	0.38015833	0.375	0.5786293	0.6	0.605909	6.4923368	1
ADAM19	0.10298448	0.04591052	0.046875	0.14143446	0.18947368421052632	1.6211177	6.3584714	1
CLTB	0.3579393	0.23808937	0.2375	0.43867996	0.4842105263157895	0.88138855	8.210885	1
TSPAN17	0.08819818	0.039297633	0.04375	0.12114178	0.15368421052631578	1.621706	5.434922	1
NSD1	0.3463412	0.25391203	0.253125	0.40860832	0.44842105263157894	0.68617475	5.0463276	1
DBN1	0.45378888	0.29972535	0.303125	0.55758005	0.56	0.8953154	10.897436	1
PDLIM7	0.5493729	0.3076801	0.290625	0.71219856	0.6673684210526316	1.2105821	22.36916	1
HNRNPAB	0.7461276	0.4538958	0.38125	0.94299936	0.7557894736842106	1.0547308	24.580198	1
TUBB2A	0.3444821	0.15376112	0.159375	0.47296792	0.47578947368421054	1.6204187	20.127615	1
DSP	0.41229206	0.20263237	0.20625	0.55353737	0.52	1.4493649	19.717918	1
TXNDC5	0.52578443	0.34571454	0.334375	0.64709544	0.5894736842105263	0.90420306	12.323546	1
EDN1	0.19021685	0.022005482	0.009375	0.3035382	0.2063157894736842	3.7798772	15.552849	1
RIPOR2	0.2394667	0.37935635	0.3	0.14521918	0.15578947368421053	-1.3847088	8.52254	1
IER3	0.9373024	0.63716805	0.4375	1.1394972	0.7242105263157895	0.8385517	15.3675375	1
DDAH2	0.6888668	0.47253823	0.4125	0.83460414	0.728421052631579	0.8205287	14.639738	1
SNHG32	0.9377324	1.1906996	0.803125	0.7673087	0.6947368421052632	-0.6338635	15.760136	1
TAPBP	0.27745888	0.18894027	0.2	0.33709043	0.39789473684210525	0.83486986	5.8977976	1
DAXX	0.17791042	0.11020134	0.11875	0.22352427	0.28210526315789475	1.0196265	5.273479	1
SRSF3	1.0466732	0.7305889	0.571875	1.2596124	0.8652631578947368	0.78576523	23.924128	1
CDKN1A	0.5242406	0.71065974	0.49375	0.3986582	0.35368421052631577	-0.83384794	7.9001536	1
UBR2	0.18684916	0.11393225	0.125	0.23597156	0.28	1.0497823	5.589052	1
RRP36	0.35397482	0.24165691	0.25	0.4296409	0.4631578947368421	0.82990986	7.3406196	1
DNPH1	0.3657707	0.2568649	0.240625	0.43913886	0.4842105263157895	0.77343434	6.4264836	1
VEGFA	0.8316135	1.3860062	0.784375	0.4581214	0.43157894736842106	-1.5969211	44.55244	1
DST	0.6983536	0.45337015	0.409375	0.86339515	0.7073684210526315	0.92918056	17.334263	1
SMAP1	0.50520074	0.6321373	0.5125	0.41968885	0.4610526315789474	-0.59080243	5.6621895	1
PNRC1	1.2830968	1.6148397	0.9	1.0596021	0.8168421052631579	-0.60782146	24.336367	1
UBE2J1	0.40199128	0.28075004	0.284375	0.48367006	0.5242105263157895	0.7845215	7.929146	1
RRAGD	0.2093739	0.32303834	0.284375	0.13279693	0.16842105263157894	-1.281844	7.513486	1
GTF3C6	0.65850264	0.515102	0.46875	0.7551095	0.7052631578947368	0.5517386	7.784663	1
RPF2	0.25670832	0.35833895	0.35	0.18823597	0.2294736842105263	-0.9284188	6.2143207	1
DSE	0.22987846	0.14236723	0.140625	0.28883183	0.3473684210526316	1.0200989	6.484069	1
CALHM5	0.026930135	0.003961455	0.00625	0.042403802	0.05894736842105263	3.3875234	5.0181518	1
HEY2	0.32750717	0.15481296	0.146875	0.4438478	0.4357894736842105	1.5189321	15.953294	1
NCOA7	0.6423375	0.40152937	0.321875	0.8045666	0.6736842105263158	1.0025264	16.519352	1
RSPO3	0.17176358	0.29140905	0.184375	0.091159604	0.09894736842105263	-1.6754923	6.124933	1
CCN2	0.5278608	0.13379109	0.109375	0.79334015	0.5136842105263157	2.5670614	33.137306	1
SGK1	0.5627475	0.42808414	0.35625	0.65346986	0.56	0.61011016	5.8407183	1
BCLAF1	0.6906719	0.52568424	0.453125	0.8018223	0.7115789473684211	0.60899156	9.128126	1
ADGRG6	0.09365383	0.042501185	0.05	0.12811467	0.14947368421052631	1.5895958	5.3086185	1
MTHFD1L	0.33875304	0.21923356	0.2125	0.4192714	0.45473684210526316	0.9351019	8.082784	1
AKAP12	0.5637719	0.39622316	0.303125	0.67664725	0.5452631578947369	0.77193993	7.613225	1
SYNE1	0.34999982	0.21521758	0.2125	0.4407999	0.4589473684210526	1.033985	10.062098	1
FBXO5	0.0932388	0.039274175	0.0375	0.12959406	0.14947368421052631	1.7197907	5.4776454	1
SYNJ2	0.21620491	0.092291154	0.096875	0.29968268	0.3389473684210526	1.6980903	13.394227	1
EZR	0.29829893	0.16667822	0.165625	0.38696894	0.4105263157894737	1.2146596	10.664715	1
ACAT2	0.19577555	0.07762696	0.0875	0.27536932	0.3157894736842105	1.8254045	14.131336	1
AGPAT4	0.28663746	0.40687203	0.340625	0.20563164	0.24421052631578946	-0.9841659	6.585237	1
PDGFA	0.3225609	0.22045964	0.19375	0.39134315	0.38526315789473686	0.8276339	5.2626853	1
RAPGEF5	0.066171646	0.015749823	0.01875	0.10014012	0.11157894736842106	2.6609213	7.3349504	1
IGF2BP3	0.40975735	0.25453284	0.246875	0.51433045	0.5452631578947369	1.0145576	12.09007	1
CREB5	0.17066804	0.07827686	0.071875	0.23290999	0.26526315789473687	1.5718923	8.553105	1
RALA	0.5702302	0.4125772	0.36875	0.6764395	0.5978947368421053	0.7131606	7.9687877	1
DBNL	0.3624956	0.23001617	0.234375	0.45174465	0.5073684210526316	0.9734644	10.184879	1
YKT6	0.22815937	0.14469816	0.146875	0.28438413	0.33263157894736844	0.9743048	5.9733324	1
DDX56	0.13172765	0.068527386	0.084375	0.1743047	0.22105263157894736	1.3455826	6.345807	1
H2AFV	0.70198447	0.4720911	0.409375	0.85686076	0.7368421052631579	0.85985833	16.13387	1
UPP1	0.28299323	0.17471388	0.171875	0.35593805	0.391578947368421	1.0262115	7.6701894	1
ASL	0.15557314	0.06812997	0.078125	0.2144823	0.25684210526315787	1.6530535	9.9147625	1
BAZ1B	0.53267896	0.3736286	0.34375	0.6398294	0.6189473684210526	0.7759219	10.060259	1
HSPB1	1.3229066	1.0457395	0.73125	1.5096282	0.9178947368421052	0.5296273	17.372368	1
CDK14	0.16808099	0.08831805	0.0875	0.2218159	0.26105263157894737	1.3276002	7.0322714	1
CYP51A1	0.8250996	0.6042715	0.515625	0.97386664	0.751578947368421	0.68843675	13.634101	1
CDK6	0.32299498	0.23098926	0.225	0.38497615	0.4189473684210526	0.7366935	5.086704	1
PON2	0.50690603	0.30487072	0.2875	0.6430146	0.6231578947368421	1.0764053	16.347225	1
TAC1	0.48540175	0.7619164	0.35	0.2991239	0.1936842105263158	-1.3485967	9.402818	1
ARPC1B	0.9175427	0.5387832	0.446875	1.1727067	0.8463157894736842	1.1219208	37.150127	1
SRRT	0.21698397	0.12075193	0.125	0.28181282	0.33473684210526317	1.2220085	8.293477	1
SERPINE1	0.18335621	0.098462224	0.090625	0.24054703	0.21894736842105264	1.2878119	5.4462943	1
FIS1	0.81099224	0.6368168	0.54375	0.9283308	0.7557894736842106	0.54368937	9.555238	1
ORAI2	0.41348773	0.2817981	0.28125	0.50220567	0.5389473684210526	0.83339196	8.7986765	1
POLR2J3	0.4620193	0.34201053	0.328125	0.5428693	0.5452631578947369	0.66640836	6.5345345	1
LRRC17	0.3316266	0.22181167	0.209375	0.40560624	0.391578947368421	0.87044996	6.264259	1
NAMPT	0.33723077	0.4786879	0.409375	0.24192894	0.28842105263157897	-0.9842071	8.377781	1
LAMB1	0.76473653	0.5400705	0.48125	0.91608953	0.7431578947368421	0.76223123	15.332806	1
DNAJB9	0.24520074	0.36913154	0.33125	0.16170527	0.2	-1.1902671	7.9486895	1
TES	0.22605005	0.14645818	0.165625	0.27966753	0.32842105263157895	0.932755	5.740437	1
HILPDA	0.41926968	0.7205601	0.54375	0.21629973	0.26526315789473687	-1.7356203	24.171328	1
PLXNA4	0.17789842	0.055644486	0.0625	0.26025847	0.2968421052631579	2.2235982	16.344257	1
AKR1B1	0.2875614	0.16635485	0.178125	0.3692154	0.4147368421052632	1.1497225	10.351491	1
CALD1	2.284812	1.7428918	0.871875	2.6498966	0.9936842105263158	0.6044247	44.55244	1
STMP1	0.56345314	0.44541833	0.40625	0.6429738	0.64	0.52949953	5.649844	1
ZC3HAV1	0.18951966	0.11305508	0.1125	0.24103202	0.29894736842105263	1.0915219	5.937634	1
NDUFB2	1.2450191	0.9212905	0.675	1.4631091	0.9305263157894736	0.66725135	25.751112	1
GSTK1	0.46031177	0.33107585	0.328125	0.547377	0.5726315789473684	0.72520095	7.929534	1
ZYX	0.46306998	0.3097708	0.3	0.5663468	0.5726315789473684	0.8702738	10.622264	1
FDFT1	0.5414373	0.41397053	0.375	0.6273109	0.5978947368421053	0.59953415	6.292901	1
BMP1	0.24555099	0.12313184	0.140625	0.3280218	0.3957894736842105	1.4128562	12.93915	1
STC1	0.31190675	0.5976155	0.46875	0.119422786	0.12631578947368421	-2.3221734	25.297655	1
ZNF395	0.14184259	0.22989242	0.228125	0.08252512	0.11157894736842106	-1.476934	7.0710864	1
PPP2CB	0.39789814	0.30257618	0.303125	0.46211544	0.4968421052631579	0.6107903	5.0013366	1
ADGRA2	0.43256167	0.2809882	0.284375	0.53467554	0.5389473684210526	0.92791075	10.852242	1
TM2D2	0.39131692	0.27074054	0.26875	0.47254753	0.5010526315789474	0.80332106	7.7039313	1
ADAM9	0.31360358	0.13887618	0.15	0.43131387	0.4463157894736842	1.6342349	19.049934	1
SLC20A2	0.095416054	0.045953877	0.05625	0.12873818	0.15789473684210525	1.4841657	5.2258587	1
HOOK3	0.58020484	0.44847918	0.396875	0.66894835	0.6336842105263157	0.5767479	6.519218	1
HGSNAT	0.23339285	0.12855922	0.14375	0.3040161	0.3726315789473684	1.2410674	9.805153	1
TCEA1	0.84883577	1.0798066	0.728125	0.69323295	0.64	-0.6392863	11.800959	1
GGH	0.16245547	0.09131619	0.1	0.21038094	0.25473684210526315	1.203168	6.0655637	1
SNHG6	0.91077125	1.1299797	0.790625	0.76309085	0.6863157894736842	-0.56630874	12.610441	1
ARFGEF1	0.23030096	0.13461755	0.146875	0.29476	0.35578947368421054	1.1300921	8.247563	1
SULF1	1.1695205	0.89001274	0.590625	1.3578196	0.8210526315789474	0.60933805	12.690055	1
MSC-AS1	0.04375506	0.0069620432	0.009375	0.06854196	0.09263157894736843	3.2809334	7.4268637	1
TPD52	0.08805412	0.15657	0.1375	0.04189655	0.05263157894736842	-1.899386	5.3980684	1
MMP16	0.2502279	0.13313875	0.13125	0.32910806	0.3642105263157895	1.3049859	10.112271	1
NBN	0.23805857	0.15793195	0.171875	0.29203692	0.3452631578947368	0.88642836	5.553413	1
BAALC	0.42539278	0.6441018	0.48125	0.2780536	0.28842105263157897	-1.211631	13.376097	1
EXT1	0.5049097	0.3338892	0.315625	0.6201255	0.5705263157894737	0.8929915	11.1651	1
COL14A1	0.25767273	0.4396251	0.353125	0.13508801	0.14736842105263157	-1.7016346	13.072906	1
MTSS1	0.31594303	0.43667808	0.384375	0.23460008	0.2505263157894737	-0.896082	6.4713535	1
SQLE	0.6380366	0.39924154	0.346875	0.79891026	0.6505263157894737	1.000591	17.067015	1
PHF20L1	0.51546735	0.37031835	0.353125	0.61325246	0.5978947368421053	0.7275608	8.859733	1
NDRG1	0.21672988	0.3837179	0.321875	0.10422701	0.12842105263157894	-1.8793092	13.639364	1
KHDRBS3	0.06490826	0.02408738	0.028125	0.09240879	0.10947368421052632	1.9353359	5.093239	1
LY6E	0.9438292	1.1470784	0.75	0.8069001	0.7157894736842105	-0.50744903	9.593094	1
TSTA3	0.24845366	0.14632389	0.15625	0.31725606	0.37473684210526315	1.1159514	8.550015	1
PUF60	0.39939147	0.27042243	0.271875	0.48627698	0.5031578947368421	0.8463268	8.593469	1
SLC52A2	0.22648644	0.12757264	0.1375	0.2931221	0.35368421052631577	1.1995444	8.798443	1
KANK1	0.067728825	0.021533467	0.021875	0.09885009	0.12421052631578948	2.1934361	6.208446	1
IL33	0.74847573	0.3542111	0.278125	1.0140857	0.6947368421052632	1.5172333	34.499252	1
NFIB	0.53019744	0.35670486	0.3125	0.6470783	0.5852631578947368	0.859028	10.825194	1
UBAP2	0.22330786	0.13603787	0.140625	0.28209895	0.3389473684210526	1.0516441	6.782274	1
VCP	0.82365316	0.5201326	0.45	1.02813	0.8105263157894737	0.9829343	27.218649	1
TPM2	1.7517498	1.2783544	0.784375	2.0706677	0.9578947368421052	0.6957649	39.37123	1
TLN1	1.4223773	1.1385186	0.74375	1.6136075	0.92	0.50309455	17.58887	1
GLIPR2	0.30449107	0.19807649	0.196875	0.3761794	0.4147368421052632	0.9250184	7.084808	1
MELK	0.046034012	0.013141103	0.015625	0.06819351	0.09052631578947369	2.3667252	5.322022	1
SMC5	0.4699577	0.3456019	0.340625	0.5537349	0.5684210526315789	0.6799276	7.232462	1
ANXA1	0.7337884	0.2286615	0.2	1.0740836	0.7242105263157895	2.2313244	44.55244	1
GNA14	0.048660908	0.011828297	0.0125	0.07347455	0.09263157894736843	2.6248188	5.8543124	1
FAM120A	0.29565275	0.17214167	0.16875	0.37885886	0.4231578947368421	1.1376069	9.912248	1
ABCA1	0.20911777	0.35181403	0.303125	0.11298138	0.14105263157894737	-1.6378615	10.634834	1
TMEM38B	0.1235064	0.20013283	0.196875	0.07188474	0.0968421052631579	-1.4759156	5.8185196	1
PALM2-AKAP2	0.5691873	0.3377297	0.31875	0.72511655	0.6463157894736842	1.1021159	19.0945	1
