gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	Fus-HO_mean	Fus-HO_positive_frac	log2FC	-log10 p-val	is_significant
FILIP1L	0.091162816	0.14057	0.1687041564792176	0.028015113	0.034375	-2.322897	8.181795	1
PHLDB2	0.105769984	0.15824683	0.20293398533007334	0.038698863	0.05	-2.0290017	9.015835	1
GAP43	0.22790785	0.3017124	0.2665036674816626	0.13357054	0.11875	-1.1749705	5.4502	1
RSRC1	0.2608442	0.3244395	0.38141809290953543	0.17955527	0.1875	-0.8531627	5.4431167	1
SMC4	0.25432426	0.32560834	0.34474327628361856	0.163208	0.165625	-0.99598515	5.923378	1
SERPINI1	0.18897226	0.10803947	0.11491442542787286	0.29241416	0.221875	1.4356132	5.8679843	1
B3GNT5	0.059132844	0.09227677	0.13691931540342298	0.016771521	0.01875	-2.45294	7.104564	1
ALG3	0.2043547	0.25867262	0.33985330073349634	0.134926	0.134375	-0.93844765	5.040784	1
CYTL1	0.27802953	0.34610894	0.37163814180929094	0.19100912	0.175	-0.85724634	5.0873427	1
WDR1	0.38429046	0.46299875	0.4889975550122249	0.28368852	0.2875	-0.7065037	5.790903	1
UCHL1	0.80641663	0.94393057	0.7212713936430318	0.63065475	0.484375	-0.5817544	7.644983	1
OCIAD2	0.36786544	0.44203275	0.4669926650366748	0.27306673	0.25625	-0.6946979	5.0286207	1
ALB	0.09623657	0.1646172	0.1784841075794621	0.008838381	0.0125	-4.203834	11.258339	1
MSMO1	0.4314401	0.53793204	0.4963325183374083	0.29533038	0.271875	-0.86487395	7.794531	1
PALLD	0.40609148	0.48595515	0.4889975550122249	0.3040141	0.296875	-0.6765074	5.297533	1
PDLIM3	0.9276414	1.1793985	0.7946210268948656	0.6058561	0.465625	-0.9608883	21.942621	1
CCT5	0.6346972	0.73951936	0.6577017114914425	0.5007264	0.434375	-0.5624723	6.5821714	1
RAI14	0.33725852	0.41969267	0.43031784841075793	0.23189172	0.228125	-0.85560364	6.513179	1
OXCT1	0.076828204	0.110456675	0.16136919315403422	0.03384764	0.0375	-1.7034029	5.3547177	1
HMGCS1	0.2966388	0.3812266	0.3863080684596577	0.18851908	0.19375	-1.0155516	7.2989025	1
PLPP1	0.48566237	0.5895191	0.5696821515892421	0.35292453	0.3125	-0.74001485	7.2137094	1
HMGCR	0.23754132	0.3055498	0.33251833740831294	0.15061267	0.15625	-1.0200788	5.9917784	1
CRHBP	1.1534568	1.3784287	0.6112469437652812	0.86590475	0.40625	-0.6706824	6.353963	1
PDLIM4	0.09884355	0.1428572	0.18337408312958436	0.042589534	0.05	-1.7436289	6.329726	1
TGFBI	0.41949975	0.54692936	0.4767726161369193	0.25662977	0.209375	-1.0913678	9.566258	1
EGR1	0.6983803	0.48304242	0.46943765281173594	0.97361016	0.6625	1.011044	17.369362	1
SRA1	0.41875395	0.49868193	0.5256723716381418	0.31659544	0.303125	-0.65531313	5.54389	1
DPYSL3	0.20497392	0.28187677	0.32273838630806845	0.10667846	0.11875	-1.4009554	9.139739	1
PDGFRB	0.6274821	0.5161268	0.45965770171149145	0.76981187	0.51875	0.57668823	5.01552	1
ANXA6	0.55202127	0.65262365	0.6430317848410758	0.42344362	0.403125	-0.6239618	7.46295	1
HNRNPAB	0.62349623	0.7561947	0.6528117359413202	0.4538958	0.38125	-0.7362696	9.577908	1
TUBB2A	0.32817313	0.46462736	0.48166259168704156	0.15376112	0.159375	-1.5947558	18.325762	1
TUBB2B	0.18974715	0.2593876	0.2982885085574572	0.100736946	0.10625	-1.3636413	8.055417	1
DSP	0.32917753	0.42818123	0.4547677261613692	0.20263237	0.20625	-1.0789819	9.768606	1
TXNDC5	0.512704	0.6433599	0.6014669926650367	0.34571454	0.334375	-0.89585173	11.549556	1
RIPOR2	0.27353898	0.19074528	0.20537897310513448	0.37935635	0.3	0.9915304	5.402492	1
IER3	0.9292014	1.157681	0.7775061124694377	0.63716805	0.4375	-0.86139005	15.947367	1
DDAH2	0.6102641	0.71802425	0.6797066014669927	0.47253823	0.4125	-0.60349727	7.306638	1
SRSF3	0.92125547	1.0704292	0.80440097799511	0.7305889	0.571875	-0.55099493	10.318719	1
ACAT2	0.14668399	0.20071438	0.23471882640586797	0.07762696	0.0875	-1.3693756	6.1358156	1
IGF2BP3	0.34204593	0.41051137	0.48166259168704156	0.25453284	0.246875	-0.6893551	5.0261765	1
CREB5	0.16036977	0.22459936	0.2713936430317848	0.07827686	0.071875	-1.5194963	7.5392723	1
MYL7	0.4046105	0.5689112	0.5819070904645477	0.19461516	0.18125	-1.547092	19.843435	1
H2AFV	0.58812964	0.67892146	0.6136919315403423	0.4720911	0.409375	-0.52408636	5.0352154	1
CYP51A1	0.7500816	0.8641648	0.7090464547677262	0.6042715	0.515625	-0.5160379	6.8196683	1
PON2	0.415692	0.50239706	0.4963325183374083	0.30487072	0.2875	-0.72044456	5.845581	1
ARPC1B	0.7880817	0.98313046	0.7334963325183375	0.5387832	0.446875	-0.86755705	17.241402	1
AKR1B1	0.25032905	0.31602523	0.3594132029339853	0.16635485	0.178125	-0.92536527	5.739252	1
FDFT1	0.5897747	0.7273271	0.6577017114914425	0.41397053	0.375	-0.8129263	11.297594	1
STC1	0.44025025	0.31712842	0.3056234718826406	0.5976155	0.46875	0.9139369	8.404941	1
GGH	0.16779128	0.22762528	0.27383863080684595	0.09131619	0.1	-1.3167728	6.9554415	1
COL14A1	0.31852692	0.22377779	0.2273838630806846	0.4396251	0.353125	0.9738904	6.2686424	1
SQLE	0.54847926	0.6652458	0.589242053789731	0.39924154	0.346875	-0.7364812	8.1386	1
PUF60	0.37477517	0.4564175	0.5158924205378973	0.27042243	0.271875	-0.75492203	6.7216625	1
GPAA1	0.3034263	0.3727698	0.4352078239608802	0.21479096	0.228125	-0.79506713	5.815529	1
IL33	0.56483525	0.7296313	0.5623471882640587	0.3542111	0.278125	-1.0423489	12.277732	1
VCP	0.6830619	0.8105411	0.7114914425427873	0.5201326	0.45	-0.6399064	9.427698	1
SMC5	0.44652015	0.5254784	0.5672371638141809	0.3456019	0.340625	-0.60437757	5.4692082	1
ANXA1	0.4338876	0.59445816	0.5183374083129584	0.2286615	0.2	-1.3779737	15.795821	1
AOPEP	0.16685697	0.21881191	0.2713936430317848	0.100452475	0.103125	-1.1224018	5.2707644	1
NANS	0.3668556	0.45652515	0.511002444987775	0.25224254	0.259375	-0.85562694	7.8196073	1
RGS3	0.23410179	0.3037412	0.3422982885085575	0.14508791	0.15625	-1.0653961	6.6023307	1
TNC	0.19187254	0.26597247	0.26405867970660146	0.097161576	0.1	-1.4518772	7.382792	1
PAPPA	0.34398028	0.43988508	0.3765281173594132	0.22139591	0.175	-0.9901745	5.9421372	1
CERCAM	0.5318054	0.6156228	0.6210268948655256	0.42468056	0.384375	-0.5355634	5.0956264	1
NPDC1	0.45184395	0.5451099	0.5647921760391198	0.33263925	0.321875	-0.7124199	7.0197797	1
SSNA1	0.43744484	0.5181837	0.5672371638141809	0.33425122	0.309375	-0.6323777	5.5210924	1
TUBB4B	0.6659923	0.8470138	0.6552567237163814	0.43462926	0.371875	-0.96243864	14.172843	1
IDI1	0.40013564	0.47865316	0.4889975550122249	0.2997783	0.284375	-0.6749048	5.2187743	1
KLF6	0.92730105	1.1365323	0.78239608801956	0.65987265	0.49375	-0.7842875	15.963709	1
CCDC3	0.27442777	0.36679628	0.3471882640586797	0.156363	0.146875	-1.2295507	8.287649	1
SAR1A	0.57741183	0.6967373	0.6797066014669927	0.42490402	0.375	-0.7133454	9.409024	1
PLAC9	0.376845	0.5264317	0.44254278728606355	0.1856534	0.153125	-1.5031317	13.94624	1
SLC16A12	0.03934087	0.06225773	0.08557457212713937	0.010051061	0.015625	-2.618938	5.1949306	1
ANKRD1	0.066148855	0.11073214	0.11246943765281174	0.009166598	0.003125	-3.5801926	5.612755	1
PDLIM1	0.5546414	0.7127273	0.6503667481662592	0.35259318	0.31875	-1.015139	14.682854	1
CD151	0.82646585	1.0083796	0.8215158924205379	0.5939557	0.515625	-0.7635117	18.102077	1
CAVIN3	0.40651292	0.5166895	0.44254278728606355	0.2656922	0.2375	-0.959278	8.09397	1
ILK	0.47126576	0.56996316	0.5916870415647921	0.34512106	0.3375	-0.7236014	7.7783422	1
SYT9	0.029315526	0.04859596	0.06845965770171149	0.0046735452	0.00625	-3.3506691	5.031571	1
MICAL2	0.3301712	0.42734545	0.4278728606356968	0.20596439	0.203125	-1.0526451	8.660339	1
CD59	1.2203465	1.4111501	0.8484107579462102	0.97647	0.665625	-0.53117836	11.85673	1
TSPAN18	0.30690706	0.37578964	0.4156479217603912	0.2188604	0.196875	-0.7796391	5.014082	1
FADS2	0.21106327	0.27628377	0.33496332518337407	0.12769994	0.134375	-1.1127856	6.616704	1
YIF1A	0.7438511	0.8680617	0.7628361858190709	0.58509636	0.5125	-0.5690429	9.1215315	1
CDK2AP2	0.25657386	0.32513538	0.39119804400978	0.16893761	0.178125	-0.94413984	6.2220135	1
DHCR7	0.1299051	0.18413374	0.23471882640586797	0.06059485	0.078125	-1.6018912	7.9666862	1
RAB30	0.107483484	0.1567116	0.19559902200489	0.044564612	0.04375	-1.811828	7.061432	1
ENDOD1	0.58277833	0.6774088	0.6405867970660146	0.46183467	0.403125	-0.552551	5.704645	1
NCAM1	0.8145064	0.9565357	0.7579462102689487	0.632973	0.4625	-0.5955977	8.568469	1
REXO2	0.6227387	0.7211026	0.6699266503667481	0.49702302	0.4375	-0.5368018	6.076768	1
TAGLN	0.42960766	0.6361115	0.4083129584352078	0.1656768	0.14375	-1.9402642	16.121067	1
HSPA8	1.1230264	1.291406	0.8777506112469438	0.90781033	0.65625	-0.5084326	11.779602	1
CD9	0.8379572	0.97766006	0.726161369193154	0.6593987	0.484375	-0.5681107	7.652774	1
SLC2A3	0.65549076	0.50073147	0.4841075794621027	0.85329574	0.6	0.76888967	10.156564	1
EMP1	0.20631096	0.27018845	0.2885085574572127	0.12466498	0.125	-1.1152868	5.717548	1
MGP	1.4664636	1.7272407	0.7334963325183375	1.1331462	0.5	-0.60809135	8.304159	1
STK38L	0.1715194	0.22985075	0.2787286063569682	0.09696514	0.10625	-1.2442998	6.2508125	1
PPFIBP1	0.7199746	0.8299387	0.7163814180929096	0.5794304	0.48125	-0.5182943	6.6022463	1
PTHLH	0.039890014	0.0695849	0.08557457212713937	0.0019370577	0.003125	-5.0962873	6.9070306	1
FKBP11	0.25000814	0.31999183	0.3569682151589242	0.16055395	0.159375	-0.9945293	6.0970683	1
TUBA1A	1.4485161	1.7530637	0.843520782396088	1.0592606	0.675	-0.726767	20.288643	1
TUBA1C	0.53077704	0.68421304	0.5819070904645477	0.33467242	0.290625	-1.0314758	12.731285	1
LIMA1	0.548884	0.67811465	0.6332518337408313	0.38371584	0.3375	-0.82132787	10.601393	1
KRT8	0.93510944	1.1427616	0.7970660146699267	0.6696994	0.53125	-0.7708498	15.743452	1
KRT18	0.8145114	1.0054834	0.7383863080684596	0.57042253	0.45	-0.81767684	14.696442	1
TMPO	0.38694885	0.48684222	0.45965770171149145	0.2592714	0.24375	-0.9087312	7.556999	1
ANO4	0.036905773	0.060734723	0.09046454767726161	0.0064502116	0.009375	-3.2152817	6.4180017	1
MLEC	0.67906195	0.78870964	0.7139364303178484	0.5389229	0.4625	-0.5493305	7.2504463	1
ANAPC5	0.59495074	0.6968343	0.6674816625916871	0.4647358	0.409375	-0.58430153	6.9354215	1
CDK2AP1	0.8581794	1.0224545	0.7897310513447433	0.64821315	0.534375	-0.657415	13.05136	1
SACS	0.22718023	0.30503345	0.3691931540342298	0.12766881	0.14375	-1.2559046	9.204354	1
GTF3A	0.50739723	0.6006992	0.6308068459657702	0.3881502	0.36875	-0.62989634	6.850077	1
SPRY2	0.46180692	0.35504597	0.41075794621026895	0.5982606	0.496875	0.7526031	7.470476	1
HIF1A-AS3	0.14143938	0.08224397	0.10513447432762836	0.21709882	0.190625	1.3992814	5.250468	1
ACTN1	0.6926542	0.83897245	0.7334963325183375	0.50564665	0.440625	-0.7303805	12.046588	1
DLK1	1.9626173	1.5874319	0.684596577017115	2.4421473	0.80625	0.62142354	11.627127	1
ACTC1	0.45184547	0.5921791	0.5916870415647921	0.27248403	0.246875	-1.1195762	13.029564	1
ANXA2	1.8796089	2.1612158	0.9877750611246944	1.5196773	0.859375	-0.50804996	29.995602	1
HACD3	0.6111702	0.7221981	0.687041564792176	0.46926817	0.43125	-0.6218745	8.162344	1
SNRNP25	0.2744762	0.34434208	0.4180929095354523	0.18517289	0.2	-0.8946095	6.3729606	1
PGP	0.30297962	0.37853244	0.4278728606356968	0.2064076	0.215625	-0.8746031	6.534401	1
TNFRSF12A	0.21407422	0.28392708	0.2469437652811736	0.12478917	0.115625	-1.18538	5.0698767	1
HCFC1R1	0.3751717	0.4523804	0.4938875305623472	0.27648553	0.271875	-0.71012956	5.707017	1
GSPT1	0.5610082	0.6454639	0.6503667481662592	0.45306832	0.415625	-0.510513	5.246911	1
BCL7C	0.53408015	0.61715674	0.6259168704156479	0.42790198	0.403125	-0.5282533	5.269163	1
TGFB1I1	0.5955293	0.71170956	0.6797066014669927	0.4470416	0.396875	-0.6707596	8.743851	1
NQO1	0.27590847	0.34967208	0.3374083129584352	0.18162327	0.16875	-0.94467187	5.1685095	1
TUBB3	0.75529253	0.9443914	0.6772616136919315	0.51360154	0.38125	-0.87860733	12.900526	1
ACADVL	0.5475223	0.6328671	0.6430317848410758	0.4384453	0.40625	-0.52940464	5.5584087	1
MYH10	0.8015246	0.93735766	0.7163814180929096	0.6279128	0.509375	-0.5779595	8.173923	1
MFAP4	0.45013595	0.30214587	0.2762836185819071	0.6392867	0.4375	1.0809661	9.540862	1
RAB34	0.63400877	0.73594165	0.7237163814180929	0.5037307	0.465625	-0.5468483	7.315325	1
CAVIN1	0.3960163	0.5526614	0.5403422982885085	0.195804	0.184375	-1.4965101	19.140793	1
UBTF	0.32823312	0.39641643	0.45965770171149145	0.24108057	0.240625	-0.71726686	5.154747	1
MYL4	0.32476008	0.416808	0.4132029339853301	0.20710532	0.196875	-1.008668	6.9909782	1
COPZ2	0.31358528	0.40763927	0.4572127139364303	0.19336651	0.1875	-1.075563	9.322803	1
KPNA2	0.3337193	0.42927834	0.43031784841075793	0.21157672	0.190625	-1.0203868	7.434679	1
NT5C	0.437273	0.5164962	0.5721271393643031	0.33601657	0.3375	-0.6200754	5.7193494	1
PYCR1	0.33301565	0.416234	0.4792176039119804	0.22664641	0.21875	-0.8766616	7.093935	1
EPB41L3	0.18656099	0.2418338	0.28361858190709044	0.11591545	0.121875	-1.0602955	5.179759	1
TUBB6	0.4408014	0.582552	0.5427872860635696	0.25962847	0.25	-1.1656305	14.380633	1
ACAA2	0.5286022	0.63014424	0.6381418092909535	0.39882308	0.365625	-0.6598005	7.505682	1
WDR18	0.16069871	0.21106851	0.28117359413202936	0.096320234	0.109375	-1.1309868	5.6635256	1
PLIN3	0.49494976	0.59264654	0.6136919315403423	0.37008482	0.346875	-0.6791697	7.3772755	1
HNRNPM	0.5241268	0.6082994	0.6063569682151589	0.41654745	0.390625	-0.5461916	5.1764393	1
LDLR	0.21426474	0.28268597	0.31295843520782396	0.12680998	0.125	-1.1559049	6.2140417	1
ISYNA1	0.40472296	0.49541068	0.508557457212714	0.28881177	0.275	-0.77828723	6.660883	1
COPE	0.906777	1.0527741	0.8361858190709046	0.7201719	0.578125	-0.5477193	11.254741	1
TBCB	0.6231292	0.71955514	0.6943765281173594	0.49988937	0.453125	-0.5254084	6.3767185	1
ZFP36	0.15103643	0.070772365	0.09290953545232274	0.25362414	0.240625	1.8399656	9.002677	1
PSMC4	0.356142	0.42783347	0.4621026894865526	0.26450667	0.2625	-0.6935372	5.07392	1
TGFB1	0.7461026	0.85767436	0.7457212713936431	0.60350317	0.484375	-0.50699776	6.5242248	1
ALDH16A1	0.0420833	0.06778912	0.10268948655256724	0.009228854	0.0125	-2.8634088	6.2931495	1
PTOV1	0.4299354	0.5116217	0.5794621026894865	0.32553038	0.3125	-0.6521243	5.975195	1
UBE2S	0.39334688	0.4866644	0.4572127139364303	0.27407274	0.2375	-0.82813865	5.706019	1
HM13	0.6197898	0.7128043	0.6821515892420538	0.50091076	0.44375	-0.50886685	5.736736	1
ID1	0.99271727	1.1761042	0.7946210268948656	0.7583194	0.521875	-0.6330707	11.044553	1
KIF3B	0.11850847	0.16521877	0.22249388753056235	0.05880747	0.071875	-1.488728	6.605609	1
ERGIC3	0.7763313	0.89237946	0.7775061124694377	0.62800795	0.534375	-0.5068064	7.786548	1
MYL9	0.6458554	0.7616721	0.6234718826405868	0.49783212	0.421875	-0.6134104	6.4956875	1
ADRM1	0.396345	0.47264954	0.530562347188264	0.2988163	0.275	-0.66133463	5.2141905	1
COL9A3	0.71638817	0.8497639	0.6601466992665037	0.5459225	0.4	-0.63827133	7.325605	1
RCAN1	0.1260875	0.18056037	0.20293398533007334	0.056465153	0.059375	-1.6752945	6.328278	1
BACE2	0.20306581	0.26562467	0.3251833740831296	0.12310374	0.134375	-1.108886	6.451643	1
SDF2L1	0.27557108	0.36398125	0.4180929095354523	0.16256571	0.165625	-1.1623502	9.139633	1
YWHAH	0.5975438	0.7104831	0.6210268948655256	0.4531982	0.378125	-0.64854294	6.995778	1
TIMP3	0.34751004	0.21953003	0.21026894865525672	0.5110814	0.35625	1.2187601	8.168941	1
MPST	0.4404204	0.5165976	0.5623471882640587	0.34305713	0.33125	-0.59045106	5.1311364	1
LGALS1	2.6205406	3.0770214	0.9486552567237164	2.0370953	0.790625	-0.5949971	25.917452	1
KDELR3	0.65896964	0.82690614	0.7408312958435208	0.44433126	0.39375	-0.89593786	16.41515	1
TSPO	1.0298231	1.2006063	0.8679706601466992	0.81153417	0.603125	-0.5649818	13.015227	1
FBLN1	0.55172515	0.6645255	0.6625916870415648	0.40755674	0.384375	-0.7051869	9.100442	1
CRELD2	0.3352081	0.42391568	0.4669926650366748	0.22182296	0.2375	-0.93405867	8.169318	1
SH3KBP1	0.31660935	0.39534372	0.4278728606356968	0.21597084	0.2	-0.8719679	6.1755834	1
PLP2	0.5373448	0.646992	0.6308068459657702	0.39720678	0.353125	-0.7037175	7.9705667	1
FLNA	0.60360694	0.7060534	0.6430317848410758	0.4726731	0.415625	-0.57883376	6.4943876	1
