gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
FAM138A	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
OR4F5	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL627309.1	0.0034552852	0.0036883396	0.004889975550122249	0.0032546923	0.004210526315789474	-0.17538518	0.04516575	0
AL627309.3	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL627309.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL627309.5	0.040313642	0.054292716	0.07334963325183375	0.028277822	0.04	-0.9386497	1.475186	0
AL627309.4	0.003740732	0.00623423	0.007334963325183374	0.0015938075	0.002105263157894737	-1.9028994	0.60793304	0
AP006222.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL732372.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
OR4F29	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AC114498.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
OR4F16	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL669831.2	0.0006999459	2.910383e-10	0.0	0.0013026347	0.002105263157894737	3.8100631	0.49781978	0
LINC01409	0.045046773	0.056494415	0.08068459657701711	0.03519054	0.04421052631578947	-0.68137807	0.9813339	0
FAM87B	0.00048324285	2.910383e-10	0.0	0.00089933345	0.002105263157894737	3.320962	0.49781662	0
LINC01128	0.08689211	0.08745779	0.11246943765281174	0.08640542	0.11368421052631579	-0.017445026	0.021709623	0
LINC00115	0.010940007	0.016203774	0.02444987775061125	0.0064074695	0.008421052631578947	-1.3250374	0.9253605	0
FAM41C	0.007683506	0.006097252	0.007334963325183374	0.009049266	0.014736842105263158	0.5620273	0.2612994	0
AL645608.6	0.0009657002	2.910383e-10	0.0	0.0017972186	0.002105263157894737	4.2458096	0.49782497	0
AL645608.2	0.0011414048	0.001180171	0.0024449877750611247	0.00110802	0.002105263157894737	-0.08369226	0.015716068	0
AL645608.4	0.00085188186	0.001841212	0.0024449877750611247	4.8748916e-10	0.0	-4.2788787	0.4977077	0
LINC02593	0.007913878	0.008435981	0.009779951100244499	0.0074641905	0.010526315789473684	-0.17437135	0.06515036	0
SAMD11	0.058352146	0.06973681	0.097799511002445	0.04855005	0.05894736842105263	-0.52154636	0.8229906	0
NOC2L	0.23140831	0.23897916	0.31784841075794623	0.22488518	0.2736842105263158	-0.08765837	0.22882895	0
KLHL17	0.029587254	0.026258012	0.03667481662591687	0.032454394	0.04	0.30461076	0.26063487	0
PLEKHN1	0.004119697	0.0036445537	0.004889975550122249	0.0045289146	0.00631578947368421	0.30588013	0.086177245	0
PERM1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL645608.7	0.016492123	0.0016475031	0.0024449877750611247	0.029274134	0.029473684210526315	4.0711794	2.9900594	0
HES4	0.6059517	0.47524273	0.4889975550122249	0.71849954	0.6252631578947369	0.59622	8.390191	1
ISG15	0.28267005	0.2593479	0.3154034229828851	0.30274826	0.3452631578947368	0.22315033	0.81885505	0
AL645608.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AGRN	0.15070684	0.1289732	0.1784841075794621	0.1694206	0.21894736842105264	0.39327118	1.2378755	0
AL645608.5	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
