gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
AL645608.8	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
RNF223	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
C1orf159	0.021481073	0.01642861	0.02689486552567237	0.025831595	0.035789473684210524	0.64974546	0.59615606	0
AL390719.3	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
LINC01342	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL390719.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
TTLL10-AS1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
TTLL10	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
TNFRSF18	0.0039625107	0.0067236573	0.007334963325183374	0.0015851251	0.002105263157894737	-2.0176895	0.6427198	0
TNFRSF4	0.0018772179	2.910383e-10	0.0	0.0034936008	0.004210526315789474	5.167354	0.8018843	0
SDF4	0.9236221	0.95940816	0.8117359413202934	0.8928041	0.7726315789473684	-0.103789836	1.017333	0
B3GALT6	0.19688603	0.17095073	0.2469437652811736	0.21921517	0.25894736842105265	0.3585813	1.3465225	0
C1QTNF12	0.012717316	0.013114344	0.019559902200488997	0.012375363	0.018947368421052633	-0.083023	0.041952215	0
AL162741.1	0.0015194344	0.0017196898	0.0024449877750611247	0.0013470008	0.002105263157894737	-0.3306268	0.06319902	0
UBE2J2	0.32174385	0.3133761	0.38141809290953543	0.32894722	0.3873684210526316	0.069939256	0.22026281	0
LINC01786	0.00060216116	0.0013014735	0.0024449877750611247	4.8748916e-10	0.0	-3.8088655	0.49770975	0
SCNN1D	0.00015346226	0.00033168664	0.0024449877750611247	4.8748916e-10	0.0	-2.1099775	0.49770644	0
ACAP3	0.12696041	0.09013419	0.1393643031784841	0.15866983	0.20421052631578948	0.81519073	3.3439262	0
PUSL1	0.1380017	0.1327882	0.18581907090464547	0.14249094	0.1957894736842105	0.10166941	0.19887814	0
INTS11	0.21517865	0.22659588	0.293398533007335	0.20534424	0.2631578947368421	-0.14201121	0.3967697	0
AL139287.1	0.001585662	0.0015760426	0.0024449877750611247	0.0015939403	0.002105263157894737	0.015324187	0.0027748132	0
CPTP	0.096389756	0.09648496	0.1295843520782396	0.096308015	0.13473684210526315	-0.0026454532	0.003480637	0
TAS1R3	0.00082170364	0.0017759857	0.0024449877750611247	4.8748916e-10	0.0	-4.22957	0.49770525	0
DVL1	0.07144891	0.07272082	0.10024449877750612	0.07035413	0.09894736842105263	-0.047666743	0.0563956	0
MXRA8	0.15059452	0.19041888	0.24205378973105135	0.11630258	0.15157894736842106	-0.710811	2.9971142	0
AURKAIP1	0.9492306	0.8867184	0.7775061124694377	1.003053	0.8	0.17783101	2.4615862	0
CCNL2	0.37207142	0.31054983	0.3765281173594132	0.42504483	0.4610526315789474	0.4526652	3.5280454	0
MRPL20-AS1	0.04181389	0.033595398	0.0488997555012225	0.048890896	0.06526315789473684	0.5399621	0.7037598	0
MRPL20	0.8499988	0.7905588	0.7139364303178484	0.9011779	0.76	0.18891673	2.2398307	0
AL391244.2	0.0023272252	0.0028941403	0.004889975550122249	0.0018391303	0.002105263157894737	-0.6267322	0.15409833	0
ANKRD65	0.00047453266	2.910383e-10	0.0	0.00088312506	0.002105263157894737	3.297371	0.49781245	0
AL391244.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
TMEM88B	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
LINC01770	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
VWA1	0.15904872	0.19352609	0.2567237163814181	0.12936068	0.16421052631578947	-0.58075935	2.3237898	0
ATAD3C	0.0025578474	2.910383e-10	0.0	0.004760288	0.008421052631578947	5.602966	1.2800792	0
ATAD3B	0.04839627	0.039967768	0.06356968215158924	0.055654325	0.08	0.4766415	0.72077745	0
ATAD3A	0.13170859	0.11053269	0.15892420537897312	0.14994222	0.1957894736842105	0.43959072	1.302079	0
TMEM240	0.07590854	0.07786178	0.10757946210268948	0.074227	0.09052631578947369	-0.068880625	0.08418973	0
SSU72	0.8248904	0.870017	0.78239608801956	0.7860313	0.7157894736842105	-0.14643906	1.534809	0
AL645728.1	0.015578706	0.01497269	0.019559902200488997	0.016100451	0.02526315789473684	0.10409721	0.05607871	0
FNDC10	0.12242427	0.122179314	0.16381418092909536	0.122635365	0.16	0.00537064	0.008032731	0
AL691432.4	0.003583759	0.0048241415	0.007334963325183374	0.002515839	0.002105263157894737	-0.9125984	0.2690639	0
AL691432.2	0.020529121	0.020062	0.03178484107579462	0.020931458	0.02736842105263158	0.060910117	0.037883643	0
MIB2	0.10032454	0.10757088	0.15158924205378974	0.09408532	0.12842105263157894	-0.19305396	0.34010282	0
MMP23B	0.41408125	0.47444493	0.4474327628361858	0.36210892	0.3642105263157895	-0.38972262	2.508437	0
CDK11B	0.1890839	0.16960907	0.2396088019559902	0.20585054	0.2694736842105263	0.27923423	0.9470709	0
FO704657.1	0.0013370547	0.0010859295	0.0024449877750611247	0.0015532885	0.002105263157894737	0.47932032	0.094052464	0
SLC35E2B	0.09075013	0.08102987	0.12224938875305623	0.099119976	0.12631578947368421	0.29039747	0.54378355	0
CDK11A	0.13498461	0.12092024	0.15647921760391198	0.1470949	0.19157894736842104	0.28247932	0.67324466	0
SLC35E2A	0.03374156	0.03221828	0.044009779951100246	0.03505381	0.04842105263157895	0.121330515	0.10172675	0
NADK	0.11452189	0.09266534	0.13447432762836187	0.13334167	0.1726315789473684	0.5245516	1.4751148	0
GNB1	0.98407024	0.9620728	0.8141809290953546	1.0030079	0.8021052631578948	0.060108945	0.52313286	0
AL109917.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
CALML6	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
TMEM52	0.013376013	0.021427382	0.029339853300733496	0.006443187	0.008421052631578947	-1.7181075	1.4445705	0
CFAP74	0.0025799589	0.0013106917	0.0024449877750611247	0.0036728657	0.004210526315789474	1.4192581	0.37916645	0
AL391845.2	0.0009117333	0.0019705729	0.0024449877750611247	4.8748916e-10	0.0	-4.371951	0.49770695	0
GABRD	0.0016220057	0.0015380103	0.0024449877750611247	0.0016943176	0.002105263157894737	0.13149089	0.024312971	0
AL391845.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
PRKCZ	0.014412176	0.026310822	0.03667481662591687	0.0041666795	0.00631578947368421	-2.6299436	2.5406952	0
AL590822.2	0.0018476088	0.0039933454	0.004889975550122249	4.8748916e-10	0.0	-5.3552012	0.80247486	0
PRKCZ-AS1	0.0035592008	0.0019786549	0.0024449877750611247	0.004920163	0.00631578947368421	1.272084	0.38076928	0
FAAP20	0.8119792	0.7926814	0.7408312958435208	0.82859415	0.728421052631579	0.06391657	0.440789	0
AL590822.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
SKI	0.21976738	0.19629253	0.24938875305623473	0.23997784	0.30105263157894735	0.28976208	1.0622447	0
AL590822.3	0.010329874	0.015500067	0.019559902200488997	0.005877864	0.010526315789473684	-1.3838502	0.9138265	0
MORN1	0.017305346	0.020350883	0.029339853300733496	0.014682855	0.023157894736842106	-0.46823812	0.33714706	0
AL589739.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL513477.2	0.002047831	0.0015591925	0.0024449877750611247	0.0024685739	0.004210526315789474	0.6304863	0.15546374	0
RER1	0.77071846	0.7947043	0.7334963325183375	0.75006413	0.7031578947368421	-0.083393395	0.61577886	0
PEX10	0.0747247	0.07004074	0.10268948655256724	0.07875822	0.11368421052631579	0.16900839	0.24878255	0
PLCH2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL139246.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL139246.4	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
PANK4	0.011632572	0.012683524	0.019559902200488997	0.010727494	0.014736842105263158	-0.23958623	0.12471382	0
HES5	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL139246.5	0.010178999	0.008054398	0.012224938875305624	0.012008355	0.014736842105263158	0.5703526	0.2981881	0
TNFRSF14-AS1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
TNFRSF14	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL139246.3	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
PRXL2B	0.08056331	0.07156363	0.097799511002445	0.088312685	0.11368421052631579	0.30301228	0.51101935	0
MMEL1	0.0013814329	0.002985767	0.004889975550122249	4.8748916e-10	0.0	-4.9475503	0.79078084	0
AL831784.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
TTC34	0.0031343526	0.003471913	0.004889975550122249	0.0028438012	0.004210526315789474	-0.27901673	0.07206739	0
AC242022.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AC242022.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL592464.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL592464.3	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL592464.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL589702.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
ACTRT2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
PRDM16-DT	0.003288469	0.0041625313	0.004889975550122249	0.0025358675	0.004210526315789474	-0.69343245	0.19428164	0
PRDM16	0.011490508	0.013674242	0.022004889975550123	0.009610037	0.014736842105263158	-0.5044243	0.2915194	0
AL008733.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL590438.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL354743.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL354743.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
ARHGEF16	0.011350197	0.014306996	0.019559902200488997	0.00880417	0.010526315789473684	-0.69421643	0.4014769	0
AL512413.1	0.0009865783	0.0021323406	0.0024449877750611247	4.8748916e-10	0.0	-4.4804783	0.4977108	0
MEGF6	0.0042838696	0.004628634	0.004889975550122249	0.0039871144	0.004210526315789474	-0.21034089	0.05458021	0
AL513320.1	0.0008431665	0.0018223749	0.0024449877750611247	4.8748916e-10	0.0	-4.264811	0.49770582	0
TPRG1L	0.14983933	0.14081855	0.1882640586797066	0.15760641	0.2063157894736842	0.1623798	0.356843	0
WRAP73	0.07847461	0.067321494	0.10268948655256724	0.08807839	0.11578947368421053	0.38721642	0.7367649	0
TP73	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL136528.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL136528.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
CCDC27	0.0009164132	0.001980688	0.0024449877750611247	4.8748916e-10	0.0	-4.3789816	0.49770668	0
SMIM1	0.13325992	0.20667017	0.2469437652811736	0.07005018	0.08842105263157894	-1.5595093	9.156882	1
LRRC47	0.13863984	0.17011358	0.2371638141809291	0.11153952	0.14736842105263157	-0.6084982	2.3463576	0
AL365330.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
CEP104	0.15163347	0.13149315	0.18092909535452323	0.16897525	0.20842105263157895	0.3615811	1.0711224	0
DFFB	0.026764378	0.0248811	0.034229828850855744	0.028386392	0.037894736842105266	0.1894358	0.1439945	0
C1orf174	0.16684999	0.17833146	0.22493887530562348	0.15696245	0.20842105263157895	-0.18403171	0.44896832	0
LINC01134	0.003228148	0.003637255	0.004889975550122249	0.0028759327	0.004210526315789474	-0.32863712	0.08784289	0
LINC01346	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
LINC01345	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
LINC02780	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL805961.1	0.0009188422	2.910383e-10	0.0	0.0017100127	0.002105263157894737	4.1779237	0.49782142	0
LINC01777	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL355602.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
Z98747.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
LINC01646	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AJAP1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
Z98886.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
BX005132.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
LINC02781	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
LINC02782	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL139823.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
Z98259.3	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
Z98259.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
Z98259.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL365255.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
NPHP4	0.016211007	0.014651044	0.02444987775061125	0.017554177	0.02526315789473684	0.2591924	0.15993834	0
KCNAB2	0.020122841	0.014043185	0.019559902200488997	0.025357699	0.031578947368421054	0.847995	0.7555708	0
CHD5	0.0006701568	0.0014484371	0.0024449877750611247	4.8748916e-10	0.0	-3.9527338	0.49770525	0
RPL22	2.356643	2.4264953	0.9926650366748166	2.2964973	0.9936842105263158	-0.07943561	4.9813933	0
AL031847.1	0.003589597	0.00505086	0.007334963325183374	0.002331482	0.004210526315789474	-1.0829773	0.35992488	0
RNF207	0.0100115035	0.011567508	0.017114914425427872	0.0086715715	0.01263157894736842	-0.41158924	0.2156217	0
ICMT	0.16085064	0.10923429	0.1491442542787286	0.20529447	0.25473684210526315	0.9096514	4.7329626	0
LINC00337	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
HES3	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
GPR153	0.057197094	0.049367286	0.06845965770171149	0.06393945	0.08421052631578947	0.37248623	0.53472465	0
ACOT7	0.118470445	0.10289284	0.15892420537897312	0.13188373	0.17894736842105263	0.357816	0.91826457	0
AL031848.2	0.0051586647	0.008520936	0.012224938875305624	0.0022635798	0.004210526315789474	-1.8668708	0.87330776	0
HES2	0.0018560035	2.910383e-10	0.0	0.003454119	0.004210526315789474	5.151416	0.80014956	0
ESPN	0.046779163	0.094904765	0.1100244498777506	0.0053412938	0.010526315789473684	-4.1259785	8.68812	1
AL031848.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
TNFRSF25	0.031523485	0.026217382	0.034229828850855744	0.03609288	0.05473684210526316	0.45969	0.47653037	0
PLEKHG5	0.029681645	0.027370237	0.039119804400977995	0.031672277	0.04421052631578947	0.20989922	0.18040754	0
NOL9	0.11334528	0.07776101	0.10513447432762836	0.14398544	0.18526315789473685	0.88795155	3.3112159	0
TAS1R1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
ZBTB48	0.04609057	0.041580793	0.05867970660146699	0.049974244	0.06526315789473684	0.264686	0.29873982	0
KLHL21	0.021858865	0.028186997	0.04156479217603912	0.016410144	0.023157894736842106	-0.7767863	0.78098446	0
PHF13	0.116694845	0.1276247	0.17114914425427874	0.10728385	0.14526315789473684	-0.25026056	0.5261488	0
THAP3	0.14237426	0.16870393	0.2273838630806846	0.11970318	0.16	-0.49468222	1.6903266	0
DNAJC11	0.094510704	0.08820666	0.12469437652811736	0.09993908	0.13263157894736843	0.1799695	0.29756105	0
LINC01672	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL591163.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
CAMTA1-DT	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
CAMTA1	0.7408312	0.767951	0.7041564792176039	0.7174775	0.6694736842105263	-0.09806743	0.6957418	0
AL512330.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
CAMTA1-IT1	0.0016792685	2.910383e-10	0.0	0.003125206	0.004210526315789474	5.0113153	0.80217195	0
Z97987.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL365194.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL359881.3	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL359881.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
AL359881.1	0.00070599414	2.910383e-10	0.0	0.0013138917	0.002105263157894737	3.8215954	0.49782348	0
VAMP3	0.4833057	0.4611956	0.5330073349633252	0.5023471	0.5305263157894737	0.12328028	0.6438709	0
Z98884.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
PER3	0.022724591	0.027413784	0.039119804400977995	0.018687496	0.023157894736842106	-0.5503818	0.4683919	0
Z98884.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
UTS2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
TNFRSF9	0.017001433	0.011904935	0.017114914425427872	0.021389732	0.02526315789473684	0.8400199	0.65640754	0
PARK7	1.5119094	1.4244429	0.9168704156479217	1.5872205	0.9389473684210526	0.15609449	4.4697504	0
AL034417.4	0.0027399291	0.0037900538	0.004889975550122249	0.0018357075	0.002105263157894737	-1.0069292	0.25526077	0
AL034417.3	0.0059401984	0.0033266365	0.004889975550122249	0.008190443	0.008421052631578947	1.2746559	0.4855012	0
ERRFI1	0.30668056	0.27754134	0.2982885085574572	0.33176813	0.3368421052631579	0.2573877	0.96870905	0
AL034417.2	0.012290061	0.012965728	0.017114914425427872	0.011708176	0.016842105263157894	-0.14600141	0.07154753	0
LINC01714	0.00096878124	0.0020938746	0.0024449877750611247	4.8748916e-10	0.0	-4.4554024	0.4977052	0
AL358876.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
SLC45A1	0.010115042	0.015104517	0.022004889975550123	0.0058186846	0.010526315789473684	-1.3611516	0.97241557	0
RERE	0.526279	0.5143444	0.5599022004889975	0.5365585	0.5452631578947369	0.060989253	0.2677833	0
RERE-AS1	0.00065126043	2.910383e-10	0.0	0.001212029	0.002105263157894737	3.7137234	0.49782482	0
AL357552.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
ENO1	2.65041	2.8723555	1.0	2.4593043	0.9894736842105263	-0.22397557	23.995216	0
ENO1-AS1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
CA6	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
SLC2A7	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
SLC2A5	0.0006894762	0.0014901934	0.0024449877750611247	4.8748916e-10	0.0	-3.9911232	0.4977052	0
GPR157	0.010353713	0.012992447	0.022004889975550123	0.00808141	0.01263157894736842	-0.6783134	0.41240203	0
MIR34AHG	0.021042373	0.01701599	0.029339853300733496	0.02450944	0.04	0.523867	0.48342055	0
LNCTAM34A	0.025476478	0.030323256	0.044009779951100246	0.021303708	0.02736842105263158	-0.5073138	0.4555003	0
H6PD	0.10949615	0.10970922	0.15647921760391198	0.10931293	0.15368421052631578	-0.005215934	0.007560478	0
SPSB1	0.021169143	0.013639157	0.019559902200488997	0.027653087	0.04421052631578947	1.0143548	1.1168709	0
BX323043.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
LINC02606	0.0074155466	0.007588694	0.014669926650366748	0.0072662705	0.010526315789473684	-0.061804146	0.024650628	0
AL928921.1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
SLC25A33	0.07048212	0.074709	0.11491442542787286	0.06684294	0.09263157894736843	-0.16027981	0.22278717	0
TMEM201	0.027389692	0.02389935	0.03667481662591687	0.030395519	0.04421052631578947	0.34560192	0.31640846	0
PIK3CD	0.005589563	0.0026776358	0.004889975550122249	0.008096867	0.01263157894736842	1.561215	0.7725763	0
PIK3CD-AS1	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
PIK3CD-AS2	0.041551854	0.055809442	0.07579462102689487	0.029276216	0.04	-0.9284434	1.522904	0
CLSTN1	0.39598686	0.40594944	0.46454767726161367	0.3874109	0.4357894736842105	-0.06741847	0.24346413	0
CTNNBIP1	0.26115716	0.24196975	0.3154034229828851	0.27767497	0.3494736842105263	0.19849375	0.7482339	0
AL357140.1	0.0006074923	0.00033168664	0.0024449877750611247	0.0008449546	0.002105263157894737	1.1302606	0.24261782	0
AL357140.4	0.0010500208	2.910383e-10	0.0	0.0019541427	0.002105263157894737	4.3604603	0.4978204	0
LZIC	0.43539324	0.45310205	0.5061124694376528	0.42014745	0.47157894736842104	-0.108915344	0.48563483	0
AL357140.2	1.0477379e-09	2.910383e-10	0.0	4.8748916e-10	0.0	2.7517196e-06	12.794128	0
NMNAT1	0.08258199	0.0854661	0.12469437652811736	0.08009889	0.10947368421052632	-0.09345708	0.13142253	0
