id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|FB	CM|PR	CM|UN	EC|CM	EC|EC	EC|EP	EC|FB	EC|PR	EC|UN	EP|CM	EP|EC	EP|EP	EP|FB	EP|PR	EP|UN	FB|CM	FB|EC	FB|EP	FB|FB	FB|PR	FB|UN	PR|CM	PR|EC	PR|EP	PR|FB	PR|PR	PR|UN	UN|CM	UN|EC	UN|EP	UN|FB	UN|PR	UN|UN
CPI-SS0D9EFC4F7	GNRH1_GNRHR	simple:P01148	simple:P30968	GNRH1	GNRHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Progonadoliberin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D9BC4188	GNRH2_GNRHR	simple:O43555	simple:P30968	GNRH2	GNRHR	True	False	True	curated	False	Ligand-Receptor	Signaling by Progonadoliberin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS023F349AF	ProstaglandinE2_byPTGES_PTGER4	complex:ProstaglandinE2_byPTGES	simple:P35408		PTGER4	True	False	True	curated	False	Ligand-Receptor	Signaling by Prostaglandin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0AD2A36FE	RELN_LRP8	simple:P78509	simple:Q14114	RELN	LRP8	True	False	True	curated	False	Ligand-Receptor	Signaling by Reelin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS08EE9E5CE	atRetinoicAcid_byALDH1A1_RORB	complex:atRetinoicAcid_byALDH1A1	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS033058D2B	atRetinoicAcid_byALDH1A2_RORB	complex:atRetinoicAcid_byALDH1A2	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0C61C245A	atRetinoicAcid_byALDH1A3_RORB	complex:atRetinoicAcid_byALDH1A3	simple:Q92753		RORB	True	False	True	curated	False	Ligand-Receptor	Signaling by Retinoic Acid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS044C72D0D	SEMA4A_PLXND1	simple:Q9H3S1	simple:Q9Y4D7	SEMA4A	PLXND1	False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C272BD3D	CORT_SSTR2	simple:O00230	simple:P30874	CORT	SSTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Somatostatin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC054175DCB	SHH_PTCH2_GAS1_transmembrane_receptor	simple:Q15465	complex:PTCH2_GAS1_transmembrane_receptor	SHH		True	False	True	curated	False	Ligand-Receptor	Signaling by Sonic hedgehog	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F0492F71	THY1_ADGRE2	simple:P04216	simple:Q9UHX3	THY1	ADGRE2	False	False	True	curated	False	Adhesion-Adhesion	Adhesion by antigen THY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS085A1A34C	TNFSF10_TNFRSF10A	simple:P50591	simple:O00220	TNFSF10	TNFRSF10A	True	False	True	curated	False	Ligand-Receptor	Signaling by Tumor necrosis factor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	32.941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	11.301	70.04	0.0	6.633	0.0	0.0	0.555	3.442	0.0	0.326	0.0	0.0	11.952	74.075	0.0	7.015	0.0	0.0	16.135	100.0	0.0	9.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.362	82.812	0.0	7.842	0.0	0.0
CPI-SS09F9914EE	WNT2_CER1	simple:P09544	simple:O95813	WNT2	CER1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02704D1B8	WNT2_FRZB	simple:P09544	simple:Q92765	WNT2	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS01E6C2BB8	WNT2_SFRP1	simple:P09544	simple:Q8N474	WNT2	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C95AC883	WNT2_SFRP2	simple:P09544	simple:Q96HF1	WNT2	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS001BD48FB	WNT2_SFRP5	simple:P09544	simple:Q5T4F7	WNT2	SFRP5	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	11.124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.124	0.0	0.0	1.237	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02B2C16ED	NELL2_ROBO3	simple:Q99435	simple:Q96MS0	NELL2	ROBO3	True	False	True	curated	False	Ligand-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0E0DEA7D5	PECAM1_CD38	simple:P16284	simple:P28907	PECAM1	CD38	False	True	True	curated	False	Receptor-Receptor		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
