id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EN_H	CM|EN_V	CM|EP	CM|FB_H	CM|FB_V	CM|PR	CM|UN	EN_H|CM	EN_H|EN_H	EN_H|EN_V	EN_H|EP	EN_H|FB_H	EN_H|FB_V	EN_H|PR	EN_H|UN	EN_V|CM	EN_V|EN_H	EN_V|EN_V	EN_V|EP	EN_V|FB_H	EN_V|FB_V	EN_V|PR	EN_V|UN	EP|CM	EP|EN_H	EP|EN_V	EP|EP	EP|FB_H	EP|FB_V	EP|PR	EP|UN	FB_H|CM	FB_H|EN_H	FB_H|EN_V	FB_H|EP	FB_H|FB_H	FB_H|FB_V	FB_H|PR	FB_H|UN	FB_V|CM	FB_V|EN_H	FB_V|EN_V	FB_V|EP	FB_V|FB_H	FB_V|FB_V	FB_V|PR	FB_V|UN	PR|CM	PR|EN_H	PR|EN_V	PR|EP	PR|FB_H	PR|FB_V	PR|PR	PR|UN	UN|CM	UN|EN_H	UN|EN_V	UN|EP	UN|FB_H	UN|FB_V	UN|PR	UN|UN
CPI-SS09B2320BC	RSPO1_LGR5	simple:Q2MKA7	simple:O75473	RSPO1	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.0	0.0	0.0	0.032	0.001	0.05	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS056D0AD0D	RSPO2_LGR5	simple:Q6UXX9	simple:O75473	RSPO2	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.001	0.0	0.0	0.032	0.002	0.05	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.033	0.002	0.051	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C3906934	RSPO3_LGR5	simple:Q9BXY4	simple:O75473	RSPO3	LGR5	True	False	True	curated	False	Ligand-Receptor	Signaling by R-spondin	0.536	0.0	0.0	0.568	0.537	0.586	0.54	0.0	0.007	0.0	0.0	0.039	0.008	0.056	0.011	0.0	0.03	0.0	0.0	0.062	0.031	0.08	0.035	0.0	0.032	0.0	0.0	0.064	0.033	0.081	0.036	0.0	0.148	0.0	0.0	0.18	0.149	0.197	0.152	0.0	0.103	0.0	0.0	0.134	0.103	0.152	0.107	0.0	0.021	0.0	0.0	0.052	0.022	0.07	0.025	0.0	0.255	0.0	0.0	0.286	0.255	0.304	0.259	0.0
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.06	0.554	0.561	0.017	0.123	0.101	0.219	0.047	0.06	0.554	0.561	0.017	0.124	0.102	0.219	0.048	0.061	0.555	0.562	0.018	0.124	0.102	0.22	0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.062	0.556	0.563	0.019	0.125	0.103	0.221	0.049	0.073	0.567	0.574	0.03	0.136	0.114	0.232	0.061	0.096	0.59	0.597	0.053	0.159	0.137	0.255	0.083	0.062	0.556	0.563	0.019	0.125	0.103	0.221	0.049
CPI-CS09463D22E	5-HT_byTPH1_and_SLC18A2_HTR2B	complex:5-HT_byTPH1_and_SLC18A2	simple:P41595		HTR2B	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.001	0.0	0.0	0.0	0.003	0.006	0.008	0.0	0.003	0.0	0.0	0.0	0.004	0.007	0.01	0.0	0.005	0.0	0.0	0.0	0.007	0.01	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.005	0.007	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0FBE83390	5-HT_byTPH1_and_SLC18A2_HTR2C	complex:5-HT_byTPH1_and_SLC18A2	simple:P28335		HTR2C	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.0	0.0	0.004	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.005	0.0	0.007	0.004	0.0	0.0	0.0	0.0	0.008	0.0	0.009	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.007	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS059692236	5-HT_byTPH1_and_SLC18A2_HTR7	complex:5-HT_byTPH1_and_SLC18A2	simple:P34969		HTR7	True	False	True	curated	False	Ligand-Receptor	Signaling by Serotonin	0.001	0.0	0.0	0.0	0.005	0.005	0.005	0.0	0.002	0.0	0.0	0.0	0.006	0.007	0.007	0.0	0.005	0.0	0.0	0.0	0.009	0.009	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.006	0.007	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02A8BD654	TAC1_TACR1	simple:P20366	simple:P25103	TAC1	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.011	0.0	0.0	0.0	0.016	0.015	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.009	0.009	0.007	0.0	0.387	0.0	0.0	0.0	0.392	0.392	0.39	0.0	0.495	0.0	0.0	0.0	0.5	0.5	0.498	0.0	0.111	0.0	0.0	0.0	0.117	0.116	0.114	0.0	0.023	0.0	0.0	0.0	0.028	0.027	0.025	0.0
CPI-SS0CDDDEE9F	TAC3_TACR1	simple:Q9UHF0	simple:P25103	TAC3	TACR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Tachykinins	0.004	0.0	0.0	0.0	0.009	0.009	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.009	0.008	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.014	0.014	0.012	0.0	0.02	0.0	0.0	0.0	0.025	0.025	0.023	0.0	0.003	0.0	0.0	0.0	0.008	0.007	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	Adhesion-Adhesion	Signaling by Tumor necrosis factor	0.0	0.024	0.015	0.02	0.0	0.004	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.017	0.022	0.0	0.006	0.005	0.0	0.0	0.025	0.016	0.021	0.0	0.005	0.005	0.0	0.0	0.028	0.019	0.024	0.0	0.007	0.007	0.0
CPI-SS0C03F7CDC	VEGFA_KDR	simple:P15692	simple:P35968	VEGFA	KDR	True	False	True	curated	False	Ligand-Receptor	Signaling by Vascular endothelial growth factor	0.661	1.379	1.332	0.537	0.605	0.56	0.527	0.591	0.278	0.996	0.95	0.155	0.222	0.178	0.144	0.208	0.24	0.957	0.911	0.116	0.183	0.139	0.105	0.17	0.684	1.402	1.356	0.561	0.628	0.584	0.55	0.614	0.836	1.554	1.508	0.713	0.78	0.735	0.702	0.766	0.26	0.977	0.931	0.136	0.203	0.159	0.125	0.19	0.237	0.954	0.908	0.113	0.18	0.136	0.102	0.166	0.736	1.453	1.407	0.612	0.679	0.635	0.601	0.666
CPI-SS0A10C2A8F	WNT3_FRZB	simple:P56703	simple:Q92765	WNT3	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.124	0.007	0.03	0.01	0.05	0.158	0.283	0.041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.129	0.012	0.035	0.016	0.055	0.163	0.288	0.046	0.123	0.006	0.029	0.01	0.049	0.157	0.282	0.04	0.125	0.008	0.031	0.012	0.051	0.159	0.284	0.042	0.122	0.004	0.027	0.008	0.047	0.156	0.281	0.039
CPI-SS0EE63435D	WNT4_FRZB	simple:P56705	simple:Q92765	WNT4	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.119	0.002	0.024	0.005	0.044	0.153	0.278	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS007954822	WNT5A_FRZB	simple:P41221	simple:Q92765	WNT5A	FRZB	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.138	0.021	0.044	0.025	0.064	0.172	0.297	0.055	0.141	0.024	0.047	0.028	0.067	0.175	0.3	0.058	0.165	0.047	0.07	0.051	0.09	0.199	0.324	0.081	0.137	0.019	0.042	0.023	0.062	0.171	0.296	0.054	0.227	0.109	0.132	0.113	0.152	0.26	0.386	0.143	0.224	0.106	0.129	0.11	0.149	0.258	0.383	0.141	0.223	0.105	0.128	0.109	0.148	0.256	0.382	0.139	0.128	0.01	0.033	0.014	0.053	0.162	0.287	0.045
CPI-SS0DF9024C0	WNT3_SFRP1	simple:P56703	simple:Q8N474	WNT3	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.685	0.185	0.135	0.114	0.495	1.141	0.324	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.191	0.14	0.119	0.5	1.147	0.329	0.251	0.684	0.185	0.134	0.113	0.494	1.141	0.323	0.245	0.686	0.187	0.136	0.115	0.496	1.143	0.325	0.247	0.682	0.183	0.133	0.112	0.493	1.139	0.322	0.243
CPI-SS036707F4C	WNT4_SFRP1	simple:P56705	simple:Q8N474	WNT4	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.679	0.18	0.13	0.109	0.49	1.136	0.319	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F1E79A03	WNT5A_SFRP1	simple:P41221	simple:Q8N474	WNT5A	SFRP1	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.699	0.2	0.149	0.128	0.509	1.156	0.338	0.26	0.702	0.203	0.152	0.131	0.512	1.159	0.341	0.263	0.725	0.226	0.175	0.154	0.536	1.182	0.364	0.286	0.697	0.198	0.148	0.126	0.508	1.154	0.337	0.258	0.787	0.288	0.237	0.216	0.598	1.244	0.426	0.348	0.784	0.285	0.234	0.213	0.595	1.241	0.424	0.345	0.783	0.284	0.233	0.212	0.594	1.24	0.422	0.344	0.688	0.189	0.139	0.118	0.499	1.145	0.328	0.249
CPI-SS0E9BE6A4E	WNT3_SFRP2	simple:P56703	simple:Q96HF1	WNT3	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.006	0.007	0.0	0.0	0.011	0.109	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.012	0.0	0.0	0.016	0.114	0.015	0.0	0.006	0.006	0.0	0.0	0.01	0.108	0.009	0.0	0.008	0.008	0.0	0.0	0.012	0.111	0.011	0.0	0.004	0.005	0.0	0.0	0.009	0.107	0.008	0.0
CPI-SS0661CE946	WNT4_SFRP2	simple:P56705	simple:Q96HF1	WNT4	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.001	0.002	0.0	0.0	0.006	0.104	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03F33B34C	WNT5A_SFRP2	simple:P41221	simple:Q96HF1	WNT5A	SFRP2	True	False	False	curated	False	Ligand-Ligand	Signaling by WNT inhibition	0.021	0.021	0.0	0.0	0.025	0.124	0.024	0.0	0.024	0.024	0.0	0.0	0.028	0.126	0.027	0.0	0.047	0.047	0.0	0.0	0.051	0.15	0.051	0.0	0.019	0.02	0.0	0.0	0.024	0.122	0.023	0.0	0.109	0.109	0.0	0.0	0.113	0.212	0.113	0.0	0.106	0.106	0.0	0.0	0.11	0.209	0.11	0.0	0.105	0.105	0.0	0.0	0.109	0.208	0.109	0.0	0.01	0.011	0.0	0.0	0.015	0.113	0.014	0.0
CPI-SC0BDF87EA3	GDNF_RET_receptor_1	simple:P39905	complex:RET_receptor_1	GDNF		True	False	True	curated	False	Ligand-Receptor		0.001	0.0	0.004	0.0	0.002	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.016	0.0	0.015	0.014	0.018	0.0	0.007	0.0	0.01	0.0	0.009	0.008	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	Adhesion-Adhesion		0.008	0.792	0.782	0.01	0.046	0.023	0.194	0.017	0.792	1.576	1.566	0.793	0.829	0.807	0.978	0.801	0.782	1.566	1.556	0.784	0.82	0.797	0.968	0.791	0.01	0.793	0.784	0.011	0.047	0.025	0.196	0.018	0.046	0.829	0.82	0.047	0.083	0.061	0.232	0.054	0.023	0.807	0.797	0.025	0.061	0.038	0.209	0.032	0.194	0.978	0.968	0.196	0.232	0.209	0.38	0.203	0.017	0.801	0.791	0.018	0.054	0.032	0.203	0.025
CPI-CS09A35DD21	Prostacyclin_byPTGIS_PTGIR	complex:Prostacyclin_byPTGIS	simple:P43119		PTGIR	True	False	True	curated	False	Ligand-Receptor		0.003	0.003	0.009	0.0	0.055	0.054	0.106	0.003	0.002	0.002	0.008	0.0	0.054	0.053	0.105	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.008	0.0	0.054	0.053	0.105	0.003	0.029	0.029	0.035	0.0	0.081	0.08	0.132	0.03	0.051	0.051	0.057	0.0	0.103	0.102	0.154	0.052	0.014	0.014	0.02	0.0	0.066	0.065	0.117	0.014	0.003	0.003	0.009	0.0	0.055	0.054	0.106	0.003
