id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CF|CF	CF|CM	CF|EC	CF|MP	CF|OTH	CF|PR	CM|CF	CM|CM	CM|EC	CM|MP	CM|OTH	CM|PR	EC|CF	EC|CM	EC|EC	EC|MP	EC|OTH	EC|PR	MP|CF	MP|CM	MP|EC	MP|MP	MP|OTH	MP|PR	OTH|CF	OTH|CM	OTH|EC	OTH|MP	OTH|OTH	OTH|PR	PR|CF	PR|CM	PR|EC	PR|MP	PR|OTH	PR|PR
CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.549	0.364	0.811	0.383	0.292	0.293	0.364	0.178	0.625	0.198	0.106	0.107	0.811	0.625	1.073	0.645	0.553	0.555	0.383	0.198	0.645	0.218	0.126	0.127	0.292	0.106	0.553	0.126	0.034	0.035	0.293	0.107	0.555	0.127	0.035	0.037
CPI-SS058209EC7	F2_F2R	simple:P00734	simple:P25116	F2	F2R	True	False	True	curated	False	Ligand-Receptor	Adhesion by Prothrombin	0.0	0.0	0.0	0.0	0.0	0.0	0.247	0.022	0.28	0.172	0.019	0.159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.663	0.438	0.696	0.588	0.435	0.575	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.111	0.111	0.11	0.112	0.109	0.299	0.019	0.02	0.019	0.02	0.017	0.207	0.134	0.134	0.133	0.135	0.132	0.322	0.11	0.11	0.109	0.111	0.108	0.298	0.01	0.01	0.01	0.011	0.008	0.198	0.023	0.024	0.023	0.024	0.021	0.211
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.035	0.015	0.022	0.036	0.273	0.076	0.04	0.021	0.027	0.042	0.279	0.082	0.022	0.003	0.009	0.024	0.261	0.064	0.022	0.002	0.009	0.024	0.261	0.064	0.542	0.522	0.529	0.544	0.781	0.583	0.022	0.002	0.009	0.024	0.261	0.064
CPI-SS069924427	AGT_AGTR2	simple:P01019	simple:P50052	AGT	AGTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.0	0.0	0.0	0.014	0.015	0.0	0.0	0.0	0.0	0.019	0.021	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.001	0.003	0.0	0.0	0.0	0.0	0.521	0.522	0.0	0.0	0.0	0.0	0.001	0.003	0.0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.098	0.012	0.009	0.104	0.013	0.075	0.094	0.008	0.004	0.099	0.008	0.07	0.099	0.013	0.009	0.105	0.014	0.076	0.229	0.143	0.139	0.235	0.144	0.205	0.0	0.0	0.0	0.0	0.0	0.0	0.128	0.042	0.039	0.134	0.043	0.105
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.052	0.242	0.024	0.339	0.036	0.105	0.054	0.243	0.026	0.341	0.038	0.107	0.053	0.243	0.026	0.341	0.037	0.107	0.08	0.269	0.052	0.367	0.064	0.133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS043D3630C	LRRTM1_NRXN1	simple:Q86UE6	simple:Q9ULB1	LRRTM1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.053	0.242	0.025	0.34	0.037	0.106	0.051	0.241	0.024	0.339	0.035	0.105	0.053	0.243	0.026	0.341	0.037	0.107	0.053	0.243	0.026	0.341	0.037	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.057	0.247	0.03	0.345	0.041	0.111	0.056	0.245	0.028	0.343	0.04	0.109	0.053	0.243	0.025	0.34	0.037	0.107	0.06	0.249	0.032	0.347	0.044	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.243	0.026	0.341	0.037	0.107
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.057	0.246	0.029	0.344	0.041	0.11	0.054	0.243	0.026	0.341	0.038	0.107	0.056	0.245	0.028	0.343	0.04	0.109	0.077	0.267	0.049	0.365	0.061	0.131	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.25	0.032	0.348	0.044	0.114
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.274	0.27	0.271	0.0	0.0	0.272	0.091	0.086	0.087	0.0	0.0	0.088	0.025	0.021	0.022	0.0	0.0	0.023	0.014	0.009	0.01	0.0	0.0	0.011	0.028	0.023	0.024	0.0	0.0	0.025	0.007	0.003	0.004	0.0	0.0	0.005
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.005	0.006	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.003	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.003	0.004	0.0	0.0	0.005
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.008	0.006	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.0	0.005	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.006	0.004	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.007	0.005	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093B46106	CXCL6_CXCR2	simple:P80162	simple:P25025	CXCL6	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.004	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.007	0.005	0.0	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.022	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.158	0.086	0.418	0.086	0.08	0.114	0.154	0.082	0.414	0.082	0.076	0.11	0.086	0.014	0.346	0.014	0.008	0.042	0.305	0.233	0.565	0.233	0.227	0.261	0.096	0.025	0.356	0.025	0.019	0.052	0.121	0.049	0.381	0.049	0.043	0.077
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.09	0.019	0.35	0.019	0.013	0.046	0.084	0.013	0.344	0.013	0.007	0.04	0.083	0.011	0.343	0.011	0.005	0.039	0.088	0.016	0.348	0.016	0.011	0.044	0.108	0.036	0.368	0.036	0.03	0.064	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F62347D4	C1QL1_ADGRB3	simple:O75973	simple:O60242	C1QL1	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.049	0.031	0.035	0.082	0.0	0.067	0.044	0.026	0.029	0.077	0.0	0.062	0.026	0.008	0.012	0.059	0.0	0.044	0.049	0.032	0.035	0.083	0.0	0.068	0.03	0.012	0.016	0.063	0.0	0.048	0.025	0.008	0.011	0.059	0.0	0.044
CPI-CS0917E42F5	DHEAsulfate_bySULT1E1_PPARG	complex:DHEAsulfate_bySULT1E1	simple:P37231		PPARG	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.005	0.068	0.04	0.253	0.121	0.033	0.005	0.068	0.04	0.253	0.121	0.101	0.072	0.136	0.108	0.321	0.188	0.112	0.083	0.147	0.119	0.332	0.199	0.064	0.036	0.099	0.071	0.285	0.152
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.095	0.07	0.024	0.504	0.014	0.577	0.085	0.06	0.014	0.494	0.004	0.567	0.115	0.089	0.043	0.524	0.033	0.596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.086	0.061	0.015	0.495	0.005	0.568
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	EDN2	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.059	0.013	0.493	0.003	0.566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.0	0.0	0.0	0.0	0.0	0.0	0.084	0.059	0.013	0.493	0.003	0.566	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.077	0.031	0.511	0.021	0.584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.08	0.232	0.08	0.223	0.084	0.092	0.021	0.173	0.021	0.164	0.025	0.034	0.027	0.179	0.027	0.17	0.031	0.04	0.095	0.247	0.095	0.238	0.099	0.107	0.015	0.166	0.014	0.157	0.018	0.027	0.057	0.209	0.057	0.2	0.061	0.07
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.06	0.211	0.059	0.203	0.063	0.072	0.049	0.2	0.048	0.192	0.052	0.061	0.302	0.453	0.301	0.444	0.305	0.314	0.186	0.338	0.186	0.329	0.19	0.199	0.033	0.185	0.033	0.176	0.037	0.046	0.429	0.581	0.429	0.572	0.433	0.442
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.071	0.07	0.0	0.072	0.0	0.0	0.012	0.011	0.0	0.014	0.0	0.0	0.018	0.017	0.0	0.02	0.0	0.0	0.086	0.085	0.0	0.087	0.0	0.0	0.005	0.005	0.0	0.007	0.0	0.0	0.048	0.047	0.0	0.05	0.0	0.0
CPI-SS05ABE6795	EFNB2_EPHB6	simple:P52799	simple:O15197	EFNB2	EPHB6	True	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.102	0.055	0.055	0.1	0.055	0.135	0.091	0.044	0.044	0.089	0.044	0.124	0.344	0.297	0.297	0.342	0.297	0.377	0.229	0.182	0.181	0.227	0.182	0.262	0.076	0.029	0.028	0.074	0.029	0.109	0.472	0.425	0.424	0.47	0.425	0.505
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.176	0.064	0.066	0.25	0.234	0.179	0.181	0.07	0.072	0.256	0.24	0.185	0.225	0.114	0.116	0.3	0.284	0.229	0.119	0.007	0.009	0.194	0.177	0.123	0.471	0.359	0.361	0.545	0.529	0.474	0.122	0.01	0.012	0.197	0.18	0.126
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	FGF2	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.252	0.119	0.319	0.347	0.044	0.234	0.235	0.101	0.302	0.33	0.026	0.216	0.24	0.106	0.306	0.334	0.031	0.221	0.253	0.12	0.32	0.348	0.045	0.235	0.268	0.134	0.335	0.363	0.059	0.249	0.239	0.105	0.305	0.334	0.03	0.22
CPI-SS01333FFA6	FGF5_FGFR1	simple:P12034	simple:P11362	FGF5	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.228	0.094	0.294	0.322	0.019	0.209	0.226	0.092	0.293	0.321	0.017	0.207	0.227	0.093	0.293	0.321	0.018	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227	0.093	0.293	0.321	0.018	0.208
CPI-SS08BFFB96E	FLRT3_ADGRL2	simple:Q9NZU0	simple:O95490	FLRT3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.243	0.047	0.295	0.305	0.04	0.177	0.237	0.04	0.289	0.299	0.033	0.171	0.236	0.04	0.288	0.299	0.033	0.171	0.303	0.107	0.355	0.365	0.1	0.237	0.321	0.125	0.373	0.383	0.118	0.255	0.247	0.05	0.299	0.309	0.043	0.181
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.235	0.038	0.287	0.297	0.031	0.169	0.234	0.038	0.286	0.296	0.031	0.169	0.0	0.0	0.0	0.0	0.0	0.0	0.326	0.13	0.378	0.388	0.123	0.261	0.234	0.038	0.286	0.296	0.031	0.169	0.261	0.065	0.313	0.323	0.058	0.195
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.316	0.12	0.368	0.378	0.113	0.25	0.256	0.06	0.308	0.318	0.053	0.19	0.234	0.038	0.286	0.296	0.031	0.168	0.333	0.137	0.385	0.396	0.13	0.268	0.237	0.041	0.289	0.299	0.034	0.171	0.259	0.063	0.311	0.321	0.056	0.194
CPI-SS07AF9303D	GRP_GRPR	simple:P07492	simple:P30550	GRP	GRPR	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	0.0	0.003	0.003	0.005	0.0	0.0	0.0	0.003	0.004	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.005	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.002	0.004	0.0	0.0
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Midkine	0.0	0.979	0.0	0.0	0.985	0.0	0.0	0.493	0.0	0.0	0.5	0.0	0.0	0.083	0.0	0.0	0.089	0.0	0.0	1.106	0.0	0.0	1.112	0.0	0.0	0.7	0.0	0.0	0.706	0.0	0.0	0.549	0.0	0.0	0.555	0.0
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	PTN	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Pleiotrophin	0.0	0.472	0.0	0.0	0.478	0.0	0.0	0.212	0.0	0.0	0.218	0.0	0.0	0.019	0.0	0.0	0.025	0.0	0.0	0.753	0.0	0.0	0.76	0.0	0.0	0.025	0.0	0.0	0.031	0.0	0.0	0.172	0.0	0.0	0.179	0.0
CPI-SS0730D1EF3	CNTN1_MCAM	simple:Q12860	simple:P43121	CNTN1	MCAM	False	False	False	curated	False	Adhesion-Adhesion		0.051	0.084	0.494	0.08	0.015	0.588	0.055	0.088	0.497	0.084	0.018	0.592	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.172	0.582	0.168	0.103	0.676	0.052	0.085	0.495	0.081	0.016	0.589	0.064	0.097	0.507	0.094	0.028	0.601
CPI-SS007AA9FDE	DLK1_NOTCH3	simple:P80370	simple:Q9UM47	DLK1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	1.317	1.244	1.25	1.327	1.237	1.493	0.136	0.063	0.069	0.146	0.056	0.313	0.213	0.14	0.146	0.223	0.134	0.39	0.791	0.718	0.724	0.8	0.711	0.967	1.053	0.98	0.986	1.062	0.973	1.229	0.28	0.207	0.213	0.289	0.2	0.456
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	Ligand-Receptor	Signaling by Notch	0.291	0.218	0.224	0.301	0.211	0.468	0.176	0.103	0.109	0.185	0.096	0.352	0.274	0.201	0.207	0.284	0.194	0.451	0.227	0.154	0.16	0.236	0.147	0.403	0.114	0.041	0.047	0.124	0.034	0.29	0.367	0.294	0.3	0.376	0.287	0.543
CPI-SS0D1EF9598	PENK_OPRK1	simple:P01210	simple:P41145	PENK	OPRK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Opioid	0.259	0.258	0.258	0.268	0.0	0.0	0.005	0.004	0.005	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.053	0.052	0.053	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.002	0.002	0.012	0.0	0.0
