Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	ribosomal small subunit biogenesis (GO:0042274)	6/40	4.490330e-08	2.577978e-06	0	0	3.729537e+01	6.309912e+02	RPS14;NPM1;RPS28;RPS27;RPS7;RPS6
GO_Biological_Process_2021	ribosomal large subunit biogenesis (GO:0042273)	6/57	3.964162e-07	2.149457e-05	0	0	2.484230e+01	3.661954e+02	NPM1;RPL3;RPL10;RPL14;RPL26;RPL6
GO_Biological_Process_2021	ribonucleoprotein complex biogenesis (GO:0022613)	6/60	5.403340e-07	2.775610e-05	0	0	2.345863e+01	3.385333e+02	NPM1;RPS28;RPS7;RPS6;RPL14;RPL26
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	9/216	1.375142e-06	6.640362e-05	0	0	9.408982e+00	1.269926e+02	COL3A1;COL1A2;SPARC;COL4A2;COL4A1;FN1;BGN;COL6A3;PDGFA
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	9/217	1.428766e-06	6.640362e-05	0	0	9.363271e+00	1.260175e+02	COL3A1;COL1A2;SPARC;COL4A2;COL4A1;FN1;BGN;COL6A3;PDGFA
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	7/114	1.678811e-06	7.447814e-05	0	0	1.392332e+01	1.851444e+02	COL3A1;MEF2C;COL1A2;ID1;PDE3A;FOS;RPS27A
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	9/300	1.964973e-05	8.338319e-04	0	0	6.664439e+00	7.222550e+01	COL3A1;COL1A2;SPARC;COL4A2;COL4A1;FN1;BGN;COL6A3;PDGFA
GO_Biological_Process_2021	negative regulation of epithelial cell proliferation (GO:0050680)	5/72	3.031496e-05	1.196473e-03	0	0	1.557973e+01	1.620895e+02	CDKN1C;SPARC;GATA3;NR2F2;SULF1
GO_Biological_Process_2021	platelet aggregation (GO:0070527)	4/36	3.064736e-05	1.196473e-03	0	0	2.586979e+01	2.688638e+02	FN1;CLIC1;ACTB;ACTG1
GO_Biological_Process_2021	negative regulation of endothelial cell proliferation (GO:0001937)	4/37	3.423076e-05	1.284970e-03	0	0	2.508460e+01	2.579295e+02	MEF2C;SPARC;NR2F2;SULF1
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	13/684	3.603582e-05	1.302628e-03	0	0	4.282115e+00	4.381030e+01	DDX5;MEF2C;RPL10;NR2F1;ARID5B;NR2F2;GATA3;CXXC5;TBX2;RPS14;ID1;ID3;RPS27A
GO_Biological_Process_2021	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	6/133	5.517780e-05	1.923340e-03	0	0	9.937846e+00	9.744008e+01	DDX5;COL3A1;COL1A2;ID1;FOS;RPS27A
GO_Biological_Process_2021	ribonucleoprotein complex assembly (GO:0022618)	6/136	6.248406e-05	2.089176e-03	0	0	9.707038e+00	9.396994e+01	RPS14;RPS28;RPS27;RPL3;RPL10;RPL6
GO_Biological_Process_2021	platelet-derived growth factor receptor signaling pathway (GO:0048008)	3/16	6.478178e-05	2.089176e-03	0	0	4.731245e+01	4.563043e+02	PDGFRB;PDGFA;PLAT
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	9/351	6.665948e-05	2.089176e-03	0	0	5.655870e+00	5.438636e+01	COL3A1;MARCKSL1;COL1A2;TPM4;COL4A2;COL4A1;TPM2;COL6A3;RPS27A
GO_Biological_Process_2021	homotypic cell-cell adhesion (GO:0034109)	4/44	6.849759e-05	2.089176e-03	0	0	2.068750e+01	1.983665e+02	FN1;CLIC1;ACTB;ACTG1
GO_Biological_Process_2021	negative regulation of transcription, DNA-templated (GO:0045892)	15/948	7.138538e-05	2.111277e-03	0	0	3.587479e+00	3.425116e+01	CDKN1C;DDX5;MEF2C;RPL10;NR2F1;ARID5B;NR2F2;GATA3;CXXC5;TBX2;RPS14;MECOM;ID1;ID3;RPS27A
GO_Biological_Process_2021	ribosomal small subunit assembly (GO:0000028)	3/17	7.837830e-05	2.249918e-03	0	0	4.393078e+01	4.153200e+02	RPS14;RPS28;RPS27
GO_Biological_Process_2021	collagen fibril organization (GO:0030199)	5/89	8.410056e-05	2.280060e-03	0	0	1.241604e+01	1.165059e+02	COL3A1;COL1A2;COL4A2;COL4A1;COL6A3
GO_Biological_Process_2021	transforming growth factor beta receptor signaling pathway (GO:0007179)	5/89	8.410056e-05	2.280060e-03	0	0	1.241604e+01	1.165059e+02	COL3A1;COL1A2;ID1;FOS;RPS27A
GO_Biological_Process_2021	regulation of smooth muscle cell migration (GO:0014910)	3/20	1.299750e-04	3.365148e-03	0	0	3.617283e+01	3.236806e+02	PDGFRB;PDGFA;S100A11
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	10/474	1.310201e-04	3.365148e-03	0	0	4.654215e+00	4.160942e+01	PDGFRB;EFNB2;RPS4X;NPM1;MEF2C;RPS15A;RPS6;FN1;PDGFA;TBX2
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	10/482	1.501191e-04	3.756826e-03	0	0	4.573446e+00	4.026500e+01	RPS4X;DDX5;NPM1;MEF2C;RPS7;RPS3;FN1;RPL26;ACTB;ACTG1
GO_Biological_Process_2021	positive regulation of signal transduction by p53 class mediator (GO:1901798)	3/22	1.743100e-04	4.253164e-03	0	0	3.236191e+01	2.800818e+02	DDX5;RPS7;RPL37
GO_Biological_Process_2021	renal tubule development (GO:0061326)	2/5	2.450872e-04	5.695359e-03	0	0	1.353537e+02	1.125317e+03	MEF2C;COL4A1
GO_Biological_Process_2021	positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902255)	2/5	2.450872e-04	5.695359e-03	0	0	1.353537e+02	1.125317e+03	RPS7;RPL26
GO_Biological_Process_2021	ribosomal large subunit assembly (GO:0000027)	3/25	2.575145e-04	5.844981e-03	0	0	2.794470e+01	2.309472e+02	RPL3;RPL10;RPL6
GO_Biological_Process_2021	regulation of translation (GO:0006417)	6/178	2.725876e-04	6.046489e-03	0	0	7.321128e+00	6.008853e+01	RPS4X;NPM1;RPL10;RPS3;RPL26;EIF1
GO_Biological_Process_2021	embryonic organ development (GO:0048568)	4/66	3.343231e-04	7.251097e-03	0	0	1.333199e+01	1.067013e+02	RPL10;PDGFA;GATA3;TBX2
GO_Biological_Process_2021	negative regulation of morphogenesis of an epithelium (GO:1905331)	2/6	3.664322e-04	7.774735e-03	0	0	1.015102e+02	8.031180e+02	SULF1;TBX2
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	10/547	4.117989e-04	8.551399e-03	0	0	4.006414e+00	3.122990e+01	CDKN1C;MECOM;ID1;RPS3;ARID5B;ID3;NR2F2;GATA3;S100A11;TBX2
GO_Biological_Process_2021	positive regulation of cardiac muscle cell differentiation (GO:2000727)	2/7	5.113328e-04	1.018491e-02	0	0	8.120408e+01	6.154043e+02	EFNB2;MEF2C
GO_Biological_Process_2021	smooth muscle cell migration (GO:0014909)	2/7	5.113328e-04	1.018491e-02	0	0	8.120408e+01	6.154043e+02	PDGFRB;PLAT
GO_Biological_Process_2021	epithelial tube morphogenesis (GO:0060562)	3/34	6.484839e-04	1.265841e-02	0	0	1.982275e+01	1.455163e+02	MEF2C;COL4A1;GATA3
GO_Biological_Process_2021	regulation of endodeoxyribonuclease activity (GO:0032071)	2/8	6.795552e-04	1.300482e-02	0	0	6.766667e+01	4.935655e+02	NPM1;RPS3
GO_Biological_Process_2021	maturation of SSU-rRNA (GO:0030490)	3/35	7.067159e-04	1.326451e-02	0	0	1.920232e+01	1.393106e+02	RPS14;RPS28;RPS8
GO_Biological_Process_2021	regulation of skeletal muscle cell differentiation (GO:2001014)	2/9	8.708672e-04	1.545393e-02	0	0	5.799708e+01	4.086487e+02	DDX5;MEF2C
GO_Biological_Process_2021	glomerular filtration (GO:0003094)	2/9	8.708672e-04	1.545393e-02	0	0	5.799708e+01	4.086487e+02	MCAM;SULF1
GO_Biological_Process_2021	muscle cell fate commitment (GO:0042693)	2/9	8.708672e-04	1.545393e-02	0	0	5.799708e+01	4.086487e+02	MEF2C;TBX2
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	8/404	9.542033e-04	1.663040e-02	0	0	4.282828e+00	2.978550e+01	PDGFRB;EFNB2;COL4A2;PDGFA;PLAT;SULF1;ACTB;ACTG1
GO_Biological_Process_2021	renal filtration (GO:0097205)	2/10	1.085038e-03	1.857890e-02	0	0	5.074490e+01	3.463918e+02	MCAM;SULF1
GO_Biological_Process_2021	regulation of cardiac muscle cell differentiation (GO:2000725)	2/11	1.321840e-03	2.224338e-02	0	0	4.510431e+01	2.989843e+02	EFNB2;MEF2C
GO_Biological_Process_2021	regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	3/45	1.477785e-03	2.444607e-02	0	0	1.462297e+01	9.530101e+01	DDX5;GATA3;FOS
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	11/764	1.514180e-03	2.463066e-02	0	0	3.142740e+00	2.040544e+01	PDGFRB;EFNB2;RPS4X;NPM1;RPS15A;RPS6;FN1;PDGFA;GATA3;S100A11;TBX2
GO_Biological_Process_2021	positive regulation of cardiocyte differentiation (GO:1905209)	2/12	1.581045e-03	2.488871e-02	0	0	4.059184e+01	2.618039e+02	EFNB2;MEF2C
GO_Biological_Process_2021	morphogenesis of a polarized epithelium (GO:0001738)	2/12	1.581045e-03	2.488871e-02	0	0	4.059184e+01	2.618039e+02	ACTB;ACTG1
GO_Biological_Process_2021	aorta development (GO:0035904)	2/14	2.165765e-03	3.251980e-02	0	0	3.382313e+01	2.075043e+02	PDGFRB;TBX2
GO_Biological_Process_2021	negative regulation of fibroblast growth factor receptor signaling pathway (GO:0040037)	2/14	2.165765e-03	3.251980e-02	0	0	3.382313e+01	2.075043e+02	GATA3;SULF1
GO_Biological_Process_2021	positive regulation of cardiac muscle cell proliferation (GO:0060045)	2/14	2.165765e-03	3.251980e-02	0	0	3.382313e+01	2.075043e+02	MEF2C;TBX2
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	8/464	2.283628e-03	3.377002e-02	0	0	3.707857e+00	2.255115e+01	CDKN1C;MECOM;ID1;ARID5B;ID3;NR2F2;GATA3;TBX2
GO_Biological_Process_2021	positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)	2/15	2.490834e-03	3.575080e-02	0	0	3.121978e+01	1.871669e+02	DDX5;RPL26
GO_Biological_Process_2021	protein localization to cell-cell junction (GO:0150105)	2/15	2.490834e-03	3.575080e-02	0	0	3.121978e+01	1.871669e+02	ACTB;ACTG1
GO_Biological_Process_2021	blood vessel morphogenesis (GO:0048514)	3/56	2.774493e-03	3.924500e-02	0	0	1.158160e+01	6.818420e+01	EFNB2;COL4A1;ID1
GO_Biological_Process_2021	negative regulation of neuron projection development (GO:0010977)	3/58	3.066197e-03	4.275155e-02	0	0	1.115933e+01	6.458255e+01	EFNB2;LINGO1;THY1
GO_Biological_Process_2021	aorta morphogenesis (GO:0035909)	2/17	3.205288e-03	4.285427e-02	0	0	2.705442e+01	1.553723e+02	PDGFRB;TBX2
GO_Biological_Process_2021	positive regulation of cardiac muscle tissue growth (GO:0055023)	2/17	3.205288e-03	4.285427e-02	0	0	2.705442e+01	1.553723e+02	MEF2C;TBX2
GO_Biological_Process_2021	positive regulation of smooth muscle cell migration (GO:0014911)	2/17	3.205288e-03	4.285427e-02	0	0	2.705442e+01	1.553723e+02	PDGFRB;S100A11
GO_Biological_Process_2021	platelet degranulation (GO:0002576)	4/125	3.591938e-03	4.737475e-02	0	0	6.810950e+00	3.833927e+01	SPARC;TMSB4X;FN1;PDGFA
GO_Biological_Process_2021	positive regulation of macromolecule biosynthetic process (GO:0010557)	4/129	4.019087e-03	5.161354e-02	0	0	6.591667e+00	3.636425e+01	PDGFRB;RPS4X;NPM1;RPL26
GO_Biological_Process_2021	muscle contraction (GO:0006936)	4/129	4.019087e-03	5.161354e-02	0	0	6.591667e+00	3.636425e+01	EDNRA;TPM4;CALD1;TPM2
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	9/625	4.088248e-03	5.181987e-02	0	0	3.096118e+00	1.702753e+01	PDGFRB;EFNB2;RPS4X;NPM1;RPS15A;RPS6;FN1;PDGFA;TBX2
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	2/20	4.434500e-03	5.548810e-02	0	0	2.254195e+01	1.221400e+02	CDKN1C;NR2F2
GO_Biological_Process_2021	autonomic nervous system development (GO:0048483)	2/21	4.885387e-03	5.886590e-02	0	0	2.135446e+01	1.136379e+02	FN1;GATA3
GO_Biological_Process_2021	regulation of cardiac muscle cell proliferation (GO:0060043)	2/21	4.885387e-03	5.886590e-02	0	0	2.135446e+01	1.136379e+02	MEF2C;TBX2
GO_Biological_Process_2021	positive regulation of phosphatase activity (GO:0010922)	2/21	4.885387e-03	5.886590e-02	0	0	2.135446e+01	1.136379e+02	PDGFRB;MEF2C
GO_Biological_Process_2021	positive regulation of MAP kinase activity (GO:0043406)	3/69	5.004401e-03	5.956458e-02	0	0	9.294283e+00	4.923588e+01	PDGFRB;RPS3;PDGFA
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	2/22	5.356497e-03	6.298724e-02	0	0	2.028571e+01	1.060830e+02	CDKN1C;NR2F2
GO_Biological_Process_2021	blood vessel endothelial cell migration (GO:0043534)	2/23	5.847620e-03	6.794377e-02	0	0	1.931876e+01	9.933165e+01	EFNB2;ID1
GO_Biological_Process_2021	integrin-mediated signaling pathway (GO:0007229)	3/75	6.312137e-03	7.247818e-02	0	0	8.517182e+00	4.314192e+01	COL3A1;FN1;THY1
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	3/77	6.789055e-03	7.704788e-02	0	0	8.286152e+00	4.136815e+01	PDGFRB;FN1;PDGFA
GO_Biological_Process_2021	negative regulation of blood vessel morphogenesis (GO:2000181)	3/78	7.035336e-03	7.892514e-02	0	0	8.175258e+00	4.052320e+01	SPARC;COL4A2;SULF1
GO_Biological_Process_2021	TOR signaling (GO:0031929)	2/26	7.438995e-03	8.180695e-02	0	0	1.690136e+01	8.283390e+01	RPS6;GATA3
GO_Biological_Process_2021	negative regulation of cell cycle (GO:0045786)	3/80	7.543674e-03	8.180695e-02	0	0	7.962110e+00	3.891120e+01	CDKN1C;GATA3;NR2F2
GO_Biological_Process_2021	skin development (GO:0043588)	3/80	7.543674e-03	8.180695e-02	0	0	7.962110e+00	3.891120e+01	COL3A1;COL1A2;PDGFA
GO_Biological_Process_2021	positive regulation of cellular amide metabolic process (GO:0034250)	3/81	7.805783e-03	8.371917e-02	0	0	7.859635e+00	3.814195e+01	RPS4X;NPM1;RPL26
GO_Biological_Process_2021	positive regulation of striated muscle cell differentiation (GO:0051155)	2/27	8.008107e-03	8.382407e-02	0	0	1.622449e+01	7.832049e+01	EFNB2;MEF2C
GO_Biological_Process_2021	regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	3/82	8.073220e-03	8.382407e-02	0	0	7.759755e+00	3.739583e+01	CDKN1C;NR2F2;ACTB
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	3/82	8.073220e-03	8.382407e-02	0	0	7.759755e+00	3.739583e+01	EFNB2;ACTB;ACTG1
GO_Biological_Process_2021	cellular response to growth factor stimulus (GO:0071363)	4/158	8.176820e-03	8.400606e-02	0	0	5.342532e+00	2.567863e+01	EEF1A1;MEF2C;PDE3A;PTPN12
GO_Biological_Process_2021	negative regulation of axonogenesis (GO:0050771)	2/28	8.596207e-03	8.561121e-02	0	0	1.559969e+01	7.419888e+01	LINGO1;THY1
GO_Biological_Process_2021	cellular response to epidermal growth factor stimulus (GO:0071364)	2/28	8.596207e-03	8.561121e-02	0	0	1.559969e+01	7.419888e+01	EEF1A1;PTPN12
GO_Biological_Process_2021	positive regulation of fibroblast proliferation (GO:0048146)	2/28	8.596207e-03	8.561121e-02	0	0	1.559969e+01	7.419888e+01	FN1;PDGFA
GO_Biological_Process_2021	regulation of neuron death (GO:1901214)	3/86	9.196704e-03	8.891480e-02	0	0	7.384300e+00	3.462432e+01	EFNB2;MEF2C;FOS
GO_Biological_Process_2021	positive regulation of endothelial cell migration (GO:0010595)	3/86	9.196704e-03	8.891480e-02	0	0	7.384300e+00	3.462432e+01	SPARC;TMSB4X;GATA3
GO_Biological_Process_2021	regulation of DNA biosynthetic process (GO:2000278)	2/29	9.203097e-03	8.891480e-02	0	0	1.502116e+01	7.042245e+01	PDGFRB;PDGFA
GO_Biological_Process_2021	heart development (GO:0007507)	4/164	9.292325e-03	8.891480e-02	0	0	5.140625e+00	2.405076e+01	COL3A1;MEF2C;FN1;TBX2
GO_Biological_Process_2021	negative regulation of angiogenesis (GO:0016525)	3/87	9.491120e-03	8.965133e-02	0	0	7.296024e+00	3.398049e+01	SPARC;COL4A2;SULF1
GO_Biological_Process_2021	artery morphogenesis (GO:0048844)	2/30	9.828578e-03	8.965133e-02	0	0	1.448397e+01	6.695156e+01	PDGFRB;TBX2
GO_Biological_Process_2021	maintenance of blood-brain barrier (GO:0035633)	2/30	9.828578e-03	8.965133e-02	0	0	1.448397e+01	6.695156e+01	ACTB;ACTG1
GO_Biological_Process_2021	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)	2/30	9.828578e-03	8.965133e-02	0	0	1.448397e+01	6.695156e+01	RPS14;RPS8
GO_Biological_Process_2021	morphogenesis of an epithelium (GO:0002009)	2/30	9.828578e-03	8.965133e-02	0	0	1.448397e+01	6.695156e+01	ACTB;ACTG1
GO_Biological_Process_2021	regulation of endothelial cell migration (GO:0010594)	3/89	1.009635e-02	9.124110e-02	0	0	7.125629e+00	3.274641e+01	SPARC;GATA3;NR2F2
GO_Biological_Process_2021	negative regulation of protein kinase activity (GO:0006469)	3/90	1.040720e-02	9.291920e-02	0	0	7.043370e+00	3.215480e+01	CDKN1C;NPM1;THY1
GO_Biological_Process_2021	peptide cross-linking (GO:0018149)	2/31	1.047245e-02	9.291920e-02	0	0	1.398381e+01	6.375231e+01	COL3A1;FN1
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	7/482	1.058383e-02	9.306143e-02	0	0	3.078098e+00	1.400051e+01	COL1A2;RPS3;FN1;GATA3;PTPN12;FOS;RPS27A
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	3/92	1.104547e-02	9.368357e-02	0	0	6.884397e+00	3.101927e+01	SPARC;NR2F2;SULF1
GO_Biological_Process_2021	regulation of chemotaxis (GO:0050920)	2/32	1.113452e-02	9.368357e-02	0	0	1.351701e+01	6.079551e+01	EFNB2;PDGFRB
GO_Biological_Process_2021	chondrocyte differentiation (GO:0002062)	2/32	1.113452e-02	9.368357e-02	0	0	1.351701e+01	6.079551e+01	MEF2C;SULF1
GO_Biological_Process_2021	regulation of NMDA receptor activity (GO:2000310)	2/32	1.113452e-02	9.368357e-02	0	0	1.351701e+01	6.079551e+01	MEF2C;GRIA4
GO_Biological_Process_2021	endodermal cell differentiation (GO:0035987)	2/32	1.113452e-02	9.368357e-02	0	0	1.351701e+01	6.079551e+01	COL4A2;FN1
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	5/269	1.133232e-02	9.453285e-02	0	0	3.914673e+00	1.753811e+01	PDGFRB;FN1;PDGFA;S100A11;ACTG1
GO_Biological_Process_2021	regulation of kinase activity (GO:0043549)	3/94	1.170594e-02	9.682205e-02	0	0	6.732412e+00	2.994347e+01	CDKN1C;PDGFRB;EEF1A1
GO_Biological_Process_2021	negative regulation of programmed cell death (GO:0043069)	6/381	1.223226e-02	1.000998e-01	0	0	3.323404e+00	1.463520e+01	NPM1;RPL10;MECOM;RPS3A;RPS27A;PTMA
GO_Biological_Process_2021	cell-substrate junction assembly (GO:0007044)	2/34	1.251248e-02	1.000998e-01	0	0	1.267092e+01	5.551166e+01	FN1;THY1
