gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	CM	EN_H	EN_V	EP	FB_H	FB_V	PR	SM	UN
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS0FBE83390	SLC18A2	0.0	0.003	0.0	0.0	0.0	0.007	0.001	0.0	0.005
SLC18A2	Q05940	True	VMAT2_HUMAN	5-HT_byTPH1_and_SLC18A2	CPI-CS059692236	SLC18A2	0.0	0.003	0.0	0.0	0.0	0.007	0.001	0.0	0.005
LTC4S	Q16873	True	LTC4S_HUMAN	LTC4_byLTC4S	CPI-CS0215886EA	LTC4S	0.032	0.002	0.0	0.083	0.012	0.004	0.005	0.017	0.028
TENM2	Q9NT68	True	TEN2_HUMAN	TENM2_FLRT3_complex	CPI-CS049AAD8F5	TENM2	0.006	0.003	0.0	0.0	0.018	0.036	0.015	0.0	0.007
FLRT3	Q9NZU0	True	FLRT3_HUMAN	TENM2_FLRT3_complex	CPI-CS049AAD8F5	FLRT3	0.006	0.003	0.0	0.0	0.018	0.036	0.015	0.0	0.007
FLRT3	Q9NZU0	True	FLRT3_HUMAN	TENM3_FLRT3_complex	CPI-CS0D62B1695	FLRT3	0.006	0.02	0.012	0.0	0.018	0.291	0.031	0.0	0.017
TENM3	Q9P273	True	TEN3_HUMAN	TENM3_FLRT1_complex	CPI-CS059C42E4B	TENM3	0.003	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.01
TENM3	Q9P273	True	TEN3_HUMAN	TENM3_FLRT3_complex	CPI-CS0D62B1695	TENM3	0.006	0.02	0.012	0.0	0.018	0.291	0.031	0.0	0.017
FLRT1	Q9NZU1	True	FLRT1_HUMAN	TENM3_FLRT1_complex	CPI-CS059C42E4B	FLRT1	0.003	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.01
CDH5	P33151	False	CADH5_HUMAN		CPI-SS00C24ED50	CDH5	0.005	1.574	1.724	0.016	0.061	0.006	0.006	0.0	0.025
CDH6	P55285	False	CADH6_HUMAN		CPI-SS0C53F7672	CDH6	0.003	0.001	0.004	0.068	0.053	0.002	0.037	0.029	0.0
CDH7	Q9ULB5	False	CADH7_HUMAN		CPI-SS0BE3D537D	CDH7	0.016	0.024	0.074	0.008	0.017	0.691	0.111	0.0	0.0
CEACAM6	P40199	False	CEAM6_HUMAN		CPI-SS001BF66E8	CEACAM6	0.0	0.0	0.0	0.058	0.0	0.0	0.0	0.0	0.0
CLSTN2	Q9H4D0	False	CSTN2_HUMAN		CPI-SS01A7DC3C1	CLSTN2	0.008	0.001	0.0	0.0	0.004	0.067	0.011	0.0	0.0
LRRTM3	Q86VH5	False	LRRT3_HUMAN		CPI-SS026EC3854	LRRTM3	0.013	0.003	0.0	0.0	0.002	0.024	0.014	0.0	0.025
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS0F97A06CD	LRRTM4	0.006	0.005	0.0	0.0	0.024	0.065	0.055	0.0	0.008
NLGN4Y	Q8NFZ3	False	NLGNY_HUMAN		CPI-SS0837C7966	NLGN4Y	0.025	0.156	0.146	0.008	0.062	0.161	0.122	0.105	0.009
GJA1	P17302	False	CXA1_HUMAN		CPI-SS04829AC68	GJA1	0.37	1.35	1.269	0.041	0.564	0.174	0.039	0.187	0.141
F2	P00734	False	THRB_HUMAN		CPI-SS058209EC7	F2	0.001	0.0	0.0	0.945	0.003	0.0	0.001	0.0	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SS0C93E48D7	THBS1	0.049	0.335	0.535	0.135	0.372	0.117	0.064	0.645	0.06
AGT	P01019	False	ANGT_HUMAN		CPI-SS05996C8FD	AGT	0.022	0.0	0.0	1.643	0.035	0.002	0.008	0.0	0.011
AGT	P01019	False	ANGT_HUMAN		CPI-SS069924427	AGT	0.022	0.0	0.0	1.643	0.035	0.002	0.008	0.0	0.011
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS086CB298F	APLN	0.01	1.581	1.279	0.01	0.013	0.002	0.013	0.016	0.05
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0E4E83C2E	BDNF	0.003	0.01	0.027	0.0	0.021	0.184	0.048	0.144	0.0
BDNF	P23560	False	BDNF_HUMAN		CPI-SS0BA601DC4	BDNF	0.003	0.01	0.027	0.0	0.021	0.184	0.048	0.144	0.0
NTN4	Q9HB63	False	NET4_HUMAN		CPI-SS0E3AA6B7B	NTN4	0.001	0.0	0.004	0.0	0.007	0.008	0.045	0.121	0.0
CLSTN2	Q9H4D0	False	CSTN2_HUMAN		CPI-SS09A6C048C	CLSTN2	0.008	0.001	0.0	0.0	0.004	0.067	0.011	0.0	0.0
LRRTM3	Q86VH5	False	LRRT3_HUMAN		CPI-SS0626DF0EB	LRRTM3	0.013	0.003	0.0	0.0	0.002	0.024	0.014	0.0	0.025
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS03466C597	LRRTM4	0.006	0.005	0.0	0.0	0.024	0.065	0.055	0.0	0.008
NLGN4Y	Q8NFZ3	False	NLGNY_HUMAN		CPI-SS0CCB5F46B	NLGN4Y	0.025	0.156	0.146	0.008	0.062	0.161	0.122	0.105	0.009
CLSTN2	Q9H4D0	False	CSTN2_HUMAN		CPI-SS093707FE0	CLSTN2	0.008	0.001	0.0	0.0	0.004	0.067	0.011	0.0	0.0
LRRTM3	Q86VH5	False	LRRT3_HUMAN		CPI-SS08D8F6957	LRRTM3	0.013	0.003	0.0	0.0	0.002	0.024	0.014	0.0	0.025
LRRTM4	Q86VH4	False	LRRT4_HUMAN		CPI-SS06157E5AF	LRRTM4	0.006	0.005	0.0	0.0	0.024	0.065	0.055	0.0	0.008
NLGN4Y	Q8NFZ3	False	NLGNY_HUMAN		CPI-SS07C26C799	NLGN4Y	0.025	0.156	0.146	0.008	0.062	0.161	0.122	0.105	0.009
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	CCL22	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	CXCL10	0.0	0.0	0.0	0.0	0.0	0.006	0.002	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0B1B18F2D	CXCL12	0.343	0.028	0.04	0.136	0.272	0.864	0.224	0.378	0.086
CXCL8	P10145	False	IL8_HUMAN		CPI-SS0315F51DD	CXCL8	0.0	0.003	0.0	0.025	0.034	0.0	0.0	0.0	0.0
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0A28DCA72	CXCL12	0.343	0.028	0.04	0.136	0.272	0.864	0.224	0.378	0.086
CXCL14	O95715	False	CXL14_HUMAN		CPI-SS0669CC233	CXCL14	0.007	0.001	0.0	0.046	0.006	0.024	0.003	0.088	0.0
C1QL1	O75973	False	C1QRF_HUMAN		CPI-SS0F62347D4	C1QL1	0.022	0.001	0.0	0.0	0.005	0.069	0.013	0.0	0.005
IHH	Q14623	False	IHH_HUMAN		CPI-SC0037338E6	IHH	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0
IHH	Q14623	False	IHH_HUMAN		CPI-SC0C3E862AA	IHH	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0
IHH	Q14623	False	IHH_HUMAN		CPI-SS055233B99	IHH	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0
EDN1	P05305	False	EDN1_HUMAN		CPI-SS0D8632EB4	EDN1	0.003	0.089	0.12	0.033	0.31	0.005	0.006	0.246	0.014
EDN2	P20800	False	EDN2_HUMAN		CPI-SS056AA08CF	EDN2	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009
EDN3	P14138	False	EDN3_HUMAN		CPI-SS03D5CBF55	EDN3	0.0	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0C70ADA28	EFNA5	0.035	0.023	0.071	0.004	0.096	0.181	0.062	0.05	0.0
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	EFNA5	0.035	0.023	0.071	0.004	0.096	0.181	0.062	0.05	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	EFNB2	0.067	0.826	0.887	0.083	0.412	0.584	1.265	0.616	0.138
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS068ACD209	EFNA5	0.035	0.023	0.071	0.004	0.096	0.181	0.062	0.05	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0ECC9DF3E	EFNB2	0.067	0.826	0.887	0.083	0.412	0.584	1.265	0.616	0.138
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS05ABE6795	EFNB2	0.067	0.826	0.887	0.083	0.412	0.584	1.265	0.616	0.138
AREG	P15514	False	AREG_HUMAN		CPI-SS052119104	AREG	0.087	0.118	0.039	0.253	0.047	0.003	0.003	0.061	0.02
EGF	P01133	False	EGF_HUMAN		CPI-SS09947DDD9	EGF	0.029	0.022	0.043	0.0	0.004	0.001	0.0	0.05	0.066
FLRT1	Q9NZU1	False	FLRT1_HUMAN		CPI-SS0430C8A78	FLRT1	0.003	0.0	0.004	0.0	0.0	0.005	0.0	0.0	0.01
FLRT2	O43155	False	FLRT2_HUMAN		CPI-SS0474E1C15	FLRT2	0.207	0.009	0.033	0.087	0.179	0.408	0.099	0.081	0.128
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS052641D5A	FLRT3	0.006	0.02	0.012	0.154	0.018	0.294	0.031	0.0	0.017
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS038A612D7	TENM1	0.004	0.0	0.007	0.0	0.002	0.157	0.068	0.0	0.011
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS0BCB3D402	TENM2	0.024	0.003	0.0	0.0	0.182	0.036	0.015	0.055	0.007
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS0EA023E51	TENM3	0.061	0.02	0.032	0.0	0.198	0.291	0.068	0.023	0.032
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS01F00A48A	TENM4	0.054	0.002	0.009	0.007	0.066	0.113	0.027	0.0	0.032
FLRT3	Q9NZU0	False	FLRT3_HUMAN		CPI-SS08BFFB96E	FLRT3	0.006	0.02	0.012	0.154	0.018	0.294	0.031	0.0	0.017
TENM1	Q9UKZ4	False	TEN1_HUMAN		CPI-SS083BB1EB3	TENM1	0.004	0.0	0.007	0.0	0.002	0.157	0.068	0.0	0.011
TENM2	Q9NT68	False	TEN2_HUMAN		CPI-SS021718DBF	TENM2	0.024	0.003	0.0	0.0	0.182	0.036	0.015	0.055	0.007
TENM3	Q9P273	False	TEN3_HUMAN		CPI-SS075F456AF	TENM3	0.061	0.02	0.032	0.0	0.198	0.291	0.068	0.023	0.032
TENM4	Q6N022	False	TEN4_HUMAN		CPI-SS0FD44484F	TENM4	0.054	0.002	0.009	0.007	0.066	0.113	0.027	0.0	0.032
GHRL	Q9UBU3	False	GHRL_HUMAN		CPI-SS0DE3B267F	GHRL	0.007	0.013	0.037	0.009	0.01	0.01	0.013	0.065	0.011
PENK	P01210	False	PENK_HUMAN		CPI-SS09F7A6011	PENK	0.002	0.009	0.0	0.007	0.394	0.078	0.004	0.0	0.033
MDK	P21741	False	MK_HUMAN		CPI-SS027E12A36	MDK	1.01	0.16	0.31	1.34	1.715	2.479	1.338	1.027	0.455
PTN	P21246	False	PTN_HUMAN		CPI-SS04E690D72	PTN	0.504	0.034	0.082	0.051	0.952	1.248	0.315	0.505	0.226
CNTN1	Q12860	False	CNTN1_HUMAN		CPI-SS0730D1EF3	CNTN1	0.018	0.005	0.01	0.003	0.013	0.156	0.034	0.0	0.0
DLK1	P80370	False	DLK1_HUMAN		CPI-SS007AA9FDE	DLK1	0.034	0.119	0.112	2.627	1.384	0.888	0.352	0.297	0.14
