gene	mean	CM_2_mean	CM_2_positive_frac	CM_5_mean	CM_5_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	3.0704541e-09	-1.0768417e-09	0.0	1.3969839e-09	0.0	3.5771947e-05	44.55244	0
FAM138A	3.0704541e-09	-1.0768417e-09	0.0	1.3969839e-09	0.0	3.5771947e-05	44.55244	0
OR4F5	3.0704541e-09	-1.0768417e-09	0.0	1.3969839e-09	0.0	3.5771947e-05	44.55244	0
AL627309.1	0.0016620079	0.0013189369	0.0014155394778232148	0.0027821779	0.001027221366204417	1.022349	0.32886004	0
AL627309.3	0.00041747716	0.00011322322	0.00015728216420257942	0.0014109516	0.0005136106831022085	2.825021	0.44446537	0
AL627309.2	3.0704541e-09	-1.0768417e-09	0.0	1.3969839e-09	0.0	3.5771947e-05	44.55244	0
AL627309.5	0.024005925	0.021429868	0.023277760301981754	0.03241082	0.01746276322547509	0.59458053	1.1574976	0
AL627309.4	0.0022779626	0.001412642	0.0015728216420257944	0.005103899	0.0025680534155110425	1.7825224	0.93144864	0
AP006222.2	0.0005375026	0.00070205954	0.0009436929852154766	1.3969839e-09	0.0	-3.0036893	1.7444609	0
AL732372.1	3.0704541e-09	-1.0768417e-09	0.0	1.3969839e-09	0.0	3.5771947e-05	44.55244	0
OR4F29	3.0704541e-09	-1.0768417e-09	0.0	1.3969839e-09	0.0	3.5771947e-05	44.55244	0
AC114498.1	7.828765e-05	0.00010225646	0.00015728216420257942	1.3969839e-09	0.0	-1.0161656	0.49845105	0
OR4F16	3.0704541e-09	-1.0768417e-09	0.0	1.3969839e-09	0.0	3.5771947e-05	44.55244	0
AL669831.2	0.0020725082	0.0011053324	0.001100975149418056	0.005230856	0.0030816640986132513	2.1449363	1.1878982	0
LINC01409	0.074731484	0.0744997	0.07895564642969487	0.075481	0.03697996918335902	0.018853864	0.036790706	0
FAM87B	0.0007539193	0.00015271801	0.00015728216420257942	0.002717153	0.0015408320493066256	3.4786375	0.9799799	0
