gene	mean	CM_4_mean	CM_4_positive_frac	CM_6_mean	CM_6_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
FAM138A	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
OR4F5	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL627309.1	0.0007809057	0.0008137442	0.001401541695865452	-1.0186341e-10	0.0	-3.191792	1.2367083	0
AL627309.3	0.00014845494	0.00015469623	0.000350385423966363	-1.0186341e-10	0.0	-1.3487791	0.4984082	0
AL627309.2	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL627309.5	0.017444551	0.016897636	0.026629292221443588	0.030452697	0.05	0.8459657	0.5465013	0
AL627309.4	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AP006222.2	0.00070558436	0.0007352559	0.000700770847932726	-1.0186341e-10	0.0	-3.0622199	0.8010319	0
AL732372.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
OR4F29	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AC114498.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
OR4F16	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL669831.2	0.0009284028	0.00096744305	0.001401541695865452	-1.0186341e-10	0.0	-3.4160888	1.3263956	0
LINC01409	0.06536867	0.06560017	0.0918009810791871	0.05985663	0.10833333333333334	-0.13197778	0.13610826	0
FAM87B	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
LINC01128	0.14688501	0.14777143	0.20602662929222143	0.12580971	0.21666666666666667	-0.23195373	0.45346758	0
LINC00115	0.01028336	0.010379419	0.014365802382620883	0.007999595	0.016666666666666666	-0.371637	0.16304258	0
FAM41C	0.014672588	0.01507551	0.023475823405746322	0.0050905175	0.016666666666666666	-1.5477948	1.8137856	0
AL645608.6	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL645608.2	0.0031897554	0.0029990776	0.004204625087596356	0.0077245776	0.016666666666666666	1.3361739	0.40018007	0
AL645608.4	0.00014237736	0.00014836309	0.000350385423966363	-1.0186341e-10	0.0	-1.3124523	0.49847686	0
LINC02593	0.040173378	0.03955913	0.05641205325858444	0.054782994	0.10833333333333334	0.46870622	0.49043947	0
SAMD11	0.29245806	0.29788095	0.3496846531184303	0.16346705	0.25833333333333336	-0.8653379	5.0898585	1
NOC2L	0.24432735	0.24541375	0.3237561317449194	0.21847501	0.35833333333333334	-0.16767532	0.42304096	0
KLHL17	0.015957499	0.015857955	0.024176594253679046	0.018325763	0.041666666666666664	0.20744857	0.112769544	0
PLEKHN1	0.0011868413	0.0012367478	0.001401541695865452	-1.0186341e-10	0.0	-3.7406569	1.3217291	0
PERM1	0.0004659361	0.00048552622	0.000700770847932726	-1.0186341e-10	0.0	-2.5497353	0.7850967	0
AL645608.7	0.0021086924	0.0018811572	0.002452697967764541	0.0075200973	0.016666666666666666	1.9434661	0.51246285	0
HES4	0.4351178	0.43918052	0.47372109320252276	0.33848047	0.4666666666666667	-0.37564382	2.0247273	0
ISG15	0.21953315	0.21686578	0.2859145059565522	0.2829583	0.425	0.38363168	1.3046725	0
AL645608.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AGRN	0.083158225	0.080308884	0.11667834618079888	0.15091965	0.25	0.90930945	2.0993063	0
AL645608.5	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL645608.8	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
RNF223	0.0001391476	0.00014499752	0.000350385423966363	-1.0186341e-10	0.0	-1.2927687	0.49840757	0
C1orf159	0.027025197	0.026742663	0.03959355290819902	0.033745535	0.058333333333333334	0.33443782	0.23130427	0
AL390719.3	0.00022247044	0.00023182377	0.000350385423966363	-1.0186341e-10	0.0	-1.7304187	0.49841154	0
LINC01342	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL390719.2	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
TTLL10-AS1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
TTLL10	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
TNFRSF18	0.00017915913	-3.6379788e-10	0.0	0.004440175	0.008333333333333333	5.504681	0.49574757	0
TNFRSF4	0.0018372139	0.00019313936	0.000350385423966363	0.0409388	0.075	7.129258	2.5035532	0
SDF4	0.49607667	0.49063388	0.555010511562719	0.6255155	0.7333333333333333	0.35033548	2.6250365	0
B3GALT6	0.1795514	0.17532086	0.24772249474421865	0.28016576	0.48333333333333334	0.67597514	3.2864237	0
C1QTNF12	0.0024275805	0.0023618152	0.00350385423966363	0.003991552	0.008333333333333333	0.7329257	0.16170141	0
AL162741.1	0.0007368569	0.0006221067	0.001051156271899089	0.0034660895	0.008333333333333333	2.304059	0.38076866	0
UBE2J2	0.3187827	0.31808046	0.4099509460406447	0.33547336	0.5416666666666666	0.07678299	0.23134382	0
LINC01786	0.0015447381	0.0016096828	0.002102312543798178	-1.0186341e-10	0.0	-4.0956583	1.7690883	0
SCNN1D	0.006182869	0.006154001	0.008409250175192713	0.006870232	0.016666666666666666	0.15642723	0.05154456	0
ACAP3	0.07258207	0.07204187	0.10546601261387527	0.08542437	0.14166666666666666	0.24549873	0.2862717	0
PUSL1	0.11790279	0.11910276	0.1702873160476524	0.08937066	0.16666666666666666	-0.41393107	0.8296507	0
INTS11	0.16821046	0.166509	0.23300630693763139	0.20868221	0.3333333333333333	0.3255325	0.74435526	0
AL139287.1	0.00012456218	0.00012979886	0.000350385423966363	-1.0186341e-10	0.0	-1.2003732	0.4984468	0
CPTP	0.08326806	0.08159056	0.11843027330063069	0.12315901	0.225	0.59345174	1.151027	0
TAS1R3	0.0006924334	0.00053276384	0.000700770847932726	0.004489904	0.008333333333333333	2.8587248	0.4181352	0
DVL1	0.053932756	0.05343632	0.07848633496846531	0.06573384	0.125	0.29831138	0.34047467	0
MXRA8	0.01997822	0.019357227	0.02943237561317449	0.03474827	0.06666666666666667	0.8407811	0.6682344	0
AURKAIP1	1.2521724	1.2598307	0.9074982480728802	1.0700372	0.9333333333333333	-0.23554862	4.9312325	0
CCNL2	0.22925417	0.22619408	0.2985283812193413	0.3020211	0.475	0.4169279	1.6627133	0
MRPL20-AS1	0.08417563	0.083341494	0.11948142957252979	0.104008675	0.18333333333333332	0.3192534	0.44029826	0
MRPL20	1.0851023	1.0878793	0.858093903293623	1.0190634	0.9083333333333333	-0.09426577	0.935575	0
AL391244.2	0.0054136957	0.0050669694	0.00700770847932726	0.01365999	0.025	1.4130893	0.5530835	0
ANKRD65	0.0015091414	0.0015725894	0.001751927119831815	-1.0186341e-10	0.0	-4.064013	1.4455891	0
AL391244.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
TMEM88B	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
LINC01770	0.0031104248	0.0028893452	0.004204625087596356	0.008368313	0.016666666666666666	1.5022451	0.4155985	0
VWA1	0.07437855	0.068645224	0.09985984583041345	0.2107313	0.3333333333333333	1.6167576	5.02982	1
ATAD3C	0.0028100223	0.0029281676	0.003854239663629993	-1.0186341e-10	0.0	-4.920375	2.7921522	0
ATAD3B	0.037027024	0.03704387	0.05430974071478627	0.03662707	0.06666666666666667	-0.016280327	0.010923244	0
ATAD3A	0.12752783	0.12871116	0.18570427470217238	0.09939147	0.16666666666666666	-0.37261295	0.6822752	0
TMEM240	0.092025146	0.09205097	0.12754029432375613	0.09141847	0.18333333333333332	-0.009936471	0.011501016	0
SSU72	0.7428799	0.7386447	0.720042046250876	0.8436138	0.9	0.1916778	1.9150966	0
AL645728.1	0.014416088	0.014840469	0.02102312543798178	0.0043237177	0.008333333333333333	-1.7558942	1.548314	0
FNDC10	0.11208631	0.111432776	0.1552207428170988	0.12763551	0.24166666666666667	0.19569196	0.31643113	0
AL691432.4	0.0100196125	0.010239177	0.015767344078486335	0.004798445	0.008333333333333333	-1.0777258	0.54860365	0
AL691432.2	0.09185296	0.09278258	0.13139453398738613	0.06975109	0.13333333333333333	-0.4111254	0.71554667	0
MIB2	0.15922053	0.1572608	0.21653819201121233	0.20583542	0.35	0.38811573	1.0318599	0
MMP23B	0.1590462	0.16174456	0.20532585844428872	0.09487743	0.16666666666666666	-0.7689523	2.5573819	0
CDK11B	0.22602911	0.22761923	0.3027330063069376	0.18819898	0.375	-0.27423093	0.97736454	0
FO704657.1	0.0033281792	0.0033002805	0.004905395935529082	0.003991552	0.008333333333333333	0.26699436	0.0622224	0
SLC35E2B	0.05649081	0.05419926	0.08269096005606166	0.11098585	0.19166666666666668	1.0326706	1.7950952	0
CDK11A	0.113374926	0.113362096	0.1629292221443588	0.11368673	0.19166666666666668	0.004121862	0.00470718	0
SLC35E2A	0.03709362	0.03739968	0.05466012613875263	0.029815271	0.058333333333333334	-0.32599613	0.2614044	0
NADK	0.09735773	0.09532912	0.1345480028030834	0.14561121	0.25833333333333336	0.61061037	1.3506343	0
GNB1	0.8463222	0.83844304	0.7631394533987386	1.0337201	0.9166666666666666	0.30202845	4.8879128	0
AL109917.1	0.004979501	0.005015574	0.00805886475122635	0.004121437	0.008333333333333333	-0.27716184	0.0787595	0
CALML6	0.00046498707	0.00048453733	0.000700770847932726	-1.0186341e-10	0.0	-2.5472968	0.7595174	0
TMEM52	0.0105655445	0.010474411	0.015767344078486335	0.012733843	0.025	0.27937594	0.117477864	0
CFAP74	0.0024201227	0.00213118	0.002803083391730904	0.009292029	0.025	2.0736299	0.6834887	0
AL391845.2	0.00060568587	-3.6379788e-10	0.0	0.01501093	0.025	7.239454	1.0444608	0
GABRD	0.0014182497	0.000864154	0.001401541695865452	0.014596474	0.025	3.9300625	0.963903	0
AL391845.1	0.0005894534	0.000614242	0.000700770847932726	-1.0186341e-10	0.0	-2.8364146	0.8030323	0
PRKCZ	0.08297231	0.08415296	0.11772950245269796	0.054886546	0.10833333333333334	-0.6156486	1.207678	0
AL590822.2	0.0017848234	0.0018598627	0.002803083391730904	-1.0186341e-10	0.0	-4.292682	2.2652924	0
PRKCZ-AS1	0.0054182657	0.005512464	0.007358093903293623	0.0031787322	0.008333333333333333	-0.7754961	0.30349827	0
FAAP20	0.7536061	0.75197476	0.7281009110021023	0.7924206	0.875	0.07557234	0.5437239	0
AL590822.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
SKI	0.1552987	0.15281841	0.21478626489138053	0.21429351	0.3416666666666667	0.48749906	1.3789101	0
AL590822.3	0.008859147	0.00911527	0.012613875262789068	0.002768477	0.008333333333333333	-1.6837416	1.3090355	0
MORN1	0.019940525	0.02022426	0.030833917309039945	0.013193142	0.025	-0.61252075	0.41376212	0
AL589739.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL513477.2	0.006520944	0.006352191	0.009110021023125438	0.010535274	0.016666666666666666	0.72099614	0.23308277	0
RER1	0.47586587	0.47085306	0.5402943237561317	0.5950771	0.7666666666666667	0.3377358	3.096175	0
PEX10	0.08894358	0.0889559	0.12999299229152067	0.08865303	0.15	-0.004914855	0.005109858	0
PLCH2	0.0001940421	0.00020220017	0.000350385423966363	-1.0186341e-10	0.0	-1.595506	0.4984058	0
AL139246.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL139246.4	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
PANK4	0.041293293	0.04151198	0.06096706377014716	0.036092952	0.058333333333333334	-0.20129012	0.15680721	0
HES5	0.00082989596	0.0006935089	0.001051156271899089	0.004073727	0.008333333333333333	2.3950179	0.38659728	0
AL139246.5	0.0048974375	0.003234655	0.004905395935529082	0.04444381	0.075	3.7396157	2.2075253	0
TNFRSF14-AS1	0.00018880141	-3.6379788e-10	0.0	0.004679147	0.008333333333333333	5.5786867	0.49574748	0
TNFRSF14	0.00044681987	-3.6379788e-10	0.0	0.011073696	0.016666666666666666	6.803968	0.7809513	0
AL139246.3	0.00018835624	-3.6379788e-10	0.0	0.004668115	0.008333333333333333	5.575352	0.49574775	0
PRXL2B	0.075748764	0.07461374	0.10721793973370708	0.102737896	0.18333333333333332	0.4609264	0.7352429	0
MMEL1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL831784.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
TTC34	0.0027574257	0.0028733592	0.004555010511562719	-1.0186341e-10	0.0	-4.8940234	3.0727763	0
AC242022.2	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AC242022.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL592464.2	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL592464.3	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL592464.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL589702.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
ACTRT2	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
PRDM16-DT	0.16159537	0.16435635	0.20777855641205326	0.09593702	0.15833333333333333	-0.7760422	2.5645833	0
PRDM16	0.12674502	0.12866482	0.17484232655921514	0.08109242	0.15	-0.6653216	1.8180728	0
AL008733.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL590438.1	0.000642898	0.00054769975	0.000700770847932726	0.002907051	0.008333333333333333	2.2149522	0.37393728	0
AL354743.2	0.0005443691	0.00056725706	0.001051156271899089	-1.0186341e-10	0.0	-2.7382443	1.0772449	0
AL354743.1	0.0003529473	0.00036778674	0.000700770847932726	-1.0186341e-10	0.0	-2.2258525	0.78600556	0
ARHGEF16	0.011074194	0.010416783	0.017168885774351786	0.026710344	0.041666666666666664	1.3500962	0.7314749	0
AL512413.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
MEGF6	0.0039752065	0.0039215777	0.005956552207428171	0.0052505494	0.008333333333333333	0.41192546	0.09485217	0
AL513320.1	0.0012136251	0.0011598684	0.001751927119831815	0.0024922378	0.008333333333333333	1.0409251	0.22029819	0
TPRG1L	0.07681059	0.0739262	0.11037140854940435	0.14540537	0.25833333333333336	0.97496444	2.360096	0
WRAP73	0.067720845	0.066294804	0.10021023125437982	0.10163137	0.2	0.61562246	1.1055471	0
TP73	0.0018758794	0.0019547471	0.002803083391730904	-1.0186341e-10	0.0	-4.3608904	2.2540119	0
AL136528.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL136528.2	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
CCDC27	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
SMIM1	0.13864256	0.13732985	0.18990889978976874	0.1698694	0.3	0.30657962	0.6824436	0
LRRC47	0.26731068	0.26726088	0.3510861948142957	0.2684844	0.43333333333333335	0.0065871812	0.013436245	0
AL365330.1	0.0015580367	0.0016235405	0.002102312543798178	-1.0186341e-10	0.0	-4.1073046	1.7510011	0
CEP104	0.113162324	0.11158608	0.16047652417659425	0.15065749	0.225	0.4327803	0.8183254	0
DFFB	0.013062725	0.012693682	0.018220042046250877	0.021840554	0.05	0.7781685	0.5023796	0
C1orf174	0.12371702	0.124969035	0.1807988787666433	0.09394628	0.18333333333333332	-0.41128194	0.9280674	0
LINC01134	0.0004617903	0.0002897267	0.000350385423966363	0.0045540365	0.008333333333333333	3.5779479	0.45354804	0
LINC01346	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
LINC01345	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
LINC02780	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL805961.1	0.00053231185	0.0005546929	0.000700770847932726	-1.0186341e-10	0.0	-2.7108197	0.78653467	0
LINC01777	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
AL355602.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
Z98747.1	-8.8039087e-10	-3.6379788e-10	0.0	-1.0186341e-10	0.0	3.7836132e-06	44.55244	0
