gene	mean	CM_2_mean	CM_2_positive_frac	CM_5_mean	CM_5_positive_frac	log2FC	-log10 p-val	is_significant
SAMD11	0.21434887	0.24360172	0.23560868197546397	0.11880461	0.05855161787365177	-1.0353118	22.00067	1
HES4	0.2136489	0.2379038	0.23403586033343818	0.1344261	0.06522855675398048	-0.82309854	14.119349	1
ISG15	0.15283258	0.1757669	0.1736395092796477	0.07791951	0.03852080123266564	-1.172577	19.395786	1
SDF4	0.40875027	0.47348002	0.4350424661843347	0.19746228	0.10015408320493066	-1.2613007	44.55244	1
B3GALT6	0.12956403	0.15162124	0.1599559609940233	0.057513256	0.030303030303030304	-1.3969504	24.451918	1
UBE2J2	0.23603535	0.27046877	0.2738282478766908	0.1235737	0.060092449922958396	-1.1294565	28.631432	1
PUSL1	0.061014645	0.07107115	0.0772255426234665	0.028182646	0.01335387776065742	-1.3313754	10.26659	1
CPTP	0.05576647	0.06548861	0.07156338471217363	0.024026344	0.011813045711350795	-1.4428359	11.010154	1
DVL1	0.052774824	0.06145528	0.06464296948726014	0.02443634	0.012840267077555213	-1.3269626	9.606335	1
MXRA8	0.040706914	0.046614096	0.0497011638880151	0.021424806	0.011813045711350795	-1.1178578	5.433319	1
AURKAIP1	0.8059804	0.946423	0.7162629757785467	0.34744853	0.16024653312788906	-1.4454232	44.55244	1
CCNL2	0.20116487	0.17662495	0.1819754639823844	0.2812804	0.1314843348741654	0.671016	8.463766	1
MRPL20-AS1	0.06454567	0.0771972	0.08273041837055678	0.02322077	0.012840267077555213	-1.7288008	19.166756	1
MRPL20	0.8330231	0.9764909	0.7321484743630072	0.36461353	0.16743708269132	-1.4209907	44.55244	1
LINC01770	0.008313177	0.010219901	0.011796162315193457	0.002087528	0.0015408320493066256	-2.2380557	5.4553013	1
VWA1	0.07674757	0.09039357	0.09578483799937088	0.032163825	0.01694915254237288	-1.4878979	16.879816	1
TMEM240	0.08230163	0.09967531	0.10553633217993079	0.025544956	0.01386748844375963	-1.9600078	30.496126	1
SSU72	0.67473555	0.7912048	0.6418685121107266	0.29448718	0.1397021058038007	-1.4255389	44.55244	1
FNDC10	0.1674302	0.20573585	0.2087134318968229	0.042319413	0.02157164869029276	-2.2786975	44.55244	1
AL691432.2	0.08343225	0.10058369	0.10726643598615918	0.027401336	0.01386748844375963	-1.8722564	26.593607	1
MIB2	0.1706577	0.19104706	0.19455803711859077	0.10405563	0.05187467899332306	-0.8759421	12.841856	1
MMP23B	0.1477334	0.17504188	0.17348222711544511	0.0585347	0.030303030303030304	-1.5786976	35.03235	1
CDK11B	0.129238	0.14270559	0.14800251651462723	0.08523871	0.04314329738058552	-0.7427802	7.2659	1
GNB1	0.52377534	0.6010874	0.5248505819440076	0.27139473	0.1314843348741654	-1.1468906	44.55244	1
AL109917.1	0.008431081	0.010544715	0.011638880150990877	0.0015297054	0.0005136106831022085	-2.7074544	5.2551255	1
TMEM52	0.01472808	0.01773606	0.01871657754010695	0.00490629	0.0025680534155110425	-1.8329831	5.258971	1
PRKCZ	0.08635346	0.103108175	0.10868197546398238	0.03161818	0.01746276322547509	-1.7021753	24.86753	1
FAAP20	0.5505821	0.6249436	0.5382195659012268	0.30783933	0.14381099126861838	-1.0213108	44.55244	1
SKI	0.10878976	0.121846005	0.12881409248191256	0.06613214	0.034411915767847974	-0.880639	8.702861	1
RER1	0.29627618	0.34750903	0.3372129600503303	0.12906948	0.0662557781201849	-1.4282002	44.55244	1
PEX10	0.066952735	0.07735067	0.08304498269896193	0.03298254	0.015921931176168466	-1.2272078	9.754336	1
PRDM16-DT	0.19220415	0.21929036	0.20902799622522805	0.10373367	0.04776579352850539	-1.0792258	20.077581	1
