gene	mean	CM_1_mean	CM_1_positive_frac	CM_6_mean	CM_6_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	6.830575e-05	6.911638e-05	9.892175289346128e-05	-1.0186341e-10	0.0	-0.75801784	0.4985376	0
FAM138A	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
OR4F5	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
AL627309.1	0.0022393162	0.002265908	0.003165496092590761	-1.0186341e-10	0.0	-4.5643234	7.353337	1
AL627309.3	0.00023255337	0.00023531512	0.0003956870115738451	-1.0186341e-10	0.0	-1.745519	1.3056904	0
AL627309.2	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
AL627309.5	0.024707891	0.02463962	0.03660104857058067	0.030452697	0.05	0.30447638	0.19188985	0
AL627309.4	0.00051266176	0.00051874574	0.0007913740231476902	-1.0186341e-10	0.0	-2.6293483	2.3044605	0
AP006222.2	0.00072920625	0.00073786074	0.001088139281828074	-1.0186341e-10	0.0	-3.066712	2.8736277	0
AL732372.1	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
OR4F29	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
AC114498.1	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
OR4F16	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
AL669831.2	0.0010400676	0.0010524123	0.0015827480462953804	-1.0186341e-10	0.0	-3.5265865	3.897571	0
LINC01409	0.07097971	0.071111515	0.09991097042239588	0.05985663	0.10833333333333334	-0.24819118	0.30855396	0
FAM87B	0.0002669812	0.00027015165	0.0003956870115738451	-1.0186341e-10	0.0	-1.888118	1.3061677	0
LINC01128	0.16874397	0.16925341	0.21970521317637748	0.12580971	0.21666666666666667	-0.42764738	1.2108349	0
LINC00115	0.011793064	0.0118381055	0.016816697991888417	0.007999595	0.016666666666666666	-0.55965215	0.29866675	0
FAM41C	0.010553318	0.010618175	0.016025323968740728	0.0050905175	0.016666666666666666	-1.0461091	0.86015344	0
AL645608.6	0.0005612277	0.00056788814	0.0007913740231476902	-1.0186341e-10	0.0	-2.739608	2.221443	0
AL645608.2	0.00438408	0.004344436	0.0062320704322880605	0.0077245776	0.016666666666666666	0.81601256	0.2658491	0
AL645608.4	0.0008337409	0.00084363634	0.0011870610347215352	-1.0186341e-10	0.0	-3.2382326	3.1592736	0
LINC02593	0.042443097	0.042296704	0.058858442971609456	0.054782994	0.10833333333333334	0.37240708	0.38711736	0
SAMD11	0.1957372	0.19612007	0.24206152933029973	0.16346705	0.25833333333333336	-0.26259047	0.6086001	0
NOC2L	0.24372543	0.24402592	0.3124938173904442	0.21847501	0.35833333333333334	-0.15949693	0.40555888	0
KLHL17	0.014278283	0.01423016	0.021169255119200713	0.018325763	0.041666666666666664	0.3626696	0.2058617	0
PLEKHN1	0.0016917649	0.0017118569	0.0023741220694430704	-1.0186341e-10	0.0	-4.1793985	5.5719266	1
PERM1	0.0012933268	0.0013086777	0.0017805915520823028	-1.0186341e-10	0.0	-3.816271	4.3645825	0
AL645608.7	0.00073632074	0.0006557915	0.0009892175289346128	0.0075200973	0.016666666666666666	3.3337493	0.67644274	0
HES4	0.22224896	0.22086987	0.26827579384706696	0.33848047	0.4666666666666667	0.61564904	2.7083697	0
ISG15	0.29708323	0.29725164	0.3658126422000198	0.2829583	0.425	-0.07107082	0.17746724	0
AL645608.1	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
AGRN	0.09279696	0.09210682	0.12701553071520427	0.15091965	0.25	0.71179086	1.60013	0
AL645608.5	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
AL645608.8	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
RNF223	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
C1orf159	0.014291059	0.0140600465	0.020278959343159562	0.033745535	0.058333333333333334	1.2571397	0.91441673	0
AL390719.3	0.00037098618	0.0003753884	0.0005935305173607676	-1.0186341e-10	0.0	-2.2491083	1.7927486	0
LINC01342	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
AL390719.2	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
TTLL10-AS1	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
TTLL10	6.8256086e-05	6.906613e-05	9.892175289346128e-05	-1.0186341e-10	0.0	-0.7575892	0.49854922	0
TNFRSF18	0.00043298642	0.00038541717	0.0004946087644673064	0.004440175	0.008333333333333333	3.2254508	0.439629	0
TNFRSF4	0.0005641195	8.484731e-05	0.00019784350578692255	0.0409388	0.075	7.794511	2.5145555	0
SDF4	0.52195376	0.5207247	0.5640518349985162	0.6255155	0.7333333333333333	0.2644784	1.8015757	0
B3GALT6	0.18643577	0.18532301	0.24641408645761204	0.28016576	0.48333333333333334	0.59597504	2.8563507	0
C1QTNF12	0.005238903	0.005253719	0.008012661984370364	0.003991552	0.008333333333333333	-0.38789326	0.122001044	0
AL162741.1	0.000682746	0.0006497043	0.0007913740231476902	0.0034660895	0.008333333333333333	2.2499492	0.3775934	0
UBE2J2	0.30868396	0.30836648	0.380650905134039	0.33547336	0.5416666666666666	0.121514544	0.4117048	0
LINC01786	0.0010234809	0.0010356286	0.001483826293401919	-1.0186341e-10	0.0	-3.5054207	3.789566	0
SCNN1D	0.0037070082	0.0036694685	0.005341774656246909	0.006870232	0.016666666666666666	0.8868456	0.28582233	0
ACAP3	0.072235964	0.0720792	0.10198832723315857	0.08542437	0.14166666666666666	0.24475244	0.29045367	0
PUSL1	0.08783166	0.08781318	0.12365219111682658	0.08937066	0.16666666666666666	0.025335096	0.027920859	0
INTS11	0.1359185	0.1350546	0.1821149470768622	0.20868221	0.3333333333333333	0.6273882	1.7333407	0
AL139287.1	8.5960324e-05	8.698053e-05	9.892175289346128e-05	-1.0186341e-10	0.0	-0.90288955	0.49853608	0
CPTP	0.07974851	0.079233	0.11019883272331586	0.12315901	0.225	0.63570017	1.2745048	0
TAS1R3	0.0012666765	0.0012284132	0.0015827480462953804	0.004489904	0.008333333333333333	1.78876	0.32775548	0
DVL1	0.054168217	0.054030713	0.07676328024532594	0.06573384	0.125	0.282382	0.32707545	0
MXRA8	0.036573764	0.036595523	0.05104362449302602	0.03474827	0.06666666666666667	-0.074517004	0.05530244	0
AURKAIP1	1.0936024	1.0938822	0.86596102482936	1.0700372	0.9333333333333333	-0.031793416	0.25208756	0
CCNL2	0.25446808	0.25390425	0.32070432288060147	0.3020211	0.475	0.25027427	0.86446476	0
MRPL20-AS1	0.105925806	0.105948366	0.14551389850628152	0.104008675	0.18333333333333332	-0.026632123	0.031063892	0
MRPL20	1.1913437	1.193389	0.8984073597784152	1.0190634	0.9083333333333333	-0.22780003	4.130515	0
AL391244.2	0.0037369726	0.00361919	0.005242852903353448	0.01365999	0.025	1.887419	0.6920545	0
ANKRD65	0.0011021063	0.0011151873	0.0013849045405084578	-1.0186341e-10	0.0	-3.6031082	3.429674	0
AL391244.1	5.6097633e-09	5.478796e-09	0.0	-1.0186341e-10	0.0	-8.049013e-05	44.55244	0
TMEM88B	8.730552e-05	8.83417e-05	9.892175289346128e-05	-1.0186341e-10	0.0	-0.913354	0.49863324	0
LINC01770	0.010283844	0.010306592	0.014640419428232269	0.008368313	0.016666666666666666	-0.29735118	0.1203744	0
VWA1	0.110748686	0.109561644	0.14590958551785538	0.2107313	0.3333333333333333	0.94303006	2.9084668	0
ATAD3C	0.0029082412	0.0029427737	0.004253635374418835	-1.0186341e-10	0.0	-4.9273167	9.776099	1
ATAD3B	0.030614419	0.030543141	0.04411910179048373	0.03662707	0.06666666666666667	0.26127958	0.19178231	0
ATAD3A	0.10060892	0.10062315	0.14066673261450194	0.09939147	0.16666666666666666	-0.017750647	0.019189447	0
TMEM240	0.08969096	0.08967024	0.12187159956474429	0.09141847	0.18333333333333332	0.027825698	0.033287633	0
SSU72	0.76589155	0.7649688	0.7285587100603422	0.8436138	0.9	0.14116417	1.2712461	0
AL645728.1	0.010170017	0.010239426	0.015332871698486497	0.0043237177	0.008333333333333333	-1.2248249	0.74028116	0
FNDC10	0.15812838	0.1584902	0.2035809674547433	0.12763551	0.24166666666666667	-0.31214392	0.75510645	0
AL691432.4	0.022415962	0.022625012	0.03175388267880107	0.004798445	0.008333333333333333	-2.2138853	3.3347108	0
AL691432.2	0.101634026	0.102012254	0.14106241962607577	0.06975109	0.13333333333333333	-0.5478015	1.2065322	0
MIB2	0.190013	0.18982501	0.24770006924522703	0.20583542	0.35	0.11676212	0.2423631	0
MMP23B	0.2213825	0.2228852	0.25709763577010586	0.09487743	0.16666666666666666	-1.2312914	7.698276	1
CDK11B	0.17172828	0.17153259	0.22850924918389554	0.18819898	0.375	0.13370179	0.3210941	0
FO704657.1	0.0030139324	0.003002337	0.00464932238599268	0.003991552	0.008333333333333333	0.3992928	0.09370495	0
SLC35E2B	0.0690126	0.06851413	0.09585517855376398	0.11098585	0.19166666666666668	0.69509745	1.1656073	0
