gene	mean	CM_2_mean	CM_2_positive_frac	CM_3_mean	CM_3_positive_frac	log2FC	-log10 p-val	is_significant
MXRA8	0.03682181	0.046614096	0.0497011638880151	0.026433835	0.026887107548430194	-0.81602484	8.490618	1
FNDC10	0.15800102	0.20573585	0.2087134318968229	0.10729949	0.1062124248496994	-0.938507	44.55244	1
TMEM52	0.011730933	0.01773606	0.01871657754010695	0.0053498987	0.005344021376085505	-1.7104957	9.683577	1
PANK4	0.039995022	0.047845226	0.05143126769424347	0.03167014	0.032732130928523714	-0.59371585	5.370002	1
ARHGEF16	0.012864103	0.019131685	0.020446681346335326	0.0062039443	0.006346025384101536	-1.6091585	9.78681	1
RNF207	0.091708094	0.044826422	0.046240956275558354	0.14148515	0.13894455577822312	1.6560339	44.55244	1
PER3	0.0971497	0.13051961	0.13494809688581316	0.061697472	0.06229124916499666	-1.0797518	36.007534	1
FBXO2	0.2541829	0.36633474	0.339572192513369	0.13519354	0.1312625250501002	-1.4374633	44.55244	1
FBXO6	0.020017097	0.025522584	0.028153507392261717	0.0141641395	0.014529058116232466	-0.8450233	5.2958994	1
MAD2L2	0.15757628	0.18636233	0.18999685435671596	0.126997	0.12859051436205746	-0.5529542	17.918707	1
C1orf167	0.015387164	0.0073077558	0.00865051903114187	0.023963893	0.02555110220440882	1.6997616	13.114468	1
NPPB	0.024367217	0.03545727	0.031141868512110725	0.012591445	0.010521042084168337	-1.4862883	11.592482	1
PLOD1	0.58857805	0.7144784	0.5805284680717206	0.45495567	0.40414161656646624	-0.6510493	44.55244	1
DHRS3	0.01780873	0.023615628	0.02500786410821013	0.011635906	0.012024048096192385	-1.0149089	6.20276	1
PDPN	0.11959321	0.14645587	0.14768795218622208	0.09104942	0.09084836339345358	-0.6851453	19.187017	1
TMEM51-AS1	0.031037092	0.044078108	0.04749921358917899	0.017197931	0.018537074148296594	-1.3527322	17.532318	1
EFHD2	0.1976137	0.30008203	0.2769738911607424	0.0888743	0.0913493653974616	-1.7543769	44.55244	1
CASP9	0.0842673	0.11373603	0.11937716262975778	0.052957978	0.05527722110888444	-1.1013157	33.0785	1
