gene	mean	CM_3_mean	CM_3_positive_frac	CM_4_mean	CM_4_positive_frac	log2FC	-log10 p-val	is_significant
HES4	0.31491676	0.2557049	0.24064796259185037	0.43918052	0.47372109320252276	0.78009856	44.55244	1
ACAP3	0.053486634	0.044647254	0.04625918503674015	0.07204187	0.10546601261387527	0.6890377	7.4356046	1
PUSL1	0.08309453	0.065929435	0.06796927187708751	0.11910276	0.1702873160476524	0.8522364	16.88065	1
ATAD3A	0.09337727	0.076529905	0.08082832331329326	0.12871116	0.18570427470217238	0.7492782	15.379762	1
GNB1	0.65448546	0.56681633	0.49181696726786905	0.83844304	0.7631394533987386	0.56474906	44.55244	1
RER1	0.3741081	0.32801884	0.31128924515698064	0.47085306	0.5402943237561317	0.52136487	35.664	1
PRDM16-DT	0.22986557	0.26107955	0.2439879759519038	0.16435635	0.20777855641205326	-0.6673371	26.05805	1
PRDM16	0.17745021	0.20069337	0.1962257849031396	0.12866482	0.17484232655921514	-0.64097315	19.296755	1
C1orf174	0.09200113	0.07628143	0.08066132264529058	0.124969035	0.1807988787666433	0.7114309	13.803227	1
RNF207	0.11443202	0.14148515	0.13894455577822312	0.057653002	0.08093903293622985	-1.2937021	41.973804	1
ICMT	0.21542376	0.16587487	0.1676686706746827	0.31937414	0.3994393833216538	0.94473433	44.55244	1
ACOT7	0.07345558	0.025770618	0.026386105544422177	0.17349869	0.2386124737210932	2.7463696	44.55244	1
PHF13	0.14107122	0.117792845	0.11957247828991316	0.18989448	0.25718290119131043	0.6884814	19.426573	1
SLC25A33	0.08206935	0.06671286	0.06913827655310621	0.11428109	0.16362999299229153	0.77565086	14.081549	1
CENPS	0.115785904	0.07389505	0.07665330661322645	0.20366411	0.2782060266292922	1.4613992	44.55244	1
CORT	0.013695227	0.0065039992	0.006680026720106881	0.0287834	0.04555010511562719	2.1288288	14.636924	1
TARDBP	0.37144485	0.3246691	0.30561122244488975	0.46963152	0.5399439383321654	0.53242207	36.49868	1
SRM	0.27712134	0.2378948	0.23279893119572478	0.35943604	0.4292221443587947	0.59520626	30.832169	1
EXOSC10	0.12580301	0.10956182	0.11239144956579826	0.15985991	0.22564821303433777	0.54464895	11.286741	1
FBXO44	0.08075031	0.08937659	0.09101536406145624	0.062632404	0.08829712683952348	-0.5122994	5.8950987	1
MAD2L2	0.18300341	0.126997	0.12859051436205746	0.30050164	0.37736510161177295	1.241923	44.55244	1
NPPA	0.26219222	0.15782274	0.11790247160988644	0.48117998	0.3286615276804485	1.6076574	44.55244	1
NPPB	0.032113284	0.012591445	0.010521042084168337	0.07307489	0.05641205325858444	2.5274923	16.970568	1
MIIP	0.03868246	0.026465377	0.028724114896459586	0.06431602	0.09810791871058164	1.2778723	17.021612	1
PDPN	0.1264701	0.09104942	0.09084836339345358	0.20077005	0.2561317449194114	1.1399571	40.781666	1
TMEM51	0.049911123	0.038846113	0.04041416165664663	0.073134944	0.1079187105816398	0.9110528	11.613175	1
EFHD2	0.10397842	0.0888743	0.0913493653974616	0.1356504	0.18885774351786966	0.60949576	11.232926	1
CLCNKA	0.018884664	0.013762814	0.014696058784235137	0.029628599	0.04379817799579538	1.1006314	6.3315926	1
CLCNKB	0.033668447	0.022070535	0.02237808951235805	0.0579991	0.08269096005606166	1.3898723	15.83607	1
EPHA2	0.019006444	0.012249899	0.013026052104208416	0.033179756	0.05080588647512264	1.4301457	10.214338	1
NBPF1	0.06395654	0.05558601	0.05828323313293253	0.08152266	0.12053258584442887	0.5516548	6.0149474	1
RCC2	0.13826822	0.105710536	0.10838343353373414	0.20656142	0.27680448493342674	0.9657858	36.106216	1
MRTO4	0.21849279	0.18973732	0.1880427521710087	0.27881467	0.354239663629993	0.5550601	20.629383	1
OTUD3	0.06625715	0.056556575	0.05828323313293253	0.08661167	0.12543798177995796	0.61398286	7.324404	1
HP1BP3	0.6208385	0.4977043	0.43570474281897126	0.8792118	0.7319551506657324	0.8207962	44.55244	1
HNRNPR	1.0419065	0.88125736	0.6723446893787575	1.3789742	0.9267694463910301	0.645901	44.55244	1
E2F2	0.013093779	0.00028501093	0.00016700066800267202	0.03996797	0.05956552207428171	6.701406	33.94261	1
PITHD1	0.3251729	0.28277695	0.2715430861723447	0.41415527	0.48843728100911005	0.5503454	32.76915	1
GALE	0.09704288	0.07026642	0.07297929191716766	0.15321128	0.212333566923616	1.1235048	32.54111	1
LDLRAP1	0.03912102	0.032829884	0.03507014028056112	0.052322205	0.07743517869656623	0.6707806	5.3645983	1
SELENON	0.17159179	0.14361657	0.1431195724782899	0.23027337	0.3027330063069376	0.68074757	23.56853	1
AUNIP	0.021866452	0.0019770155	0.0021710086840347363	0.0635961	0.09460406447091801	4.938621	44.55244	1
PAQR7	0.033517987	0.038842086	0.04008016032064128	0.022348965	0.03398738612473721	-0.7946813	5.712146	1
STMN1	1.6867788	1.1943163	0.7852371409485638	2.720023	0.9989488437281009	1.1873661	44.55244	1
CEP85	0.05780736	0.040575065	0.04325317301269205	0.09397129	0.13840224246671337	1.2096099	22.519184	1
UBXN11	0.026084417	0.018829113	0.019539078156312624	0.04130078	0.06517168885774352	1.1290512	9.487212	1
