gene	mean	CM_1_mean	CM_1_positive_frac	CM_6_mean	CM_6_positive_frac	log2FC	-log10 p-val	is_significant
AL627309.1	0.0022393162	0.002265908	0.003165496092590761	-1.0186341e-10	0.0	-4.5643234	7.353337	1
PLEKHN1	0.0016917649	0.0017118569	0.0023741220694430704	-1.0186341e-10	0.0	-4.1793985	5.5719266	1
ATAD3C	0.0029082412	0.0029427737	0.004253635374418835	-1.0186341e-10	0.0	-4.9273167	9.776099	1
MMP23B	0.2213825	0.2228852	0.25709763577010586	0.09487743	0.16666666666666666	-1.2312914	7.698276	1
AL590822.2	0.002606798	0.002637752	0.0038579483628449897	-1.0186341e-10	0.0	-4.7749214	8.746902	1
TTC34	0.0049380227	0.0049966495	0.007122366208329211	-1.0186341e-10	0.0	-5.6714787	15.513688	1
AL031847.1	0.0034193168	0.003459916	0.004946087644673063	-1.0186341e-10	0.0	-5.153773	10.991024	1
ENO1-AS1	0.0044337735	0.004486415	0.0067266791967553665	-1.0186341e-10	0.0	-5.5192966	14.445451	1
AL139424.3	0.0016731563	0.0016930274	0.002868730833910377	-1.0186341e-10	0.0	-4.164327	6.5382776	1
AL354956.1	0.0016287012	0.0016480446	0.0024730438223365316	-1.0186341e-10	0.0	-4.1276717	5.971264	1
CASZ1	0.23166037	0.23309685	0.2986447719853596	0.11072816	0.19166666666666668	-1.0732238	6.8288007	1
AL139423.1	0.003300141	0.0033393255	0.004748244138886141	-1.0186341e-10	0.0	-5.1040554	10.893948	1
DISP3	0.004474277	0.0045273993	0.0061331486793945985	-1.0186341e-10	0.0	-5.532131	13.110706	1
DRAXIN	0.0014996155	0.0015174266	0.0022752003165496092	-1.0186341e-10	0.0	-4.01563	5.628824	1
NPPA	0.81357884	0.82027054	0.48639825897714906	0.24992673	0.23333333333333334	-1.7141935	19.877794	1
NPPB	0.1334328	0.13458315	0.09278860421406668	0.036504533	0.058333333333333334	-1.879475	7.8979907	1
LRRC38	0.003364225	0.00340417	0.004847165891779602	-1.0186341e-10	0.0	-5.1310024	10.940272	1
PDPN	0.29610425	0.29783472	0.3203086358690276	0.15040207	0.225	-0.985213	5.9523454	1
AL031283.2	0.0015364921	0.001554741	0.002176278563656148	-1.0186341e-10	0.0	-4.048535	5.2301617	1
HSPB7	2.2352095	2.2450225	0.9851617370659808	1.4085823	0.9583333333333334	-0.67244774	32.829685	1
ARHGEF19	0.004203304	0.0042532096	0.006429913938074983	-1.0186341e-10	0.0	-5.444009	13.747304	1
CPLANE2	0.015539041	0.015723417	0.022752003165496092	-1.0186341e-10	0.0	-7.3059187	44.55244	1
NECAP2	0.11255289	0.1094493	0.14986645563359383	0.37399325	0.5583333333333333	1.7718177	11.186011	1
AL137802.2	0.0072519416	0.0073380363	0.010980314571174201	-1.0186341e-10	0.0	-6.216851	23.074734	1
ACTL8	0.006296746	0.006371502	0.008902957760411515	-1.0186341e-10	0.0	-6.0160303	19.182758	1
NBL1	0.0054446915	0.0041751466	0.0067266791967553665	0.11239399	0.2	4.7177305	5.7229095	1
UBXN10	0.004112414	0.004161241	0.006330992185181522	-1.0186341e-10	0.0	-5.4132032	13.559556	1
ECE1	0.25584382	0.25165355	0.3080423385102384	0.60886353	0.75	1.2743438	13.835663	1
HSPG2	0.4832687	0.47384712	0.5216144030072213	1.2769641	0.975	1.4300331	35.56258	1
LINC01635	0.0022530884	0.0022798437	0.0036601048570580673	-1.0186341e-10	0.0	-4.5727963	8.486031	1
CDC42-AS1	0.0024976118	0.0025272698	0.0033633395983776833	-1.0186341e-10	0.0	-4.715494	7.8931026	1
