gene	mean	CM_1_mean	CM_1_positive_frac	CM_3_mean	CM_3_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	4.338877e-05	6.911638e-05	9.892175289346128e-05	-2.1682354e-09	0.0	-0.7580477	0.49855742	0
FAM138A	9.61154e-09	5.478796e-09	0.0	-2.1682354e-09	0.0	-0.00011033109	44.55244	0
OR4F5	9.61154e-09	5.478796e-09	0.0	-2.1682354e-09	0.0	-0.00011033109	44.55244	0
AL627309.1	0.0023767252	0.002265908	0.003165496092590761	0.0025647436	0.0028390113560454243	0.17160273	0.15873058	0
AL627309.3	0.00014774094	0.00023531512	0.0003956870115738451	-2.1682354e-09	0.0	-1.7455488	1.3057078	0
AL627309.2	9.61154e-09	5.478796e-09	0.0	-2.1682354e-09	0.0	-0.00011033109	44.55244	0
AL627309.5	0.022598637	0.02463962	0.03660104857058067	0.019159658	0.020875083500334003	-0.36124128	1.925462	0
AL627309.4	0.0006377045	0.00051874574	0.0007913740231476902	0.0008384436	0.0008350033400133601	0.6009233	0.34721446	0
AP006222.2	0.00083468837	0.00073786074	0.001088139281828074	0.0009980263	0.001169004676018704	0.39013025	0.2512113	0
AL732372.1	9.61154e-09	5.478796e-09	0.0	-2.1682354e-09	0.0	-0.00011033109	44.55244	0
OR4F29	9.61154e-09	5.478796e-09	0.0	-2.1682354e-09	0.0	-0.00011033109	44.55244	0
AC114498.1	9.61154e-09	5.478796e-09	0.0	-2.1682354e-09	0.0	-0.00011033109	44.55244	0
OR4F16	9.61154e-09	5.478796e-09	0.0	-2.1682354e-09	0.0	-0.00011033109	44.55244	0
AL669831.2	0.001059405	0.0010524123	0.0015827480462953804	0.0010715637	0.001169004676018704	0.023778377	0.0137081295	0
LINC01409	0.06954715	0.071111515	0.09991097042239588	0.066884704	0.06947227788911156	-0.088278875	0.54584813	0
FAM87B	0.00024239896	0.00027015165	0.0003956870115738451	0.00019551569	0.00016700066800267202	-0.32488167	0.122158356	0
