gene	mean	CM_2_mean	CM_2_positive_frac	CM_3_mean	CM_3_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
FAM138A	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
OR4F5	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
AL627309.1	0.0019229563	0.0013189369	0.0014155394778232148	0.0025647436	0.0028390113560454243	0.90918636	0.947139	0
AL627309.3	5.831627e-05	0.00011322322	0.00015728216420257942	-2.1682354e-09	0.0	-1.0923959	0.49848187	0
AL627309.2	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
AL627309.5	0.020332357	0.021429868	0.023277760301981754	0.019159658	0.020875083500334003	-0.16075748	0.4339638	0
AL627309.4	0.0011341897	0.001412642	0.0015728216420257944	0.0008384436	0.0008350033400133601	-0.6887286	0.47140753	0
AP006222.2	0.0008456697	0.00070205954	0.0009436929852154766	0.0009980263	0.001169004676018704	0.45313135	0.26625225	0
AL732372.1	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
OR4F29	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
AC114498.1	5.2668554e-05	0.00010225646	0.00015728216420257942	-2.1682354e-09	0.0	-1.0162171	0.49847412	0
OR4F16	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
AL669831.2	0.0010889894	0.0011053324	0.001100975149418056	0.0010715637	0.001169004676018704	-0.040995665	0.020256603	0
LINC01409	0.07081551	0.0744997	0.07895564642969487	0.066884704	0.06947227788911156	-0.1553381	0.9900383	0
FAM87B	0.00017344352	0.00015271801	0.00015728216420257942	0.00019551569	0.00016700066800267202	0.22570626	0.063975	0
LINC01128	0.14160833	0.15215018	0.15728216420257943	0.13040002	0.13159652638610556	-0.22239402	3.1047316	0
LINC00115	0.014141378	0.016637733	0.017772884554891476	0.011484994	0.011356045424181697	-0.5308469	1.7854099	0
FAM41C	0.005943989	0.005132995	0.005190311418685121	0.006805494	0.007181028724114896	0.4001077	0.63683	0
AL645608.6	0.00027644556	0.0005366756	0.0004718464926077383	-2.1682354e-09	0.0	-2.67059	1.0738791	0
AL645608.2	0.0051180087	0.0058480366	0.006448568732305757	0.0043433057	0.004676018704074816	-0.42078015	0.63302505	0
AL645608.4	0.001477777	0.0012376134	0.0012582573136206354	0.0017328432	0.002004008016032064	0.4544222	0.33158836	0
LINC02593	0.046768058	0.042365074	0.045139981126140295	0.05144704	0.053607214428857713	0.27961284	1.7341962	0
SAMD11	0.28362143	0.24360172	0.23560868197546397	0.3261542	0.29492317969271875	0.4208799	19.01534	0
NOC2L	0.2286118	0.23058201	0.2348222711544511	0.22656098	0.22578490313961255	-0.02536949	0.21470802	0
KLHL17	0.013542397	0.016077604	0.018244731047499213	0.01084637	0.011189044756179024	-0.5635454	1.9697698	0
PLEKHN1	0.0014929965	0.0019567518	0.0020446681346335325	0.0010011443	0.001002004008016032	-0.9013643	0.74889505	0
PERM1	0.0013513813	0.0020271624	0.0023592324630386913	0.0006339117	0.0006680026720106881	-1.5352517	1.5799488	0
AL645608.7	0.00076530926	0.0005146017	0.0006291286568103177	0.0010314183	0.001169004676018704	0.8804087	0.549864	0
HES4	0.24651499	0.2379038	0.23403586033343818	0.2557049	0.24064796259185037	0.10405929	1.462891	0
ISG15	0.19484451	0.1757669	0.1736395092796477	0.21511567	0.208249832999332	0.29129916	6.559623	0
AL645608.1	9.3068105e-05	0.00018077655	0.00015728216420257942	-2.1682354e-09	0.0	-1.4894538	0.49851817	0
AGRN	0.08071073	0.09144663	0.0978295061340044	0.069289535	0.07097528390113561	-0.39978865	5.129642	0
AL645608.5	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
AL645608.8	8.576523e-05	0.00016657883	0.00015728216420257942	-2.1682354e-09	0.0	-1.4145935	0.4985497	0
RNF223	0.00014091065	0.00027371774	0.00031456432840515884	-2.1682354e-09	0.0	-1.9019804	0.80310005	0
C1orf159	0.01545211	0.016920593	0.01871657754010695	0.01388708	0.014529058116232466	-0.2831864	0.7733679	0
AL390719.3	5.9556965e-05	0.00011563241	0.00015728216420257942	-2.1682354e-09	0.0	-1.1086053	0.49847257	0
LINC01342	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
AL390719.2	9.137748e-05	0.00017748974	0.00015728216420257942	-2.1682354e-09	0.0	-1.4724658	0.4985456	0
TTLL10-AS1	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
TTLL10	7.4636664e-05	0.00014494354	0.00015728216420257942	-2.1682354e-09	0.0	-1.2924806	0.4985248	0
TNFRSF18	0.00054985494	0.0005358345	0.0006291286568103177	0.0005645467	0.000501002004008016	0.06371912	0.023118127	0
TNFRSF4	9.2820665e-05	0.00018029546	0.00015728216420257942	-2.1682354e-09	0.0	-1.4869797	0.49853992	0
SDF4	0.45973763	0.47348002	0.4350424661843347	0.44520444	0.40414161656646624	-0.08881623	2.1784067	0
B3GALT6	0.15059355	0.15162124	0.1599559609940233	0.14948958	0.1521376085504342	-0.020413358	0.12738834	0
C1QTNF12	0.0051161125	0.0057020984	0.006448568732305757	0.004494497	0.004843019372077488	-0.33666784	0.47444674	0
AL162741.1	0.0003325653	0.00010756835	0.00015728216420257942	0.0005714778	0.0006680026720106881	1.6937534	0.87256294	0
UBE2J2	0.26816162	0.27046877	0.2738282478766908	0.26577485	0.2560120240480962	-0.025248023	0.23732002	0
LINC01786	0.0012669885	0.0014691422	0.0014155394778232148	0.0010522269	0.001169004676018704	-0.4455513	0.28002247	0
SCNN1D	0.0048575983	0.004739676	0.00550487574709028	0.0049832207	0.00501002004008016	0.070832424	0.07257627	0
ACAP3	0.053300817	0.061446883	0.06590122680088079	0.044647254	0.04625918503674015	-0.45988664	4.455286	0
PUSL1	0.06858547	0.07107115	0.0772255426234665	0.065929435	0.06796927187708751	-0.1081832	0.58351284	0
INTS11	0.13908045	0.15646794	0.16404529726329034	0.12060264	0.12374749498997996	-0.3753317	7.8227725	0
AL139287.1	0.00014408273	0.00027987728	0.00031456432840515884	-2.1682354e-09	0.0	-1.9255649	0.7691317	0
CPTP	0.06262124	0.06548861	0.07156338471217363	0.059564643	0.060287241148964596	-0.13656893	0.7463796	0
TAS1R3	0.0003895706	0.00036590797	0.00031456432840515884	0.0004146156	0.000501002004008016	0.14345017	0.049204923	0
DVL1	0.05317584	0.06145528	0.06464296948726014	0.044379063	0.04625918503674015	-0.4687562	4.5849576	0
MXRA8	0.03682181	0.046614096	0.0497011638880151	0.026433835	0.026887107548430194	-0.81602484	8.490618	1
AURKAIP1	0.95685023	0.946423	0.7162629757785467	0.9679297	0.7214428857715431	0.03241371	1.0903591	0
CCNL2	0.19534907	0.17662495	0.1819754639823844	0.21524295	0.2124248496993988	0.2851304	6.632187	0
MRPL20-AS1	0.0842374	0.0771972	0.08273041837055678	0.09169341	0.09318637274549098	0.24797443	2.3583553	0
MRPL20	1.0381283	0.9764909	0.7321484743630072	1.1035821	0.7788911155644622	0.17649853	23.956005	0
AL391244.2	0.004268499	0.00535274	0.005819440075495438	0.003117937	0.0028390113560454243	-0.76084524	1.1976281	0
ANKRD65	0.0012080441	0.0010639243	0.0012582573136206354	0.0013610466	0.0013360053440213762	0.328005	0.19972336	0
AL391244.1	0.00011656648	0.00022644608	0.00015728216420257942	-2.1682354e-09	0.0	-1.706876	0.4985237	0
TMEM88B	7.494236e-09	-1.0768417e-09	0.0	-2.1682354e-09	0.0	-1.5736498e-05	44.55244	0
LINC01770	0.009446495	0.010219901	0.011796162315193457	0.00862561	0.008851035404141616	-0.24210128	0.45249984	0
VWA1	0.08706701	0.09039357	0.09578483799937088	0.083512515	0.08450233800935204	-0.11409644	0.7381516	0
ATAD3C	0.0027824144	0.003001243	0.0031456432840515887	0.0025509773	0.0026720106880427524	-0.22632231	0.19743972	0
ATAD3B	0.02799138	0.028246377	0.029569046870084933	0.027721405	0.029559118236472944	-0.026969047	0.06521785	0
ATAD3A	0.074970156	0.07348406	0.08131487889273356	0.076529905	0.08082832331329326	0.058514178	0.28480548	0
TMEM240	0.099600844	0.09967531	0.10553633217993079	0.09950253	0.1020374081496326	-0.0025004717	0.01105384	0
SSU72	0.7492949	0.7912048	0.6418685121107266	0.7048188	0.5831663326653307	-0.16677645	12.498919	0
AL645728.1	0.013824442	0.017131804	0.01903114186851211	0.010307947	0.01068804275217101	-0.7273882	3.0218275	0
FNDC10	0.15800102	0.20573585	0.2087134318968229	0.10729949	0.1062124248496994	-0.938507	44.55244	1
AL691432.4	0.018198038	0.023019442	0.02469329977980497	0.013071422	0.013193052772211089	-0.8116955	4.4902053	0
AL691432.2	0.101856634	0.10058369	0.10726643598615918	0.10318986	0.10470941883767534	0.03686866	0.19454445	0
MIB2	0.19273631	0.19104706	0.19455803711859077	0.19454482	0.19438877755511022	0.026161047	0.1960101	0
