gene	mean	CM_5_mean	CM_5_positive_frac	CM_6_mean	CM_6_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
FAM138A	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
OR4F5	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AL627309.1	0.002620666	0.0027821779	0.001027221366204417	-1.0186341e-10	0.0	-4.849089	0.8030335	0
AL627309.3	0.0013290327	0.0014109516	0.0005136106831022085	-1.0186341e-10	0.0	-3.917387	0.49833426	0
AL627309.2	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AL627309.5	0.032297093	0.03241082	0.01746276322547509	0.030452697	0.05	-0.089620225	0.052286543	0
AL627309.4	0.0048075994	0.005103899	0.0025680534155110425	-1.0186341e-10	0.0	-5.701523	1.5659609	0
AP006222.2	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AL732372.1	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
OR4F29	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AC114498.1	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
OR4F16	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AL669831.2	0.004927186	0.005230856	0.0030816640986132513	-1.0186341e-10	0.0	-5.7362967	1.7663622	0
LINC01409	0.07457427	0.075481	0.03697996918335902	0.05985663	0.10833333333333334	-0.33410418	0.3984424	0
FAM87B	0.002559416	0.002717153	0.0015408320493066256	-1.0186341e-10	0.0	-4.8161674	1.0748652	0
LINC01128	0.116369955	0.11578782	0.05855161787365177	0.12580971	0.21666666666666667	0.1196607	0.15999685	0
LINC00115	0.018266195	0.018899009	0.009244992295839754	0.007999595	0.016666666666666666	-1.2300024	0.8690103	0
FAM41C	0.00843883	0.008645247	0.0035952747817154596	0.0050905175	0.016666666666666666	-0.75262076	0.32820627	0
AL645608.6	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AL645608.2	0.01072912	0.01091435	0.005649717514124294	0.0077245776	0.016666666666666666	-0.49329957	0.20654638	0
AL645608.4	0.0031751944	0.0033708836	0.0015408320493066256	-1.0186341e-10	0.0	-5.117233	1.0786983	0
LINC02593	0.037560496	0.036499064	0.01848998459167951	0.054782994	0.10833333333333334	0.5845524	0.58047235	0
SAMD11	0.12139781	0.11880461	0.05855161787365177	0.16346705	0.25833333333333336	0.4600775	0.8605903	0
NOC2L	0.17354636	0.17077757	0.08269131997945557	0.21847501	0.35833333333333334	0.35516542	0.8434265	0
KLHL17	0.014701552	0.014478226	0.007704160246533128	0.018325763	0.041666666666666664	0.3379092	0.1712169	0
PLEKHN1	0.0009024338	0.0009580601	0.0005136106831022085	-1.0186341e-10	0.0	-3.403351	0.4983235	0
PERM1	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AL645608.7	0.0018711194	0.001522958	0.001027221366204417	0.0075200973	0.016666666666666666	2.2311838	0.5480242	0
HES4	0.14627227	0.1344261	0.06522855675398048	0.33848047	0.4666666666666667	1.3316126	6.2852025	1
ISG15	0.08982331	0.07791951	0.03852080123266564	0.2829583	0.425	1.8591923	7.8929424	1
AL645608.1	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AGRN	0.074051924	0.069313996	0.035952747817154594	0.15091965	0.25	1.1214377	2.5016735	0
AL645608.5	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AL645608.8	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
RNF223	0.0014700852	0.0015606978	0.0005136106831022085	-1.0186341e-10	0.0	-4.053719	0.4982914	0
C1orf159	0.01833068	0.017380657	0.009244992295839754	0.033745535	0.058333333333333334	0.95320624	0.6581537	0
AL390719.3	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
LINC01342	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
AL390719.2	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
TTLL10-AS1	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
TTLL10	0.00092310115	0.0009800013	0.0005136106831022085	-1.0186341e-10	0.0	-3.4329627	0.49831966	0
TNFRSF18	0.0015699626	0.0013930688	0.0005136106831022085	0.004440175	0.008333333333333333	1.6044673	0.28933007	0
TNFRSF4	0.0023767087	1.3969839e-09	0.0	0.0409388	0.075	8.680824	2.5229614	0
SDF4	0.22231288	0.19746228	0.10015408320493066	0.6255155	0.7333333333333333	1.6629689	16.4023	1
B3GALT6	0.07043943	0.057513256	0.030303030303030304	0.28016576	0.48333333333333334	2.2823226	11.060478	1
C1QTNF12	0.0065230955	0.006679114	0.0035952747817154596	0.003991552	0.008333333333333333	-0.7284485	0.23976935	0
AL162741.1	0.0011283536	0.0009842769	0.0005136106831022085	0.0034660895	0.008333333333333333	1.7176098	0.30794203	0
UBE2J2	0.13587545	0.1235737	0.060092449922958396	0.33547336	0.5416666666666666	1.4400895	8.777697	1
LINC01786	0.00176726	0.0018761883	0.001027221366204417	-1.0186341e-10	0.0	-4.30465	0.8029051	0
SCNN1D	0.005471376	0.005385151	0.002054442732408834	0.006870232	0.016666666666666666	0.3456753	0.1016784	0
ACAP3	0.052930903	0.050928257	0.025166923472008218	0.08542437	0.14166666666666666	0.74503917	0.9543605	0
PUSL1	0.03173488	0.028182646	0.01335387776065742	0.08937066	0.16666666666666666	1.6614976	2.4660668	0
INTS11	0.12599792	0.12090158	0.05855161787365177	0.20868221	0.3333333333333333	0.7869729	2.0893638	0
AL139287.1	1.4115358e-09	1.3969839e-09	0.0	-1.0186341e-10	0.0	-2.1583985e-05	44.55244	0
