gene	mean	CM_3_mean	CM_3_positive_frac	CM_5_mean	CM_5_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
FAM138A	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
OR4F5	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
AL627309.1	0.0026179485	0.0025647436	0.0028390113560454243	0.0027821779	0.001027221366204417	0.113162704	0.03798754	0
AL627309.3	0.00034620432	-2.1682354e-09	0.0	0.0014109516	0.0005136106831022085	3.9174168	0.49833524	0
AL627309.2	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
AL627309.5	0.022412509	0.019159658	0.020875083500334003	0.03241082	0.01746276322547509	0.7553379	1.554651	0
AL627309.4	0.0018850797	0.0008384436	0.0008350033400133601	0.005103899	0.0025680534155110425	2.471251	1.1646633	0
AP006222.2	0.0007531753	0.0009980263	0.001169004676018704	1.3969839e-09	0.0	-3.4568205	2.0316453	0
AL732372.1	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
OR4F29	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
AC114498.1	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
OR4F16	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
AL669831.2	0.0020921247	0.0010715637	0.001169004676018704	0.005230856	0.0030816640986132513	2.185932	1.2055992	0
LINC01409	0.06899306	0.066884704	0.06947227788911156	0.075481	0.03697996918335902	0.1741918	0.4310643	0
FAM87B	0.00081424916	0.00019551569	0.00016700066800267202	0.002717153	0.0015408320493066256	3.2529314	0.95195943	0
LINC01128	0.12681925	0.13040002	0.13159652638610556	0.11578782	0.05855161787365177	-0.17132105	0.6677228	0
LINC00115	0.013304057	0.011484994	0.011356045424181697	0.018899009	0.009244992295839754	0.71366686	0.9052311	0
FAM41C	0.0072567463	0.006805494	0.007181028724114896	0.008645247	0.0035952747817154596	0.34075448	0.22233002	0
AL645608.6	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
AL645608.2	0.0059554535	0.0043433057	0.004676018704074816	0.01091435	0.005649717514124294	1.309679	1.2313155	0
AL645608.4	0.0021347834	0.0017328432	0.002004008016032064	0.0033708836	0.0015408320493066256	0.9212197	0.3812466	0
LINC02593	0.04777737	0.05144704	0.053607214428857713	0.036499064	0.01848998459167951	-0.4940828	1.5092385	0
SAMD11	0.2752654	0.3261542	0.29492317969271875	0.11880461	0.05855161787365177	-1.4561917	44.55244	1
NOC2L	0.21287845	0.22656098	0.22578490313961255	0.17077757	0.08269131997945557	-0.40757295	3.8999333	0
KLHL17	0.011737452	0.01084637	0.011189044756179024	0.014478226	0.007704160246533128	0.4133627	0.41499054	0
PLEKHN1	0.0009906132	0.0010011443	0.001002004008016032	0.0009580601	0.0005136106831022085	-0.057581875	0.014536448	0
PERM1	0.000478403	0.0006339117	0.0006680026720106881	1.3969839e-09	0.0	-2.8755863	1.3236154	0
AL645608.7	0.0011520736	0.0010314183	0.001169004676018704	0.001522958	0.001027221366204417	0.52049327	0.16777644	0
HES4	0.2259512	0.2557049	0.24064796259185037	0.1344261	0.06522855675398048	-0.9271577	18.497866	1
ISG15	0.181457	0.21511567	0.208249832999332	0.07791951	0.03852080123266564	-1.4638761	35.102142	1
AL645608.1	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
AGRN	0.069294944	0.069289535	0.07097528390113561	0.069313996	0.035952747817154594	0.0005084631	0.0009268518	0
AL645608.5	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
AL645608.8	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
RNF223	0.0003829456	-2.1682354e-09	0.0	0.0015606978	0.0005136106831022085	4.053749	0.49829227	0
C1orf159	0.014744184	0.01388708	0.014529058116232466	0.017380657	0.009244992295839754	0.32166457	0.36132577	0
AL390719.3	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
LINC01342	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
AL390719.2	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
TTLL10-AS1	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
TTLL10	0.00024046225	-2.1682354e-09	0.0	0.0009800013	0.0005136106831022085	3.4329925	0.49832106	0
TNFRSF18	0.0007678733	0.0005645467	0.000501002004008016	0.0013930688	0.0005136106831022085	1.1678381	0.24959847	0
TNFRSF4	2.4374458e-09	-2.1682354e-09	0.0	1.3969839e-09	0.0	5.1421895e-05	44.55244	0
SDF4	0.38439432	0.44520444	0.40414161656646624	0.19746228	0.10015408320493066	-1.1724844	44.55244	1
B3GALT6	0.1269269	0.14948958	0.1521376085504342	0.057513256	0.030303030303030304	-1.376537	23.019344	1
C1QTNF12	0.005030337	0.004494497	0.004843019372077488	0.006679114	0.0035952747817154596	0.56118983	0.36259905	0
AL162741.1	0.0006728128	0.0005714778	0.0006680026720106881	0.0009842769	0.0005136106831022085	0.6913215	0.16269757	0
UBE2J2	0.23088758	0.26577485	0.2560120240480962	0.1235737	0.060092449922958396	-1.1042085	26.413385	1
LINC01786	0.0012544394	0.0010522269	0.001169004676018704	0.0018761883	0.001027221366204417	0.77829564	0.25674453	0
SCNN1D	0.0050816326	0.0049832207	0.00501002004008016	0.005385151	0.002054442732408834	0.109788574	0.051475335	0
ACAP3	0.04618652	0.044647254	0.04625918503674015	0.050928257	0.025166923472008218	0.18949717	0.3667929	0
PUSL1	0.056665625	0.065929435	0.06796927187708751	0.028182646	0.01335387776065742	-1.2231922	8.055985	1
