gene	mean	CM_1_mean	CM_1_positive_frac	CM_2_mean	CM_2_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	4.2411564e-05	6.911638e-05	9.892175289346128e-05	-1.0768417e-09	0.0	-0.75803196	0.49854693	0
FAM138A	9.771611e-09	5.478796e-09	0.0	-1.0768417e-09	0.0	-9.459356e-05	44.55244	0
OR4F5	9.771611e-09	5.478796e-09	0.0	-1.0768417e-09	0.0	-9.459356e-05	44.55244	0
AL627309.1	0.0018999289	0.002265908	0.003165496092590761	0.0013189369	0.0014155394778232148	-0.7375837	0.89858234	0
AL627309.3	0.00018815554	0.00023531512	0.0003956870115738451	0.00011322322	0.00015728216420257942	-0.653153	0.33834752	0
AL627309.2	9.771611e-09	5.478796e-09	0.0	-1.0768417e-09	0.0	-9.459356e-05	44.55244	0
AL627309.5	0.023397563	0.02463962	0.03660104857058067	0.021429868	0.023277760301981754	-0.20048378	0.8136053	0
AL627309.4	0.00086391845	0.00051874574	0.0007913740231476902	0.001412642	0.0015728216420257944	1.2896518	1.1379647	0
AP006222.2	0.00072407443	0.00073786074	0.001088139281828074	0.00070205954	0.0009436929852154766	-0.06300117	0.03431639	0
AL732372.1	9.771611e-09	5.478796e-09	0.0	-1.0768417e-09	0.0	-9.459356e-05	44.55244	0
OR4F29	9.771611e-09	5.478796e-09	0.0	-1.0768417e-09	0.0	-9.459356e-05	44.55244	0
AC114498.1	3.948871e-05	5.478796e-09	0.0	0.00010225646	0.00015728216420257942	1.0161067	0.49842462	0
OR4F16	9.771611e-09	5.478796e-09	0.0	-1.0768417e-09	0.0	-9.459356e-05	44.55244	0
AL669831.2	0.0010726367	0.0010524123	0.0015827480462953804	0.0011053324	0.001100975149418056	0.06477401	0.03761229	0
LINC01409	0.07242826	0.071111515	0.09991097042239588	0.0744997	0.07895564642969487	0.06705928	0.40087226	0
FAM87B	0.00022482223	0.00027015165	0.0003956870115738451	0.00015271801	0.00015728216420257942	-0.55058795	0.24593267	0
LINC01128	0.1626285	0.16925341	0.21970521317637748	0.15215018	0.15728216420257943	-0.15359303	2.5402508	0
LINC00115	0.013694039	0.0118381055	0.016816697991888417	0.016637733	0.017772884554891476	0.4875302	2.0111575	0
FAM41C	0.008501816	0.010618175	0.016025323968740728	0.005132995	0.005190311418685121	-1.0343505	4.8715415	0
AL645608.6	0.00055590423	0.00056788814	0.0007913740231476902	0.0005366756	0.0004718464926077383	-0.06904795	0.029946968	0
AL645608.2	0.004924788	0.004344436	0.0062320704322880605	0.0058480366	0.006448568732305757	0.42041326	0.7630636	0
AL645608.4	0.0009957406	0.00084363634	0.0011870610347215352	0.0012376134	0.0012582573136206354	0.5033582	0.35462344	0
LINC02593	0.04232653	0.042296704	0.058858442971609456	0.042365074	0.045139981126140295	0.0023247073	0.007726455	0
SAMD11	0.21442172	0.19612007	0.24206152933029973	0.24360172	0.23560868197546397	0.31264383	11.151493	0
NOC2L	0.23880193	0.24402592	0.3124938173904442	0.23058201	0.2348222711544511	-0.08171997	1.3427365	0
KLHL17	0.014946309	0.01423016	0.021169255119200713	0.016077604	0.018244731047499213	0.1749432	0.5008444	0
PLEKHN1	0.0018060622	0.0017118569	0.0023741220694430704	0.0019567518	0.0020446681346335325	0.1828988	0.14297627	0
