gene	mean	CM_2_mean	CM_2_positive_frac	CM_4_mean	CM_4_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	4.4019544e-09	-1.0768417e-09	0.0	-3.6379788e-10	0.0	1.0318922e-05	44.55244	0
FAM138A	4.4019544e-09	-1.0768417e-09	0.0	-3.6379788e-10	0.0	1.0318922e-05	44.55244	0
OR4F5	4.4019544e-09	-1.0768417e-09	0.0	-3.6379788e-10	0.0	1.0318922e-05	44.55244	0
AL627309.1	0.0011624638	0.0013189369	0.0014155394778232148	0.0008137442	0.001401541695865452	-0.6349482	0.3742477	0
AL627309.3	0.00012607285	0.00011322322	0.00015728216420257942	0.00015469623	0.000350385423966363	0.25641313	0.08158738	0
AL627309.2	4.4019544e-09	-1.0768417e-09	0.0	-3.6379788e-10	0.0	1.0318922e-05	44.55244	0
AL627309.5	0.020027937	0.021429868	0.023277760301981754	0.016897636	0.026629292221443588	-0.34100538	1.0109372	0
AL627309.4	0.0009750288	0.001412642	0.0015728216420257944	-3.6379788e-10	0.0	-3.919004	2.6431406	0
AP006222.2	0.00071241544	0.00070205954	0.0009436929852154766	0.0007352559	0.000700770847932726	0.05850889	0.019617023	0
AL732372.1	4.4019544e-09	-1.0768417e-09	0.0	-3.6379788e-10	0.0	1.0318922e-05	44.55244	0
OR4F29	4.4019544e-09	-1.0768417e-09	0.0	-3.6379788e-10	0.0	1.0318922e-05	44.55244	0
AC114498.1	7.058119e-05	0.00010225646	0.00015728216420257942	-3.6379788e-10	0.0	-1.016191	0.49846247	0
OR4F16	4.4019544e-09	-1.0768417e-09	0.0	-3.6379788e-10	0.0	1.0318922e-05	44.55244	0
AL669831.2	0.0010626616	0.0011053324	0.001100975149418056	0.00096744305	0.001401541695865452	-0.17527187	0.08011596	0
LINC01409	0.07174681	0.0744997	0.07895564642969487	0.06560017	0.0918009810791871	-0.18327266	1.0358183	0
FAM87B	0.00010540909	0.00015271801	0.00015728216420257942	-3.6379788e-10	0.0	-1.3375338	0.49851936	0
LINC01128	0.1507995	0.15215018	0.15728216420257943	0.14777143	0.20602662929222143	-0.042100634	0.25401732	0
