gene	mean	CM_1_mean	CM_1_positive_frac	CM_5_mean	CM_5_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	5.795701e-05	6.911638e-05	9.892175289346128e-05	1.3969839e-09	0.0	-0.7579962	0.49852324	0
FAM138A	7.2686817e-09	5.478796e-09	0.0	1.3969839e-09	0.0	-5.8905258e-05	44.55244	0
OR4F5	7.2686817e-09	5.478796e-09	0.0	1.3969839e-09	0.0	-5.8905258e-05	44.55244	0
AL627309.1	0.0023491527	0.002265908	0.003165496092590761	0.0027821779	0.001027221366204417	0.28476536	0.098368414	0
AL627309.3	0.0004251749	0.00023531512	0.0003956870115738451	0.0014109516	0.0005136106831022085	2.1718678	0.39092538	0
AL627309.2	7.2686817e-09	5.478796e-09	0.0	1.3969839e-09	0.0	-5.8905258e-05	44.55244	0
AL627309.5	0.025893724	0.02463962	0.03660104857058067	0.03241082	0.01746276322547509	0.39409673	0.7237433	0
AL627309.4	0.0012592324	0.00051874574	0.0007913740231476902	0.005103899	0.0025680534155110425	3.0721743	1.319948	0
AP006222.2	0.0006187209	0.00073786074	0.001088139281828074	1.3969839e-09	0.0	-3.0666904	2.8736181	0
AL732372.1	7.2686817e-09	5.478796e-09	0.0	1.3969839e-09	0.0	-5.8905258e-05	44.55244	0
OR4F29	7.2686817e-09	5.478796e-09	0.0	1.3969839e-09	0.0	-5.8905258e-05	44.55244	0
AC114498.1	7.2686817e-09	5.478796e-09	0.0	1.3969839e-09	0.0	-5.8905258e-05	44.55244	0
OR4F16	7.2686817e-09	5.478796e-09	0.0	1.3969839e-09	0.0	-5.8905258e-05	44.55244	0
AL669831.2	0.0017271964	0.0010524123	0.0015827480462953804	0.005230856	0.0030816640986132513	2.2097101	1.231088	0
LINC01409	0.07182064	0.071111515	0.09991097042239588	0.075481	0.03697996918335902	0.08591295	0.1948729	0
FAM87B	0.0006653295	0.00027015165	0.0003956870115738451	0.002717153	0.0015408320493066256	2.9280496	0.9162952	0
LINC01128	0.16062194	0.16925341	0.21970521317637748	0.11578782	0.05855161787365177	-0.547308	5.5469513	1
LINC00115	0.012979502	0.0118381055	0.016816697991888417	0.018899009	0.009244992295839754	0.67035025	0.87527674	0
FAM41C	0.010299444	0.010618175	0.016025323968740728	0.008645247	0.0035952747817154596	-0.29348838	0.24609318	0
AL645608.6	0.0004761982	0.00056788814	0.0007913740231476902	1.3969839e-09	0.0	-2.7395864	2.2214332	0
