gene	mean	CM_3_mean	CM_3_positive_frac	CM_4_mean	CM_4_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	3.8926373e-09	-2.1682354e-09	0.0	-3.6379788e-10	0.0	2.5969146e-05	44.55244	0
FAM138A	3.8926373e-09	-2.1682354e-09	0.0	-3.6379788e-10	0.0	2.5969146e-05	44.55244	0
OR4F5	3.8926373e-09	-2.1682354e-09	0.0	-3.6379788e-10	0.0	2.5969146e-05	44.55244	0
AL627309.1	0.0019993437	0.0025647436	0.0028390113560454243	0.0008137442	0.001401541695865452	-1.5441345	1.6464905	0
AL627309.3	4.9935545e-05	-2.1682354e-09	0.0	0.00015469623	0.000350385423966363	1.3488089	0.4984171	0
AL627309.2	3.8926373e-09	-2.1682354e-09	0.0	-3.6379788e-10	0.0	2.5969146e-05	44.55244	0
AL627309.5	0.018431302	0.019159658	0.020875083500334003	0.016897636	0.026629292221443588	-0.18024804	0.40008628	0
AL627309.4	0.00056785654	0.0008384436	0.0008350033400133601	-3.6379788e-10	0.0	-3.2302754	1.5601383	0
AP006222.2	0.0009132841	0.0009980263	0.001169004676018704	0.0007352559	0.000700770847932726	-0.39462245	0.16458237	0
AL732372.1	3.8926373e-09	-2.1682354e-09	0.0	-3.6379788e-10	0.0	2.5969146e-05	44.55244	0
OR4F29	3.8926373e-09	-2.1682354e-09	0.0	-3.6379788e-10	0.0	2.5969146e-05	44.55244	0
AC114498.1	3.8926373e-09	-2.1682354e-09	0.0	-3.6379788e-10	0.0	2.5969146e-05	44.55244	0
OR4F16	3.8926373e-09	-2.1682354e-09	0.0	-3.6379788e-10	0.0	2.5969146e-05	44.55244	0
AL669831.2	0.0010380071	0.0010715637	0.001169004676018704	0.00096744305	0.001401541695865452	-0.13427626	0.060557038	0
LINC01409	0.066470936	0.066884704	0.06947227788911156	0.06560017	0.0918009810791871	-0.027934523	0.093430765	0
FAM87B	0.00013240558	0.00019551569	0.00016700066800267202	-3.6379788e-10	0.0	-1.56324	0.49853083	0
LINC01128	0.13601327	0.13040002	0.13159652638610556	0.14777143	0.20602662929222143	0.18029344	1.7303241	0
LINC00115	0.011127957	0.011484994	0.011356045424181697	0.010379419	0.014365802382620883	-0.14469855	0.20592138	0
FAM41C	0.009474802	0.006805494	0.007181028724114896	0.01507551	0.023475823405746322	1.1359286	3.7851572	0
AL645608.6	3.8926373e-09	-2.1682354e-09	0.0	-3.6379788e-10	0.0	2.5969146e-05	44.55244	0
