gene	mean	CM_4_mean	CM_4_positive_frac	CM_6_mean	CM_6_positive_frac	log2FC	-log10 p-val	is_significant
SAMD11	0.29245806	0.29788095	0.3496846531184303	0.16346705	0.25833333333333336	-0.8653379	5.0898585	1
VWA1	0.07437855	0.068645224	0.09985984583041345	0.2107313	0.3333333333333333	1.6167576	5.02982	1
VAMP3	0.40989876	0.40104043	0.47687456201822004	0.62057525	0.75	0.62973124	5.9089837	1
ENO1-AS1	0.0048762434	0.0050812657	0.008409250175192713	-1.0186341e-10	0.0	-5.6952343	5.6153674	1
CENPS	0.19937588	0.20366411	0.2782060266292922	0.09736948	0.18333333333333332	-1.0638776	5.841794	1
CORT	0.027782226	0.0287834	0.04555010511562719	0.0039717853	0.008333333333333333	-2.8265073	6.433222	1
CASZ1	0.2291229	0.23410024	0.30238262088297124	0.11072816	0.19166666666666668	-1.0794181	6.5897207	1
MAD2L2	0.29369292	0.30050164	0.37736510161177295	0.13174218	0.23333333333333334	-1.1890408	9.869885	1
PLOD1	0.52269727	0.5119275	0.5676243868255081	0.7788296	0.8416666666666667	0.60527164	7.938579	1
FBLIM1	0.17801003	0.1703113	0.2274001401541696	0.36111328	0.5083333333333333	1.0838299	6.0350904	1
CLCNKB	0.05601988	0.0579991	0.08269096005606166	0.008940695	0.016666666666666666	-2.6840103	9.58902	1
CPLANE2	0.013338238	0.013899095	0.0189208128941836	-1.0186341e-10	0.0	-7.1291914	11.435794	1
NECAP2	0.12835312	0.11802501	0.1629292221443588	0.37399325	0.5583333333333333	1.6630833	10.539696	1
AL137802.2	0.010337724	0.010772421	0.0161177295024527	-1.0186341e-10	0.0	-6.7645307	9.983368	1
NBL1	0.011353201	0.007104845	0.012263489838822705	0.11239399	0.2	3.964737	5.4619665	1
ECE1	0.2183483	0.20192848	0.26734407848633496	0.60886353	0.75	1.5917971	16.668983	1
HSPG2	0.4285742	0.3929023	0.4730203223545901	1.2769641	0.975	1.7002213	39.75675	1
LUZP1	0.42694703	0.4118586	0.4800280308339173	0.7857941	0.85	0.9318356	13.186765	1
HNRNPR	1.3614085	1.3789742	0.9267694463910301	0.9436479	0.9	-0.5472266	17.113153	1
E2F2	0.03835524	0.03996797	0.05956552207428171	-1.0186341e-10	0.0	-8.646307	34.65336	1
PITHD1	0.4083144	0.41415527	0.48843728100911005	0.26938626	0.4666666666666667	-0.62030834	5.383499	1
SYF2	0.41540954	0.40657783	0.4810791871058164	0.6254532	0.7666666666666667	0.6212462	6.529469	1
AL031432.4	0.010324839	0.010758994	0.014365802382620883	-1.0186341e-10	0.0	-6.7627482	8.539507	1
AL031280.1	0.030272584	0.03134544	0.04730203223545901	0.004757334	0.008333333333333333	-2.6946142	5.57742	1
AUNIP	0.06114648	0.0635961	0.09460406447091801	0.0028794473	0.008333333333333333	-4.4180884	32.28798	1
STMN1	2.6764655	2.720023	0.9989488437281009	1.640552	0.9916666666666667	-0.72940254	44.55244	1
SH3BGRL3	0.51418084	0.45301223	0.49929922915206726	1.9689759	0.9833333333333333	2.1195784	44.55244	1
