id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	CM|CM	CM|EC	CM|EP	CM|FB	CM|PR	CM|SM	CM|UN	EC|CM	EC|EC	EC|EP	EC|FB	EC|PR	EC|SM	EC|UN	EP|CM	EP|EC	EP|EP	EP|FB	EP|PR	EP|SM	EP|UN	FB|CM	FB|EC	FB|EP	FB|FB	FB|PR	FB|SM	FB|UN	PR|CM	PR|EC	PR|EP	PR|FB	PR|PR	PR|SM	PR|UN	SM|CM	SM|EC	SM|EP	SM|FB	SM|PR	SM|SM	SM|UN	UN|CM	UN|EC	UN|EP	UN|FB	UN|PR	UN|SM	UN|UN
CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.177	0.625	0.106	0.367	0.157	0.0	0.137	0.625	1.073	0.553	0.814	0.605	0.0	0.585	0.106	0.553	0.034	0.295	0.086	0.0	0.065	0.367	0.814	0.295	0.556	0.346	0.0	0.326	0.157	0.605	0.086	0.346	0.137	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.585	0.065	0.326	0.117	0.0	0.097
CPI-SS058209EC7	F2_F2R	simple:P00734	simple:P25116	F2	F2R	True	False	True	curated	False	Ligand-Receptor	Adhesion by Prothrombin	0.02	0.28	0.019	0.248	0.168	0.466	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.436	0.696	0.435	0.664	0.584	0.882	0.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C93E48D7	THBS1_CD36	simple:P07996	simple:P16671	THBS1	CD36	False	False	True	curated	False	Ligand-Receptor	Signaling by Thrombospondin precursor	0.019	0.019	0.017	0.016	0.105	0.878	0.022	0.134	0.133	0.132	0.131	0.22	0.993	0.137	0.01	0.01	0.008	0.007	0.096	0.869	0.013	0.112	0.112	0.11	0.109	0.198	0.972	0.115	0.072	0.071	0.07	0.068	0.158	0.931	0.074	0.707	0.707	0.705	0.704	0.793	1.566	0.71	0.011	0.011	0.009	0.008	0.097	0.87	0.014
CPI-SS05996C8FD	AGT_AGTR1	simple:P01019	simple:P30556	AGT	AGTR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.021	0.028	0.28	0.039	0.061	0.0	0.0	0.003	0.009	0.261	0.021	0.042	0.0	0.0	0.522	0.529	0.781	0.54	0.562	0.0	0.0	0.013	0.02	0.272	0.031	0.053	0.0	0.0	0.003	0.01	0.262	0.021	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.015	0.266	0.026	0.047	0.0	0.0
CPI-SS069924427	AGT_AGTR2	simple:P01019	simple:P50052	AGT	AGTR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Angiotensinogen	0.0	0.0	0.022	0.0	0.02	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.0	0.0	0.522	0.0	0.521	0.0	0.0	0.0	0.0	0.013	0.0	0.012	0.0	0.0	0.0	0.0	0.003	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.006	0.0	0.0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.007	0.004	0.008	0.092	0.087	0.0	0.013	0.013	0.009	0.014	0.098	0.093	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.009	0.013	0.097	0.092	0.0	0.018	0.098	0.094	0.099	0.183	0.177	0.0	0.103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.005	0.009	0.094	0.088	0.0	0.014
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.255	0.026	0.038	0.054	0.236	0.0	0.074	0.255	0.026	0.037	0.054	0.236	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.253	0.024	0.036	0.053	0.235	0.0	0.073	0.268	0.039	0.051	0.067	0.249	0.0	0.087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.024	0.036	0.053	0.235	0.0	0.073
CPI-SS043D3630C	LRRTM1_NRXN1	simple:Q86UE6	simple:Q9ULB1	LRRTM1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.253	0.024	0.036	0.052	0.234	0.0	0.072	0.255	0.026	0.037	0.054	0.236	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.254	0.025	0.037	0.053	0.235	0.0	0.073	0.254	0.025	0.036	0.053	0.235	0.0	0.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0626DF0EB	LRRTM3_NRXN1	simple:Q86VH5	simple:Q9ULB1	LRRTM3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.257	0.028	0.04	0.056	0.238	0.0	0.076	0.254	0.025	0.037	0.054	0.236	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.259	0.03	0.041	0.058	0.24	0.0	0.078	0.258	0.029	0.041	0.058	0.24	0.0	0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.257	0.028	0.039	0.056	0.238	0.0	0.076
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.255	0.026	0.038	0.055	0.237	0.0	0.075	0.257	0.028	0.04	0.056	0.238	0.0	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.258	0.029	0.041	0.057	0.239	0.0	0.077	0.271	0.042	0.053	0.07	0.252	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.253	0.024	0.036	0.053	0.235	0.0	0.073
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.09	0.091	0.0	0.095	0.09	0.0	0.093	0.021	0.022	0.0	0.026	0.021	0.0	0.024	0.023	0.024	0.0	0.028	0.023	0.0	0.026	0.273	0.274	0.0	0.278	0.273	0.0	0.276	0.006	0.007	0.0	0.011	0.006	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.021	0.0	0.025	0.02	0.0	0.023
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.0	0.008	0.003	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.004	0.0	0.008	0.003	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.004	0.0	0.0	0.006	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.008	0.0	0.0	0.008	0.002	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.0	0.0	0.003	0.0	0.0	0.003	0.005	0.0	0.0	0.007	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.006	0.0	0.0	0.006	0.001	0.0	0.0	0.003	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093B46106	CXCL6_CXCR2	simple:P80162	simple:P25025	CXCL6	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.004	0.0	0.0	0.003	0.002	0.0	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0315F51DD	CXCL8_CXCR2	simple:P10145	simple:P25025	CXCL8	CXCR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.001	0.0	0.0	0.003	0.0	0.0	0.003	0.019	0.0	0.0	0.022	0.0	0.0	0.021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.007	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A28DCA72	CXCL12_CXCR4	simple:P48061	simple:P61073	CXCL12	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.083	0.417	0.079	0.158	0.097	0.0	0.085	0.012	0.346	0.008	0.087	0.026	0.0	0.015	0.023	0.356	0.019	0.097	0.037	0.0	0.025	0.085	0.419	0.081	0.16	0.099	0.0	0.088	0.149	0.483	0.145	0.224	0.163	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.375	0.037	0.116	0.055	0.0	0.044
CPI-SS0669CC233	CXCL14_CXCR4	simple:O95715	simple:P61073	CXCL14	CXCR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Chemokines	0.01	0.344	0.006	0.085	0.024	0.0	0.012	0.009	0.343	0.005	0.084	0.023	0.0	0.012	0.034	0.368	0.03	0.109	0.048	0.0	0.037	0.017	0.351	0.013	0.092	0.031	0.0	0.02	0.01	0.344	0.007	0.085	0.025	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022	0.356	0.018	0.097	0.036	0.0	0.025
CPI-SS0F62347D4	C1QL1_ADGRB3	simple:O75973	simple:O60242	C1QL1	ADGRB3	True	False	True	curated	False	Ligand-Receptor	Signaling by Complement	0.027	0.03	0.0	0.045	0.071	0.0	0.029	0.008	0.012	0.0	0.026	0.052	0.0	0.01	0.012	0.016	0.0	0.03	0.056	0.0	0.014	0.031	0.035	0.0	0.05	0.076	0.0	0.034	0.021	0.024	0.0	0.039	0.065	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.013	0.0	0.027	0.053	0.0	0.011
CPI-CS0917E42F5	DHEAsulfate_bySULT1E1_PPARG	complex:DHEAsulfate_bySULT1E1	simple:P37231		PPARG	True	False	True	curated	False	Ligand-Receptor	Signaling by Dehydroepiandrosterone	0.004	0.068	0.253	0.032	0.076	0.0	0.01	0.004	0.068	0.253	0.032	0.076	0.0	0.01	0.082	0.147	0.332	0.111	0.155	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.12	0.305	0.084	0.128	0.0	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D8632EB4	EDN1_EDNRA	simple:P05305	simple:P25101	EDN1	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.062	0.014	0.004	0.084	0.525	0.704	0.022	0.092	0.043	0.033	0.114	0.555	0.734	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.073	0.024	0.014	0.094	0.536	0.714	0.033	0.062	0.013	0.004	0.084	0.525	0.704	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS056AA08CF	EDN2_EDNRA	simple:P20800	simple:P25101	EDN2	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.062	0.013	0.003	0.084	0.525	0.704	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS03D5CBF55	EDN3_EDNRA	simple:P14138	simple:P25101	EDN3	EDNRA	True	False	True	curated	False	Ligand-Receptor	Signaling by Endothelin	0.062	0.013	0.003	0.083	0.525	0.703	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.023	0.013	0.093	0.535	0.713	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FC01B947	EFNA5_EPHA4	simple:P52803	simple:P54764	EFNA5	EPHA4	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.179	0.021	0.025	0.022	0.106	0.0	0.103	0.184	0.027	0.031	0.028	0.112	0.0	0.109	0.171	0.014	0.018	0.015	0.099	0.0	0.096	0.238	0.081	0.085	0.081	0.165	0.0	0.162	0.235	0.078	0.082	0.078	0.163	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171	0.014	0.018	0.015	0.099	0.0	0.096
CPI-SS087E0E3FB	EFNB2_EPHA4	simple:P52799	simple:P54764	EFNB2	EPHA4	False	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.205	0.047	0.051	0.048	0.132	0.0	0.129	0.458	0.301	0.305	0.302	0.386	0.0	0.383	0.19	0.033	0.037	0.034	0.118	0.0	0.115	0.217	0.06	0.064	0.061	0.145	0.0	0.142	0.449	0.292	0.296	0.292	0.377	0.0	0.374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187	0.03	0.034	0.03	0.115	0.0	0.112
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.012	0.0	0.0	0.013	0.013	0.0	0.0	0.017	0.0	0.0	0.018	0.018	0.0	0.0	0.005	0.0	0.0	0.005	0.006	0.0	0.0	0.071	0.0	0.0	0.072	0.072	0.0	0.0	0.068	0.0	0.0	0.069	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.005	0.005	0.0	0.0
CPI-SS05ABE6795	EFNB2_EPHB6	simple:P52799	simple:O15197	EFNB2	EPHB6	True	True	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.043	0.043	0.043	0.087	0.104	0.0	0.041	0.297	0.297	0.297	0.341	0.358	0.0	0.294	0.029	0.028	0.029	0.073	0.09	0.0	0.026	0.056	0.055	0.056	0.1	0.117	0.0	0.053	0.288	0.287	0.287	0.332	0.349	0.0	0.285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026	0.025	0.025	0.07	0.087	0.0	0.023
CPI-SS052119104	AREG_EGFR	simple:P15514	simple:P00533	AREG	EGFR	True	False	True	curated	False	Ligand-Receptor	Signaling by Epidermal growth factor	0.072	0.073	0.242	0.185	0.226	0.772	0.0	0.114	0.116	0.284	0.227	0.268	0.814	0.0	0.359	0.361	0.529	0.472	0.513	1.06	0.0	0.065	0.067	0.235	0.178	0.219	0.765	0.0	0.009	0.01	0.179	0.122	0.163	0.709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.031	0.2	0.142	0.184	0.73	0.0
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	FGF2	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.101	0.302	0.026	0.233	0.279	0.0	0.072	0.106	0.306	0.031	0.238	0.284	0.0	0.076	0.134	0.335	0.059	0.266	0.312	0.0	0.105	0.119	0.319	0.044	0.251	0.297	0.0	0.09	0.113	0.313	0.038	0.245	0.291	0.0	0.084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.303	0.027	0.234	0.28	0.0	0.073
CPI-SS01333FFA6	FGF5_FGFR1	simple:P12034	simple:P11362	FGF5	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	0.092	0.293	0.017	0.224	0.27	0.0	0.063	0.093	0.293	0.018	0.225	0.271	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.294	0.019	0.226	0.272	0.0	0.064	0.092	0.293	0.017	0.224	0.27	0.0	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.094	0.295	0.019	0.226	0.272	0.0	0.065
CPI-SS08BFFB96E	FLRT3_ADGRL2	simple:Q9NZU0	simple:O95490	FLRT3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.04	0.289	0.033	0.239	0.241	0.47	0.03	0.039	0.288	0.033	0.238	0.241	0.47	0.03	0.124	0.373	0.118	0.323	0.326	0.555	0.114	0.046	0.295	0.04	0.245	0.248	0.477	0.036	0.081	0.33	0.075	0.28	0.282	0.512	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.287	0.032	0.237	0.239	0.469	0.028
CPI-SS083BB1EB3	TENM1_ADGRL2	simple:Q9UKZ4	simple:O95490	TENM1	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.037	0.286	0.031	0.236	0.239	0.468	0.027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.286	0.031	0.236	0.239	0.468	0.028	0.038	0.287	0.031	0.236	0.239	0.468	0.028	0.1	0.349	0.094	0.299	0.301	0.531	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038	0.287	0.031	0.237	0.239	0.468	0.028
CPI-SS075F456AF	TENM3_ADGRL2	simple:Q9P273	simple:O95490	TENM3	ADGRL2	False	False	True	curated	False	Ligand-Receptor	Signaling by Teneurin	0.06	0.309	0.054	0.259	0.261	0.491	0.05	0.037	0.286	0.031	0.236	0.238	0.468	0.027	0.04	0.289	0.034	0.239	0.242	0.471	0.03	0.12	0.369	0.114	0.319	0.321	0.551	0.11	0.103	0.352	0.097	0.302	0.305	0.534	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.297	0.042	0.247	0.249	0.479	0.038
CPI-SS07AF9303D	GRP_GRPR	simple:P07492	simple:P30550	GRP	GRPR	True	False	True	curated	False	Ligand-Receptor	Signaling by Gastrin	0.004	0.004	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.004	0.0	0.0	0.003	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS027E12A36	MDK_PTPRZ1	simple:P21741	simple:P23471	MDK	PTPRZ1	True	False	False	curated	False	Ligand-Receptor	Signaling by Midkine	0.514	0.0	0.52	0.0	0.0	0.0	0.0	0.083	0.0	0.089	0.0	0.0	0.0	0.0	0.7	0.0	0.706	0.0	0.0	0.0	0.0	0.987	0.0	0.993	0.0	0.0	0.0	0.0	0.856	0.0	0.862	0.0	0.0	0.0	0.0	0.703	0.0	0.709	0.0	0.0	0.0	0.0	0.206	0.0	0.212	0.0	0.0	0.0	0.0
