gene	mean	VO_mean	VO_positive_frac	ReAgg-CM_mean	ReAgg-CM_positive_frac	log2FC	-log10 p-val	is_significant
WIF1	0.0002094171	0.00021416682	0.0006574621959237344	-5.820766e-11	0.0	-1.6515317	0.8023918	0
LEMD3	0.13524707	0.1349877	0.1623931623931624	0.14668879	0.18840579710144928	0.11984557	0.11412544	0
AC026124.2	0.008164641	0.008102047	0.00953320184089415	0.010925009	0.014492753623188406	0.42672393	0.09750651	0
MSRB3	0.2652844	0.26790398	0.30177514792899407	0.14977604	0.18840579710144928	-0.8384846	2.2626584	0
AC026124.1	0.08047566	0.08179405	0.10190664036817883	0.022345196	0.028985507246376812	-1.867352	3.308802	0
AC025419.1	0.00054163503	0.0005539203	0.0006574621959237344	-5.820766e-11	0.0	-2.7091157	0.80261487	0
AC090023.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02454	0.009229697	0.009190447	0.012163050624589087	0.010960954	0.014492753623188406	0.25165606	0.058760684	0
AC090023.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
HMGA2	0.72392493	0.72589356	0.6117685733070348	0.6371717	0.5362318840579711	-0.18804818	0.56433	0
AC107308.1	0.0031986944	0.0028787754	0.0046022353714661405	0.017302822	0.014492753623188406	2.54653	0.3894483	0
HMGA2-AS1	0.033330817	0.03307722	0.04043392504930966	0.044511754	0.057971014492753624	0.42723075	0.21251325	0
AC090673.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02425	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LLPH	0.30625883	0.30906823	0.33826429980276135	0.18238477	0.2318840579710145	-0.7606159	2.3662035	0
LLPH-DT	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
TMBIM4	0.91074574	0.9185344	0.7350427350427351	0.5674133	0.5507246376811594	-0.6948367	5.7081323	1
IRAK3	0.06080256	0.060702216	0.07659434582511505	0.06521997	0.07246376811594203	0.10340019	0.05706477	0
AC078889.1	0.00023023249	0.00023545435	0.0003287310979618672	-5.820766e-11	0.0	-1.7461174	0.49843156	0
HELB	0.026079964	0.026413029	0.03287310979618672	0.011396978	0.014492753623188406	-1.2054468	0.690411	0
GRIP1	0.017692909	0.017835734	0.024326101249178174	0.011396978	0.014492753623188406	-0.6415821	0.23599744	0
AC073530.1	0.00044925796	0.00045944785	0.0006574621959237344	-5.820766e-11	0.0	-2.4840045	0.8021531	0
CAND1	0.44122332	0.44271734	0.45069033530571995	0.3753431	0.43478260869565216	-0.23811738	0.6290203	0
AC078983.1	0.0038202165	0.0037148492	0.005259697567389875	0.008465418	0.014492753623188406	1.1668975	0.23737364	0
LINC02420	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02408	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02442	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
DYRK2	0.15546747	0.15494782	0.1854043392504931	0.17838432	0.2318840579710145	0.20308402	0.24704206	0
AC078777.1	0.00074551476	0.00076242717	0.0009861932938856016	-5.820766e-11	0.0	-3.1084034	1.0510514	0
LINC02421	0.00023150351	0.00023675422	0.0003287310979618672	-5.820766e-11	0.0	-1.7516968	0.4984086	0
LINC01479	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
IFNG-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
IFNG	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
IL26	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
IL22	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
MDM1	0.051357556	0.0513836	0.0670611439842209	0.05020324	0.08695652173913043	-0.03346154	0.019070609	0
LINC02384	0.0019131267	0.0019565178	0.0023011176857330702	-5.820766e-11	0.0	-4.3621325	1.9580818	0
AC022511.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC008033.3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
RAP1B	1.3570582	1.3604614	0.893491124260355	1.2070516	0.8260869565217391	-0.17259507	1.2186221	0
AC090061.1	0.001989307	0.0020344264	0.0029585798816568047	-5.820766e-11	0.0	-4.415777	2.3500986	0
NUP107	0.09610396	0.095544726	0.11801446416831032	0.12076668	0.14492753623188406	0.3376592	0.2822281	0
SLC35E3	0.22865392	0.22782363	0.25575279421433267	0.26524347	0.2463768115942029	0.21931049	0.2652343	0
MDM2	0.6204724	0.62382627	0.5479947403024326	0.4725954	0.4057971014492754	-0.40046483	1.0529487	0
AC025423.1	0.009532692	0.009492251	0.01282051282051282	0.011316447	0.014492753623188406	0.25117233	0.058679458	0
AC025423.4	0.0049358746	0.0048558135	0.005917159763313609	0.008465418	0.014492753623188406	0.7894017	0.17130844	0
CPM	0.25264186	0.25633723	0.2794214332675871	0.08970347	0.13043478260869565	-1.5137625	6.0833006	1
AC127894.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CPSF6	0.32842577	0.32631257	0.3576594345825115	0.42157745	0.4782608695652174	0.36944333	0.9405975	0
AC020656.2	0.0004043951	0.0004135674	0.0006574621959237344	-5.820766e-11	0.0	-2.3605545	0.8006569	0
LYZ	0.0011534585	0.0011796241	0.0013149243918474688	-5.820766e-11	0.0	-3.677649	1.3263235	0
AC020656.1	0.00075854233	0.00077575026	0.0009861932938856016	-5.820766e-11	0.0	-3.1305203	1.0705534	0
YEATS4	0.13306083	0.13451235	0.15943458251150558	0.06907572	0.10144927536231885	-0.9604731	1.6873937	0
LINC02373	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
FRS2	0.09965462	0.09946799	0.1242603550295858	0.10789057	0.11594202898550725	0.1171513	0.08617886	0
CCT2	0.87297684	0.87513816	0.7199211045364892	0.7777267	0.6521739130434783	-0.17022686	0.6414595	0
LRRC10	0.00031371156	-1.1568773e-09	0.0	0.0141443545	0.014492753623188406	7.154263	0.49369133	0
BEST3	0.0009144155	0.0009351591	0.0009861932938856016	-5.820766e-11	0.0	-3.3717816	1.0696211	0
AC025263.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
RAB3IP	0.06202765	0.062317207	0.07593688362919132	0.04925551	0.057971014492753624	-0.3387327	0.2213047	0
MYRFL	0.0013917587	0.0014233241	0.001643655489809336	-5.820766e-11	0.0	-3.9291518	1.5468122	0
AC025159.1	0.06293066	0.063132584	0.07790927021696252	0.054021664	0.057971014492753624	-0.22446196	0.12683813	0
AC078922.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02821	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC01481	0.0019626813	0.0020071967	0.0023011176857330702	-5.820766e-11	0.0	-4.397254	2.0364127	0
AC092881.2	0.0010133169	0.0010363037	0.0013149243918474688	-5.820766e-11	0.0	-3.5062776	1.2974933	0
CNOT2	0.34460923	0.34318343	0.36587771203155817	0.40745193	0.4057971014492754	0.24758366	0.4882175	0
KCNMB4	0.13389464	0.13219656	0.15614727153188693	0.20876463	0.2753623188405797	0.6587927	1.0793004	0
AC025569.1	0.014429287	0.014129715	0.016765285996055226	0.027637323	0.028985507246376812	0.96292174	0.30068147	0
PTPRB	0.35402867	0.35125113	0.36620644312952005	0.4764677	0.4927536231884058	0.43976766	1.2091739	0
AC083809.1	0.00028385743	0.00029029563	0.0003287310979618672	-5.820766e-11	0.0	-1.9645683	0.4984616	0
PTPRR	0.0009899702	0.0010124275	0.0013149243918474688	-5.820766e-11	0.0	-3.4756403	1.2745723	0
AC123905.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC025575.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC025575.2	0.0005490629	0.0005615193	0.0006574621959237344	-5.820766e-11	0.0	-2.725784	0.8010984	0
TSPAN8	0.0008256711	0.0008444016	0.0013149243918474688	-5.820766e-11	0.0	-3.2394013	1.336414	0
LGR5	0.006274008	0.006416336	0.008875739644970414	-5.820766e-11	0.0	-6.02599	6.0971165	1
AC090116.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC078860.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ZFC3H1	0.262707	0.26365185	0.2935568704799474	0.22103429	0.2753623188405797	-0.2542584	0.45890263	0
THAP2	0.06755132	0.06699004	0.08218277449046679	0.092290595	0.11594202898550725	0.46164742	0.35671014	0
TMEM19	0.13990605	0.14090337	0.16272189349112426	0.09594459	0.14492753623188406	-0.55395335	0.8266426	0
AC011601.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
RAB21	0.47744852	0.47664356	0.47830374753451677	0.5129253	0.5217391304347826	0.10581661	0.23047942	0
AC089984.1	0.0027033037	0.002764618	0.0029585798816568047	-5.820766e-11	0.0	-4.840272	2.4399953	0
TBC1D15	0.29394472	0.28690216	0.3106508875739645	0.604418	0.6086956521739131	1.0747237	4.8578672	0
TPH2	0.0004420837	0.00023788022	0.0003287310979618672	0.009444783	0.014492753623188406	4.8201284	0.4772231	0
AC090109.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
TRHDE	0.045917608	0.046958975	0.0670611439842209	-5.820766e-11	0.0	-8.878327	40.80441	1
TRHDE-AS1	0.032756653	0.033499673	0.04569362261669954	-5.820766e-11	0.0	-8.392304	28.775547	1
AC133480.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC090503.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02444	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC090503.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02445	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC090015.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC136188.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02394	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC090502.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ATXN7L3B	0.6172662	0.6226548	0.5739644970414202	0.3796823	0.4057971014492754	-0.7134916	3.8945723	0
AC025257.1	0.0011703845	0.001196934	0.0013149243918474688	-5.820766e-11	0.0	-3.6970341	1.3198557	0
AC073525.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
KCNC2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC091534.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CAPS2	0.0068246108	0.0066088093	0.008547008547008548	0.016339434	0.014492753623188406	1.293032	0.2558631	0
AC121761.2	0.0049477285	0.005059952	0.006245890861275477	-5.820766e-11	0.0	-5.6892867	4.708969	0
GLIPR1L1	0.00064122083	0.0006557676	0.0006574621959237344	-5.820766e-11	0.0	-2.9179435	0.8023145	0
GLIPR1L2	0.006155712	0.006295357	0.007560815253122946	-5.820766e-11	0.0	-5.998954	5.3356285	1
GLIPR1	0.04941862	0.049549744	0.06476002629848784	0.043631244	0.043478260869565216	-0.18312182	0.089109905	0
AC121761.1	0.0017389788	0.00177842	0.0019723865877712033	-5.820766e-11	0.0	-4.2314487	1.8047782	0
KRR1	0.4116807	0.41167372	0.4276791584483892	0.41197696	0.4492753623188406	0.0010621177	0.0017817311	0
AC078923.1	0.0004893976	0.000500498	0.0006574621959237344	-5.820766e-11	0.0	-2.5861604	0.7973175	0
AC078820.2	0.0010770109	0.0011014425	0.0009861932938856016	-5.820766e-11	0.0	-3.5866966	1.0455997	0
AC078820.1	0.00217859	0.0020489488	0.0026298487836949377	0.007893946	0.014492753623188406	1.8952767	0.33396754	0
AC011611.2	0.0014207921	0.0014530161	0.001643655489809336	-5.820766e-11	0.0	-3.9570017	1.525897	0
PHLDA1	0.79512185	0.79941654	0.6581196581196581	0.60583085	0.5072463768115942	-0.3999747	1.5884225	0
AC011611.3	0.00050791615	0.00051943655	0.0006574621959237344	-5.820766e-11	0.0	-2.6309574	0.722642	0
AC011611.4	0.005721482	0.0056370473	0.00821827744904668	0.009444783	0.014492753623188406	0.7344041	0.16093817	0
NAP1L1	1.9703658	1.9647615	0.9769888231426693	2.2174404	0.9855072463768116	0.17453273	3.0985885	0
LNCOG	0.0090852445	0.008962723	0.011505588428665352	0.014487675	0.014492753623188406	0.6867335	0.15137286	0
BBS10	0.04683732	0.047474183	0.05917159763313609	0.01875305	0.028985507246376812	-1.335381	1.3871331	0
OSBPL8	0.6705942	0.67240185	0.6061801446416831	0.5909414	0.5797101449275363	-0.18627898	0.6349747	0
AC107032.2	0.00027166295	0.00027782455	0.0003287310979618672	-5.820766e-11	0.0	-1.9177175	0.49846783	0
AC107032.3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
ZDHHC17	0.15580122	0.15534241	0.1863905325443787	0.17603654	0.21739130434782608	0.18031394	0.19708636	0
CSRP2	0.6538768	0.6569025	0.5351742274819198	0.5204738	0.5217391304347826	-0.33579624	1.2761585	0
AC124784.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
E2F7	0.0036105737	0.0036924675	0.0046022353714661405	-5.820766e-11	0.0	-5.2450657	3.6059227	0
AC079030.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02464	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
NAV3	0.10411518	0.10611834	0.13050624589086127	0.015810706	0.014492753623188406	-2.7389631	6.239763	1
AC073591.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC138331.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC073571.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02424	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC128707.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC130415.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC079362.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC068993.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
SYT1	0.07002923	0.06632356	0.07659434582511505	0.23339574	0.2608695652173913	1.8136292	2.858186	0
AC090709.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC027288.3	0.0013023369	0.0010973078	0.001643655489809336	0.010341375	0.014492753623188406	3.124446	0.42579383	0
AC027288.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
PAWR	0.23114565	0.23386861	0.26627218934911245	0.111077994	0.15942028985507245	-1.0734438	3.2528017	0
AC073569.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
PPP1R12A	0.682484	0.68025845	0.6157133464825773	0.7806247	0.6811594202898551	0.19851878	0.6633159	0
AC073569.3	0.0017333038	0.0017726162	0.0019723865877712033	-5.820766e-11	0.0	-4.226984	1.8064902	0
AC073569.1	0.000999022	0.0010216846	0.0009861932938856016	-5.820766e-11	0.0	-3.487596	1.0525484	0
PPP1R12A-AS1	0.010367956	0.010368577	0.013149243918474688	0.010341375	0.014492753623188406	-0.0037536707	0.0008974094	0
OTOGL	0.0053212796	0.005258663	0.006245890861275477	0.008082681	0.014492753623188406	0.6107006	0.13616012	0
PTPRQ	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC074031.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
MYF6	0.015207597	0.01555256	0.01873767258382643	-5.820766e-11	0.0	-7.2902555	12.636637	1
MYF5	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC01490	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LIN7A	0.02045356	0.020205727	0.025969756738987507	0.031380568	0.043478260869565216	0.6325749	0.2654807	0
ACSS3	0.019857762	0.019749818	0.02564102564102564	0.024617486	0.028985507246376812	0.31640625	0.10042635	0
AC078955.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
PPFIA2	0.0036100817	0.0036919643	0.005259697567389875	-5.820766e-11	0.0	-5.2448745	3.8882217	0
PPFIA2-AS1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC069228.1	0.00025212052	0.00025783884	0.0003287310979618672	-5.820766e-11	0.0	-1.8393109	0.49844134	0
LINC02426	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CCDC59	0.2938674	0.29535466	0.321827744904668	0.22828314	0.2463768115942029	-0.37148058	0.6695932	0
METTL25	0.059642542	0.05964791	0.07593688362919132	0.05939961	0.057971014492753624	-0.006008066	0.0028937825	0
AC089998.4	0.00044478138	0.00045486976	0.0006574621959237344	-5.820766e-11	0.0	-2.47215	0.79537517	0
AC089998.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC089998.1	0.00027471772	0.0002809486	0.0003287310979618672	-5.820766e-11	0.0	-1.9295971	0.4984635	0
AC091214.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
TMTC2	0.013135057	0.013433011	0.018080210387902695	-5.820766e-11	0.0	-7.08034	11.884974	1
AC090680.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC093025.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC090679.3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC090679.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
SLC6A15	0.000469835	0.00048049167	0.0006574621959237344	-5.820766e-11	0.0	-2.5372763	0.7920516	0
TSPAN19	0.00067484897	0.0006901585	0.0006574621959237344	-5.820766e-11	0.0	-2.982143	0.8029358	0
LRRIQ1	0.018119466	0.018530477	0.022682445759368838	-5.820766e-11	0.0	-7.5415215	15.160509	1
ALX1	0.01068995	0.010767808	0.014792899408284023	0.007258222	0.014492753623188406	-0.56263196	0.19422758	0
LINC02820	0.00023185907	0.00023711784	0.0003287310979618672	-5.820766e-11	0.0	-1.7532539	0.4984258	0
RASSF9	0.013426425	0.013730988	0.020710059171597635	-5.820766e-11	0.0	-7.111761	13.871233	1
NTS	0.005129083	0.005245442	0.0046022353714661405	-5.820766e-11	0.0	-5.740238	2.9838898	0
MGAT4C	0.01261778	0.0129040005	0.016107823800131493	-5.820766e-11	0.0	-7.0228124	10.532684	1
AC016993.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC010196.1	0.00014789333	0.00015124751	0.0003287310979618672	-5.820766e-11	0.0	-1.3291101	0.49841237	0
LINC02258	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC079598.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
C12orf50	0.00023733734	0.00024272036	0.0003287310979618672	-5.820766e-11	0.0	-1.7770329	0.4984371	0
C12orf29	0.09759581	0.09713227	0.11768573307034845	0.11803833	0.15942028985507245	0.28096992	0.25932044	0
CEP290	0.40055233	0.40363017	0.41157133464825774	0.26484153	0.2753623188405797	-0.6077174	1.7876027	0
TMTC3	0.26152393	0.26487872	0.2968441814595661	0.11360321	0.14492753623188406	-1.2206035	4.0314627	0
KITLG	0.6325181	0.6384598	0.5571992110453649	0.37055618	0.4057971014492754	-0.7847403	4.7553024	0
AC024941.2	0.004944959	0.00505712	0.006245890861275477	-5.820766e-11	0.0	-5.6884947	4.5466185	0
AC024941.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02458	0.0015792246	0.0016150422	0.0019723865877712033	-5.820766e-11	0.0	-4.100173	1.7983279	0
DUSP6	0.5921601	0.59005725	0.5443786982248521	0.6848607	0.6086956521739131	0.21492173	0.6897713	0
AC024909.1	0.008844999	0.0088000875	0.011176857330703484	0.010825818	0.014492753623188406	0.2958499	0.068757705	0
AC010201.3	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC010201.2	0.0009692595	0.000991247	0.001643655489809336	-5.820766e-11	0.0	-3.4479065	1.48211	0
AC010201.1	0.00081153814	0.0008299481	0.0013149243918474688	-5.820766e-11	0.0	-3.2171512	1.2901568	0
POC1B	0.10711182	0.107074976	0.12721893491124261	0.10874368	0.14492753623188406	0.022289578	0.016518166	0
GALNT4	0.08111136	0.082008705	0.09434582511505589	0.041543506	0.057971014492753624	-0.97944355	1.2207562	0
POC1B-AS1	0.026353374	0.026009556	0.030900723208415515	0.04151206	0.043478260869565216	0.67242396	0.2841346	0
AC025034.1	0.0027896338	0.0028529065	0.003616042077580539	-5.820766e-11	0.0	-4.8840647	2.8738432	0
ATP2B1	0.6088953	0.6129806	0.5332018408941486	0.4287702	0.463768115942029	-0.5155358	2.355334	0
ATP2B1-AS1	0.040098257	0.04042697	0.05325443786982249	0.025607156	0.028985507246376812	-0.6567123	0.37600115	0
AC009522.1	0.00019754682	0.0002020273	0.0003287310979618672	-5.820766e-11	0.0	-1.5946798	0.4984333	0
LINC02399	0.00069777644	0.0007136061	0.0006574621959237344	-5.820766e-11	0.0	-3.0243313	0.7846639	0
AC126178.1	0.00022747429	0.00023263358	0.0003287310979618672	-5.820766e-11	0.0	-1.7339346	0.4984182	0
LINC02392	0.0011278006	0.0011533841	0.0013149243918474688	-5.820766e-11	0.0	-3.6477575	1.3192834	0
LINC02822	0.00014227696	0.00014550376	0.0003287310979618672	-5.820766e-11	0.0	-1.2957461	0.4984897	0
AC084365.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC112481.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC112481.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CCER1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC00615	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
EPYC	0.0009273721	0.0009484095	0.0013149243918474688	-5.820766e-11	0.0	-3.3901312	1.2214218	0
KERA	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LUM	0.11467106	0.1161657	0.1242603550295858	0.04878491	0.07246376811594203	-1.2499642	2.28308	0
DCN	0.017192595	0.017582582	0.023011176857330704	-5.820766e-11	0.0	-7.466186	14.584596	1
LINC02823	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC090016.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC126175.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC025254.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02404	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC090049.1	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC01619	0.0020452067	0.001899578	0.0019723865877712033	0.008465418	0.014492753623188406	2.098828	0.3539258	0
AC123512.1	0.00037231302	0.0003807576	0.0003287310979618672	-5.820766e-11	0.0	-2.2653105	0.4984182	0
AC025164.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
BTG1	1.4853592	1.481745	0.9007232084155161	1.6447196	0.8840579710144928	0.15053475	0.9828622	0
AC025164.1	0.014915384	0.015003761	0.018080210387902695	0.011019956	0.014492753623188406	-0.44175678	0.14046788	0
LINC02391	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CLLU1OS	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
CLLU1	0.00016647912	0.0001702549	0.0003287310979618672	-5.820766e-11	0.0	-1.4343216	0.49844536	0
LINC02397	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
C12orf74	0.0013105207	0.0013402434	0.0013149243918474688	-5.820766e-11	0.0	-3.8482416	1.2549646	0
EEA1	0.5169846	0.52112705	0.5095332018408941	0.33434117	0.3333333333333333	-0.6401596	2.2591715	0
LINC02413	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC138123.1	0.00015379782	0.00015728595	0.0003287310979618672	-5.820766e-11	0.0	-1.3633736	0.4984419	0
AC138123.2	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
LINC02412	-1.4260877e-09	-1.1568773e-09	0.0	-5.820766e-11	0.0	1.5822317e-05	44.55244	0
AC124947.1	0.0015698232	0.0016054276	0.0023011176857330702	-5.820766e-11	0.0	-4.0920625	1.9657013	0
