gene	mean	VO_mean	VO_positive_frac	HO_mean	HO_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
FAM138A	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
OR4F5	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL627309.1	0.0016327255	0.0016735134	0.0023011176857330702	-7.2759576e-11	0.0	-4.1485395	1.9325283	0
AL627309.3	0.00028831966	0.0002955225	0.0003287310979618672	-7.2759576e-11	0.0	-1.983761	0.49841064	0
AL627309.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL627309.5	0.013081498	0.012614459	0.017422748191978962	0.031776104	0.039473684210526314	1.3260053	0.5141351	0
AL627309.4	0.00061715546	0.0004432086	0.0006574621959237344	0.007579614	0.013157894736842105	3.8214555	0.4561043	0
AP006222.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL732372.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
OR4F29	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC114498.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
OR4F16	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL669831.2	0.00036534428	0.00037447148	0.0003287310979618672	-7.2759576e-11	0.0	-2.2463224	0.4984182	0
LINC01409	0.028484548	0.028408827	0.03714661406969099	0.031516064	0.05263157894736842	0.14924909	0.0721234	0
FAM87B	0.00015880214	0.00016276917	0.0003287310979618672	-7.2759576e-11	0.0	-1.3937972	0.4984036	0
LINC01128	0.100025	0.099945515	0.11801446416831032	0.10321422	0.14473684210526316	0.046382327	0.038393263	0
LINC00115	0.009132188	0.008864138	0.010848126232741617	0.019862028	0.039473684210526314	1.1550215	0.45170116	0
FAM41C	0.01781102	0.018139424	0.022353714661406968	0.004667062	0.013157894736842105	-1.9358879	1.9745623	0
AL645608.6	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL645608.2	0.0014962992	0.0015336786	0.0023011176857330702	-7.2759576e-11	0.0	-4.030053	2.009241	0
AL645608.4	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02593	0.0055006174	0.005638063	0.007560815253122946	-7.2759576e-11	0.0	-5.842493	4.878806	0
SAMD11	0.034368526	0.035227194	0.046351084812623275	-7.2759576e-11	0.0	-8.464637	28.87312	1
NOC2L	0.23260471	0.23221812	0.2666009204470743	0.24806392	0.34210526315789475	0.095191754	0.13928322	0
KLHL17	0.019370293	0.019149434	0.023011176857330704	0.02821128	0.039473684210526314	0.55656105	0.23356372	0
PLEKHN1	0.0007981099	0.0005278498	0.0006574621959237344	0.011615665	0.013157894736842105	4.2218757	0.4645317	0
PERM1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL645608.7	0.006286266	0.0061000213	0.00821827744904668	0.013741772	0.013157894736842105	1.1586835	0.2355238	0
HES4	0.46997058	0.4701952	0.4447731755424063	0.46096283	0.5	-0.028603269	0.053739667	0
ISG15	0.42506617	0.42921433	0.4276791584483892	0.2590126	0.34210526315789475	-0.7284552	3.4302237	0
AL645608.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AGRN	0.14990811	0.14714023	0.1752136752136752	0.26070163	0.35526315789473684	0.82478076	1.6927117	0
AL645608.5	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL645608.8	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
RNF223	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
C1orf159	0.021172138	0.021352902	0.027942143326758713	0.013937506	0.02631578947368421	-0.6118862	0.31254908	0
AL390719.3	0.00014150213	0.00014503693	0.0003287310979618672	-7.2759576e-11	0.0	-1.2930003	0.4984555	0
LINC01342	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL390719.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TTLL10-AS1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TTLL10	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TNFRSF18	0.0013381531	0.0013715816	0.0019723865877712033	-7.2759576e-11	0.0	-3.8792968	1.6782762	0
TNFRSF4	0.036982067	0.036737476	0.03944773175542406	0.046772882	0.06578947368421052	0.34757933	0.19792974	0
SDF4	0.6646827	0.666676	0.6084812623274162	0.5849052	0.631578947368421	-0.18875273	0.7039407	0
B3GALT6	0.21350363	0.21482582	0.24326101249178173	0.16056475	0.2236842105263158	-0.41978538	0.7885382	0
C1QTNF12	0.0038432183	0.003939233	0.005588428665351742	-7.2759576e-11	0.0	-5.3360105	4.0703006	0
AL162741.1	0.00092263956	0.00094569294	0.0006574621959237344	-7.2759576e-11	0.0	-3.3863885	0.8024843	0
UBE2J2	0.32458478	0.32551268	0.351413543721236	0.28743073	0.40789473684210525	-0.17944072	0.4109949	0
LINC01786	0.00059082493	0.00060558843	0.0006574621959237344	-7.2759576e-11	0.0	-2.818828	0.802127	0
SCNN1D	0.0040459824	0.004147062	0.005259697567389875	-7.2759576e-11	0.0	-5.4083943	3.9268746	0
ACAP3	0.10685485	0.107585356	0.1334648257725181	0.077622764	0.11842105263157894	-0.470413	0.5380464	0
PUSL1	0.09317978	0.09151458	0.11341222879684418	0.15983777	0.2236842105263158	0.8038615	1.1545349	0
INTS11	0.19679356	0.19545339	0.2264957264957265	0.2504208	0.3026315789473684	0.35736784	0.57435787	0
AL139287.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
CPTP	0.09291711	0.09301915	0.11209730440499671	0.08884008	0.13157894736842105	-0.06624416	0.053749155	0
TAS1R3	0.0005452626	0.00029477203	0.0003287310979618672	0.010571513	0.013157894736842105	4.7566013	0.47586492	0
DVL1	0.05667819	0.055621855	0.06738987508218278	0.09895371	0.13157894736842105	0.82996774	0.68746996	0
MXRA8	0.043034244	0.043943483	0.060486522024983565	0.0066341534	0.013157894736842105	-2.7093601	5.7434635	1
AURKAIP1	1.0482963	1.0554092	0.8122945430637738	0.76361305	0.7368421052631579	-0.46683648	4.7474847	0
CCNL2	0.3302736	0.3282769	0.3547008547008547	0.4101868	0.5263157894736842	0.32128003	0.9054232	0
MRPL20-AS1	0.04295005	0.042507045	0.05325443786982249	0.06067582	0.09210526315789473	0.51240546	0.36435044	0
MRPL20	0.9564501	0.9626736	0.7603550295857988	0.7073845	0.6447368421052632	-0.44449797	3.0954285	0
AL391244.2	0.0045109275	0.0041806167	0.005588428665351742	0.01773194	0.02631578947368421	2.0585732	0.45023978	0
ANKRD65	0.00020982922	-1.1568773e-09	0.0	0.008608577	0.013157894736842105	6.4443817	0.49413702	0
AL391244.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TMEM88B	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC01770	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
VWA1	0.07971591	0.072104275	0.0831689677843524	0.38437784	0.40789473684210525	2.412744	5.6234946	1
ATAD3C	0.0017843129	0.0014714367	0.0023011176857330702	0.014307463	0.02631578947368421	3.1966603	0.640699	0
ATAD3B	0.038209863	0.038157433	0.04700854700854701	0.040309258	0.05263157894736842	0.07894578	0.03742724	0
ATAD3A	0.09144273	0.090846896	0.1091387245233399	0.11529877	0.17105263157894737	0.34353155	0.34286696	0
TMEM240	0.0397332	0.03900166	0.048980933596318214	0.06901497	0.07894736842105263	0.82176834	0.5076665	0
SSU72	0.78603953	0.78557307	0.678172255095332	0.8047284	0.7894736842105263	0.03475212	0.11984595	0
AL645728.1	0.021376986	0.021911079	0.02695595003287311	-7.2759576e-11	0.0	-7.7820873	17.316826	1
FNDC10	0.047647495	0.04723652	0.056870479947403026	0.06409135	0.10526315789473684	0.43942514	0.3201571	0
AL691432.4	0.0026786623	0.0023923235	0.0029585798816568047	0.014139637	0.02631578947368421	2.5143492	0.61499304	0
AL691432.2	0.02668021	0.025989844	0.03517422748191979	0.05431375	0.09210526315789473	1.060483	0.73156255	0
MIB2	0.10265412	0.10078054	0.12393162393162394	0.1776519	0.2631578947368421	0.817217	1.4276849	0
MMP23B	0.014749792	0.014902437	0.020052596975673898	0.008640809	0.013157894736842105	-0.7793582	0.3164626	0
CDK11B	0.20148353	0.19959314	0.23274161735700197	0.27713546	0.3815789473684211	0.47332695	1.0679897	0
FO704657.1	0.0023003228	0.0023577895	0.0029585798816568047	-7.2759576e-11	0.0	-4.6192904	2.45185	0
SLC35E2B	0.08761609	0.08612629	0.1071663379355687	0.14725477	0.21052631578947367	0.773094	1.0397121	0
CDK11A	0.13914487	0.1372559	0.15976331360946747	0.21475871	0.2894736842105263	0.64546937	1.1511531	0
SLC35E2A	0.038297072	0.038630653	0.04799474030243261	0.024945796	0.05263157894736842	-0.62890744	0.53538626	0
NADK	0.1652978	0.16714376	0.19362261669953978	0.091407046	0.14473684210526316	-0.8699976	2.1258564	0
GNB1	1.1834207	1.1870848	0.8438527284681131	1.0367664	0.881578947368421	-0.19531445	1.7841588	0
AL109917.1	0.00047922804	0.0004912004	0.0006574621959237344	-7.2759576e-11	0.0	-2.5636485	0.7885949	0
CALML6	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TMEM52	0.0013922288	0.0014270082	0.001643655489809336	-7.2759576e-11	0.0	-3.932637	1.4952016	0
CFAP74	0.012642127	0.012836232	0.014792899408284023	0.004873645	0.013157894736842105	-1.379042	0.8780535	0
AL391845.2	0.0063615143	0.006158881	0.007232084155161078	0.014473003	0.013157894736842105	1.2193216	0.24488515	0
GABRD	0.010313071	0.009902992	0.011176857330703484	0.02672779	0.039473684210526314	1.4232967	0.5529263	0
AL391845.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
PRKCZ	0.016784605	0.015387031	0.018080210387902695	0.07272497	0.09210526315789473	2.2333727	1.4272839	0
AL590822.2	0.0011188802	0.0010250753	0.0013149243918474688	0.004873645	0.013157894736842105	2.144282	0.36172506	0
PRKCZ-AS1	0.0005133354	0.00052615994	0.0009861932938856016	-7.2759576e-11	0.0	-2.6465323	0.96277905	0
FAAP20	0.54680926	0.544433	0.5292570677186061	0.6419127	0.7236842105263158	0.23758242	1.1049616	0
AL590822.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
SKI	0.24898317	0.24711604	0.2804076265614727	0.3237058	0.40789473684210525	0.3893563	0.89055204	0
AL590822.3	0.004269029	0.0043756813	0.005917159763313609	-7.2759576e-11	0.0	-5.4840364	4.1949224	0
MORN1	0.011593471	0.011883138	0.014792899408284023	-7.2759576e-11	0.0	-6.904863	10.24104	1
AL589739.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL513477.2	0.0031776351	0.0032570204	0.0039447731755424065	-7.2759576e-11	0.0	-5.0691104	2.9035108	0
RER1	0.6777319	0.6849301	0.6259040105193951	0.3896587	0.5	-0.8135862	7.043776	1
PEX10	0.068469055	0.06872451	0.08349769888231427	0.058237877	0.09210526315789473	-0.23848966	0.19895974	0
PLCH2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL139246.1	0.00040860177	0.00041880965	0.0006574621959237344	-7.2759576e-11	0.0	-2.3752065	0.7810573	0
AL139246.4	0.0003033942	0.00031097364	0.0003287310979618672	-7.2759576e-11	0.0	-2.039047	0.49841172	0
PANK4	0.032892503	0.033356525	0.041091387245233396	0.014320168	0.02631578947368421	-1.2141998	1.106335	0
HES5	0.0022814162	0.0023384106	0.0029585798816568047	-7.2759576e-11	0.0	-4.60787	2.3442333	0
AL139246.5	0.042993788	0.043870877	0.05358316896778435	0.007880472	0.013157894736842105	-2.4620025	4.210317	0
TNFRSF14-AS1	0.0033036103	0.0029767815	0.003616042077580539	0.01638524	0.02631578947368421	2.4216812	0.59063184	0
TNFRSF14	0.013682287	0.013376952	0.01873767258382643	0.025904546	0.039473684210526314	0.94826955	0.35749906	0
AL139246.3	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
PRXL2B	0.13149527	0.1312594	0.1525312294543064	0.14094299	0.21052631578947367	0.10261555	0.108757995	0
MMEL1	0.0003649228	0.00037403946	0.0006574621959237344	-7.2759576e-11	0.0	-2.2450082	0.73656136	0
AL831784.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TTC34	0.0040066387	0.0041067353	0.005259697567389875	-7.2759576e-11	0.0	-5.39463	3.9822237	0
AC242022.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC242022.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL592464.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL592464.3	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL592464.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL589702.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
ACTRT2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
PRDM16-DT	0.0006226445	0.0003744224	0.0006574621959237344	0.010558091	0.013157894736842105	4.489633	0.47105318	0
PRDM16	0.008660941	0.008644559	0.010848126232741617	0.009317461	0.013157894736842105	0.10695249	0.025286555	0
AL008733.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL590438.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL354743.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL354743.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
ARHGEF16	0.0114190355	0.011082216	0.01413543721236029	0.02490153	0.039473684210526314	1.1608102	0.46341026	0
AL512413.1	0.000705139	0.0007227585	0.0009861932938856016	-7.2759576e-11	0.0	-3.0404701	1.0700641	0
MEGF6	0.027468773	0.028012943	0.03451676528599606	0.0056884564	0.013157894736842105	-2.279984	3.1906607	0
AL513320.1	0.0008785009	0.0009004515	0.0009861932938856016	-7.2759576e-11	0.0	-3.3225803	1.0384802	0
TPRG1L	0.21039023	0.21091479	0.2412886259040105	0.18937837	0.2631578947368421	-0.155311	0.23293647	0
WRAP73	0.0984073	0.098118894	0.11702827087442472	0.109957755	0.17105263157894737	0.16418836	0.15682846	0
TP73	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL136528.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL136528.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
CCDC27	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
SMIM1	0.017554445	0.016934797	0.022682445759368838	0.04235729	0.06578947368421052	1.3175275	0.7478173	0
LRRC47	0.13600303	0.13438284	0.15976331360946747	0.20085883	0.2631578947368421	0.5794779	0.95070225	0
AL365330.1	0.00014003675	0.00014353497	0.0003287310979618672	-7.2759576e-11	0.0	-1.28413	0.49843693	0
CEP104	0.15949439	0.15819906	0.1863905325443787	0.21134797	0.2894736842105263	0.41765004	0.69996136	0
DFFB	0.023608794	0.02345444	0.02925706771860618	0.0297877	0.05263157894736842	0.34355283	0.16596816	0
C1orf174	0.116032906	0.11558078	0.14365548980933596	0.13413653	0.2236842105263158	0.21462801	0.26230454	0
LINC01134	0.0027117087	0.0027794533	0.003287310979618672	-7.2759576e-11	0.0	-4.847724	2.7230997	0
LINC01346	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC01345	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02780	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL805961.1	0.00025556234	0.00026194679	0.0003287310979618672	-7.2759576e-11	0.0	-1.8557787	0.49843228	0
LINC01777	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL355602.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
Z98747.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC01646	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AJAP1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
Z98886.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
BX005132.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02781	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02782	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL139823.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
Z98259.3	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
Z98259.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
Z98259.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL365255.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
NPHP4	0.01862208	0.018609194	0.02333990795529257	0.019138606	0.039473684210526314	0.04025694	0.014947679	0
KCNAB2	0.030438261	0.030383497	0.03944773175542406	0.03263108	0.039473684210526314	0.10263285	0.038917497	0
CHD5	0.00057837187	0.00030734946	0.0003287310979618672	0.011426502	0.013157894736842105	4.822544	0.47651386	0
RPL22	2.209512	2.2002425	0.9868507560815253	2.5805268	0.9868421052631579	0.22999346	8.272652	0
AL031847.1	0.0010429142	0.0009560072	0.0009861932938856016	0.0045215734	0.013157894736842105	2.1297643	0.35996673	0
RNF207	0.009054656	0.009091528	0.011505588428665352	0.007579614	0.013157894736842105	-0.25927097	0.072796546	0
ICMT	0.20949872	0.21183011	0.24326101249178173	0.116162345	0.18421052631578946	-0.8662046	2.4171631	0
LINC00337	0.0016826593	0.0017246947	0.0023011176857330702	-7.2759576e-11	0.0	-4.1895843	1.9567403	0
HES3	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
GPR153	0.021832041	0.022262076	0.03254437869822485	0.00462004	0.013157894736842105	-2.2441833	3.0344136	0
ACOT7	0.28983265	0.29557222	0.3277449046679816	0.060077794	0.10526315789473684	-2.2966955	15.582808	1
AL031848.2	0.0037080662	0.0038007034	0.004273504273504274	-7.2759576e-11	0.0	-5.2856636	3.224718	0
HES2	0.0150150815	0.015390232	0.020381328073635765	-7.2759576e-11	0.0	-7.275216	13.367064	1
ESPN	0.00032966002	0.00033789568	0.0003287310979618672	-7.2759576e-11	0.0	-2.1305883	0.49843046	0
AL031848.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TNFRSF25	0.11014332	0.11066403	0.1295200525969757	0.08930846	0.10526315789473684	-0.30900615	0.27775437	0
PLEKHG5	0.14679605	0.14832275	0.17159763313609466	0.085695565	0.11842105263157894	-0.7907372	1.4104294	0
NOL9	0.14093517	0.14179383	0.16469428007889547	0.10657267	0.18421052631578946	-0.41162127	0.6832515	0
TAS1R1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
ZBTB48	0.04475359	0.044565573	0.056870479947403026	0.052273013	0.07894736842105263	0.22966024	0.1318238	0
KLHL21	0.04449646	0.04547862	0.05719921104536489	0.005177638	0.013157894736842105	-3.110393	8.876688	1
PHF13	0.06808734	0.066446826	0.0811965811965812	0.13374618	0.21052631578947367	1.0081341	1.4050633	0
THAP3	0.111468144	0.10942448	0.1344510190664037	0.19327414	0.2894736842105263	0.82014155	1.564153	0
DNAJC11	0.07612573	0.074931696	0.09270216962524655	0.12391348	0.17105263157894737	0.7249249	0.7328528	0
LINC01672	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL591163.1	0.00052585214	0.0005389894	0.0006574621959237344	-7.2759576e-11	0.0	-2.6757932	0.80185586	0
CAMTA1-DT	0.00032040168	0.00032840605	0.0003287310979618672	-7.2759576e-11	0.0	-2.09898	0.49841323	0
CAMTA1	0.63960314	0.6381091	0.5884286653517423	0.6993956	0.6973684210526315	0.13228586	0.47834548	0
AL512330.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
CAMTA1-IT1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
Z97987.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL365194.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL359881.3	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL359881.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL359881.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
VAMP3	0.59115356	0.5932214	0.5604865220249836	0.50837356	0.5657894736842105	-0.22264114	0.8056771	0
Z98884.2	0.0010402144	0.0010662052	0.0013149243918474688	-7.2759576e-11	0.0	-3.5437508	1.2072734	0
PER3	0.009587355	0.008855719	0.011834319526627219	0.038872756	0.05263157894736842	2.121585	0.87449974	0
Z98884.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
UTS2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TNFRSF9	0.0005333315	0.00054665556	0.0006574621959237344	-7.2759576e-11	0.0	-2.6929986	0.7864113	0
PARK7	1.4247673	1.4345078	0.905982905982906	1.034868	0.8157894736842105	-0.4710702	6.5564933	0
AL034417.4	0.0022274733	0.00228312	0.0026298487836949377	-7.2759576e-11	0.0	-4.574781	2.1859996	0
AL034417.3	0.0015227951	0.0015608366	0.0023011176857330702	-7.2759576e-11	0.0	-4.053839	1.9935867	0
ERRFI1	0.06577756	0.06617229	0.07988165680473373	0.049972083	0.07894736842105263	-0.40439922	0.35600284	0
AL034417.2	0.0067208353	0.006415007	0.007560815253122946	0.018962834	0.02631578947368421	1.548924	0.43434948	0
LINC01714	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AL358876.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
SLC45A1	0.011775816	0.01168335	0.014792899408284023	0.015477701	0.02631578947368421	0.4027325	0.13570334	0
RERE	0.4834578	0.48581028	0.4806048652202498	0.3892858	0.5	-0.3194897	1.1861486	0
RERE-AS1	0.00054938754	0.00056311575	0.0006574621959237344	-7.2759576e-11	0.0	-2.7292619	0.8018335	0
AL357552.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
ENO1	1.7961209	1.7730414	0.9585798816568047	2.7198951	0.9868421052631579	0.6172964	25.168266	1
ENO1-AS1	0.0019148745	0.0019627113	0.0023011176857330702	-7.2759576e-11	0.0	-4.3664713	2.0404735	0
CA6	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
SLC2A7	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
SLC2A5	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
GPR157	0.0129585285	0.012657669	0.017422748191978962	0.025001641	0.039473684210526314	0.97641695	0.3564721	0
MIR34AHG	0.06773767	0.06844434	0.08053911900065747	0.039446346	0.07894736842105263	-0.7934931	1.0841233	0
LNCTAM34A	0.055876758	0.055570927	0.06541748849441158	0.06811176	0.09210526315789473	0.29309648	0.19471557	0
H6PD	0.06465815	0.06512227	0.084155161078238	0.046075232	0.07894736842105263	-0.4982454	0.48423287	0
SPSB1	0.020754162	0.020766238	0.02827087442472058	0.020271644	0.02631578947368421	-0.034608055	0.011999076	0
BX323043.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02606	0.004993312	0.005002634	0.005917159763313609	0.00462004	0.013157894736842105	-0.11244319	0.028521348	0
AL928921.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
SLC25A33	0.09438794	0.09441729	0.11702827087442472	0.09322075	0.10526315789473684	-0.018380374	0.011783394	0
TMEM201	0.0305636	0.0304603	0.038461538461538464	0.03469913	0.05263157894736842	0.18739271	0.089477934	0
PIK3CD	0.004784806	0.0046629035	0.006245890861275477	0.00966401	0.013157894736842105	1.0356326	0.2156558	0
PIK3CD-AS1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
PIK3CD-AS2	0.018134484	0.017666947	0.023011176857330704	0.03684902	0.05263157894736842	1.0563403	0.5214813	0
CLSTN1	0.3301564	0.33040795	0.35535831689677844	0.32007548	0.4342105263157895	-0.045822155	0.08446776	0
