gene	mean	VO_mean	VO_positive_frac	HO_mean	HO_positive_frac	log2FC	-log10 p-val	is_significant
AC078814.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AVPR1A	0.0017171578	0.0017600551	0.0029585798816568047	-7.2759576e-11	0.0	-4.2172747	2.428153	0
AC026116.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
DPY19L2	0.01680254	0.017222349	0.021696252465483234	-7.2759576e-11	0.0	-7.436492	14.280765	1
AC084357.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
RXYLT1	0.11992514	0.12130843	0.14595660749506903	0.06456516	0.09210526315789473	-0.90880805	1.5504426	0
RXYLT1-AS1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
SRGAP1	0.49707556	0.5032989	0.4848783694937541	0.24796225	0.2894736842105263	-1.0209998	5.1725993	1
AC079866.2	0.018422958	0.018883249	0.023997370151216304	-7.2759576e-11	0.0	-7.568584	15.126643	1
AC020611.2	0.00033080057	0.00033906475	0.0003287310979618672	-7.2759576e-11	0.0	-2.134435	0.4984139	0
AC025576.3	0.00021214565	-1.1568773e-09	0.0	0.008703612	0.013157894736842105	6.4600406	0.49413708	0
AC025576.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC025576.1	0.0018502256	0.0018964474	0.0026298487836949377	-7.2759576e-11	0.0	-4.319364	2.2406068	0
C12orf66	0.012908898	0.012710641	0.017094017094017096	0.020845186	0.039473684210526314	0.709276	0.29258245	0
C12orf56	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
XPOT	0.17021847	0.17026708	0.20019723865877712	0.16825622	0.21052631578947367	-0.017129464	0.016021775	0
AC135279.4	0.0013775701	0.0014119833	0.0019723865877712033	-7.2759576e-11	0.0	-3.9183712	1.6827904	0
TBK1	0.24257429	0.24314015	0.27416173570019725	0.21991237	0.35526315789473684	-0.14479674	0.27614418	0
RASSF3	0.16757354	0.16962047	0.19559500328731097	0.08562347	0.14473684210526316	-0.98539835	2.8492713	0
AC078962.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC078962.4	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC078962.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC078962.3	0.00054945366	0.0005631835	0.0006574621959237344	-7.2759576e-11	0.0	-2.7294092	0.7761242	0
GNS	0.3524778	0.3560962	0.373767258382643	0.20762864	0.3026315789473684	-0.7779719	3.2433443	0
AC025262.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TBC1D30	0.0276448	0.027667455	0.03418803418803419	0.026738716	0.05263157894736842	-0.04907929	0.024313793	0
AC025262.4	0.00018488284	0.00018950147	0.0003287310979618672	-7.2759576e-11	0.0	-1.5335717	0.4984635	0
LINC02389	0.0006459939	0.0006621357	0.0009861932938856016	-7.2759576e-11	0.0	-2.930049	0.97205925	0
LINC02231	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC135895.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
WIF1	0.00020894699	0.00021416682	0.0006574621959237344	-7.2759576e-11	0.0	-1.6515319	0.8023919	0
LEMD3	0.13645528	0.1349877	0.1623931623931624	0.19520374	0.25	0.5318232	0.79559654	0
AC026124.2	0.008491069	0.008102047	0.00953320184089415	0.024062963	0.039473684210526314	1.5587415	0.5907575	0
MSRB3	0.26295328	0.26790398	0.30177514792899407	0.06477545	0.11842105263157894	-2.0465097	13.630651	1
AC026124.1	0.080104895	0.08179405	0.10190664036817883	0.012487591	0.02631578947368421	-2.7017567	9.299621	1
AC025419.1	0.0005404191	0.0005539203	0.0006574621959237344	-7.2759576e-11	0.0	-2.709116	0.80261487	0
AC090023.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02454	0.009341519	0.009190447	0.012163050624589087	0.01538921	0.02631578947368421	0.7374437	0.23962721	0
AC090023.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
HMGA2	0.7257134	0.72589356	0.6117685733070348	0.7185182	0.7236842105263158	-0.014731317	0.04185734	0
AC107308.1	0.0028086097	0.0028787754	0.0046022353714661405	-7.2759576e-11	0.0	-4.8966484	3.483506	0
HMGA2-AS1	0.033780724	0.03307722	0.04043392504930966	0.06194009	0.07894736842105263	0.9030076	0.5680502	0
AC090673.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02425	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LLPH	0.30824235	0.30906823	0.33826429980276135	0.27517265	0.35526315789473684	-0.16753082	0.318272	0
LLPH-DT	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TMBIM4	0.9115427	0.9185344	0.7350427350427351	0.63172275	0.6710526315789473	-0.53997093	4.844059	0
IRAK3	0.059921708	0.060702216	0.07659434582511505	0.028674591	0.05263157894736842	-1.0793285	1.3454769	0
AC078889.1	0.00022971566	0.00023545435	0.0003287310979618672	-7.2759576e-11	0.0	-1.7461176	0.49843162	0
HELB	0.026563691	0.026413029	0.03287310979618672	0.03259493	0.039473684210526314	0.3023656	0.11784789	0
GRIP1	0.017400974	0.017835734	0.024326101249178174	-7.2759576e-11	0.0	-7.486694	15.159884	1
AC073530.1	0.0004482494	0.00045944785	0.0006574621959237344	-7.2759576e-11	0.0	-2.4840047	0.80215317	0
CAND1	0.44090188	0.44271734	0.45069033530571995	0.36821848	0.4605263157894737	-0.26575792	0.77092	0
AC078983.1	0.0036243047	0.0037148492	0.005259697567389875	-7.2759576e-11	0.0	-5.2535553	3.913405	0
LINC02420	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02408	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02442	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
DYRK2	0.15559852	0.15494782	0.1854043392504931	0.18165049	0.2631578947368421	0.22924599	0.30540696	0
AC078777.1	0.0007438408	0.00076242717	0.0009861932938856016	-7.2759576e-11	0.0	-3.1084037	1.0510514	0
LINC02421	0.00023098383	0.00023675422	0.0003287310979618672	-7.2759576e-11	0.0	-1.7516972	0.49840868	0
LINC01479	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
IFNG-AS1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
IFNG	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
IL26	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
IL22	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
MDM1	0.05186196	0.0513836	0.0670611439842209	0.07100321	0.10526315789473684	0.46580178	0.33099428	0
LINC02384	0.0019088319	0.0019565178	0.0023011176857330702	-7.2759576e-11	0.0	-4.3621325	1.9580818	0
AC022511.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC008033.3	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
RAP1B	1.3552364	1.3604614	0.893491124260355	1.1461093	0.8947368421052632	-0.24733149	2.8749309	0
AC090061.1	0.0019848414	0.0020344264	0.0029585798816568047	-7.2759576e-11	0.0	-4.4157777	2.3500986	0
NUP107	0.09575837	0.095544726	0.11801446416831032	0.10431698	0.17105263157894737	0.12659909	0.11779489	0
SLC35E3	0.22570151	0.22782363	0.25575279421433267	0.14074406	0.2236842105263158	-0.6944517	1.9653394	0
MDM2	0.62222755	0.62382627	0.5479947403024326	0.55822474	0.5789473684210527	-0.16027106	0.48925158	0
AC025423.1	0.009260861	0.009492251	0.01282051282051282	-7.2759576e-11	0.0	-6.5837984	8.651515	1
AC025423.4	0.00485007	0.0048558135	0.005917159763313609	0.00462004	0.013157894736842105	-0.07032287	0.017426906	0
CPM	0.2524365	0.25633723	0.2794214332675871	0.09628585	0.17105263157894737	-1.4117123	7.012039	1
AC127894.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
CPSF6	0.32704148	0.32631257	0.3576594345825115	0.35620436	0.4605263157894737	0.1264135	0.2517928	0
AC020656.2	0.0004034873	0.0004135674	0.0006574621959237344	-7.2759576e-11	0.0	-2.3605547	0.80065703	0
LYZ	0.0011508687	0.0011796241	0.0013149243918474688	-7.2759576e-11	0.0	-3.6776493	1.3263235	0
AC020656.1	0.0007568391	0.00077575026	0.0009861932938856016	-7.2759576e-11	0.0	-3.1305206	1.0705534	0
YEATS4	0.1340087	0.13451235	0.15943458251150558	0.11385626	0.18421052631578946	-0.2403306	0.3234793	0
LINC02373	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
FRS2	0.09848362	0.09946799	0.1242603550295858	0.0590905	0.09210526315789473	-0.7503164	1.1324699	0
CCT2	0.874988	0.87513816	0.7199211045364892	0.86899966	0.75	-0.01015399	0.031924095	0
LRRC10	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
BEST3	0.0009123624	0.0009351591	0.0009861932938856016	-7.2759576e-11	0.0	-3.3717818	1.0696211	0
AC025263.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
RAB3IP	0.063080706	0.062317207	0.07593688362919132	0.093634404	0.11842105263157894	0.5866348	0.48246786	0
MYRFL	0.0013886344	0.0014233241	0.001643655489809336	-7.2759576e-11	0.0	-3.929152	1.5468122	0
AC025159.1	0.062881686	0.063132584	0.07790927021696252	0.0528328	0.07894736842105263	-0.25650617	0.18440174	0
AC078922.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02821	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC01481	0.0022156243	0.0020071967	0.0023011176857330702	0.010558091	0.013157894736842105	2.338552	0.3749295	0
AC092881.2	0.0010110417	0.0010363037	0.0013149243918474688	-7.2759576e-11	0.0	-3.5062776	1.2974933	0
CNOT2	0.34673202	0.34318343	0.36587771203155817	0.48875514	0.5	0.5100068	1.4957826	0
KCNMB4	0.13227136	0.13219656	0.15614727153188693	0.13527218	0.2236842105263158	0.03315562	0.036028273	0
AC025569.1	0.014933226	0.014129715	0.016765285996055226	0.047095492	0.06578947368421052	1.7297424	0.8300427	0
PTPRB	0.3548185	0.35125113	0.36620644312952005	0.49759278	0.5394736842105263	0.502342	1.5935489	0
AC083809.1	0.0002832202	0.00029029563	0.0003287310979618672	-7.2759576e-11	0.0	-1.9645684	0.4984617	0
PTPRR	0.0009877475	0.0010124275	0.0013149243918474688	-7.2759576e-11	0.0	-3.4756403	1.2745723	0
AC123905.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC025575.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC025575.2	0.00080550625	0.0005615193	0.0006574621959237344	0.010571513	0.013157894736842105	4.0118375	0.4595841	0
TSPAN8	0.00082381716	0.0008444016	0.0013149243918474688	-7.2759576e-11	0.0	-3.2394016	1.336414	0
LGR5	0.006259921	0.006416336	0.008875739644970414	-7.2759576e-11	0.0	-6.02599	6.0971165	1
AC090116.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC078860.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
ZFC3H1	0.2644464	0.26365185	0.2935568704799474	0.29623643	0.39473684210526316	0.16805476	0.308988	0
THAP2	0.06737537	0.06699004	0.08218277449046679	0.08279277	0.10526315789473684	0.3051476	0.22869442	0
TMEM19	0.13950609	0.14090337	0.16272189349112426	0.08358542	0.10526315789473684	-0.7526815	1.0941589	0
AC011601.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
RAB21	0.47563264	0.47664356	0.47830374753451677	0.43515992	0.4868421052631579	-0.13133623	0.3297475	0
AC089984.1	0.0029042321	0.002764618	0.0029585798816568047	0.00849235	0.013157894736842105	1.5847099	0.29697743	0
TBC1D15	0.29128417	0.28690216	0.3106508875739645	0.4666712	0.5394736842105263	0.70165396	2.6124861	0
TPH2	0.00023208241	0.00023788022	0.0003287310979618672	-7.2759576e-11	0.0	-1.7565129	0.49840602	0
AC090109.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TRHDE	0.045814537	0.046958975	0.0670611439842209	-7.2759576e-11	0.0	-8.878327	40.80441	1
TRHDE-AS1	0.03268311	0.033499673	0.04569362261669954	-7.2759576e-11	0.0	-8.392304	28.775547	1
AC133480.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC090503.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02444	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC090503.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02445	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC090015.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC136188.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02394	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC090502.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
ATXN7L3B	0.6203087	0.6226548	0.5739644970414202	0.52639073	0.631578947368421	-0.24225609	1.079903	0
AC025257.1	0.0011677567	0.001196934	0.0013149243918474688	-7.2759576e-11	0.0	-3.6970344	1.3198557	0
AC073525.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
KCNC2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC091534.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
CAPS2	0.006611945	0.0066088093	0.008547008547008548	0.0067382883	0.013157894736842105	0.027578536	0.006555906	0
AC121761.2	0.004936621	0.005059952	0.006245890861275477	-7.2759576e-11	0.0	-5.6892867	4.708969	0
GLIPR1L1	0.00063978106	0.0006557676	0.0006574621959237344	-7.2759576e-11	0.0	-2.917944	0.8023145	0
GLIPR1L2	0.00639924	0.006295357	0.007560815253122946	0.010558091	0.013157894736842105	0.73685235	0.1611637	0
GLIPR1	0.049081404	0.049549744	0.06476002629848784	0.030329121	0.05263157894736842	-0.7063336	0.6409397	0
AC121761.1	0.0022941898	0.00177842	0.0019723865877712033	0.022938441	0.02631578947368421	3.6164515	0.70102483	0
KRR1	0.41074365	0.41167372	0.4276791584483892	0.37350538	0.4473684210526316	-0.1403365	0.32898435	0
AC078923.1	0.00048829895	0.000500498	0.0006574621959237344	-7.2759576e-11	0.0	-2.5861604	0.7973175	0
AC078820.2	0.0010745927	0.0011014425	0.0009861932938856016	-7.2759576e-11	0.0	-3.5866966	1.0455997	0
AC078820.1	0.0021178029	0.0020489488	0.0026298487836949377	0.004873645	0.013157894736842105	1.2106724	0.24545592	0
AC011611.2	0.0014176026	0.0014530161	0.001643655489809336	-7.2759576e-11	0.0	-3.957002	1.525897	0
PHLDA1	0.79382324	0.79941654	0.6581196581196581	0.5699747	0.6052631578947368	-0.4879768	3.3449724	0
AC011611.3	0.0005067759	0.00051943655	0.0006574621959237344	-7.2759576e-11	0.0	-2.6309576	0.722642	0
AC011611.4	0.0057117594	0.0056370473	0.00821827744904668	0.008703014	0.013157894736842105	0.6176892	0.13789065	0
NAP1L1	1.9756382	1.9647615	0.9769888231426693	2.4110272	1.0	0.29528004	9.730248	0
LNCOG	0.008905945	0.008962723	0.011505588428665352	0.0066341534	0.013157894736842105	-0.42844808	0.13465188	0
BBS10	0.04658136	0.047474183	0.05917159763313609	0.010838276	0.013157894736842105	-2.1207936	2.7346897	0
OSBPL8	0.6711386	0.67240185	0.6061801446416831	0.6206075	0.618421052631579	-0.11562468	0.35983884	0
AC107032.2	0.00027105308	0.00027782455	0.0003287310979618672	-7.2759576e-11	0.0	-1.9177176	0.49846792	0
AC107032.3	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
ZDHHC17	0.15517133	0.15534241	0.1863905325443787	0.14832982	0.21052631578947367	-0.066599205	0.074855275	0
CSRP2	0.6550407	0.6569025	0.5351742274819198	0.58050054	0.5394736842105263	-0.1783529	0.5231395	0
AC124784.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
E2F7	0.0038829658	0.0036924675	0.0046022353714661405	0.011507801	0.02631578947368421	1.6138859	0.46103483	0
AC079030.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02464	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
NAV3	0.10464585	0.10611834	0.13050624589086127	0.045715265	0.05263157894736842	-1.2131326	1.9432682	0
AC073591.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC138331.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC073571.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02424	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC128707.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC130415.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC079362.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC068993.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
SYT1	0.06983334	0.06632356	0.07659434582511505	0.21031207	0.27631578947368424	1.6634504	2.627708	0
AC090709.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC027288.3	0.0010705588	0.0010973078	0.001643655489809336	-7.2759576e-11	0.0	-3.5817232	1.3919299	0
AC027288.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
PAWR	0.23128107	0.23386861	0.26627218934911245	0.12769273	0.18421052631578946	-0.87250924	2.665681	0
AC073569.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
PPP1R12A	0.6803502	0.68025845	0.6157133464825773	0.6840581	0.6710526315789473	0.008034799	0.019823194	0
AC073569.3	0.0017294127	0.0017726162	0.0019723865877712033	-7.2759576e-11	0.0	-4.2269845	1.8064902	0
AC073569.1	0.000996779	0.0010216846	0.0009861932938856016	-7.2759576e-11	0.0	-3.4875963	1.0525484	0
PPP1R12A-AS1	0.010115827	0.010368577	0.013149243918474688	-7.2759576e-11	0.0	-6.709923	9.067034	1
OTOGL	0.005130465	0.005258663	0.006245890861275477	-7.2759576e-11	0.0	-5.743802	4.609791	0
PTPRQ	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC074031.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
MYF6	0.015173454	0.01555256	0.01873767258382643	-7.2759576e-11	0.0	-7.290256	12.636637	1
MYF5	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC01490	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LIN7A	0.019905545	0.020205727	0.025969756738987507	0.007891173	0.013157894736842105	-1.3454076	0.85597056	0
ACSS3	0.01955754	0.019749818	0.02564102564102564	0.011862152	0.02631578947368421	-0.7306489	0.4263716	0
AC078955.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
PPFIA2	0.0036019774	0.0036919643	0.005259697567389875	-7.2759576e-11	0.0	-5.2448745	3.8882217	0
PPFIA2-AS1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC069228.1	0.00025155453	0.00025783884	0.0003287310979618672	-7.2759576e-11	0.0	-1.8393111	0.49844143	0
LINC02426	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
CCDC59	0.2974254	0.29535466	0.321827744904668	0.3802983	0.4868421052631579	0.36457393	0.9508028	0
METTL25	0.059254456	0.05964791	0.07593688362919132	0.043499608	0.06578947368421052	-0.4545731	0.38246888	0
AC089998.4	0.0004437829	0.00045486976	0.0006574621959237344	-7.2759576e-11	0.0	-2.4721503	0.79537517	0
AC089998.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC089998.1	0.000274101	0.0002809486	0.0003287310979618672	-7.2759576e-11	0.0	-1.9295975	0.4984635	0
AC091214.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
TMTC2	0.013978484	0.013433011	0.018080210387902695	0.03581248	0.05263157894736842	1.4080024	0.66759187	0
AC090680.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC093025.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC090679.3	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC090679.2	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
SLC6A15	0.0008312728	0.00048049167	0.0006574621959237344	0.014871735	0.013157894736842105	4.6888223	0.47310093	0
TSPAN19	0.00067333365	0.0006901585	0.0006574621959237344	-7.2759576e-11	0.0	-2.9821432	0.8029358	0
LRRIQ1	0.018700264	0.018530477	0.022682445759368838	0.025497016	0.02631578947368421	0.458311	0.15396613	0
ALX1	0.010762676	0.010767808	0.014792899408284023	0.010558091	0.013157894736842105	-0.028111897	0.006824278	0
LINC02820	0.00023133858	0.00023711784	0.0003287310979618672	-7.2759576e-11	0.0	-1.753254	0.49842596	0
RASSF9	0.013396281	0.013730988	0.020710059171597635	-7.2759576e-11	0.0	-7.1117616	13.871233	1
NTS	0.0051175663	0.005245442	0.0046022353714661405	-7.2759576e-11	0.0	-5.740238	2.9838898	0
MGAT4C	0.012589451	0.0129040005	0.016107823800131493	-7.2759576e-11	0.0	-7.022813	10.532684	1
AC016993.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC010196.1	0.00014756134	0.00015124751	0.0003287310979618672	-7.2759576e-11	0.0	-1.3291104	0.49841246	0
LINC02258	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC079598.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
C12orf50	0.00023680454	0.00024272036	0.0003287310979618672	-7.2759576e-11	0.0	-1.777033	0.49843717	0
C12orf29	0.096137464	0.09713227	0.11768573307034845	0.05632656	0.07894736842105263	-0.78506076	0.93330926	0
CEP290	0.40016523	0.40363017	0.41157133464825774	0.2614618	0.32894736842105265	-0.62623954	2.3180218	0
TMTC3	0.26086965	0.26487872	0.2968441814595661	0.10038312	0.17105263157894737	-1.3989233	7.4530954	1
KITLG	0.6306151	0.6384598	0.5571992110453649	0.3166028	0.35526315789473684	-1.0116922	6.9914346	1
AC024941.2	0.0049338583	0.00505712	0.006245890861275477	-7.2759576e-11	0.0	-5.6884947	4.5466185	0
AC024941.1	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
LINC02458	0.0015756795	0.0016150422	0.0019723865877712033	-7.2759576e-11	0.0	-4.100173	1.7983279	0
DUSP6	0.5974407	0.59005725	0.5443786982248521	0.8929678	0.7236842105263158	0.5976703	3.5230973	0
AC024909.1	0.008991933	0.0088000875	0.011176857330703484	0.01667159	0.02631578947368421	0.91412807	0.28247303	0
AC010201.3	-1.4479156e-09	-1.1568773e-09	0.0	-7.2759576e-11	0.0	1.5650336e-05	44.55244	0
AC010201.2	0.0009670832	0.000991247	0.001643655489809336	-7.2759576e-11	0.0	-3.4479067	1.48211	0
AC010201.1	0.000809716	0.0008299481	0.0013149243918474688	-7.2759576e-11	0.0	-3.2171514	1.2901568	0
POC1B	0.108094275	0.107074976	0.12721893491124261	0.14889997	0.2236842105263158	0.4753439	0.6385274	0
GALNT4	0.08160756	0.082008705	0.09434582511505589	0.065544784	0.09210526315789473	-0.32285482	0.26669508	0
POC1B-AS1	0.026713591	0.026009556	0.030900723208415515	0.054894175	0.09210526315789473	1.0747008	0.72681427	0
AC025034.1	0.0027833711	0.0028529065	0.003616042077580539	-7.2759576e-11	0.0	-4.8840647	2.8738432	0
ATP2B1	0.61041284	0.6129806	0.5332018408941486	0.507623	0.5526315789473685	-0.27203512	1.0562694	0
ATP2B1-AS1	0.03980175	0.04042697	0.05325443786982249	0.014777233	0.02631578947368421	-1.4457762	1.6836483	0
AC009522.1	0.00019710336	0.0002020273	0.0003287310979618672	-7.2759576e-11	0.0	-1.5946801	0.49843338	0
LINC02399	0.0006962097	0.0007136061	0.0006574621959237344	-7.2759576e-11	0.0	-3.0243316	0.7846639	0
AC126178.1	0.00022696363	0.00023263358	0.0003287310979618672	-7.2759576e-11	0.0	-1.733935	0.4984183	0
LINC02392	0.0011252684	0.0011533841	0.0013149243918474688	-7.2759576e-11	0.0	-3.6477578	1.3192834	0
