gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
MYL7	0.32371417	0.64259416	0.6086956521739131	0.28442222	0.3267857142857143	-1.1755911	5.017793	1
ADCY1	0.08219805	0.011126515	0.014492753623188406	0.09095508	0.11964285714285715	3.0198293	6.195424	1
IGFBP3	1.8233467	0.64042026	0.463768115942029	1.9691006	0.8767857142857143	1.620294	21.764158	1
EGFR	0.022824416	-5.820766e-11	0.0	0.025636708	0.0375	8.007685	5.0386558	1
TYW1B	0.025511052	-5.820766e-11	0.0	0.028654382	0.04107142857142857	8.167639	5.546654	1
SEMA3C	0.16129853	0.028744124	0.028985507246376812	0.17763114	0.19642857142857142	2.623347	7.1969357	1
SAMD9L	0.122915134	-5.820766e-11	0.0	0.13806002	0.16964285714285715	10.432125	21.26175	1
PON2	0.79183537	0.44779155	0.4927536231884058	0.8342264	0.7553571428571428	0.89746255	7.2601714	1
DYNC1I1	0.059588663	-5.820766e-11	0.0	0.066930845	0.08928571428571429	9.388682	11.315237	1
ZNF655	0.10679427	0.023708485	0.043478260869565216	0.11703167	0.15714285714285714	2.2985835	6.0179844	1
ZSCAN25	0.03963015	0.003224644	0.014492753623188406	0.044115826	0.0625	3.7332911	6.093521	1
TRIM4	0.07332354	0.009121281	0.014492753623188406	0.08123419	0.11428571428571428	3.140823	6.705385	1
POLR2J3	0.74851876	0.445445	0.463768115942029	0.78586185	0.6964285714285714	0.81888825	5.8978567	1
FAM185A	0.023961948	-5.820766e-11	0.0	0.026914405	0.0375	8.077586	5.054686	1
LRRC17	0.030235332	-5.820766e-11	0.0	0.033960752	0.04642857142857143	8.411967	6.3315635	1
GPR85	0.031297605	-5.820766e-11	0.0	0.035153914	0.044642857142857144	8.46164	5.9567485	1
CAV1	1.6899357	0.85762024	0.6666666666666666	1.7924892	0.9517857142857142	1.0634658	15.368774	1
PTN	0.041605193	-5.820766e-11	0.0	0.046731547	0.05178571428571429	8.871338	5.940871	1
HIPK2	0.4297861	0.18683054	0.2028985507246377	0.45972192	0.4928571428571429	1.2985729	6.0488462	1
NDUFB2	1.3660508	0.99705255	0.782608695652174	1.4115167	0.9285714285714286	0.50146216	5.736133	1
AC004918.1	0.05697203	-5.820766e-11	0.0	0.0639918	0.09285714285714286	9.323997	11.964555	1
GIMAP8	0.20033444	0.06413954	0.08695652173913043	0.21711563	0.26607142857142857	1.7575945	5.5123043	1
PTPRN2	0.23232138	0.048831534	0.07246376811594203	0.2549298	0.30178571428571427	2.3818295	10.962286	1
ANGPT2	0.8082207	0.3037993	0.2318840579710145	0.8703728	0.5678571428571428	1.5182059	9.028973	1
MTUS1	0.37611023	0.12144373	0.14492753623188406	0.40748855	0.40535714285714286	1.7456379	8.793148	1
CSGALNACT1	0.50471693	0.23462032	0.2753623188405797	0.537997	0.5357142857142857	1.1969235	6.53694	1
EPHX2	0.02524758	-5.820766e-11	0.0	0.028358443	0.039285714285714285	8.152714	5.401322	1
CLU	0.10256754	-5.820766e-11	0.0	0.115205325	0.12142857142857143	10.171245	14.202974	1
ASH2L	0.16385458	0.03860528	0.043478260869565216	0.17928708	0.22678571428571428	2.2124736	6.300211	1
TACC1	1.0811307	0.66305876	0.5942028985507246	1.1326427	0.8607142857142858	0.772394	7.1513734	1
HGSNAT	0.3618093	0.15592705	0.18840579710144928	0.38717684	0.45	1.311569	5.402697	1
SPIDR	0.07029223	0.010341375	0.014492753623188406	0.077679075	0.10178571428571428	2.8970704	5.216476	1
CA13	0.03995078	-5.820766e-11	0.0	0.044873286	0.055357142857142855	8.812925	7.182506	1
BAALC	0.52949214	0.28132057	0.3333333333333333	0.5600706	0.5589285714285714	0.99313855	5.497813	1
RIMS2	0.054964468	0.0064929016	0.014492753623188406	0.060936864	0.08392857142857142	3.2106955	5.950926	1
MYC	0.062864356	0.008082681	0.014492753623188406	0.06961424	0.09285714285714286	3.090808	5.7052407	1
ASAP1-IT2	0.033807505	-5.820766e-11	0.0	0.037973076	0.05714285714285714	8.572628	7.5793586	1
KCNQ3	0.092907675	-5.820766e-11	0.0	0.10435523	0.12142857142857143	10.02867	15.048346	1
SLC45A4	0.11179306	0.010825818	0.014492753623188406	0.12423366	0.14464285714285716	3.5084038	9.621875	1
LY6E	0.23367894	0.56713194	0.5507246376811594	0.19259147	0.21785714285714286	-1.557646	5.491231	1
ZNF251	0.03890059	-5.820766e-11	0.0	0.043693703	0.06607142857142857	8.774581	8.594129	1
VCP	1.2449976	0.8236392	0.6666666666666666	1.2969152	0.8928571428571429	0.6549358	6.682502	1
SPAAR	0.02938267	-5.820766e-11	0.0	0.033003036	0.048214285714285716	8.370821	6.353299	1
CEMIP2	0.87408537	0.47933653	0.4492753623188406	0.92272353	0.7410714285714286	0.944715	6.614047	1
ANXA1	1.3377041	0.8404284	0.7101449275362319	1.398975	0.8857142857142857	0.7351048	9.068686	1
PCSK5	0.10883344	-5.820766e-11	0.0	0.12224328	0.15714285714285714	10.256721	20.23433	1
SHC3	0.03248225	-5.820766e-11	0.0	0.03648453	0.05357142857142857	8.515091	7.1906886	1
PALM2-AKAP2	1.0706307	0.68113136	0.6231884057971014	1.1186222	0.8482142857142857	0.71563506	6.4327035	1
BRINP1	0.027028477	-5.820766e-11	0.0	0.030358775	0.04107142857142857	8.250715	5.4253345	1
GSN	1.6979413	1.1821474	0.855072463768116	1.7614945	0.9589285714285715	0.57535	8.8518095	1
PSMB7	1.0159156	0.61329806	0.6086956521739131	1.0655237	0.8303571428571429	0.7968026	8.096547	1
RABEPK	0.0786375	0.011020843	0.014492753623188406	0.08696885	0.12142857142857143	2.9688904	5.989206	1
AK1	1.0786309	0.59041077	0.5072463768115942	1.1387866	0.8446428571428571	0.9475888	8.611523	1
GTF3C4	0.14069307	0.04170387	0.07246376811594203	0.15288997	0.20714285714285716	1.8717287	5.339283	1
SNHG7	0.7392351	1.3275222	0.8405797101449275	0.6667504	0.6553571428571429	-0.9934096	8.161752	1
MANCR	0.03385697	-5.820766e-11	0.0	0.03802863	0.05178571428571429	8.574732	6.773334	1
CELF2	0.19182652	0.04532859	0.043478260869565216	0.20987718	0.2571428571428571	2.20856	6.458905	1
CUBN	0.06990145	0.011063908	0.028985507246376812	0.077151075	0.09464285714285714	2.7907128	5.7330523	1
PRTFDC1	0.10903171	0.0064929016	0.014492753623188406	0.12166597	0.15714285714285714	4.2070537	14.526161	1
CXCL12	0.027724765	-5.820766e-11	0.0	0.03114085	0.04107142857142857	8.287291	5.0940766	1
CISD1	0.34626088	0.14265975	0.18840579710144928	0.37134716	0.4375	1.3795675	6.343111	1
SPOCK2	0.11872401	0.023040539	0.028985507246376812	0.1305136	0.15714285714285714	2.4968107	6.0185127	1
OIT3	0.20933676	0.72573996	0.5652173913043478	0.14570805	0.12321428571428572	-2.315581	7.6743445	1
P4HA1	1.172213	1.5861251	0.9710144927536232	1.1212126	0.8464285714285714	-0.50040907	8.057115	1
PLAU	0.38186955	0.13143219	0.14492753623188406	0.4127269	0.44285714285714284	1.650121	7.6727624	1
VCL	0.7822517	0.36600563	0.37681159420289856	0.8335394	0.7410714285714286	1.1871636	9.684998	1
ADK	0.12044559	0.010341375	0.014492753623188406	0.13401203	0.1732142857142857	3.683055	12.075654	1
