gene	mean	VO_mean	VO_positive_frac	ReAgg-CM_mean	ReAgg-CM_positive_frac	log2FC	-log10 p-val	is_significant
SULT1E1	0.02928602	0.029950317	0.03714661406969099	-5.820766e-11	0.0	-8.231237	22.476303	1
HTN1	0.0066309148	0.0067813382	0.007232084155161078	-5.820766e-11	0.0	-6.104618	5.1107407	1
SLC4A4	0.014572671	0.014903233	0.01873767258382643	-5.820766e-11	0.0	-7.2291303	12.026746	1
NPFFR2	0.018920247	0.019349422	0.022682445759368838	-5.820766e-11	0.0	-7.6035843	15.063582	1
CXCL1	0.018524257	0.018944452	0.0220249835634451	-5.820766e-11	0.0	-7.573228	13.777354	1
CXCL3	0.007479862	0.007649542	0.008547008547008548	-5.820766e-11	0.0	-6.27604	5.650315	1
CXCL2	0.008397074	0.00858756	0.008547008547008548	-5.820766e-11	0.0	-6.44088	5.3247504	1
MTHFD2L	0.26679426	0.2704649	0.29421433267587116	0.1049475	0.14492753623188406	-1.3649328	5.256529	1
AC093677.2	0.012261307	0.012539442	0.015450361604207758	-5.820766e-11	0.0	-6.9817896	10.220945	1
PARM1	0.007514403	0.007684867	0.011176857330703484	-5.820766e-11	0.0	-6.2826014	7.4539185	1
SEPTIN11	0.9225552	0.93121463	0.7113740959894806	0.5408313	0.5507246376811594	-0.78382313	6.8052826	1
CCNI	1.4897878	1.4744469	0.908612754766601	2.1661382	1.0	0.5549201	13.537655	1
BMP3	0.09350493	0.0954614	0.09861932938856016	0.007258222	0.014492753623188406	-3.698999	17.00248	1
RASGEF1B	0.008463544	0.008655536	0.012163050624589087	-5.820766e-11	0.0	-6.4521246	8.141081	1
CDS1	0.012243929	0.012521669	0.016107823800131493	-5.820766e-11	0.0	-6.9797597	10.6996765	1
ARHGAP24	0.10842446	0.11050465	0.13971071663379356	0.01672354	0.014492753623188406	-2.7168589	6.110673	1
PTPN13	0.14440368	0.14753202	0.168310322156476	0.0064929016	0.014492753623188406	-4.484948	37.981426	1
SPP1	0.006185667	0.006325992	0.008875739644970414	-5.820766e-11	0.0	-6.005848	5.8696165	1
ABCG2	0.01511777	0.015460697	0.0190664036817883	-5.820766e-11	0.0	-7.2817636	12.093838	1
GPRIN3	0.7960128	0.8110382	0.6522024983563445	0.13367935	0.15942028985507245	-2.6000924	27.244534	1
AC106881.1	0.009991219	0.010217863	0.015779092702169626	-5.820766e-11	0.0	-6.689001	10.474392	1
AC019077.1	0.009309986	0.009521178	0.011505588428665352	-5.820766e-11	0.0	-6.5881424	7.9131327	1
AP002026.1	0.0067761317	0.0069298497	0.009204470742932281	-5.820766e-11	0.0	-6.1354227	6.5493083	1
EMCN	0.74606806	0.71728396	0.589086127547666	2.0150692	0.9130434782608695	1.4900835	18.762087	1
AP001816.1	0.047570746	0.048649613	0.059500328731097965	-5.820766e-11	0.0	-8.929248	37.699432	1
BANK1	0.0065187677	0.006666648	0.009204470742932281	-5.820766e-11	0.0	-6.0803704	6.297704	1
NPNT	0.009059069	0.009264569	0.012163050624589087	-5.820766e-11	0.0	-6.5491414	7.3647094	1
SGMS2	0.005526931	0.005652314	0.00821827744904668	-5.820766e-11	0.0	-5.8460712	5.904435	1
LEF1-AS1	0.0070172767	0.0071764644	0.010190664036817882	-5.820766e-11	0.0	-6.1851664	6.9163537	1
ARSJ	0.021224469	0.02170591	0.03385930309007232	-5.820766e-11	0.0	-7.768576	21.416283	1
TRAM1L1	0.032110576	0.03283894	0.04142011834319527	-5.820766e-11	0.0	-8.363651	26.572247	1
PRSS12	0.0056955433	0.0058247503	0.007889546351084813	-5.820766e-11	0.0	-5.8886833	5.406271	1
PDE5A	0.023586372	0.024121387	0.033201840894148585	-5.820766e-11	0.0	-7.9201384	21.24604	1
PRDM5	0.019631209	0.020076511	0.026627218934911243	-5.820766e-11	0.0	-7.6565337	17.305408	1
TNIP3	0.0051086694	0.005224565	0.007232084155161078	-5.820766e-11	0.0	-5.7345924	5.2523103	1
PLK4	0.008894996	0.009096775	0.011176857330703484	-5.820766e-11	0.0	-6.523057	7.45583	1
LINC02615	0.0062047853	0.006345544	0.00821827744904668	-5.820766e-11	0.0	-6.010231	5.818847	1
CLGN	0.010147709	0.0103779035	0.01282051282051282	-5.820766e-11	0.0	-6.7112074	8.718271	1
AC096733.2	0.013208085	0.013507695	0.016765285996055226	-5.820766e-11	0.0	-7.0882797	11.304088	1
IL15	0.0061886995	0.006329093	0.00821827744904668	-5.820766e-11	0.0	-6.006544	5.855904	1
LINC02266	0.03937132	0.040264376	0.048980933596318214	-5.820766e-11	0.0	-8.6569395	31.455023	1
SMAD1	0.9907884	1.006045	0.7725180802103879	0.31823853	0.30434782608695654	-1.6602046	15.69663	1
SMAD1-AS1	0.0074985563	0.0076686605	0.008875739644970414	-5.820766e-11	0.0	-6.279595	6.340643	1
TTC29	0.010268906	0.0105018485	0.012491781722550954	-5.820766e-11	0.0	-6.728173	8.282638	1
EDNRA	0.22455595	0.22964893	0.23438527284681132	-5.820766e-11	0.0	-11.165843	44.55244	1
MAB21L2	0.0092392	0.009448786	0.013149243918474688	-5.820766e-11	0.0	-6.577246	7.9848514	1
LINC02273	0.01345052	0.013755629	0.017422748191978962	-5.820766e-11	0.0	-7.1143293	11.876715	1
SFRP2	0.034221385	0.034997627	0.03451676528599606	-5.820766e-11	0.0	-8.455231	20.444859	1
GUCY1A1	0.09298462	0.09479021	0.11571334648257725	0.013389686	0.014492753623188406	-2.8144026	6.7772293	1
AC104083.1	0.012725121	0.013013777	0.01873767258382643	-5.820766e-11	0.0	-7.0349402	12.390515	1
GUCY1B1	0.09249637	0.09438772	0.11768573307034845	0.009121281	0.014492753623188406	-3.3570879	12.402228	1
TDO2	0.056396294	0.057675347	0.06476002629848784	-5.820766e-11	0.0	-9.174311	38.415497	1
GRIA2	0.029886674	0.030564595	0.036817882971729124	-5.820766e-11	0.0	-8.260431	22.414242	1
GASK1B	0.45376855	0.46204528	0.44543063773833	0.08885003	0.10144927536231885	-2.3772795	16.195578	1
FAM198B-AS1	0.010702316	0.010945088	0.013806706114398421	-5.820766e-11	0.0	-6.787262	9.26643	1
FSTL5	0.011212182	0.011466521	0.014792899408284023	-5.820766e-11	0.0	-6.853812	9.47215	1
NPY1R	0.05855323	0.059881203	0.07330703484549639	-5.820766e-11	0.0	-9.228368	44.55244	1
NPY5R	0.0056405286	0.005768488	0.00821827744904668	-5.820766e-11	0.0	-5.874918	5.7178493	1
SPOCK3	0.012254343	0.01253232	0.016107823800131493	-5.820766e-11	0.0	-6.9809766	10.278319	1
DDX60L	0.09706617	0.099268064	0.12097304404996713	-5.820766e-11	0.0	-9.956639	44.55244	1
PALLD	0.37540925	0.3812644	0.3865877712031558	0.11725273	0.14492753623188406	-1.7003187	8.329064	1
AADAT	0.040782727	0.0417078	0.05062458908612755	-5.820766e-11	0.0	-8.707629	32.491585	1
AC105285.1	0.007040391	0.0072001033	0.008875739644970414	-5.820766e-11	0.0	-6.189846	6.320379	1
AC093849.4	0.009108306	0.009314924	0.011834319526627219	-5.820766e-11	0.0	-6.5568786	8.224503	1
AC093849.2	0.01343936	0.013744216	0.018408941485864562	-5.820766e-11	0.0	-7.1131406	12.034466	1
HPGD	0.44057584	0.44834116	0.3711374095989481	0.098206565	0.08695652173913043	-2.189559	10.986779	1
GPM6A	0.009817631	0.010040337	0.01282051282051282	-5.820766e-11	0.0	-6.663963	8.904866	1
NEIL3	0.0066810315	0.006832592	0.009204470742932281	-5.820766e-11	0.0	-6.1153235	6.3939877	1
AC107214.1	0.01093608	0.011184156	0.014464168310322156	-5.820766e-11	0.0	-6.818156	9.511213	1
STOX2	0.03306909	0.033819195	0.044707429322813935	-5.820766e-11	0.0	-8.405959	28.089155	1
ANKRD37	0.0538716	0.044655126	0.05259697567389875	0.46019396	0.391304347826087	3.3624306	5.9781127	1
CYP4V2	0.034007523	0.034778915	0.04503616042077581	-5.820766e-11	0.0	-8.446213	28.653023	1
TRIML2	0.006268923	0.006411136	0.007560815253122946	-5.820766e-11	0.0	-6.0248384	5.1332316	1
AHRR	0.008958781	0.009162007	0.011834319526627219	-5.820766e-11	0.0	-6.5332537	8.057164	1
ZDHHC11	0.007371734	0.0075389617	0.00953320184089415	-5.820766e-11	0.0	-6.255306	6.7932577	1
AC026748.3	0.014759752	0.015094558	0.019395134779750165	-5.820766e-11	0.0	-7.2474117	12.97777	1
NDUFS6	1.1617454	1.1707757	0.8494411571334648	0.7636499	0.6956521739130435	-0.6164156	6.9833574	1
AC012640.2	0.014524776	0.014854251	0.019395134779750165	-5.820766e-11	0.0	-7.224413	12.898395	1
LINC01513	0.005670621	0.0057992633	0.007232084155161078	-5.820766e-11	0.0	-5.882464	5.421123	1
MYO10	1.2553478	1.2670746	0.853714661406969	0.7383767	0.6956521739130435	-0.77899104	9.651229	1
CDH6	0.0085166255	0.008709822	0.012163050624589087	-5.820766e-11	0.0	-6.461042	7.9530325	1
NPR3	0.052249562	0.044695456	0.048980933596318214	0.3852832	0.34782608695652173	3.1048694	5.1988816	1
AC025754.2	0.0060592205	0.006196677	0.007889546351084813	-5.820766e-11	0.0	-5.9765196	5.5067344	1
PRLR	0.0060827304	0.0062207202	0.009204470742932281	-5.820766e-11	0.0	-5.982018	6.2966633	1
SPEF2	0.02853872	0.029186068	0.034845496383957925	-5.820766e-11	0.0	-8.194072	21.779507	1
AC025449.2	0.0072611948	0.007425915	0.008875739644970414	-5.820766e-11	0.0	-6.233796	6.194586	1
RICTOR	0.4588725	0.46401945	0.44543063773833	0.23194283	0.2898550724637681	-1.000105	5.297249	1
PTGER4	0.025196774	0.025768317	0.03418803418803419	-5.820766e-11	0.0	-8.015043	22.151396	1
C5orf34	0.005525633	0.005650987	0.007560815253122946	-5.820766e-11	0.0	-5.8457384	5.545943	1
NNT	0.18785334	0.19073595	0.2225509533201841	0.060748402	0.08695652173913043	-1.6490417	5.295132	1
AC025175.2	0.0090313675	0.009236239	0.011176857330703484	-5.820766e-11	0.0	-6.5447702	7.8492317	1
CCNO	0.0063464246	0.006490396	0.008875739644970414	-5.820766e-11	0.0	-6.042294	6.346178	1
SLC38A9	0.07388241	0.0753512	0.09335963182117028	0.009121281	0.014492753623188406	-3.0325048	8.5939665	1
SETD9	0.047734365	0.04868401	0.061472715318869164	0.005860764	0.014492753623188406	-3.0328393	8.211565	1
LRRC70	0.0070183836	0.007177596	0.00953320184089415	-5.820766e-11	0.0	-6.185391	6.5681095	1
HTR1A	0.0056206235	0.005748132	0.007560815253122946	-5.820766e-11	0.0	-5.8699045	5.569548	1
RNF180	0.06566856	0.067157924	0.08645627876397108	-5.820766e-11	0.0	-9.393561	44.55244	1
RGS7BP	0.014667879	0.015000601	0.022682445759368838	-5.820766e-11	0.0	-7.238463	14.663635	1
AC092353.2	0.008003607	0.008185168	0.012491781722550954	-5.820766e-11	0.0	-6.37246	8.603764	1
MARVELD2	0.0055868137	0.005713555	0.007232084155161078	-5.820766e-11	0.0	-5.8613496	5.2361784	1
SMN2	0.014601827	0.01493305	0.018408941485864562	-5.820766e-11	0.0	-7.2319946	12.470712	1
AC146944.4	0.007244628	0.0074089724	0.00953320184089415	-5.820766e-11	0.0	-6.2305446	6.788258	1
MCCC2	0.16657518	0.16923988	0.19756738987508218	0.049075916	0.07246376811594203	-1.7838979	5.4988303	1
CARTPT	0.036199212	0.037020314	0.026627218934911243	-5.820766e-11	0.0	-8.536066	14.547775	1
AC010245.2	0.009571527	0.009788652	0.012491781722550954	-5.820766e-11	0.0	-6.6277027	8.770275	1
F2RL1	0.013975303	0.014292315	0.018080210387902695	-5.820766e-11	0.0	-7.1691556	11.996199	1
DHFR	0.14588863	0.1483208	0.17455621301775148	0.038670357	0.07246376811594203	-1.9366673	7.2734704	1
RASGRF2-AS1	0.013171921	0.01347071	0.017094017094017096	-5.820766e-11	0.0	-7.0843534	11.066753	1
ATP6AP1L	0.008254104	0.008441347	0.011176857330703484	-5.820766e-11	0.0	-6.4163923	7.569857	1
ADGRV1	0.030258572	0.03094493	0.03517422748191979	-5.820766e-11	0.0	-8.278214	22.347496	1
ARRDC3-AS1	0.008486325	0.008678834	0.011505588428665352	-5.820766e-11	0.0	-6.4559584	7.6922636	1
NR2F1	0.23060714	0.23544393	0.22813938198553582	0.01734592	0.014492753623188406	-3.7550347	19.073149	1
AC114980.1	0.014012043	0.014329889	0.018408941485864562	-5.820766e-11	0.0	-7.1729174	12.051979	1
FAM81B	0.009456869	0.009671392	0.012163050624589087	-5.820766e-11	0.0	-6.610493	8.207989	1
GLRX	0.87747073	0.8863336	0.7215647600262984	0.48678282	0.4927536231884058	-0.86443806	7.360667	1
AC008906.1	0.014651276	0.014983621	0.01972386587771203	-5.820766e-11	0.0	-7.23684	13.02779	1
AC009126.1	0.009418018	0.009631661	0.011505588428665352	-5.820766e-11	0.0	-6.6046147	8.034814	1
AC008883.3	0.005182818	0.0053003957	0.006903353057199211	-5.820766e-11	0.0	-5.754994	5.0177493	1
RGMB	0.12896907	0.13112973	0.15351742274819197	0.033720013	0.043478260869565216	-1.9561453	5.0843644	1
EFNA5	0.10086368	0.10315171	0.12656147271531887	-5.820766e-11	0.0	-10.0119505	44.55244	1
TMEM232	0.005234	0.0053527383	0.007560815253122946	-5.820766e-11	0.0	-5.76891	5.4675684	1
REEP5	1.1186073	1.1290462	0.8336620644312952	0.658427	0.5942028985507246	-0.7779178	7.7994747	1
AC008494.3	0.007788604	0.007965287	0.01051939513477975	-5.820766e-11	0.0	-6.333655	7.3897047	1
AC008549.2	0.008514536	0.008707684	0.010848126232741617	-5.820766e-11	0.0	-6.460692	7.522021	1
CDO1	0.022936061	0.023456326	0.02827087442472058	-5.820766e-11	0.0	-7.8799715	18.572794	1
AC034236.2	0.0073504793	0.0075172246	0.009861932938856016	-5.820766e-11	0.0	-6.2511945	6.8470306	1
SEMA6A-AS1	0.009035162	0.009240121	0.010848126232741617	-5.820766e-11	0.0	-6.54537	7.0783715	1
PRR16	0.014285519	0.014609568	0.020381328073635765	-5.820766e-11	0.0	-7.200612	12.772887	1
SNCAIP	0.01095883	0.011207421	0.014464168310322156	-5.820766e-11	0.0	-6.821127	9.406666	1
PPIC	0.93920296	0.95315534	0.760026298487837	0.3241571	0.36231884057971014	-1.5557246	17.121464	1
PRDM6	0.02148662	0.021974009	0.030243261012491782	-5.820766e-11	0.0	-7.786206	18.714703	1
GRAMD2B	0.07852361	0.07992617	0.09566074950690336	0.016682867	0.043478260869565216	-2.2534826	7.0532594	1
ADAMTS19	0.05521698	0.05646928	0.07034845496383958	-5.820766e-11	0.0	-9.143876	44.55244	1
P4HA2	0.4224385	0.41063312	0.4178172255095332	0.9428955	0.7681159420289855	1.1990497	8.751289	1
SLC22A4	0.043032516	0.04400844	0.05358316896778435	-5.820766e-11	0.0	-8.784912	34.389065	1
MIR3936HG	0.006375714	0.0065203495	0.008875739644970414	-5.820766e-11	0.0	-6.048836	6.301847	1
SLC22A5	0.009322338	0.0095338095	0.01282051282051282	-5.820766e-11	0.0	-6.5900354	8.435086	1
UQCRQ	1.2689462	1.2823075	0.8770545693622617	0.6799186	0.6086956521739131	-0.91520864	11.065807	1
AC109454.2	0.0063262214	0.006469734	0.00821827744904668	-5.820766e-11	0.0	-6.037764	5.8162575	1
JADE2	0.037445456	0.038167253	0.046351084812623275	0.0056244447	0.014492753623188406	-2.740903	5.711562	1
PITX1	0.015041276	0.015382467	0.022353714661406968	-5.820766e-11	0.0	-7.2744923	14.167828	1
AC112178.1	0.0062904125	0.006433113	0.008547008547008548	-5.820766e-11	0.0	-6.0296993	5.9782815	1
AC109439.2	0.006641403	0.0067920648	0.00821827744904668	-5.820766e-11	0.0	-6.1068654	5.674533	1
NME5	0.031296793	0.0320067	0.0391190006574622	-5.820766e-11	0.0	-8.326732	25.48601	1
EGR1	0.38750386	0.3924659	0.33694937541091385	0.16872616	0.2028985507246377	-1.2173963	5.5568643	1
HSPA9	0.7148329	0.72237724	0.6318211702827088	0.38228494	0.42028985507246375	-0.9179265	6.1940737	1
SIL1	0.34001607	0.34418666	0.3691650230111769	0.1561291	0.21739130434782608	-1.1399469	5.2096777	1
TMEM173	0.40849116	0.3978721	0.3990795529257068	0.87664396	0.7101449275362319	1.1394885	7.0422606	1
NRG2	0.006249325	0.006391093	0.00953320184089415	-5.820766e-11	0.0	-6.0203905	6.4781437	1
AC011379.1	0.017636342	0.018036397	0.022682445759368838	-5.820766e-11	0.0	-7.502745	14.603239	1
DND1	0.0061152866	0.006254015	0.007560815253122946	-5.820766e-11	0.0	-5.9895973	5.4492583	1
PCDHA5	0.008141823	0.008326518	0.010848126232741617	-5.820766e-11	0.0	-6.396866	7.471337	1
PCDHA9	0.030340187	0.031028396	0.04043392504930966	-5.820766e-11	0.0	-8.282088	26.195276	1
PCDHA11	0.007819199	0.007996576	0.009204470742932281	-5.820766e-11	0.0	-6.339241	6.5667872	1
PCDHAC1	0.011735461	0.012001668	0.016107823800131493	-5.820766e-11	0.0	-6.919063	11.021877	1
PCDHB5	0.005273287	0.0053929165	0.007232084155161078	-5.820766e-11	0.0	-5.7795014	5.0963364	1
PCDHB12	0.010609142	0.010849802	0.012163050624589087	-5.820766e-11	0.0	-6.7747617	8.289064	1
PCDHB13	0.007923065	0.008102798	0.01051939513477975	-5.820766e-11	0.0	-6.358045	7.3189044	1
PCDHB15	0.026901577	0.02751179	0.032215647600262985	-5.820766e-11	0.0	-8.109141	21.103558	1
PCDHGB4	0.0063198274	0.006463195	0.008547008547008548	-5.820766e-11	0.0	-6.0363274	6.1033926	1
PCDHGA12	0.006715555	0.006867899	0.00821827744904668	-5.820766e-11	0.0	-6.1226525	5.79423	1
JAKMIP2	0.007487899	0.007657761	0.011505588428665352	-5.820766e-11	0.0	-6.2775693	7.6972876	1
SPINK5	0.027353363	0.027973821	0.03517422748191979	-5.820766e-11	0.0	-8.133082	22.452497	1
SH3TC2	0.034171306	0.034946416	0.0430637738330046	-5.820766e-11	0.0	-8.453124	27.9627	1
SH3TC2-DT	0.018253181	0.018667227	0.024326101249178174	-5.820766e-11	0.0	-7.5520725	15.714421	1
GRPEL2	0.26612404	0.27009922	0.29092702169625245	0.09085137	0.13043478260869565	-1.5708562	6.350487	1
CARMN	0.3017544	0.30785662	0.2754766600920447	0.03270309	0.028985507246376812	-3.2308233	17.918644	1
AC131025.2	0.007584012	0.0077560544	0.01051939513477975	-5.820766e-11	0.0	-6.295734	7.514573	1
ARHGEF37	0.023267759	0.023795547	0.027613412228796843	-5.820766e-11	0.0	-7.900599	17.790583	1
PPARGC1B	0.112471774	0.11446649	0.13379355687047995	0.024538686	0.028985507246376812	-2.217188	5.437319	1
PDGFRB	0.3806034	0.3883924	0.3244575936883629	0.03718978	0.028985507246376812	-3.381034	18.95509	1
CD74	0.010221951	0.010453828	0.014464168310322156	-5.820766e-11	0.0	-6.7216234	9.864315	1
NDST1	0.42985532	0.43620327	0.4418145956607495	0.14997418	0.2028985507246377	-1.5396554	9.507968	1
GPX3	0.23153041	0.23659827	0.2324128862590401	0.008082681	0.014492753623188406	-4.8543315	44.55244	1
GRIA1	0.011602985	0.011866188	0.014464168310322156	-5.820766e-11	0.0	-6.9028206	9.579155	1
SGCD	0.0059972825	0.006133334	0.008875739644970414	-5.820766e-11	0.0	-5.9619327	6.165744	1
HAVCR2	0.015655028	0.016010141	0.01972386587771203	-5.820766e-11	0.0	-7.331826	13.545373	1
ADAM19	0.27024472	0.2755521	0.30309007232084156	0.036237407	0.043478260869565216	-2.923321	16.078367	1
UBLCP1	0.38544565	0.3913149	0.41124260355029585	0.12666972	0.15942028985507245	-1.6264884	8.994286	1
ZBED8	0.014842953	0.015179646	0.020710059171597635	-5.820766e-11	0.0	-7.2554684	13.247675	1
FBLL1	0.022401733	0.022836734	0.028928336620644313	0.003224644	0.014492753623188406	-2.7863882	5.436867	1
KCNMB1	0.016308082	0.016678007	0.02333990795529257	-5.820766e-11	0.0	-7.3904285	15.122404	1
NOP16	0.07960046	0.08114937	0.09763313609467456	0.011307325	0.028985507246376812	-2.832396	9.914515	1
CLTB	0.7338066	0.74260837	0.6406969099276791	0.3458198	0.391304347826087	-1.1023583	8.560962	1
N4BP3	0.29731053	0.30203643	0.31886916502301116	0.08894031	0.10144927536231885	-1.7626696	7.2319546	1
ZNF879	0.01074919	0.010993027	0.013477975016436555	-5.820766e-11	0.0	-6.79351	9.030478	1
ADAMTS2	0.007352189	0.007518973	0.012163050624589087	-5.820766e-11	0.0	-6.2515254	7.978265	1
GFPT2	0.005265343	0.0053847926	0.007889546351084813	-5.820766e-11	0.0	-5.777366	5.6167336	1
BTNL9	0.19824876	0.20153606	0.21959237343852728	0.05330134	0.08695652173913043	-1.9168057	7.9222875	1
FOXC1	0.19872694	0.20218952	0.22123602892833663	0.046051003	0.057971014492753624	-2.1319876	7.896089	1
LINC01011	0.010282297	0.010515543	0.012491781722550954	-5.820766e-11	0.0	-6.7300353	8.52509	1
AL391422.4	0.020447314	0.020911127	0.026627218934911243	-5.820766e-11	0.0	-7.7150106	17.554012	1
FAM50B	0.0077465503	0.007922279	0.00953320184089415	-5.820766e-11	0.0	-6.325941	6.574865	1
AL162718.1	0.010754157	0.010998106	0.014464168310322156	-5.820766e-11	0.0	-6.7941704	9.84542	1
AL159166.1	0.009845252	0.010068585	0.012163050624589087	-5.820766e-11	0.0	-6.667976	8.679616	1
AL162718.3	0.013797638	0.01411062	0.017422748191978962	-5.820766e-11	0.0	-7.1508265	11.744415	1
LINC02533	0.007037516	0.007197163	0.00821827744904668	-5.820766e-11	0.0	-6.189265	5.962494	1
NRN1	0.089099035	0.090818025	0.10585141354372124	0.0133223375	0.014492753623188406	-2.7599304	6.3318324	1
AL031058.1	0.038304795	0.039173663	0.05128205128205128	-5.820766e-11	0.0	-8.617419	32.40338	1
HULC	0.006342698	0.006486584	0.008875739644970414	-5.820766e-11	0.0	-6.041459	6.116734	1
GCNT2	0.13439706	0.1374457	0.1564760026298488	-5.820766e-11	0.0	-10.425696	44.55244	1
GFOD1	0.37865	0.38350368	0.39316239316239315	0.16464743	0.17391304347826086	-1.2193605	5.0047255	1
SIRT5	0.050985407	0.05214173	0.06344510190664036	-5.820766e-11	0.0	-9.029059	40.490612	1
AL441883.1	0.011274114	0.011529857	0.014792899408284023	-5.820766e-11	0.0	-6.8616905	9.836654	1
RNF182	0.015362582	0.015711062	0.01775147928994083	-5.820766e-11	0.0	-7.3047915	11.894549	1
DTNBP1	0.38875502	0.3940011	0.39414858645627876	0.15745085	0.18840579710144928	-1.3227481	6.145139	1
RNF144B	0.050457027	0.05160136	0.062458908612754764	-5.820766e-11	0.0	-9.014059	40.574123	1
E2F3	0.22667474	0.23068239	0.2613412228796844	0.04996907	0.07246376811594203	-2.2045414	10.155775	1
DCDC2	0.010433061	0.010669727	0.015121630506245891	-5.820766e-11	0.0	-6.7508388	9.82958	1
GPLD1	0.005926956	0.0060614124	0.008547008547008548	-5.820766e-11	0.0	-5.94519	5.994659	1
KIAA0319	0.007915369	0.008094928	0.01051939513477975	-5.820766e-11	0.0	-6.3566604	7.441632	1
AL031775.1	0.014172066	0.014493542	0.0190664036817883	-5.820766e-11	0.0	-7.189187	12.616857	1
RIPOR2	0.015002219	0.015342524	0.022353714661406968	-5.820766e-11	0.0	-7.270766	14.319165	1
CARMIL1	0.046348184	0.04739932	0.05818540433925049	-5.820766e-11	0.0	-8.891764	37.27405	1
U91328.1	0.009643399	0.009862154	0.011834319526627219	-5.820766e-11	0.0	-6.6383867	8.111904	1
HFE	0.025454877	0.026032275	0.03254437869822485	-5.820766e-11	0.0	-8.02969	21.248653	1
HIST1H2AC	0.21815442	0.22187854	0.2465483234714004	0.053948358	0.057971014492753624	-2.0380974	6.670268	1
HIST1H3D	0.017918048	0.01832449	0.024326101249178174	-5.820766e-11	0.0	-7.5254817	15.582621	1
HIST1H3E	0.014012933	0.0143308	0.018080210387902695	-5.820766e-11	0.0	-7.1730084	12.056123	1
HIST1H2BH	0.012425567	0.012707427	0.015779092702169626	-5.820766e-11	0.0	-7.000838	10.778064	1
HIST1H3G	0.004272386	0.004369291	0.006574621959237344	-5.820766e-11	0.0	-5.481975	5.0052094	1
HIST1H4H	0.07898559	0.08077702	0.09829059829059829	-5.820766e-11	0.0	-9.659587	44.55244	1
AL590062.1	0.010428774	0.010665343	0.013806706114398421	-5.820766e-11	0.0	-6.7502513	9.158185	1
AL021807.1	0.0065931343	0.0067427014	0.00821827744904668	-5.820766e-11	0.0	-6.096495	6.0780134	1
HIST1H2AH	0.007651782	0.007825362	0.009861932938856016	-5.820766e-11	0.0	-6.308406	7.0261884	1
HIST1H3H	0.010157209	0.010387617	0.01282051282051282	-5.820766e-11	0.0	-6.712544	8.786171	1
HIST1H1B	0.01373885	0.0140505	0.016107823800131493	-5.820766e-11	0.0	-7.14471	9.860193	1
AL121944.1	0.008707171	0.00890469	0.011834319526627219	-5.820766e-11	0.0	-6.4926057	8.204697	1
HLA-A	1.0707202	1.0803016	0.7603550295857988	0.64833	0.6666666666666666	-0.7365451	8.302753	1
AL662797.1	0.0052125426	0.005330794	0.006903353057199211	-5.820766e-11	0.0	-5.763092	5.0482035	1
AL662844.4	0.007674841	0.007848944	0.009204470742932281	-5.820766e-11	0.0	-6.312692	6.6234684	1
HLA-C	1.72893	1.7448883	0.9237343852728468	1.0253992	0.7971014492753623	-0.76689106	11.588395	1
HLA-B	1.2089492	1.2240113	0.8040762656147271	0.5449593	0.4782608695652174	-1.1672496	11.105425	1
AL645933.2	0.007121692	0.0072832475	0.00953320184089415	-5.820766e-11	0.0	-6.2061844	6.434125	1
HCP5	0.012193992	0.0124706	0.017094017094017096	-5.820766e-11	0.0	-6.9739103	11.401168	1
ATP6V1G2	0.0062261736	0.006367417	0.00953320184089415	-5.820766e-11	0.0	-6.0151186	6.575448	1
LTB	0.007852177	0.008030302	0.008875739644970414	-5.820766e-11	0.0	-6.3452377	5.945439	1
LY6G5B	0.02988717	0.03049196	0.038461538461538464	0.003224644	0.014492753623188406	-3.2018807	8.783057	1
MSH5	0.006393816	0.006538862	0.008875739644970414	-5.820766e-11	0.0	-6.052865	6.3105564	1
SAPCD1	0.011551813	0.011813855	0.015121630506245891	-5.820766e-11	0.0	-6.8964972	9.84395	1
SLC44A4	0.0077677816	0.0079439925	0.010190664036817882	-5.820766e-11	0.0	-6.3298407	7.083406	1
AL662884.5	0.008050398	0.008233019	0.00953320184089415	-5.820766e-11	0.0	-6.3807683	6.7479625	1
PRRT1	0.013623634	0.0139326705	0.018080210387902695	-5.820766e-11	0.0	-7.1326466	11.476653	1
TSBP1-AS1	0.0071217897	0.007283348	0.00953320184089415	-5.820766e-11	0.0	-6.206204	6.648451	1
HLA-DQB1	0.018748092	0.019173361	0.022682445759368838	-5.820766e-11	0.0	-7.590465	14.73485	1
PSMB8	0.18725541	0.19075578	0.21466140696909927	0.032912605	0.043478260869565216	-2.531394	9.455567	1
PSMB8-AS1	0.010092813	0.010321761	0.012163050624589087	-5.820766e-11	0.0	-6.703456	8.3623905	1
PSMB9	0.022358922	0.022866094	0.027284681130834976	-5.820766e-11	0.0	-7.843363	17.653381	1
TAP1	0.08633562	0.08829411	0.10387902695595003	-5.820766e-11	0.0	-9.787807	44.55244	1
HLA-DMB	0.01119925	0.011453295	0.01413543721236029	-5.820766e-11	0.0	-6.8521614	9.555296	1
AL645940.1	0.006218818	0.0063598948	0.008875739644970414	-5.820766e-11	0.0	-6.0134397	6.2120795	1
HCG25	0.010184807	0.010415842	0.012163050624589087	-5.820766e-11	0.0	-6.7164216	8.130267	1
KIFC1	0.015824363	0.016183317	0.021367521367521368	-5.820766e-11	0.0	-7.3472514	13.636457	1
