gene	mean	HO_mean	HO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
TEX261	0.112692066	0.013147399	0.02631578947368421	0.1262017	0.16607142857142856	3.253093	11.621453	1
DYSF	0.75637966	0.46554044	0.5131578947368421	0.79585075	0.7160714285714286	0.7734629	6.0915794	1
CAPG	0.16570126	0.023637557	0.05263157894736842	0.18498133	0.23035714285714284	2.9629161	15.015709	1
VAMP8	0.32350737	0.085151576	0.13157894736842105	0.3558555	0.38571428571428573	2.0618985	12.876906	1
VAMP5	1.0318078	0.29753628	0.3157894736842105	1.1314586	0.8	1.9266891	24.211843	1
CHMP3	0.81173724	0.5247955	0.6052631578947368	0.8506795	0.7642857142857142	0.6967551	6.365295	1
CNNM3	0.037361376	-7.2759576e-11	0.0	0.042431846	0.05357142857142857	8.732401	7.037719	1
MGAT4A	0.22619689	0.082659975	0.14473684210526316	0.24567647	0.2875	1.5703417	6.7989597	1
NPAS2	0.18096276	0.064923204	0.10526315789473684	0.19671096	0.2375	1.5977839	5.270776	1
RFX8	0.05390978	0.00578217	0.013157894736842105	0.060441382	0.08571428571428572	3.3635013	6.652151	1
MALL	0.5278766	0.26472455	0.2631578947368421	0.5635907	0.5303571428571429	1.089867	5.216095	1
ACTR3	1.1583258	0.78604686	0.7105263157894737	1.2088494	0.8928571428571429	0.62088317	7.023457	1
DBI	1.5457354	1.0542955	0.8026315789473685	1.6124308	0.9482142857142857	0.61291057	9.021544	1
INHBB	0.6151335	0.14656097	0.14473684210526316	0.67872566	0.5946428571428571	2.2105563	16.651226	1
CXCR4	0.8474997	0.24721593	0.2894736842105263	0.92896676	0.6732142857142858	1.909427	21.23876	1
PSMD14	0.7855626	0.38663545	0.4605263157894737	0.8397026	0.7303571428571428	1.1187034	10.835632	1
IFIH1	0.062307116	-7.2759576e-11	0.0	0.070763074	0.09642857142857143	9.468891	12.302921	1
SCN9A	0.29461196	0.08157105	0.11842105263157894	0.32352462	0.35535714285714287	1.9864246	10.065913	1
HOXD9	0.090389304	-7.2759576e-11	0.0	0.102656424	0.12678571428571428	10.005014	16.131336	1
HOXD8	0.23280855	0.025170669	0.039473684210526314	0.2609879	0.2910714285714286	3.3689997	19.595224	1
HOXD3	0.034595102	-7.2759576e-11	0.0	0.039290152	0.05357142857142857	8.621693	7.3358502	1
HAGLR	0.07041182	-7.2759576e-11	0.0	0.079967715	0.1	9.645078	12.871705	1
HAGLROS	0.089085415	0.01707709	0.02631578947368421	0.09885796	0.12321428571428572	2.5263302	5.5329814	1
HOXD1	0.0571658	-7.2759576e-11	0.0	0.06492402	0.08571428571428572	9.34483	11.088769	1
LINC01116	0.11296247	-7.2759576e-11	0.0	0.1282931	0.1625	10.326353	20.888943	1
TTC30B	0.02488937	-7.2759576e-11	0.0	0.028267214	0.04107142857142857	8.148082	5.6210556	1
FSIP2	0.036996182	-7.2759576e-11	0.0	0.04201709	0.05357142857142857	8.718263	6.8289666	1
CFLAR	0.6890944	0.33878186	0.40789473684210525	0.7366371	0.6625	1.1203676	9.150562	1
FN1	1.4288477	0.7608984	0.5131578947368421	1.5194978	0.8321428571428572	0.99772406	9.444398	1
STK36	0.022954112	-7.2759576e-11	0.0	0.026069311	0.039285714285714285	8.0317335	5.0032353	1
FAM124B	0.09124254	-7.2759576e-11	0.0	0.103625454	0.125	10.018556	15.724268	1
PSMD1	0.995402	0.3738704	0.4342105263157895	1.079753	0.8303571428571429	1.529839	20.269554	1
AC093915.1	0.039927933	-7.2759576e-11	0.0	0.045346726	0.05892857142857143	8.828033	7.727266	1
ACKR3	0.43555245	0.1446984	0.17105263157894737	0.47502574	0.4125	1.7142637	9.628021	1
COPS9	0.9964194	0.6928218	0.7236842105263158	1.0376214	0.8535714285714285	0.5826547	6.2392015	1
KIF1A	0.09023424	-7.2759576e-11	0.0	0.10248032	0.11071428571428571	10.00254	13.36023	1
DPH3	0.57228106	0.32264802	0.42105263157894735	0.6061597	0.6214285714285714	0.9095277	6.4103436	1
UBP1	0.18633156	0.075708725	0.14473684210526316	0.20134471	0.25892857142857145	1.4099481	5.0025225	1
EIF1B	0.8146938	1.1083771	0.8947368421052632	0.77483696	0.7232142857142857	-0.5164281	5.5604396	1
CTNNB1	0.9589573	0.67735887	0.6842105263157895	0.99717313	0.8089285714285714	0.55785537	5.15699	1
POMGNT2	0.05024994	0.0036332444	0.013157894736842105	0.056576498	0.07678571428571429	3.9242487	7.627503	1
MAP4	0.97708184	0.68191826	0.6842105263157895	1.0171394	0.8357142857142857	0.57677704	5.6830397	1
RNF123	0.06776271	0.012865725	0.02631578947368421	0.07521305	0.10714285714285714	2.538197	5.217313	1
WNT5A	0.088619635	0.013481588	0.02631578947368421	0.098816976	0.125	2.864566	7.230776	1
FLNB	0.42753884	0.19562125	0.25	0.45901364	0.4928571428571429	1.2300508	7.044075	1
PSMD6	0.4669843	0.26599592	0.3684210526315789	0.49426177	0.5321428571428571	0.89362085	5.2077603	1
ALCAM	0.19226426	0.5447368	0.5394736842105263	0.14442892	0.17857142857142858	-1.9144659	7.3723617	1
BOC	0.028060783	-7.2759576e-11	0.0	0.03186903	0.04285714285714286	8.320533	5.4883747	1
QTRT2	0.07270521	0.010558091	0.013157894736842105	0.08113948	0.11071428571428571	2.930232	5.5590286	1
ADPRH	0.02483643	-7.2759576e-11	0.0	0.028207088	0.04107142857142857	8.1450205	5.6981297	1
FAM162A	0.78903764	1.2836126	0.881578947368421	0.7219173	0.6732142857142858	-0.830217	8.397089	1
MYLK	0.42149508	0.119655244	0.14473684210526316	0.46245915	0.5071428571428571	1.949549	12.618528	1
MGLL	0.53962094	0.08657243	0.14473684210526316	0.6011063	0.5678571428571428	2.794215	34.61464	1
H1FX	0.7657346	1.1317809	0.8157894736842105	0.71605694	0.6589285714285714	-0.66037434	5.2603717	1
IFT122	0.04944668	0.0067382883	0.013157894736842105	0.055242825	0.08035714285714286	3.0166893	5.150782	1
PLXND1	1.348022	0.9449666	0.7631578947368421	1.4027219	0.9375	0.5698439	6.65056	1
ASTE1	0.041309804	0.0045215734	0.013157894736842105	0.046302512	0.0625	3.3277469	5.3865886	1
ATP1B3	0.66358644	0.30423877	0.3815789473684211	0.71235526	0.6767857142857143	1.2271215	10.79055	1
COMMD2	0.50705343	0.28156212	0.3684210526315789	0.5376561	0.5982142857142857	0.93298656	5.466614	1
PFN2	0.7118327	0.42333773	0.5	0.7509857	0.7	0.82682776	6.8895416	1
EIF2A	0.37783605	0.65052426	0.6842105263157895	0.340827	0.40714285714285714	-0.93236196	5.1553707	1
MLF1	0.36885995	0.17338823	0.25	0.39538828	0.44821428571428573	1.1887971	6.5870943	1
MFSD1	0.1641459	0.054414656	0.09210526315789473	0.17903802	0.2357142857142857	1.7163556	5.492636	1
MECOM	0.64171207	0.17623827	0.23684210526315788	0.7048836	0.6535714285714286	1.999244	21.62672	1
RPL22L1	0.3038773	0.53980625	0.631578947368421	0.2718571	0.33035714285714285	-0.9893299	5.2818885	1
TNFSF10	0.36229005	0.006685456	0.013157894736842105	0.41055068	0.36964285714285716	5.919322	43.51105	1
B3GNT5	0.08530656	0.014989457	0.02631578947368421	0.0948496	0.12321428571428572	2.653621	6.087211	1
PSMD2	0.9162629	0.4557606	0.5263157894736842	0.9787592	0.7982142857142858	1.1025087	12.453627	1
DNAJB11	0.4573219	0.24720271	0.32894736842105265	0.485838	0.5285714285714286	0.97449416	5.3839083	1
EIF4A2	0.88877743	1.2316006	0.9342105263157895	0.8422516	0.7571428571428571	-0.54815716	6.4389763	1
FGF12	0.1809672	0.051852334	0.07894736842105263	0.19848992	0.2375	1.9345319	6.815411	1
AC046143.1	0.031472072	-7.2759576e-11	0.0	0.03574328	0.05	8.48556	6.777867	1
FAM43A	0.6986963	0.34046102	0.40789473684210525	0.74731404	0.6892857142857143	1.1339945	10.102157	1
PCYT1A	0.43385682	0.19782719	0.2894736842105263	0.4658903	0.5178571428571429	1.23533	7.5644846	1
APBB2	0.21290612	0.07068415	0.09210526315789473	0.23220757	0.29464285714285715	1.7145379	6.077846	1
UCHL1	1.8917278	0.41681078	0.40789473684210525	2.0918956	0.9142857142857143	2.3270693	43.51105	1
OCIAD2	0.471194	0.16124758	0.21052631578947367	0.5132582	0.5267857142857143	1.669794	11.650172	1
ABCG2	0.032427996	-7.2759576e-11	0.0	0.036828943	0.04642857142857143	8.528609	6.0089345	1
GPRIN3	0.4513599	0.02216034	0.02631578947368421	0.50960827	0.4589285714285714	4.517124	43.51105	1
MMRN1	0.1698474	0.017975332	0.02631578947368421	0.19045863	0.20892857142857144	3.398141	13.930929	1
PDLIM5	0.4227684	0.19698301	0.3026315789473684	0.45341104	0.49642857142857144	1.2023342	7.5950737	1
EMCN	1.0944239	2.2210007	1.0	0.94152904	0.7303571428571428	-1.2380439	32.16249	1
SNHG8	0.3418573	0.7414192	0.6710526315789473	0.28762951	0.3410714285714286	-1.3657709	6.969677	1
SMAD1	0.6452176	0.21499929	0.3026315789473684	0.7036045	0.6339285714285714	1.709967	17.506403	1
GASK1B	0.25979722	0.091523156	0.13157894736842105	0.2826339	0.32857142857142857	1.6256605	6.753049	1
PALLD	0.22700328	0.045292616	0.07894736842105263	0.25166395	0.2982142857142857	2.4715421	13.497646	1
NEK1	0.21384056	0.06847597	0.11842105263157894	0.2335684	0.2892857142857143	1.7686876	7.500531	1
HPGD	0.1885345	0.042289533	0.07894736842105263	0.20838201	0.2125	2.298143	9.368086	1
VEGFC	0.1813651	0.047688987	0.06578947368421052	0.19950686	0.23214285714285715	2.062411	6.644432	1
ANKRD37	0.22873738	0.56671536	0.5394736842105263	0.18286765	0.22321428571428573	-1.6312903	5.7495756	1
ROPN1L	0.06626209	0.0093217185	0.02631578947368421	0.07398973	0.10178571428571428	2.9752114	7.259566	1
MYO10	1.2829866	0.69236106	0.6578947368421053	1.3631425	0.9214285714285714	0.9772374	13.208417	1
RICTOR	0.40048453	0.16634873	0.21052631578947367	0.43225986	0.45	1.3771547	7.544924	1
IPO11	0.59476715	0.34493476	0.42105263157894735	0.62867326	0.6196428571428572	0.86579823	5.4779797	1
ADAMTS6	0.19050562	0.055135522	0.09210526315789473	0.20887728	0.2357142857142857	1.9196777	7.5598006	1
MAST4	0.68197954	0.4292414	0.4868421052631579	0.71628004	0.6928571428571428	0.73859996	5.070342	1
CARTPT	0.04707619	-7.2759576e-11	0.0	0.053465106	0.04285714285714286	9.065151	5.2776723	1
HMGCR	0.44742158	0.1630083	0.21052631578947367	0.4860205	0.5071428571428571	1.5754838	10.254328	1
IQGAP2	0.33167475	0.121653505	0.17105263157894737	0.36017767	0.38392857142857145	1.565146	7.7713556	1
F2R	0.82881796	0.56283873	0.631578947368421	0.8649148	0.7553571428571428	0.6197468	5.110638	1
KIAA0825	0.033237908	-7.2759576e-11	0.0	0.03774877	0.05357142857142857	8.564104	7.154408	1
TTC37	0.49061105	0.26571226	0.3684210526315789	0.5211332	0.5482142857142858	0.9715214	6.1938043	1
ERAP2	0.20544699	0.05295655	0.07894736842105263	0.226142	0.28035714285714286	2.092264	8.68432	1
GRAMD2B	0.06585997	0.0066341534	0.013157894736842105	0.07389784	0.09642857142857143	3.4579148	7.553711	1
UQCRQ	1.0414343	0.69998926	0.6710526315789473	1.0877731	0.8535714285714285	0.6358994	6.5149345	1
PCDHA12	0.114741184	0.01665753	0.039473684210526314	0.12805255	0.16964285714285715	2.9349809	10.913652	1
PCDHB9	0.027814643	-7.2759576e-11	0.0	0.03158949	0.04107142857142857	8.307861	5.501526	1
PCDH1	0.21269344	0.08026672	0.13157894736842105	0.23066558	0.28214285714285714	1.5217578	5.927032	1
PCDH12	0.7269533	0.35338774	0.42105263157894735	0.7776516	0.6910714285714286	1.1376494	9.897272	1
SH3TC2	0.026023827	-7.2759576e-11	0.0	0.02955563	0.044642857142857144	8.212163	6.0450225	1
AFAP1L1	1.2888181	0.83653784	0.7631578947368421	1.3501986	0.9125	0.6906034	9.568685	1
GRPEL2	0.19912352	0.05957393	0.10526315789473684	0.21806243	0.26607142857142857	1.87023	7.8458114	1
ARHGEF37	0.020881534	-7.2759576e-11	0.0	0.023715455	0.0375	7.8957553	5.1593714	1
NDST1	0.3807219	0.1460279	0.19736842105263158	0.41257304	0.4625	1.4977676	8.254629	1
SMIM3	0.113664694	0.43435946	0.5	0.070142284	0.09642857142857143	-2.62881	7.139009	1
GPX3	0.12461633	0.012530238	0.02631578947368421	0.13982804	0.15714285714285714	3.4697313	12.122029	1
ATOX1	1.5792334	1.1137114	0.868421052631579	1.6424114	0.9642857142857143	0.56039834	10.1805935	1
GALNT10	0.058896534	0.007963044	0.013157894736842105	0.065808944	0.08928571428571429	3.0310779	5.4256115	1
ADAM19	0.1356926	0.035764907	0.06578947368421052	0.14925423	0.18214285714285713	2.0580933	6.4690166	1
UBLCP1	0.31746337	0.109207086	0.15789473684210525	0.34572667	0.4142857142857143	1.6616621	9.070622	1
DUSP1	0.4249904	0.8809043	0.75	0.36311504	0.39285714285714285	-1.2783252	8.805578	1
STC2	0.11111005	0.46134356	0.5394736842105263	0.06357875	0.07678571428571429	-2.8572702	8.863846	1
CLTB	0.5403599	0.24164066	0.34210526315789475	0.5809006	0.575	1.2650796	10.021454	1
N4BP3	0.27854118	0.10840976	0.13157894736842105	0.30163032	0.3410714285714286	1.4754347	5.548987	1
TUBB2A	0.5878681	0.26676437	0.34210526315789475	0.63144636	0.5875	1.242782	8.933565	1
NRN1	0.11282267	0.010571513	0.013157894736842105	0.12669961	0.14107142857142857	3.5707138	9.7350855	1
GCNT2	0.11285163	0.018772174	0.039473684210526314	0.12561956	0.1625	2.7358768	9.395484	1
EDN1	0.08583557	-7.2759576e-11	0.0	0.097484685	0.075	9.930512	8.414121	1
PHACTR1	0.26208523	0.090191424	0.11842105263157894	0.28541347	0.35	1.6608979	6.200247	1
CASC15	0.2133955	0.075446405	0.10526315789473684	0.23211697	0.28214285714285714	1.6200384	5.6284156	1
HLA-C	1.4232267	1.0383358	0.7894736842105263	1.4754617	0.8964285714285715	0.5068522	5.8937736	1
HLA-B	0.77013177	0.48021793	0.5394736842105263	0.8094772	0.6535714285714286	0.75317913	5.298878	1
AGPAT1	0.38047406	0.20306334	0.3026315789473684	0.40455106	0.4732142857142857	0.9940382	5.2446623	1
NOTCH4	0.6791571	0.3414666	0.3815789473684211	0.7249867	0.6625	1.0859867	6.8090134	1
PSMB8	0.11896133	0.02891671	0.05263157894736842	0.13118172	0.16428571428571428	2.1777103	6.3054743	1
RPS10	0.90623003	1.3266993	0.9210526315789473	0.84916633	0.7589285714285714	-0.64366114	8.743235	1
CPNE5	0.21552125	0.06533519	0.10526315789473684	0.23590341	0.275	1.850669	7.137623	1
PEX6	0.034408364	-7.2759576e-11	0.0	0.03907807	0.055357142857142855	8.613904	7.3074384	1
VEGFA	0.17786759	0.62227845	0.618421052631579	0.11755492	0.14464285714285716	-2.4032304	9.010111	1
ENPP4	0.069816686	0.0056884564	0.013157894736842105	0.078519806	0.10357142857142858	3.7636423	8.986995	1
ADGRF5	1.082278	0.5003184	0.5526315789473685	1.161258	0.8589285714285714	1.2146059	16.771452	1
AL353138.1	0.28763574	0.10734621	0.15789473684210525	0.3121033	0.34285714285714286	1.5388712	7.4043527	1
DST	0.8758951	0.39772502	0.47368421052631576	0.9407893	0.7678571428571429	1.2418911	13.607736	1
FILIP1	0.8373412	0.40653825	0.4473684210526316	0.8958066	0.7142857142857143	1.1396025	10.405728	1
DOP1A	0.061561905	0.011034614	0.02631578947368421	0.06841919	0.09107142857142857	2.6214566	5.106682	1
CRYBG1	0.04748909	-7.2759576e-11	0.0	0.053934045	0.06607142857142857	9.077726	8.562298	1
TRAF3IP2	0.16521935	0.05462909	0.09210526315789473	0.18022801	0.23035714285714284	1.7202436	5.9394655	1
LAMA4	1.7778424	1.0115929	0.7631578947368421	1.8818336	0.9535714285714286	0.8954443	15.371578	1
TSPYL1	0.18402217	0.06427952	0.11842105263157894	0.20027298	0.25892857142857145	1.6380142	6.039667	1
FAM184A	0.029464588	-7.2759576e-11	0.0	0.03346335	0.04107142857142857	8.390744	5.5187745	1
GJA1	1.2777278	0.90338945	0.7236842105263158	1.3285304	0.8767857142857143	0.5563602	5.8236017	1
PKIB	0.10735107	0.0148769235	0.02631578947368421	0.119901136	0.16428571428571428	3.002235	9.810444	1
AL356124.1	0.04108906	-7.2759576e-11	0.0	0.046665434	0.0625	8.8693	8.328398	1
ARHGAP18	0.7252055	0.29827586	0.34210526315789475	0.78314614	0.6607142857142857	1.3923349	11.934711	1
SGK1	0.33582234	0.8426943	0.5263157894736842	0.26703006	0.26964285714285713	-1.6576383	5.8834105	1
TNFAIP3	0.3124885	0.7020444	0.6578947368421053	0.25961792	0.30178571428571427	-1.4348223	7.869715	1
HEBP2	0.6759842	0.35026234	0.4473684210526316	0.7201896	0.6803571428571429	1.0397294	8.882971	1
UTRN	1.3574688	0.92819834	0.7368421052631579	1.4157268	0.9357142857142857	0.60898435	7.5396705	1
SAMD5	0.095608704	0.018135585	0.02631578947368421	0.1061229	0.1392857142857143	2.5422666	6.0208735	1
AKAP12	0.92460465	0.57098025	0.5394736842105263	0.9725961	0.7232142857142857	0.7682956	5.6546206	1
CNKSR3	0.20359845	0.46387792	0.5263157894736842	0.16827467	0.1982142857142857	-1.4623809	5.1908865	1
EZR	0.642779	0.37803495	0.4605263157894737	0.67870915	0.6821428571428572	0.8441049	6.193862	1
RPS6KA2	0.62312835	0.20853917	0.3026315789473684	0.6793942	0.6142857142857143	1.7034512	17.187164	1
IQCE	0.06892968	0.01217096	0.02631578947368421	0.07663266	0.10535714285714286	2.6445928	5.8237534	1
GNA12	0.30520406	0.14621648	0.23684210526315788	0.32678074	0.38035714285714284	1.1596719	5.671384	1
THSD7A	0.25189584	0.024036871	0.039473684210526314	0.28281948	0.3125	3.551081	23.524336	1
RAPGEF5	1.2091731	0.667353	0.631578947368421	1.2827058	0.8857142857142857	0.9425646	12.064855	1
STEAP1B	0.06792189	0.009819475	0.013157894736842105	0.07580723	0.10178571428571428	2.9359016	5.419358	1
FAM126A	0.40235758	0.176334	0.2631578947368421	0.43303213	0.4857142857142857	1.2956785	7.5145035	1
HOXA9	0.12638724	-7.2759576e-11	0.0	0.1435398	0.18035714285714285	10.488241	23.267668	1
HOXA10-AS	0.027992817	-7.2759576e-11	0.0	0.03179184	0.044642857142857144	8.317044	5.825453	1
HOXA10	0.15021828	-7.2759576e-11	0.0	0.17060505	0.21964285714285714	10.737291	28.77808	1
HOXA11	0.048863273	-7.2759576e-11	0.0	0.05549472	0.08035714285714286	9.118805	10.517467	1
NOD1	0.06395194	0.0045215734	0.013157894736842105	0.07201748	0.09285714285714286	3.9638932	9.047278	1
EPDR1	0.13148157	0.027989367	0.039473684210526314	0.14552699	0.18214285714285713	2.3741817	6.560896	1
IGFBP3	1.8778574	1.2055396	0.5921052631578947	1.9691006	0.8767857142857143	0.70781136	5.5399094	1
GTF2I	1.0284367	0.72719413	0.6973684210526315	1.0693196	0.8410714285714286	0.5562172	5.467927	1
SAMD9L	0.123495586	0.01617892	0.02631578947368421	0.13806002	0.16964285714285715	3.0852633	10.247697	1
PON2	0.7900921	0.46489218	0.5131578947368421	0.8342264	0.7553571428571428	0.84340554	7.1636047	1
POLR2J3	0.7394294	0.39729616	0.42105263157894735	0.78586185	0.6964285714285714	0.9838814	7.5807905	1
CDHR3	0.028252587	-7.2759576e-11	0.0	0.032086868	0.044642857142857144	8.33033	6.043663	1
CAV1	1.7065182	1.0730536	0.8289473684210527	1.7924892	0.9517857142857142	0.7401883	12.314955	1
AUXG01000058.1	0.033990074	-7.2759576e-11	0.0	0.038603015	0.05357142857142857	8.596303	7.09675	1
HIPK2	0.42975795	0.2089737	0.25	0.45972192	0.4928571428571429	1.1370635	5.551956	1
ADCK2	0.06868381	0.006685456	0.013157894736842105	0.07709786	0.10714285714285714	3.5080433	8.205946	1
NDUFB2	1.3606328	0.98569936	0.8157894736842105	1.4115167	0.9285714285714286	0.5179824	6.7947044	1
AC005229.4	0.039149173	-7.2759576e-11	0.0	0.04446228	0.05714285714285714	8.799681	7.456891	1
GIMAP8	0.19889131	0.06460707	0.09210526315789473	0.21711563	0.26607142857142857	1.7471327	6.2856293	1
GIMAP7	0.06914849	-7.2759576e-11	0.0	0.07853293	0.09821428571428571	9.618991	12.704584	1
GIMAP4	0.6978794	0.37444612	0.3684210526315789	0.74177444	0.6821428571428572	0.9860318	6.6062346	1
GIMAP6	0.14084066	0.040999305	0.06578947368421052	0.15439059	0.2017857142857143	1.910333	5.2305064	1
GIMAP1	0.1683348	0.042165935	0.07894736842105263	0.1854577	0.22857142857142856	2.1343007	8.448808	1
ANGPT2	0.79995114	0.28105617	0.2631578947368421	0.8703728	0.5678571428571428	1.6304276	12.356534	1
PRAG1	0.10287832	0.013059576	0.02631578947368421	0.11506804	0.15535714285714286	3.1295555	10.103463	1
CSGALNACT1	0.49592778	0.18594548	0.27631578947368424	0.537997	0.5357142857142857	1.532211	12.716508	1
