gene	mean	Fus-HO_mean	Fus-HO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
SPTLC2	0.37529144	0.28619364	0.3220338983050847	0.44100285	0.4928571428571429	0.62361944	6.554665	1
FBN1	0.25802132	0.18500604	0.21307506053268765	0.3118682	0.35535714285714287	0.753047	5.717183	1
CIB1	0.49320593	0.3980383	0.39709443099273606	0.5633932	0.5767857142857142	0.50112855	5.6223426	1
IL32	0.46911252	0.2974434	0.2639225181598063	0.59571916	0.4982142857142857	1.0017747	12.582624	1
HMOX2	0.5201063	0.41647324	0.4261501210653753	0.59653765	0.6267857142857143	0.5182849	6.8040295	1
ACSM3	0.045714106	0.0036973646	0.007263922518159807	0.07670148	0.05714285714285714	4.3380637	6.208269	1
MMP2	0.41958457	0.3097155	0.3365617433414044	0.5006142	0.5125	0.69257814	8.355811	1
TUBB3	0.6313258	0.46255755	0.43341404358353514	0.7557912	0.6571428571428571	0.70823395	12.339139	1
MYH10	0.54756004	0.43379492	0.43341404358353514	0.6314633	0.6285714285714286	0.54158175	7.521906	1
PCGF2	0.19827285	0.26955733	0.29539951573849876	0.14569536	0.19285714285714287	-0.8871824	5.769431	1
CNTNAP1	0.05468804	0.09469396	0.1089588377723971	0.025184548	0.0375	-1.9065392	5.361809	1
RAB31	0.77370137	0.6159883	0.5399515738498789	0.8900111	0.7482142857142857	0.53084815	10.456986	1
CNN2	0.28063276	0.19478218	0.22760290556900725	0.34394696	0.4	0.8200032	7.457538	1
INSR	0.55551815	0.41933304	0.3898305084745763	0.6559567	0.5678571428571428	0.6453801	8.15506	1
HOMER3	0.4278325	0.3094807	0.3365617433414044	0.5151183	0.5482142857142858	0.73486847	9.710402	1
ZFP36	0.15584576	0.26540446	0.2639225181598063	0.07504386	0.09821428571428571	-1.8210089	12.329159	1
PLAUR	0.5675387	0.6947486	0.5641646489104116	0.47372487	0.48928571428571427	-0.55234474	6.8222613	1
EPS8L1	0.13756585	0.08451075	0.09200968523002422	0.17669347	0.22678571428571428	1.0631521	5.225241	1
HSPA12B	0.12342208	0.07305682	0.08716707021791767	0.16056666	0.20535714285714285	1.1350064	5.57289	1
PRND	0.084704615	0.024695544	0.031476997578692496	0.12896135	0.11785714285714285	2.3799043	8.4585905	1
MYL9	0.29519328	0.18611716	0.2033898305084746	0.37563705	0.3732142857142857	1.0127374	9.53798	1
PFDN4	0.4815138	0.59137654	0.5738498789346247	0.4004952	0.44821428571428573	-0.5621759	7.3104315	1
PMEPA1	0.73096925	0.51444566	0.48668280871670705	0.8906538	0.7357142857142858	0.7917276	19.386723	1
ADAMTS1	0.32215178	0.4228348	0.36077481840193704	0.24789797	0.24285714285714285	-0.770107	5.2637725	1
BACE2	0.5680044	0.45325568	0.4430992736077482	0.6526327	0.5892857142857143	0.5258491	6.66744	1
SMTN	0.29860806	0.22053498	0.23728813559322035	0.3561873	0.4107142857142857	0.69137955	5.5680075	1
LIMK2	0.19874948	0.13352166	0.16464891041162227	0.24685298	0.30178571428571427	0.8860824	5.9708943	1
EIF3D	0.6838554	0.86304873	0.7191283292978208	0.55169845	0.5821428571428572	-0.6454677	14.611802	1
DIPK2B	0.451943	0.35933158	0.3583535108958838	0.52024573	0.525	0.53375345	5.4456725	1
NHSL2	0.1820614	0.112048216	0.14527845036319612	0.23369457	0.2982142857142857	1.0598347	7.8632755	1
GABRE	0.37314042	0.46469504	0.4358353510895884	0.30562127	0.34464285714285714	-0.60437775	5.2478085	1
FLNA	0.9734818	0.73769265	0.6416464891041163	1.1473756	0.8732142857142857	0.6371761	23.124477	1
