gene	mean	VO_mean	VO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
AL645608.2	0.00129526	0.0015336786	0.0023011176857330702	6.693881e-10	0.0	-4.0300426	2.0092397	0
AL645608.4	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
LINC02593	0.0051737316	0.005638063	0.007560815253122946	0.002652247	0.005357142857142857	-1.0599538	0.8634067	0
SAMD11	0.03282316	0.035227194	0.046351084812623275	0.019764973	0.02857142857142857	-0.8305525	2.064781	0
NOC2L	0.2320441	0.23221812	0.2666009204470743	0.23108223	0.29285714285714287	-0.007071169	0.0226791	0
KLHL17	0.017845018	0.019149434	0.023011176857330704	0.010760061	0.014285714285714285	-0.8257838	1.1229426	0
PLEKHN1	0.00061671576	0.0005278498	0.0006574621959237344	0.0010994335	0.0017857142857142857	0.93386173	0.20429842	0
PERM1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL645608.7	0.005622725	0.0061000213	0.00821827744904668	0.0030308033	0.005357142857142857	-0.98574024	0.7395462	0
HES4	0.46748656	0.4701952	0.4447731755424063	0.45276177	0.4660714285714286	-0.054495886	0.30748045	0
ISG15	0.42356828	0.42921433	0.4276791584483892	0.39288765	0.42678571428571427	-0.12755036	0.9274471	0
AL645608.1	0.00021281082	-1.1568773e-09	0.0	0.0013688497	0.0017857142857142857	3.8766315	0.4979249	0
AGRN	0.16184315	0.14714023	0.1752136752136752	0.24170662	0.29464285714285715	0.7156818	6.7295537	1
AL645608.5	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL645608.8	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
RNF223	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
C1orf159	0.022924896	0.021352902	0.027942143326758713	0.031465005	0.039285714285714285	0.5571533	0.7702536	0
AL390719.3	0.00012249075	0.00014503693	0.0003287310979618672	6.693881e-10	0.0	-1.2929896	0.49845198	0
LINC01342	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL390719.2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
TTLL10-AS1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
TTLL10	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
TNFRSF18	0.0015941322	0.0013715816	0.0019723865877712033	0.002802939	0.0035714285714285713	0.9801468	0.3096634	0
TNFRSF4	0.038904745	0.036737476	0.03944773175542406	0.05067527	0.0625	0.46295178	0.8771766	0
SDF4	0.6748037	0.666676	0.6084812623274162	0.7189877	0.6928571428571428	0.10896562	1.3707664	0
B3GALT6	0.21368003	0.21482582	0.24326101249178173	0.20743808	0.2625	-0.050462767	0.17653444	0
C1QTNF12	0.0034779143	0.003939233	0.005588428665351742	0.00097184145	0.0017857142857142857	-1.9139897	1.4742099	0
AL162741.1	0.0010815872	0.00094569294	0.0006574621959237344	0.0018198243	0.0035714285714285713	0.876515	0.26234758	0
UBE2J2	0.32846713	0.32551268	0.351413543721236	0.3445034	0.40714285714285714	0.08178004	0.43799785	0
LINC01786	0.00067646307	0.00060558843	0.0006574621959237344	0.0010615811	0.0017857142857142857	0.71919096	0.16082923	0
SCNN1D	0.0035023426	0.004147062	0.005259697567389875	6.693881e-10	0.0	-5.408384	3.926873	0
ACAP3	0.10638355	0.107585356	0.1334648257725181	0.09986179	0.1357142857142857	-0.10737334	0.27703893	0
PUSL1	0.09076785	0.09151458	0.11341222879684418	0.086718574	0.10892857142857143	-0.07757348	0.16064018	0
INTS11	0.2003876	0.19545339	0.2264957264957265	0.22717465	0.2910714285714286	0.2168743	1.1548963	0
AL139287.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
CPTP	0.09477186	0.09301915	0.11209730440499671	0.10429977	0.1357142857142857	0.16496874	0.42741165	0
TAS1R3	0.00024894663	0.00029477203	0.0003287310979618672	6.693881e-10	0.0	-1.9810102	0.49847013	0
DVL1	0.059922215	0.055621855	0.06738987508218278	0.08327593	0.10892857142857143	0.5813876	1.8758142	0
MXRA8	0.038583364	0.043943483	0.060486522024983565	0.009459718	0.01607142857142857	-2.2038887	12.655532	1
AURKAIP1	1.03655	1.0554092	0.8122945430637738	0.93412346	0.8035714285714286	-0.17609957	5.1593647	0
CCNL2	0.33376443	0.3282769	0.3547008547008547	0.3635614	0.4142857142857143	0.14724313	0.9797419	0
MRPL20-AS1	0.04569719	0.042507045	0.05325443786982249	0.06302005	0.08214285714285714	0.5670063	1.4159466	0
MRPL20	0.944129	0.9626736	0.7603550295857988	0.8434177	0.7571428571428571	-0.19077827	5.0056973	0
AL391244.2	0.0040296623	0.0041806167	0.005588428665351742	0.0032095362	0.005357142857142857	-0.3711895	0.18573757	0
ANKRD65	0.00022284183	-1.1568773e-09	0.0	0.0014333698	0.0017857142857142857	3.9386504	0.49792555	0
AL391244.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
TMEM88B	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
LINC01770	0.0001673649	-1.1568773e-09	0.0	0.0010765346	0.0017857142857142857	3.5564885	0.49792513	0
VWA1	0.10540291	0.072104275	0.0831689677843524	0.2862895	0.3107142857142857	1.9878224	24.077442	1
ATAD3C	0.002316135	0.0014714367	0.0023011176857330702	0.006904502	0.008928571428571428	2.1561983	1.0545168	0
ATAD3B	0.03702462	0.038157433	0.04700854700854701	0.030869422	0.039285714285714285	-0.30489567	0.47990558	0
ATAD3A	0.092170514	0.090846896	0.1091387245233399	0.09936727	0.1357142857142857	0.12919746	0.3135347	0
TMEM240	0.042034067	0.03900166	0.048980933596318214	0.05850244	0.08035714285714286	0.58373094	1.4569519	0
SSU72	0.7727237	0.78557307	0.678172255095332	0.70295095	0.6696428571428571	-0.16029988	2.7095582	0
AL645728.1	0.021712258	0.021911079	0.02695595003287311	0.020633075	0.02857142857142857	-0.086295746	0.08385065	0
FNDC10	0.049347706	0.04723652	0.056870479947403026	0.06080921	0.07857142857142857	0.36370677	0.77062464	0
AL691432.4	0.0026498872	0.0023923235	0.0029585798816568047	0.004048884	0.005357142857142857	0.7352319	0.29487473	0
AL691432.2	0.024747793	0.025989844	0.03517422748191979	0.018001603	0.02857142857142857	-0.52737087	0.8829152	0
MIB2	0.100216225	0.10078054	0.12393162393162394	0.09715788	0.12321428571428572	-0.052760813	0.111950256	0
MMP23B	0.0156898	0.014902437	0.020052596975673898	0.019967714	0.02857142857142857	0.41967943	0.43580338	0
CDK11B	0.20139956	0.19959314	0.23274161735700197	0.21119545	0.26964285714285713	0.08147694	0.3040191	0
FO704657.1	0.0024259693	0.0023577895	0.0029585798816568047	0.0027962027	0.0035714285714285713	0.23680122	0.0767532	0
SLC35E2B	0.08714335	0.08612629	0.1071663379355687	0.092674986	0.125	0.10560804	0.23602766	0
CDK11A	0.13915233	0.1372559	0.15976331360946747	0.14946026	0.20535714285714285	0.122807935	0.40448022	0
SLC35E2A	0.03953222	0.038630653	0.04799474030243261	0.04442614	0.0625	0.20117673	0.3136415	0
NADK	0.16518533	0.16714376	0.19362261669953978	0.15452965	0.19464285714285715	-0.113135464	0.3810049	0
GNB1	1.1968884	1.1870848	0.8438527284681131	1.2501549	0.9035714285714286	0.074677706	1.776948	0
AL109917.1	0.0004148365	0.0004912004	0.0006574621959237344	6.693881e-10	0.0	-2.5636377	0.78859335	0
CALML6	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
TMEM52	0.0014241283	0.0014270082	0.001643655489809336	0.001408362	0.0017857142857142857	-0.017725142	0.004167119	0
CFAP74	0.013504253	0.012836232	0.014792899408284023	0.017133884	0.023214285714285715	0.4138305	0.37703475	0
AL391845.2	0.00648808	0.006158881	0.007232084155161078	0.008277188	0.0125	0.4205614	0.27027544	0
GABRD	0.012925772	0.009902992	0.011176857330703484	0.029346783	0.04285714285714286	1.5576783	2.7161689	0
AL391845.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
PRKCZ	0.016630854	0.015387031	0.018080210387902695	0.02338836	0.02857142857142857	0.60088533	0.6431089	0
AL590822.2	0.001116124	0.0010250753	0.0013149243918474688	0.0016105974	0.0017857142857142857	0.60447866	0.13687651	0
PRKCZ-AS1	0.00067664695	0.00052615994	0.0009861932938856016	0.0014941036	0.0017857142857142857	1.3481421	0.27808645	0
FAAP20	0.5668006	0.544433	0.5292570677186061	0.6882974	0.6892857142857143	0.33822212	8.023131	0
AL590822.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
SKI	0.25208104	0.24711604	0.2804076265614727	0.27903658	0.3392857142857143	0.17519881	1.021699	0
AL590822.3	0.0040751845	0.0043756813	0.005917159763313609	0.0024427196	0.0035714285714285713	-0.8157348	0.46189785	0
MORN1	0.011057505	0.011883138	0.014792899408284023	0.0065733353	0.007142857142857143	-0.8445258	0.78842	0
AL589739.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL513477.2	0.0027506752	0.0032570204	0.0039447731755424065	6.693881e-10	0.0	-5.0691	2.9035094	0
RER1	0.6635741	0.6849301	0.6259040105193951	0.5476071	0.5892857142857143	-0.32276264	7.8687205	0
PEX10	0.06772699	0.06872451	0.08349769888231427	0.062301714	0.08928571428571429	-0.14133683	0.28894192	0
PLCH2	0.00018891861	-1.1568773e-09	0.0	0.0012151684	0.0017857142857142857	3.7171922	0.49792546	0
AL139246.1	0.00035370025	0.00041880965	0.0006574621959237344	6.693881e-10	0.0	-2.3751957	0.7810553	0
AL139246.4	0.0002626294	0.00031097364	0.0003287310979618672	6.693881e-10	0.0	-2.0390363	0.4984101	0
PANK4	0.03165502	0.033356525	0.041091387245233396	0.02241305	0.03214285714285714	-0.57152605	1.1165053	0
HES5	0.001974881	0.0023384106	0.0029585798816568047	6.693881e-10	0.0	-4.6078596	2.3442316	0
AL139246.5	0.043299455	0.043870877	0.05358316896778435	0.04018875	0.05714285714285714	-0.12617132	0.19126572	0
TNFRSF14-AS1	0.0042891395	0.0029767815	0.003616042077580539	0.011418001	0.014285714285714285	1.9043964	1.2475418	0
TNFRSF14	0.015819948	0.013376952	0.01873767258382643	0.029091503	0.039285714285714285	1.1150542	1.8092911	0
AL139246.3	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
PRXL2B	0.13708344	0.1312594	0.1525312294543064	0.16872604	0.21964285714285714	0.36201805	1.820946	0
MMEL1	0.00031589041	0.00037403946	0.0006574621959237344	6.693881e-10	0.0	-2.2449975	0.7365592	0
AL831784.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
TTC34	0.0037963556	0.0041067353	0.005259697567389875	0.0021102084	0.0035714285714285713	-0.9285185	0.5472106	0
AC242022.2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AC242022.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL592464.2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL592464.3	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL592464.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL589702.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
ACTRT2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
PRDM16-DT	0.00074910873	0.0003744224	0.0006574621959237344	0.0027845602	0.005357142857142857	2.6041074	0.856559	0
PRDM16	0.008882455	0.008644559	0.010848126232741617	0.010175569	0.014285714285714285	0.23276065	0.1498517	0
AL008733.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL590438.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL354743.2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL354743.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
ARHGEF16	0.011139379	0.011082216	0.01413543721236029	0.011450714	0.017857142857142856	0.046775974	0.032742627	0
AL512413.1	0.00061037584	0.0007227585	0.0009861932938856016	6.693881e-10	0.0	-3.0404594	1.0700625	0
MEGF6	0.025373364	0.028012943	0.03451676528599606	0.011035631	0.014285714285714285	-1.3360511	3.2899718	0
AL513320.1	0.0007604431	0.0009004515	0.0009861932938856016	6.693881e-10	0.0	-3.3225696	1.038479	0
TPRG1L	0.20808983	0.21091479	0.2412886259040105	0.19272669	0.2392857142857143	-0.1300394	0.5411585	0
WRAP73	0.09824878	0.098118894	0.11702827087442472	0.09896158	0.13392857142857142	0.0123249665	0.024385743	0
TP73	0.00010860091	-1.1568773e-09	0.0	0.00069852005	0.0017857142857142857	2.9973454	0.49791068	0
AL136528.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL136528.2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
CCDC27	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
SMIM1	0.015443674	0.016934797	0.022682445759368838	0.007344501	0.010714285714285714	-1.1942377	1.9784	0
LRRC47	0.13715354	0.13438284	0.15976331360946747	0.15221047	0.2	0.17959297	0.64232785	0
AL365330.1	0.00012122228	0.00014353497	0.0003287310979618672	6.693881e-10	0.0	-1.2841192	0.4984335	0
CEP104	0.15765639	0.15819906	0.1863905325443787	0.1546995	0.2	-0.03225184	0.08758827	0
DFFB	0.023008987	0.02345444	0.02925706771860618	0.020590063	0.03214285714285714	-0.18706107	0.22021969	0
C1orf174	0.113059245	0.11558078	0.14365548980933596	0.0993687	0.1357142857142857	-0.21783471	0.7344131	0
LINC01134	0.0023473552	0.0027794533	0.003287310979618672	6.693881e-10	0.0	-4.8477135	2.7230983	0
LINC01346	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
LINC01345	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
LINC02780	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL805961.1	0.0004467056	0.00026194679	0.0003287310979618672	0.0014503398	0.0017857142857142857	2.0987349	0.37637997	0
LINC01777	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL355602.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
Z98747.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
LINC01646	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AJAP1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
Z98886.1	0.0002028773	-1.1568773e-09	0.0	0.0013049433	0.0017857142857142857	3.8124566	0.49792394	0
BX005132.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
LINC02781	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
LINC02782	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL139823.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
Z98259.3	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
Z98259.2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
Z98259.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL365255.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
NPHP4	0.0198364	0.018609194	0.02333990795529257	0.026503602	0.03571428571428571	0.50787425	0.666343	0
KCNAB2	0.029473037	0.030383497	0.03944773175542406	0.02452819	0.0375	-0.3077178	0.47218952	0
CHD5	0.0004597347	0.00030734946	0.0003287310979618672	0.0012875358	0.0017857142857142857	1.768186	0.33791858	0
RPL22	2.20585	2.2002425	0.9868507560815253	2.236316	0.9982142857142857	0.023460468	1.1822382	0
AL031847.1	0.00093338214	0.0009560072	0.0009861932938856016	0.000810579	0.0017857142857142857	-0.21376358	0.05342371	0
RNF207	0.008931182	0.009091528	0.011505588428665352	0.008060975	0.0125	-0.17156325	0.11379328	0
ICMT	0.20990297	0.21183011	0.24326101249178173	0.19941701	0.25892857142857145	-0.087076776	0.33825254	0
LINC00337	0.0018623268	0.0017246947	0.0023011176857330702	0.0026098324	0.0035714285714285713	0.57054865	0.18049943	0
HES3	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
GPR153	0.020173922	0.022262076	0.03254437869822485	0.0088316	0.01607142857142857	-1.3240637	3.3018782	0
ACOT7	0.28672102	0.29557222	0.3277449046679816	0.23862427	0.29642857142857143	-0.30865335	2.665312	0
AL031848.2	0.003399168	0.0038007034	0.004273504273504274	0.001217839	0.0017857142857142857	-1.5655603	0.9334102	0
HES2	0.016712446	0.015390232	0.020381328073635765	0.023895798	0.03214285714285714	0.631423	0.80229187	0
ESPN	0.0002853659	0.00033789568	0.0003287310979618672	6.693881e-10	0.0	-2.1305776	0.49842903	0
AL031848.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
TNFRSF25	0.116423205	0.11066403	0.1295200525969757	0.1477143	0.1875	0.41629642	1.9326471	0
PLEKHG5	0.14731069	0.14832275	0.17159763313609466	0.14181222	0.18571428571428572	-0.06471335	0.1810639	0
NOL9	0.14252667	0.14179383	0.16469428007889547	0.14651373	0.19285714285714287	0.0472083	0.12597528	0
TAS1R1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
ZBTB48	0.044886503	0.044565573	0.056870479947403026	0.04662329	0.060714285714285714	0.06497855	0.08975345	0
KLHL21	0.04139529	0.04547862	0.05719921104536489	0.01920758	0.03214285714285714	-1.23919	5.2796373	1
PHF13	0.06771864	0.066446826	0.0811965811965812	0.07462091	0.10178571428571428	0.16714215	0.3571492	0
THAP3	0.10959031	0.10942448	0.1344510190664037	0.11049783	0.15	0.014069692	0.03005165	0
DNAJC11	0.07571573	0.074931696	0.09270216962524655	0.07997403	0.10714285714285714	0.09383436	0.1847914	0
LINC01672	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL591163.1	0.00045519572	0.0005389894	0.0006574621959237344	6.693881e-10	0.0	-2.6757824	0.80185443	0
CAMTA1-DT	0.00027735162	0.00032840605	0.0003287310979618672	6.693881e-10	0.0	-2.0989692	0.49841172	0
CAMTA1	0.6398639	0.6381091	0.5884286653517423	0.6494224	0.6571428571428571	0.025350137	0.18500856	0
AL512330.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
CAMTA1-IT1	0.00021337761	-1.1568773e-09	0.0	0.0013724953	0.0017857142857142857	3.8802078	0.49792466	0
Z97987.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL365194.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL359881.3	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL359881.2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL359881.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
VAMP3	0.6099466	0.5932214	0.5604865220249836	0.70080835	0.7089285714285715	0.24041186	4.7327833	0
Z98884.2	0.00090042717	0.0010662052	0.0013149243918474688	6.693881e-10	0.0	-3.54374	1.2072723	0
PER3	0.008239843	0.008855719	0.011834319526627219	0.004895081	0.007142857142857143	-0.84230137	0.7510321	0
Z98884.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
UTS2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
TNFRSF9	0.00046166242	0.00054665556	0.0006574621959237344	6.693881e-10	0.0	-2.692988	0.78640985	0
PARK7	1.4239818	1.4345078	0.905982905982906	1.3668103	0.9303571428571429	-0.06973784	2.061438	0
AL034417.4	0.0019281866	0.00228312	0.0026298487836949377	6.693881e-10	0.0	-4.57477	2.1859984	0
AL034417.3	0.0017970739	0.0015608366	0.0023011176857330702	0.003080221	0.0035714285714285713	0.93721694	0.29970068	0
ERRFI1	0.06281639	0.06617229	0.07988165680473373	0.044580143	0.06428571428571428	-0.56877184	1.8451355	0
AL034417.2	0.006056811	0.006415007	0.007560815253122946	0.0041118492	0.007142857142857143	-0.629313	0.43280905	0
LINC01714	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
AL358876.2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
SLC45A1	0.012099644	0.01168335	0.014792899408284023	0.014361848	0.02142857142857143	0.29550216	0.25748247	0
RERE	0.4886396	0.48581028	0.4806048652202498	0.5039994	0.5357142857142857	0.053018373	0.34118545	0
RERE-AS1	0.00047555263	0.00056311575	0.0006574621959237344	6.693881e-10	0.0	-2.7292511	0.80183214	0
AL357552.2	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
ENO1	1.8688459	1.7730414	0.9585798816568047	2.389262	0.9964285714285714	0.4303178	44.55244	0
ENO1-AS1	0.0016575916	0.0019627113	0.0023011176857330702	6.693881e-10	0.0	-4.3664603	2.0404716	0
CA6	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
SLC2A7	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
SLC2A5	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
GPR157	0.011845255	0.012657669	0.017422748191978962	0.007432867	0.0125	-0.76009387	0.8974639	0
MIR34AHG	0.065324694	0.06844434	0.08053911900065747	0.048371777	0.060714285714285714	-0.4998925	1.4492635	0
LNCTAM34A	0.055136513	0.055570927	0.06541748849441158	0.05277003	0.06964285714285715	-0.07447399	0.11514931	0
H6PD	0.069046415	0.06512227	0.084155161078238	0.09035652	0.12321428571428572	0.47185984	1.5626837	0
SPSB1	0.019039849	0.020766238	0.02827087442472058	0.009662683	0.014285714285714285	-1.0958209	2.1049855	0
BX323043.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
LINC02606	0.005753236	0.005002634	0.005917159763313609	0.009831138	0.014285714285714285	0.9607169	0.6988418	0
AL928921.1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
SLC25A33	0.08734928	0.09441729	0.11702827087442472	0.048962507	0.06785714285714285	-0.9459573	5.8743553	1
TMEM201	0.031113071	0.0304603	0.038461538461538464	0.034659687	0.048214285714285716	0.18575653	0.2450743	0
PIK3CD	0.0049219094	0.0046629035	0.006245890861275477	0.0063294526	0.008928571428571428	0.43285462	0.23078878	0
PIK3CD-AS1	-3.0267984e-09	-1.1568773e-09	0.0	6.693881e-10	0.0	2.6313106e-05	44.55244	0
PIK3CD-AS2	0.016495854	0.017666947	0.023011176857330704	0.010135157	0.0125	-0.7956626	1.0396894	0
CLSTN1	0.33404008	0.33040795	0.35535831689677844	0.3537584	0.40535714285714286	0.09848723	0.5539077	0
CTNNBIP1	0.3849924	0.39853823	0.4171597633136095	0.3113976	0.3732142857142857	-0.35585898	4.573359	0
AL357140.1	0.0005913801	0.0007002658	0.0009861932938856016	6.693881e-10	0.0	-3.0004697	1.0557446	0
