gene	mean	HO_mean	HO_positive_frac	ReAgg-CM_mean	ReAgg-CM_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
FAM138A	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
OR4F5	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL627309.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL627309.3	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL627309.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL627309.5	0.020683378	0.031776104	0.039473684210526314	0.008465418	0.014492753623188406	-1.8958799	0.593956	0
AL627309.4	0.003972771	0.007579614	0.013157894736842105	-5.820766e-11	0.0	-6.262963	0.49413702	0
AP006222.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL732372.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
OR4F29	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AC114498.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
OR4F16	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL669831.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC01409	0.030942162	0.031516064	0.05263157894736842	0.030310087	0.028985507246376812	-0.056107875	0.015963979	0
FAM87B	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC01128	0.11530452	0.10321422	0.14473684210526316	0.12862135	0.15942028985507245	0.31721258	0.21881838	0
LINC00115	0.0104104495	0.019862028	0.039473684210526314	-5.820766e-11	0.0	-7.641115	1.0319949	0
FAM41C	0.0024461776	0.004667062	0.013157894736842105	-5.820766e-11	0.0	-5.5750294	0.49413586	0
AL645608.6	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL645608.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL645608.4	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC02593	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
SAMD11	0.015448249	-7.2759576e-11	0.0	0.032463707	0.043478260869565216	8.347122	0.8947947	0
NOC2L	0.2626517	0.24806392	0.34210526315789475	0.27871984	0.2898550724637681	0.16803975	0.17498639	0
KLHL17	0.05662776	0.02821128	0.039473684210526314	0.08792694	0.10144927536231885	1.6365681	0.90825766	0
PLEKHN1	0.0060882187	0.011615665	0.013157894736842105	-5.820766e-11	0.0	-6.872296	0.49413684	0
PERM1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL645608.7	0.0072025917	0.013741772	0.013157894736842105	-5.820766e-11	0.0	-7.1128855	0.49413684	0
HES4	0.45233354	0.46096283	0.5	0.44282913	0.43478260869565216	-0.057887528	0.07486155	0
ISG15	0.26091212	0.2590126	0.34210526315789475	0.26300493	0.30434782608695654	0.02205908	0.02081994	0
AL645608.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AGRN	0.27003384	0.26070163	0.35526315789473684	0.28031328	0.30434782608695654	0.10460179	0.10409714	0
AL645608.5	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL645608.8	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
RNF223	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
C1orf159	0.027983094	0.013937506	0.02631578947368421	0.043453425	0.057971014492753624	1.6334996	0.65640265	0
AL390719.3	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC01342	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL390719.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TTLL10-AS1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TTLL10	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TNFRSF18	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TNFRSF4	0.04620598	0.046772882	0.06578947368421052	0.045581482	0.057971014492753624	-0.037144054	0.013603682	0
SDF4	0.590384	0.5849052	0.631578947368421	0.596419	0.5942028985507246	0.028118528	0.045369584	0
B3GALT6	0.17859055	0.16056475	0.2236842105263158	0.19844554	0.2318840579710145	0.3054165	0.28399983	0
C1QTNF12	0.007002225	-7.2759576e-11	0.0	0.014714821	0.014492753623188406	7.2108984	0.4936903	0
AL162741.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
UBE2J2	0.30956438	0.28743073	0.40789473684210525	0.33394387	0.36231884057971014	0.21632151	0.28503197	0
LINC01786	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
SCNN1D	0.0037564295	-7.2759576e-11	0.0	0.007893946	0.014492753623188406	6.320837	0.49369013	0
ACAP3	0.09060954	0.077622764	0.11842105263157894	0.10491375	0.13043478260869565	0.43416905	0.2725525	0
PUSL1	0.12593818	0.15983777	0.2236842105263158	0.08859961	0.13043478260869565	-0.850511	0.8762999	0
INTS11	0.2500563	0.2504208	0.3026315789473684	0.2496553	0.2898550724637681	-0.004415008	0.0038164435	0
AL139287.1	0.0063976576	-7.2759576e-11	0.0	0.013444353	0.014492753623188406	7.0815487	0.49369115	0
CPTP	0.082503535	0.08884008	0.13157894736842105	0.07552403	0.10144927536231885	-0.233989	0.12505622	0
TAS1R3	0.005540939	0.010571513	0.013157894736842105	-5.820766e-11	0.0	-6.737622	0.49413708	0
DVL1	0.10959658	0.09895371	0.13157894736842105	0.12131908	0.14492753623188406	0.29371214	0.18033892	0
MXRA8	0.012558659	0.0066341534	0.013157894736842105	0.019084193	0.014492753623188406	1.5103496	0.2680731	0
AURKAIP1	0.7790925	0.76361305	0.7368421052631579	0.79614246	0.6376811594202898	0.060177073	0.12424169	0
CCNL2	0.40075868	0.4101868	0.5263157894736842	0.39037466	0.4057971014492754	-0.07140383	0.09238283	0
MRPL20-AS1	0.050603315	0.06067582	0.09210526315789473	0.039508797	0.057971014492753624	-0.6176765	0.31480458	0
MRPL20	0.7286358	0.7073845	0.6447368421052632	0.7520435	0.6811594202898551	0.08830931	0.18091291	0
AL391244.2	0.01449274	0.01773194	0.02631578947368421	0.010925009	0.014492753623188406	-0.6936839	0.14969386	0
ANKRD65	0.00451209	0.008608577	0.013157894736842105	-5.820766e-11	0.0	-6.444366	0.49413693	0
AL391244.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TMEM88B	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC01770	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
VWA1	0.4352905	0.38437784	0.40789473684210525	0.49136847	0.4492753623188406	0.3541984	0.5952844	0
ATAD3C	0.007499092	0.014307463	0.02631578947368421	-5.820766e-11	0.0	-7.1706734	0.7458297	0
ATAD3B	0.03506639	0.040309258	0.05263157894736842	0.029291535	0.028985507246376812	-0.4592852	0.1494939	0
ATAD3A	0.1104401	0.11529877	0.17105263157894737	0.10508853	0.11594202898550725	-0.13365038	0.07555062	0
TMEM240	0.055694364	0.06901497	0.07894736842105263	0.04102225	0.07246376811594203	-0.749079	0.3785589	0
SSU72	0.8055069	0.8047284	0.7894736842105263	0.8063647	0.7391304347826086	0.0029301865	0.0062495135	0
AL645728.1	0.013861925	-7.2759576e-11	0.0	0.029130135	0.028985507246376812	8.191314	0.79652387	0
FNDC10	0.06741928	0.06409135	0.10526315789473684	0.07108471	0.10144927536231885	0.14918844	0.07196787	0
AL691432.4	0.0074111284	0.014139637	0.02631578947368421	-5.820766e-11	0.0	-7.1537695	0.7982401	0
AL691432.2	0.033848684	0.05431375	0.09210526315789473	0.011307325	0.028985507246376812	-2.2540107	1.2099057	0
MIB2	0.14403087	0.1776519	0.2631578947368421	0.1069991	0.13043478260869565	-0.7309186	0.7994305	0
MMP23B	0.015834212	0.008640809	0.013157894736842105	0.02375742	0.028985507246376812	1.4485995	0.37277696	0
CDK11B	0.2421811	0.27713546	0.3815789473684211	0.20368136	0.21739130434782608	-0.44408962	0.572911	0
FO704657.1	0.006175517	-7.2759576e-11	0.0	0.012977536	0.014492753623188406	7.030948	0.49369022	0
SLC35E2B	0.15288757	0.14725477	0.21052631578947367	0.159092	0.17391304347826086	0.111474	0.07909261	0
CDK11A	0.20546998	0.21475871	0.2894736842105263	0.19523962	0.21739130434782608	-0.13740368	0.12143689	0
SLC35E2A	0.03961422	0.024945796	0.05263157894736842	0.055770773	0.07246376811594203	1.1575253	0.5316054	0
NADK	0.11827755	0.091407046	0.14473684210526316	0.14787404	0.17391304347826086	0.69338936	0.585382	0
GNB1	1.0499109	1.0367664	0.881578947368421	1.0643883	0.7971014492753623	0.037929952	0.10736347	0
AL109917.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
CALML6	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TMEM52	0.0037564295	-7.2759576e-11	0.0	0.007893946	0.014492753623188406	6.320837	0.49369013	0
CFAP74	0.004088946	0.004873645	0.013157894736842105	0.003224644	0.014492753623188406	-0.58110356	0.108872995	0
AL391845.2	0.007585858	0.014473003	0.013157894736842105	-5.820766e-11	0.0	-7.1871552	0.49413738	0
GABRD	0.02077744	0.02672779	0.039473684210526314	0.014223534	0.028985507246376812	-0.9053408	0.30434698	0
AL391845.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
PRKCZ	0.05786434	0.07272497	0.09210526315789473	0.041495986	0.057971014492753624	-0.8079888	0.43532085	0
AL590822.2	0.0025544558	0.004873645	0.013157894736842105	-5.820766e-11	0.0	-5.6362324	0.49413636	0
PRKCZ-AS1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
FAAP20	0.64717627	0.6419127	0.7236842105263158	0.6529743	0.6376811594202898	0.024645288	0.046681494	0
AL590822.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
SKI	0.33485296	0.3237058	0.40789473684210525	0.34713143	0.391304347826087	0.100768834	0.12109229	0
AL590822.3	0.008317611	-7.2759576e-11	0.0	0.017479038	0.014492753623188406	7.4577136	0.49369013	0
MORN1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL589739.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL513477.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
RER1	0.37802583	0.3896587	0.5	0.3652132	0.37681159420289856	-0.09344735	0.12131629	0
PEX10	0.051976386	0.058237877	0.09210526315789473	0.04507953	0.057971014492753624	-0.36876366	0.16545817	0
PLCH2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL139246.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL139246.4	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
PANK4	0.012800436	0.014320168	0.02631578947368421	0.011126515	0.014492753623188406	-0.36117777	0.07930665	0
HES5	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL139246.5	0.017660826	0.007880472	0.013157894736842105	0.02843344	0.028985507246376812	1.8381078	0.46750423	0
TNFRSF14-AS1	0.008588134	0.01638524	0.02631578947368421	-5.820766e-11	0.0	-7.365032	0.7818173	0
TNFRSF14	0.018071948	0.025904546	0.039473684210526314	0.009444783	0.014492753623188406	-1.4459795	0.423202	0
AL139246.3	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
PRXL2B	0.16843717	0.14094299	0.21052631578947367	0.19872123	0.2318840579710145	0.49533683	0.4880033	0
MMEL1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL831784.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TTC34	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AC242022.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AC242022.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL592464.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL592464.3	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL592464.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL589702.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
ACTRT2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
PRDM16-DT	0.011614666	0.010558091	0.013157894736842105	0.012778424	0.014492753623188406	0.273007	0.048836596	0
PRDM16	0.01042739	0.009317461	0.013157894736842105	0.011649919	0.014492753623188406	0.3192406	0.057501364	0
AL008733.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL590438.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL354743.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL354743.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
ARHGEF16	0.017775593	0.02490153	0.039473684210526314	0.009926812	0.014492753623188406	-1.3181535	0.40488043	0
AL512413.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
MEGF6	0.0029815293	0.0056884564	0.013157894736842105	-5.820766e-11	0.0	-5.855108	0.4941357	0
AL513320.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TPRG1L	0.18426041	0.18937837	0.2631578947368421	0.17862391	0.2028985507246377	-0.08430048	0.06849971	0
WRAP73	0.12993082	0.109957755	0.17105263157894737	0.15193023	0.17391304347826086	0.46609735	0.37517366	0
TP73	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL136528.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL136528.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
CCDC27	0.006032013	-7.2759576e-11	0.0	0.01267597	0.014492753623188406	6.99729	0.49369046	0
SMIM1	0.039450865	0.04235729	0.06578947368421052	0.036249604	0.043478260869565216	-0.22407259	0.07899004	0
LRRC47	0.13530423	0.20085883	0.2631578947368421	0.06309984	0.07246376811594203	-1.6689072	2.2088723	0
AL365330.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
CEP104	0.21205093	0.21134797	0.2894736842105263	0.21282585	0.2608695652173913	0.01004844	0.008475221	0
DFFB	0.04765449	0.0297877	0.05263157894736842	0.06733386	0.07246376811594203	1.1739213	0.5777125	0
C1orf174	0.13623911	0.13413653	0.2236842105263158	0.13855533	0.18840579710144928	0.046725858	0.033529174	0
LINC01134	0.0026764595	-7.2759576e-11	0.0	0.0056244447	0.014492753623188406	5.839065	0.49368906	0
LINC01346	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC01345	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC02780	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL805961.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC01777	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL355602.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
Z98747.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC01646	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AJAP1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
Z98886.1	0.0060893563	-7.2759576e-11	0.0	0.012796474	0.014492753623188406	7.0108337	0.4936907	0
BX005132.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC02781	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC02782	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL139823.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
Z98259.3	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
Z98259.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
Z98259.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL365255.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
NPHP4	0.024759801	0.019138606	0.039473684210526314	0.030951252	0.043478260869565216	0.6906471	0.20799486	0
KCNAB2	0.03004052	0.03263108	0.039473684210526314	0.027187243	0.028985507246376812	-0.26243472	0.07133933	0
CHD5	0.005989071	0.011426502	0.013157894736842105	-5.820766e-11	0.0	-6.8488116	0.49413675	0
RPL22	2.5649416	2.5805268	0.9868421052631579	2.5477755	1.0	-0.018426709	0.17785682	0
AL031847.1	0.009766552	0.0045215734	0.013157894736842105	0.015543636	0.014492753623188406	1.7591199	0.30283558	0
RNF207	0.003972771	0.007579614	0.013157894736842105	-5.820766e-11	0.0	-6.262963	0.49413702	0
ICMT	0.13377863	0.116162345	0.18421052631578946	0.15318227	0.18840579710144928	0.39880696	0.32054794	0
LINC00337	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
HES3	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
GPR153	0.0073026544	0.00462004	0.013157894736842105	0.01025742	0.014492753623188406	1.1337938	0.2093936	0
ACOT7	0.09099798	0.060077794	0.10526315789473684	0.12505493	0.17391304347826086	1.056412	0.9415911	0
AL031848.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
HES2	0.006371644	-7.2759576e-11	0.0	0.013389686	0.014492753623188406	7.075714	0.4936906	0
ESPN	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL031848.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TNFRSF25	0.07241538	0.08930846	0.10526315789473684	0.05380834	0.07246376811594203	-0.7299029	0.40164015	0
PLEKHG5	0.07481414	0.085695565	0.11842105263157894	0.06282866	0.08695652173913043	-0.44718587	0.25377437	0
NOL9	0.08516523	0.10657267	0.18421052631578946	0.06158587	0.08695652173913043	-0.7901787	0.64993066	0
TAS1R1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
ZBTB48	0.06853222	0.052273013	0.07894736842105263	0.08644081	0.10144927536231885	0.7245569	0.4064066	0
KLHL21	0.013875485	0.005177638	0.013157894736842105	0.023455745	0.028985507246376812	2.1581147	0.53358173	0
PHF13	0.13087596	0.13374618	0.21052631578947367	0.1277149	0.14492753623188406	-0.066519864	0.043325007	0
THAP3	0.17259903	0.19327414	0.2894736842105263	0.1498271	0.18840579710144928	-0.3671338	0.367345	0
DNAJC11	0.11140812	0.12391348	0.17105263157894737	0.09763401	0.11594202898550725	-0.34356433	0.22204031	0
LINC01672	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL591163.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
CAMTA1-DT	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
CAMTA1	0.6676948	0.6993956	0.6973684210526315	0.6327782	0.6231884057971014	-0.14438705	0.3313767	0
AL512330.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
CAMTA1-IT1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
Z97987.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL365194.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL359881.3	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL359881.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL359881.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
VAMP3	0.6039593	0.50837356	0.5657894736842105	0.7092424	0.6376811594202898	0.48030946	1.5063618	0
Z98884.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
PER3	0.025098426	0.038872756	0.05263157894736842	0.009926812	0.014492753623188406	-1.958603	0.7149555	0
Z98884.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
UTS2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
TNFRSF9	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
PARK7	1.0991884	1.034868	0.8157894736842105	1.1700338	0.7536231884057971	0.17708735	0.61365193	0
AL034417.4	0.004881117	-7.2759576e-11	0.0	0.01025742	0.014492753623188406	6.694522	0.49369162	0
AL034417.3	0.0026764595	-7.2759576e-11	0.0	0.0056244447	0.014492753623188406	5.839065	0.49368906	0
ERRFI1	0.043256335	0.049972083	0.07894736842105263	0.03585915	0.057971014492753624	-0.4776476	0.2159344	0
AL034417.2	0.014820209	0.018962834	0.02631578947368421	0.01025742	0.014492753623188406	-0.8800979	0.21243595	0
LINC01714	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL358876.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
SLC45A1	0.021201275	0.015477701	0.02631578947368421	0.02750549	0.028985507246376812	0.8254729	0.22622181	0
RERE	0.45345962	0.3892858	0.5	0.5241441	0.5652173913043478	0.4290385	1.0266259	0
RERE-AS1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
AL357552.2	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
ENO1	2.6854982	2.7198951	0.9868421052631579	2.6476123	1.0	-0.038857695	0.37204912	0
ENO1-AS1	0.005243979	-7.2759576e-11	0.0	0.011019956	0.014492753623188406	6.7970085	0.4936906	0
CA6	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
SLC2A7	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
SLC2A5	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
GPR157	0.020288577	0.025001641	0.039473684210526314	0.015097476	0.028985507246376812	-0.72395	0.21919587	0
MIR34AHG	0.044279266	0.039446346	0.07894736842105263	0.049602352	0.057971014492753624	0.32976967	0.13813807	0
LNCTAM34A	0.04591534	0.06811176	0.09210526315789473	0.021466991	0.028985507246376812	-1.6611956	0.8976476	0
H6PD	0.049173504	0.046075232	0.07894736842105263	0.052585967	0.057971014492753624	0.19029959	0.07577654	0
SPSB1	0.017795993	0.020271644	0.02631578947368421	0.015069233	0.028985507246376812	-0.42541417	0.11218722	0
BX323043.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
LINC02606	0.0024215316	0.00462004	0.013157894736842105	-5.820766e-11	0.0	-5.560728	0.49413544	0
AL928921.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
SLC25A33	0.0766964	0.09322075	0.10526315789473684	0.058495518	0.08695652173913043	-0.6714075	0.37023038	0
TMEM201	0.031170612	0.03469913	0.05263157894736842	0.027284142	0.028985507246376812	-0.34571066	0.1096785	0
PIK3CD	0.010450343	0.00966401	0.013157894736842105	0.011316447	0.014492753623188406	0.225568	0.04012595	0
PIK3CD-AS1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
PIK3CD-AS2	0.01931392	0.03684902	0.05263157894736842	-5.820766e-11	0.0	-8.529393	1.3229133	0
CLSTN1	0.3288368	0.32007548	0.4342105263157895	0.3384872	0.36231884057971014	0.080664665	0.096578084	0
CTNNBIP1	0.20179719	0.17022628	0.27631578947368424	0.23657145	0.2753623188405797	0.47458467	0.5693412	0
AL357140.1	-1.1641532e-10	-7.2759576e-11	0.0	-5.820766e-11	0.0	1.7198263e-07	0.733306	0
