gene	mean	EC_1_mean	EC_1_positive_frac	EC_2_mean	EC_2_positive_frac	log2FC	-log10 p-val	is_significant
LINC00623	0.07237264	0.04364436	0.049253731343283584	0.11801684	0.16126482213438736	1.4330456	14.969033	1
TXNIP	0.32528153	0.22328424	0.19751243781094527	0.48733708	0.4924901185770751	1.1256886	40.879604	1
NBPF10	0.010025414	0.0003350125	0.0004975124378109452	0.025422823	0.03715415019762846	5.874587	9.772351	1
NOTCH2NLA	0.017963108	0.0009651585	0.0009950248756218905	0.044971716	0.06877470355731226	5.4030824	17.908445	1
BCL9	0.03958263	0.018359542	0.019402985074626865	0.0733047	0.1067193675889328	1.9915056	14.376324	1
NBPF14	0.03708547	0.0019685386	0.0024875621890547263	0.09288394	0.13359683794466404	5.490298	34.63594	1
PDE4DIP	0.053644303	0.035934743	0.03880597014925373	0.08178067	0.11936758893280633	1.1841344	8.380925	1
NBPF9	0.020590657	0.011430412	0.013930348258706468	0.035145886	0.05217391304347826	1.612011	5.692883	1
AC245297.3	0.08363044	0.046392117	0.050746268656716415	0.14279804	0.1976284584980237	1.619928	21.643738	1
NOTCH2NLC	0.010299622	0.0002420758	0.0004975124378109452	0.026280435	0.03873517786561265	6.2690086	10.654389	1
NBPF19	0.027822858	0.0016558324	0.001990049751243781	0.06940057	0.09644268774703557	5.306798	24.949854	1
MTMR11	0.020000061	0.010158973	0.011442786069651741	0.035637133	0.05217391304347826	1.8005377	6.357346	1
ARNT	0.12381274	0.101279266	0.10696517412935323	0.15962169	0.21739130434782608	0.65579754	6.5848527	1
C1orf56	0.15941052	0.1167391	0.11990049751243781	0.22721818	0.25059288537549407	0.9601899	13.652538	1
SELENBP1	0.022810375	0.007586631	0.008955223880597015	0.047000192	0.06640316205533597	2.6153097	11.637985	1
POGZ	0.31305477	0.26959687	0.272636815920398	0.38209298	0.45770750988142295	0.5029625	10.932298	1
SNX27	0.15900654	0.12766552	0.1338308457711443	0.20881292	0.27430830039525694	0.70940316	9.664166	1
THEM4	0.08391172	0.06686896	0.07611940298507462	0.11098805	0.15810276679841898	0.73013914	5.6489873	1
CKS1B	0.21044467	0.16099766	0.1527363184079602	0.2890102	0.3383399209486166	0.8436839	15.773988	1
MEX3A	0.12020681	0.058991563	0.06069651741293532	0.2174759	0.2909090909090909	1.8804947	39.870956	1
CRABP2	0.051476363	0.012211691	0.012935323383084577	0.11386447	0.1509881422924901	3.2104833	30.36655	1
F11R	0.45223835	0.5194203	0.4701492537313433	0.34547645	0.4134387351778656	-0.58817536	20.164095	1
FCGR2A	0.008775419	0.0026132255	0.0029850746268656717	0.018566852	0.028458498023715414	2.7823977	5.7254505	1
OLFML2B	0.019356519	0.0006881868	0.0009950248756218905	0.049019247	0.06877470355731226	5.961607	17.983765	1
UAP1	0.057617787	0.040076323	0.044278606965174126	0.08548624	0.12648221343873517	1.0910333	7.9151583	1
DDR2	0.07673194	0.011933725	0.012935323383084577	0.17969126	0.23557312252964427	3.9011676	44.25141	1
PRRX1	0.0288402	0.003315483	0.003980099502487562	0.069397286	0.09407114624505929	4.346795	22.221334	1
DNM3OS	0.15540697	0.045757946	0.04975124378109453	0.32963267	0.3841897233201581	2.8460531	44.25141	1
PIGC	0.14755245	0.11698876	0.12437810945273632	0.19612314	0.2671936758893281	0.74489254	10.176189	1
GAS5	0.824171	0.610944	0.5258706467661691	1.1629783	0.8735177865612648	0.9286001	44.25141	1
ANGPTL1	0.014274932	0.0035086498	0.003482587064676617	0.031381924	0.04426877470355731	3.1249928	8.957998	1
RGS16	0.13088118	0.07588053	0.07263681592039802	0.21827677	0.2766798418972332	1.5231178	27.994207	1
COLGALT2	0.009139459	0.0027270531	0.0029850746268656717	0.019328393	0.02766798418972332	2.7807956	5.4551954	1
C1orf21	0.12374293	0.09864278	0.10348258706467661	0.16362923	0.21818181818181817	0.7295647	7.781215	1
RGS2	0.044481922	0.021382164	0.02437810945273632	0.08118477	0.108300395256917	1.9198457	13.678851	1
KCNT2	0.0076988866	1.4042598e-09	0.0	0.019931894	0.028458498023715414	7.646135	7.702139	1
CFH	0.021285852	0.0040272023	0.003980099502487562	0.04870883	0.07193675889328063	3.5639062	15.314107	1
ZBTB41	0.08075904	0.060434796	0.06865671641791045	0.113048345	0.16442687747035573	0.9023789	7.913068	1
MIR181A1HG	0.17684811	0.12166307	0.12238805970149254	0.2645342	0.3209486166007905	1.1199228	23.381561	1
KIF21B	0.03972049	0.018924	0.020895522388059702	0.07276465	0.10513833992094862	1.9373986	13.424028	1
TNNI1	0.027301123	0.013481531	0.014925373134328358	0.049259625	0.06482213438735178	1.8616854	7.465336	1
REN	0.03322361	0.01385995	0.012437810945273632	0.06399144	0.05928853754940711	2.198838	6.9224677	1
PLEKHA6	0.0077369744	0.0017969402	0.001990049751243781	0.01717544	0.025296442687747035	3.1869764	5.476842	1
MDM4	0.33582917	0.28478807	0.27860696517412936	0.4169167	0.4901185770750988	0.54971	13.863583	1
CAMK1G	0.0056534624	1.4042598e-09	0.0	0.014636423	0.019762845849802372	7.2032223	5.9669294	1
G0S2	0.06672359	0.008243154	0.00845771144278607	0.1596446	0.1857707509881423	4.259031	41.283398	1
VASH2	0.019503709	0.0071669007	0.007462686567164179	0.03910631	0.05612648221343874	2.4316738	9.392804	1
CENPF	0.0971494	0.06010067	0.04079601990049751	0.15601549	0.12569169960474308	1.374762	9.403062	1
TGFB2	0.023619764	0.0035646062	0.003980099502487562	0.05548614	0.0774703557312253	3.922995	17.819166	1
SUSD4	0.015471856	0.0013097441	0.0014925373134328358	0.037974577	0.05454545454545454	4.755323	13.489136	1
TP53BP2	0.15783492	0.13415463	0.1417910447761194	0.1954694	0.25059288537549407	0.54270875	5.8380804	1
ENAH	0.17093313	0.09186994	0.09601990049751244	0.29655918	0.35889328063241105	1.689572	44.25141	1
EPHX1	0.0428368	0.02704183	0.03034825870646766	0.067932874	0.10039525691699605	1.325714	8.212707	1
TMEM63A	0.106461234	0.086363904	0.09502487562189055	0.13839579	0.19446640316205532	0.67967224	6.204697	1
PARP1	0.46631622	0.39456436	0.3756218905472637	0.5803177	0.6102766798418973	0.5564654	21.29625	1
OBSCN	0.048153102	0.023681885	0.0263681592039801	0.087034725	0.12173913043478261	1.8733848	15.349305	1
RHOU	0.033530794	0.019506318	0.020895522388059702	0.055814907	0.08300395256916997	1.5119144	7.912339	1
CCSAP	0.01463986	0.0069317627	0.007960199004975124	0.026887907	0.03873517786561265	1.9403548	5.343597	1
KIF26B	0.042231962	0.013464292	0.014925373134328358	0.0879415	0.11699604743083004	2.69837	21.036066	1
ID2	0.117880814	0.07843883	0.08109452736318408	0.18055548	0.22608695652173913	1.2017629	16.520773	1
IAH1	0.2633049	0.21920435	0.22885572139303484	0.33336684	0.4039525691699605	0.6046088	12.5485115	1
TRIB2	0.17519902	0.05003362	0.0527363184079602	0.37407666	0.4268774703557312	2.8998692	44.25141	1
AC064875.1	0.008569118	0.0007565376	0.0009950248756218905	0.020982858	0.03241106719367589	4.62141	8.43771	1
RDH14	0.2048898	0.17350537	0.18109452736318407	0.25475264	0.3367588932806324	0.55385166	8.291472	1
OSR1	0.014451175	0.0058166925	0.006467661691542288	0.028171033	0.04031620553359684	2.2564619	6.517361	1
KLHL29	0.016084742	0.006116776	0.006965174129353234	0.03192342	0.048221343873517786	2.3648891	7.807855	1
ATAD2B	0.10732934	0.08714561	0.0945273631840796	0.13940336	0.19683794466403162	0.6771454	6.254938	1
NCOA1	0.14896144	0.11933147	0.12835820895522387	0.19604872	0.27430830039525694	0.7157648	9.7286625	1
ADCY3	0.03497925	0.019951543	0.023383084577114428	0.058857456	0.08300395256916997	1.5559611	8.627043	1
DNMT3A	0.18076847	0.14574853	0.15024875621890546	0.23641357	0.30513833992094863	0.6974522	10.560837	1
EMILIN1	0.09935374	0.018393971	0.020398009950248756	0.22799356	0.291699604743083	3.6244988	44.25141	1
GTF3C2	0.088881075	0.07188383	0.08208955223880597	0.1158853	0.16758893280632411	0.68819726	5.4629335	1
CYP1B1	0.047896374	0.0071980734	0.007960199004975124	0.11256281	0.14308300395256918	3.948352	31.252287	1
SLC8A1	0.042773705	0.010264071	0.010945273631840797	0.09442881	0.12964426877470356	3.1891634	25.592995	1
PKDCC	0.045888614	0.012981402	0.013930348258706468	0.09817438	0.14150197628458497	2.9092982	27.272324	1
MTA3	0.1331789	0.10205534	0.11144278606965174	0.18263689	0.25138339920948616	0.83900326	11.230571	1
OXER1	0.0065589347	0.00079219614	0.0009950248756218905	0.015721936	0.02292490118577075	4.1484213	5.8583317	1
HAAO	0.015205199	0.0016037412	0.001990049751243781	0.036817014	0.052964426877470355	4.437508	12.697431	1
PLEKHH2	0.048659917	0.008687706	0.009950248756218905	0.112172216	0.14782608695652175	3.6753707	32.27456	1
MSH6	0.17695406	0.13876092	0.14527363184079603	0.2376419	0.3059288537549407	0.7757555	12.641687	1
NRXN1	0.10322331	0.010461527	0.011940298507462687	0.250616	0.2656126482213439	4.569164	44.25141	1
ASB3	0.11130333	0.090464786	0.09601990049751244	0.14441733	0.1976284584980237	0.6742204	6.165621	1
EML6	0.017455773	0.0013080715	0.0014925373134328358	0.043113425	0.05928853754940711	4.9396873	14.538605	1
BCL11A	0.090827204	0.0672554	0.07064676616915423	0.12827945	0.17944664031620552	0.93054867	8.938377	1
MDH1	0.46476322	0.39680222	0.3845771144278607	0.57274264	0.6047430830039525	0.52935535	19.235872	1
PELI1	0.11541499	0.09424714	0.10049751243781095	0.14905311	0.20395256916996046	0.66074336	6.197464	1
MEIS1	0.13751091	0.0701918	0.07412935323383085	0.24447867	0.30355731225296445	1.7988702	40.006035	1
ANTXR1	0.19367012	0.057254154	0.06218905472636816	0.4104227	0.4490118577075099	2.839492	44.25141	1
DYSF	0.637545	0.7241163	0.609950248756219	0.4999847	0.5478260869565217	-0.5342483	27.25831	1
TET3	0.07514569	0.057795312	0.06119402985074627	0.102708675	0.14782608695652175	0.8284435	6.172059	1
MTHFD2	0.10444823	0.07237948	0.08159203980099503	0.15540452	0.21106719367588933	1.101312	13.911878	1
LOXL3	0.012992443	0.0034878242	0.003980099502487562	0.028094865	0.04426877470355731	2.9742513	8.7657585	1
POLE4	0.2803714	0.23384161	0.23432835820895523	0.3542926	0.4300395256916996	0.59919995	13.250205	1
MAT2A	0.45308435	0.35192528	0.3353233830845771	0.61381406	0.6158102766798419	0.8023577	39.21627	1
GGCX	0.16480173	0.1381021	0.15024875621890546	0.20723088	0.27035573122529644	0.5851554	7.0443954	1
DUSP2	0.018141635	0.0023313693	0.0029850746268656717	0.043263175	0.06798418972332015	4.1566296	15.574897	1
AFF3	0.017790603	0.0034592582	0.003980099502487562	0.040562283	0.05928853754940711	3.5140429	12.836053	1
NCK2	0.25568017	0.21333641	0.22139303482587064	0.32295164	0.4039525691699605	0.59795845	12.043211	1
ST6GAL2	0.032156415	0.010874202	0.011940298507462687	0.065972686	0.09249011857707509	2.5899382	14.951273	1
SLC5A7	0.02086103	0.001920028	0.001990049751243781	0.050957035	0.06877470355731226	4.6596627	16.455505	1
CCDC138	0.018147103	0.0098698335	0.011442786069651741	0.031299476	0.043478260869565216	1.6550993	5.1324162	1
SOWAHC	0.0328859	0.016885698	0.018407960199004977	0.058309354	0.08458498023715415	1.781879	9.942179	1
RGPD5	0.042041894	0.028405903	0.03034825870646766	0.06370803	0.08774703557312254	1.1624774	6.0334673	1
MALL	0.5512283	0.623192	0.5014925373134328	0.43686926	0.4561264822134387	-0.5123765	17.206863	1
AC108463.3	0.10050047	0.07465262	0.07960199004975124	0.14157252	0.1857707509881423	0.92236394	9.383058	1
AC068491.3	0.06434146	0.0461306	0.0527363184079602	0.09327321	0.13201581027667983	1.0141605	7.5087347	1
DPP10	0.011626834	0.002749838	0.0029850746268656717	0.025731834	0.034782608695652174	3.1801982	7.060566	1
GLI2	0.010125545	0.00073713035	0.0009950248756218905	0.025043115	0.03715415019762846	4.9085674	9.549355	1
CYP27C1	0.026746105	0.011231497	0.013432835820895522	0.051397946	0.07114624505928854	2.1841764	10.693071	1
MAP3K2	0.23159875	0.18772104	0.1925373134328358	0.30131057	0.38102766798418974	0.6823712	13.630446	1
LYPD1	0.008409887	0.00054295943	0.0004975124378109452	0.02090994	0.02766798418972332	5.0302005	7.256126	1
THSD7B	0.0075564883	0.0006549433	0.0004975124378109452	0.018522564	0.02608695652173913	4.62454	6.694346	1
HNMT	0.058604296	0.017059887	0.01890547263681592	0.12461415	0.17707509881422925	2.8615131	34.010323	1
LRP1B	0.037640765	0.01887351	0.01990049751243781	0.067460865	0.09486166007905138	1.8322011	11.531721	1
ZEB2	0.40332645	0.26116106	0.2646766169154229	0.62921286	0.6205533596837944	1.2682854	44.25141	1
MBD5	0.22786626	0.18329139	0.18606965174129353	0.2986857	0.37628458498023715	0.7041851	14.062428	1
EPC2	0.15757129	0.12958875	0.13582089552238805	0.20204173	0.2711462450592885	0.6403138	7.9826283	1
KIF5C	0.04734319	0.024483843	0.02736318407960199	0.08366367	0.11067193675889328	1.7686142	13.2240715	1
CSRNP3	0.13264984	0.075408824	0.0781094527363184	0.22360471	0.28300395256916994	1.5668784	31.298616	1
SCN9A	0.4194579	0.47509956	0.4218905472636816	0.33103177	0.383399209486166	-0.52112806	13.7488365	1
CERS6	0.1472772	0.10604335	0.11393034825870647	0.21280056	0.28616600790513835	1.0041658	17.49422	1
NOSTRIN	0.15087846	0.17203327	0.17313432835820897	0.117271915	0.16284584980237155	-0.55243874	5.368986	1
KLHL23	0.108727284	0.04142014	0.044278606965174126	0.21567583	0.27509881422924903	2.37765	44.25141	1
CYBRD1	0.064229	0.03745399	0.04079601990049751	0.10676925	0.14782608695652175	1.5088086	14.466251	1
HOXD11	0.016005732	0.0051520253	0.004975124378109453	0.033251744	0.04901185770750988	2.6668165	8.519606	1
OSBPL6	0.01953058	0.006992257	0.006965174129353234	0.039453357	0.05533596837944664	2.4794836	9.015912	1
FKBP7	0.15734789	0.12363327	0.12935323383084577	0.21092522	0.2782608695652174	0.77018195	11.101674	1
ITGA4	0.2602227	0.17354183	0.17164179104477612	0.39794582	0.45375494071146244	1.1968199	40.25328	1
PDE1A	0.042806245	0.009013709	0.008955223880597015	0.09649974	0.12806324110671938	3.4059093	27.022058	1
FRZB	0.09117517	0.0129928645	0.015422885572139304	0.21540207	0.2648221343873518	4.040849	44.25141	1
ZNF804A	0.0073085674	0.0004395774	0.0004975124378109452	0.018222965	0.028458498023715414	5.085679	7.279552	1
FSIP2	0.047963932	0.032128118	0.03383084577114428	0.07312357	0.09644268774703557	1.183988	6.8109922	1
ITGAV	0.43268147	0.35356542	0.34577114427860695	0.5583839	0.5770750988142292	0.6591306	25.7678	1
COL3A1	0.68679327	0.15800087	0.15124378109452735	1.52701	0.9067193675889328	3.2718868	44.25141	1
SLC40A1	0.111013696	0.062199656	0.0681592039800995	0.18857838	0.24743083003952568	1.5986329	27.009653	1
STAT1	0.15740846	0.13553335	0.14875621890547264	0.19217452	0.266403162055336	0.50345564	5.468344	1
STK17B	0.07794799	0.015455982	0.01691542288557214	0.17724293	0.22608695652173913	3.5110004	44.25141	1
AC114760.2	0.008069612	0.00050514285	0.0004975124378109452	0.020089079	0.0308300395256917	5.0601554	8.1046295	1
HECW2-AS1	0.0090583265	0.0028284418	0.0029850746268656717	0.018957384	0.030039525691699605	2.7021449	5.4720063	1
PGAP1	0.12522946	0.0954029	0.10298507462686567	0.17262752	0.22845849802371543	0.8548816	10.478539	1
ANKRD44	0.06312438	0.035070658	0.03731343283582089	0.107696645	0.1533596837944664	1.615868	16.029936	1
SPATS2L	0.6119087	0.48299912	0.445771144278607	0.8167344	0.7225296442687748	0.7577244	44.25141	1
PPIL3	0.14418694	0.11632605	0.12686567164179105	0.18846343	0.24980237154150198	0.69563603	8.566143	1
CASP10	0.12895577	0.14934593	0.154726368159204	0.09656384	0.12964426877470356	-0.6285755	5.7295895	1
FZD7	0.009429269	0.0034424053	0.003482587064676617	0.018942261	0.0308300395256917	2.4264035	5.2499547	1
FAM117B	0.032965038	0.02173737	0.022885572139303482	0.050805297	0.06956521739130435	1.2210166	5.2100534	1
ICA1L	0.037786502	0.02467646	0.026865671641791045	0.058617648	0.08537549407114625	1.2448242	6.474749	1
CCNYL1	0.25020257	0.2834308	0.2865671641791045	0.197391	0.2600790513833992	-0.52171856	8.32519	1
MAP2	0.056461733	0.014985169	0.01691542288557214	0.12236412	0.16758893280632411	3.0211563	33.574215	1
CPS1	0.019103741	0.0059494036	0.006467661691542288	0.040005326	0.062450592885375494	2.728929	11.282679	1
ATIC	0.07347934	0.044989616	0.04975124378109453	0.118743904	0.1691699604743083	1.3982008	15.170689	1
FN1	0.9898067	0.47661296	0.3502487562189055	1.8052413	0.8964426877470356	1.9210789	44.25141	1
IGFBP5	1.1220679	0.8618781	0.3920398009950249	1.5355074	0.7976284584980237	0.8330863	44.25141	1
DIRC3	0.014416873	0.0025282807	0.003482587064676617	0.033307202	0.042687747035573126	3.6679678	9.70745	1
TNS1	0.108042076	0.07168423	0.07611940298507462	0.16581362	0.22055335968379447	1.2086935	16.654388	1
ZFAND2B	0.13271981	0.10598239	0.11492537313432835	0.17520985	0.23794466403162054	0.7247218	8.491938	1
STK16	0.14555721	0.12329903	0.12935323383084577	0.18093115	0.2482213438735178	0.5529069	5.7202325	1
CHPF	0.043135073	0.007620276	0.007960199004975124	0.09956492	0.14545454545454545	3.6903615	32.587177	1
OBSL1	0.061007958	0.022210607	0.02437810945273632	0.122652315	0.17391304347826086	2.4599485	29.797068	1
EPHA4	0.0595605	0.032664657	0.03631840796019901	0.10229249	0.12964426877470356	1.6438975	14.011191	1
KCNE4	0.041312717	0.0025552379	0.0029850746268656717	0.102895714	0.1391304347826087	5.2775993	33.90808	1
SCG2	0.010720605	0.0018591419	0.001990049751243781	0.024800995	0.03162055335968379	3.6679096	6.8978915	1
SERPINE2	0.10618088	0.07238719	0.07213930348258707	0.15987745	0.2007905138339921	1.1420705	13.512521	1
PID1	0.02923319	0.002753495	0.0029850746268656717	0.07130766	0.09960474308300395	4.645277	24.283113	1
SP110	0.08318659	0.056714907	0.06069651741293532	0.12524475	0.17233201581027668	1.1415601	11.733196	1
ARMC9	0.0766379	0.055935286	0.06119402985074627	0.10952797	0.1549407114624506	0.9682083	8.211128	1
NMUR1	0.0069352654	0.0015297489	0.0014925373134328358	0.015524394	0.02450592885375494	3.2610786	5.1790895	1
INPP5D	0.074716076	0.09076488	0.09601990049751244	0.04920884	0.07588932806324111	-0.8818765	6.349352	1
COL6A3	0.32671568	0.039873067	0.04328358208955224	0.7824889	0.6703557312252965	4.2911544	44.25141	1
TWIST2	0.010762139	0.00088222505	0.0009950248756218905	0.02646068	0.03873517786561265	4.757095	9.798694	1
GPC1	0.10653284	0.02600874	0.028855721393034824	0.23448071	0.28537549407114626	3.1674798	44.25141	1
MTERF4	0.1480241	0.12687099	0.12935323383084577	0.1816432	0.2458498023715415	0.5174024	5.1213164	1
ITPR1	0.08585266	0.065078415	0.07064676616915423	0.11885875	0.16047430830039525	0.86799514	7.312925	1
IL17RC	0.032196343	0.015405191	0.017412935323383085	0.058876563	0.08379446640316206	1.9273906	10.811808	1
PPARG	0.10208914	0.04442491	0.046766169154228855	0.19371495	0.2600790513833992	2.1219952	39.33105	1
RFTN1	0.08294145	0.06580811	0.0736318407960199	0.11016102	0.16126482213438736	0.742395	5.809328	1
