gene	mean	EC_1_mean	EC_1_positive_frac	EC_3_mean	EC_3_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
FAM138A	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
OR4F5	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AL627309.1	0.0021349692	0.0020140018	0.001990049751243781	0.0024095208	0.003389830508474576	0.24743529	0.087308146	0
AL627309.3	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AL627309.2	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AL627309.5	0.013703586	0.009394777	0.010945273631840797	0.023490379	0.02937853107344633	1.3129926	2.1899562	0
AL627309.4	0.0010425015	0.0003709202	0.0004975124378109452	0.0025678545	0.003389830508474576	2.5021255	0.7928749	0
AP006222.2	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AL732372.1	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
OR4F29	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AC114498.1	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
OR4F16	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AL669831.2	0.00020001555	1.4042598e-09	0.0	0.0006542844	0.0011299435028248588	2.9150884	0.49815366	0
LINC01409	0.028636543	0.026318615	0.02935323383084577	0.033901524	0.04406779661016949	0.3640446	0.61594886	0
FAM87B	0.0002060576	1.4042598e-09	0.0	0.00067404914	0.0011299435028248588	2.952405	0.49815628	0
LINC01128	0.11671044	0.10422499	0.10945273631840796	0.14506924	0.17627118644067796	0.47665104	2.724987	0
LINC00115	0.008645893	0.010756494	0.011940298507462687	0.0038531453	0.006779661016949152	-1.4574853	1.9039116	0
FAM41C	0.01742705	0.021564277	0.02437810945273632	0.008031487	0.012429378531073447	-1.4137269	3.1285763	0
AL645608.6	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AL645608.2	0.0005779779	0.00031262645	0.0004975124378109452	0.0011806366	0.0011299435028248588	1.6339529	0.3210944	0
AL645608.4	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
LINC02593	0.0021432254	0.0018485596	0.0014925373134328358	0.0028123227	0.004519774011299435	0.5797623	0.22291203	0
SAMD11	0.01237892	0.011732065	0.012437810945273632	0.013848892	0.0192090395480226	0.23744865	0.20998421	0
NOC2L	0.22473045	0.22278468	0.2308457711442786	0.2291428	0.27570621468926554	0.04057903	0.15611985	0
KLHL17	0.017568853	0.016625362	0.017412935323383085	0.01971254	0.023728813559322035	0.24437647	0.24753809	0
PLEKHN1	0.0016998006	0.0010289443	0.0009950248756218905	0.003223499	0.004519774011299435	1.5577288	0.6556626	0
PERM1	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AL645608.7	0.003407483	0.0039747534	0.003980099502487562	0.002118973	0.003389830508474576	-0.87682045	0.45332327	0
HES4	0.3462726	0.3360017	0.3119402985074627	0.36958537	0.3728813559322034	0.13740005	0.92521507	0
ISG15	0.40412652	0.4362291	0.4009950248756219	0.33120045	0.3638418079096045	-0.39727655	6.4263787	0
AL645608.1	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AGRN	0.15222257	0.112531446	0.11691542288557213	0.2423741	0.28700564971751413	1.1062211	15.845135	1
AL645608.5	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AL645608.8	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
RNF223	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
C1orf159	0.020678267	0.01915778	0.021393034825870648	0.024132289	0.0327683615819209	0.33148926	0.4355835	0
AL390719.3	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
LINC01342	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
AL390719.2	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
TTLL10-AS1	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
TTLL10	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
TNFRSF18	0.0011546066	0.0012421254	0.0014925373134328358	0.0009559454	0.0011299435028248588	-0.3459842	0.090754025	0
TNFRSF4	0.0413667	0.040464982	0.04029850746268657	0.043415148	0.05423728813559322	0.10128277	0.15017338	0
SDF4	0.67202383	0.68527347	0.5800995024875621	0.64192253	0.6248587570621469	-0.094266415	1.1713161	0
B3GALT6	0.20749964	0.21129484	0.21343283582089553	0.1988748	0.24632768361581922	-0.08735448	0.37401035	0
C1QTNF12	0.0012831382	0.0013430066	0.0014925373134328358	0.0011472596	0.0011299435028248588	-0.21031612	0.051605307	0
AL162741.1	0.0013457394	0.0014312663	0.0009950248756218905	0.0011515296	0.0022598870056497176	-0.29103276	0.08118354	0
UBE2J2	0.317625	0.31391293	0.31492537313432833	0.32604304	0.37966101694915255	0.05468082	0.28794712	0
LINC01786	0.00116402	0.0012123296	0.0014925373134328358	0.0010544184	0.0011299435028248588	-0.1849639	0.045148198	0
SCNN1D	0.0026247697	0.0027508442	0.0029850746268656717	0.0023383	0.003389830508474576	-0.22551353	0.08807827	0
ACAP3	0.09977034	0.09942855	0.10796019900497512	0.10054458	0.12994350282485875	0.016087178	0.03588739	0
PUSL1	0.086952105	0.08401994	0.09253731343283582	0.093605064	0.11977401129943503	0.15567924	0.42677125	0
INTS11	0.2054595	0.19516242	0.20398009950248755	0.22884592	0.2790960451977401	0.22959264	1.4614254	0
AL139287.1	0.00032043576	1.4042598e-09	0.0	0.001048206	0.0011299435028248588	3.5212893	0.49814332	0
CPTP	0.09068588	0.089888625	0.09402985074626866	0.09249125	0.11977401129943503	0.041133232	0.08975549	0
TAS1R3	0.0002775246	1.4042598e-09	0.0	0.0009078371	0.0011299435028248588	3.3331704	0.49814117	0
DVL1	0.06673761	0.05749281	0.06318407960199005	0.08772942	0.11073446327683616	0.60881543	2.5188406	0
MXRA8	0.0046618045	0.004258833	0.005472636815920398	0.0055768746	0.00903954802259887	0.38115504	0.22195078	0
AURKAIP1	0.9854913	1.0409709	0.7756218905472637	0.8595138	0.7446327683615819	-0.27630782	12.357913	0
CCNL2	0.3192466	0.30068895	0.29950248756218906	0.361381	0.4090395480225989	0.2651682	2.7857025	0
MRPL20-AS1	0.046028484	0.04459737	0.04825870646766169	0.04927842	0.0655367231638418	0.1436907	0.25566044	0
MRPL20	0.8849612	0.9373361	0.7199004975124378	0.76602924	0.6937853107344633	-0.2911325	11.008791	0
AL391244.2	0.0031761366	0.002772209	0.003482587064676617	0.00409339	0.005649717514124294	0.54595613	0.2627959	0
ANKRD65	0.0006637303	1.4042598e-09	0.0	0.002171182	0.0022598870056497176	4.505351	0.7495168	0
AL391244.1	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
TMEM88B	-5.456968e-10	1.4042598e-09	0.0	1.0477379e-09	0.0	-5.159489e-06	13.295224	0
LINC01770	0.00020824242	1.4042598e-09	0.0	0.00068119995	0.0011299435028248588	2.9656715	0.49814153	0
VWA1	0.14355524	0.072734036	0.07562189054726368	0.3044035	0.319774011299435	2.063774	37.710632	1
ATAD3C	0.0031580445	0.0025824464	0.0029850746268656717	0.004465178	0.006779661016949152	0.76712173	0.41964355	0
ATAD3B	0.03332332	0.036549218	0.039303482587064675	0.025997322	0.0327683615819209	-0.48988065	0.9778922	0
ATAD3A	0.08229396	0.084612675	0.08955223880597014	0.077021256	0.10621468926553672	-0.1354493	0.34335387	0
TMEM240	0.041486323	0.033873018	0.03681592039800995	0.058777865	0.0768361581920904	0.793336	2.6163123	0
SSU72	0.759594	0.7701306	0.636318407960199	0.7356627	0.6768361581920904	-0.06604988	0.7941039	0
AL645728.1	0.01852688	0.0193426	0.021393034825870648	0.016675126	0.022598870056497175	-0.21289754	0.23618597	0
FNDC10	0.04805525	0.04307956	0.045771144278606964	0.059355024	0.07796610169491526	0.4614502	1.2556889	0
AL691432.4	0.0025576828	0.0016688667	0.001990049751243781	0.004576195	0.006779661016949152	1.4025098	0.79147995	0
AL691432.2	0.021436144	0.01915009	0.020398009950248756	0.026628861	0.03728813559322034	0.47353324	0.7087733	0
MIB2	0.102415204	0.09947261	0.10995024875621891	0.10909651	0.13785310734463277	0.13310583	0.39220786	0
MMP23B	0.0077314265	0.0041605267	0.004975124378109453	0.015841883	0.021468926553672316	1.9037185	2.4663625	0
CDK11B	0.1940094	0.1894648	0.19950248756218905	0.2043324	0.24858757062146894	0.10893277	0.4749558	0
FO704657.1	0.0018318992	0.001413959	0.0014925373134328358	0.0027811425	0.003389830508474576	0.928315	0.3464707	0
SLC35E2B	0.0837249	0.06713382	0.07263681592039802	0.121399954	0.14576271186440679	0.85369664	5.219455	1
CDK11A	0.14114027	0.13258837	0.14129353233830846	0.16056971	0.20451977401129945	0.27605608	1.4056749	0
SLC35E2A	0.033240836	0.029953394	0.03283582089552239	0.040707644	0.05536723163841808	0.44131154	0.8877265	0
NADK	0.1659992	0.17659788	0.18358208955223881	0.14193384	0.17627118644067796	-0.31505004	1.8838178	0
GNB1	1.1881559	1.1960145	0.8218905472636816	1.1703236	0.8531073446327684	-0.03132477	0.50657684	0
