gene	mean	EC_1_mean	EC_1_positive_frac	EC_2_mean	EC_2_positive_frac	log2FC	-log10 p-val	is_significant
LINC01342	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL390719.2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
TTLL10-AS1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
TTLL10	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
TNFRSF18	0.0014949526	0.0012421254	0.0014925373134328358	0.0018967033	0.0031620553359683794	0.5731005	0.22110313	0
TNFRSF4	0.037614502	0.040464982	0.04029850746268657	0.03308561	0.04110671936758893	-0.28967702	0.58473516	0
SDF4	0.6685237	0.68527347	0.5800995024875621	0.6419101	0.6624505928853754	-0.094294414	1.4470706	0
B3GALT6	0.21520217	0.21129484	0.21343283582089553	0.22140251	0.2932806324110672	0.06738282	0.32719857	0
C1QTNF12	0.004020344	0.0013430066	0.0014925373134328358	0.008274414	0.012648221343873518	2.5369103	2.587284	0
AL162741.1	0.0010462294	0.0014312663	0.0009950248756218905	0.0004345504	0.0007905138339920949	-1.5183272	0.43688402	0
UBE2J2	0.32465258	0.31391293	0.31492537313432833	0.34170377	0.4134387351778656	0.122344434	1.0266715	0
LINC01786	0.000744016	0.0012123296	0.0014925373134328358	1.2369128e-09	0.0	-3.7140403	1.0504261	0
SCNN1D	0.0038519895	0.0027508442	0.0029850746268656717	0.005601545	0.007905138339920948	0.99996364	0.72102976	0
ACAP3	0.10556891	0.09942855	0.10796019900497512	0.11532825	0.1683794466403162	0.21381412	0.9435466	0
PUSL1	0.089845955	0.08401994	0.09253731343283582	0.09910082	0.1422924901185771	0.23790431	0.96034473	0
INTS11	0.19837022	0.19516242	0.20398009950248755	0.20346305	0.27430830039525694	0.060061432	0.27055675	0
AL139287.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
CPTP	0.092139535	0.089888625	0.09402985074626866	0.09571394	0.13754940711462452	0.09049302	0.2629473	0
TAS1R3	0.00027379315	1.4042598e-09	0.0	0.00070882967	0.0007905138339920949	3.0158157	0.49827823	0
DVL1	0.05667214	0.05749281	0.06318407960199005	0.055362314	0.07905138339920949	-0.054380957	0.10947242	0
MXRA8	0.042776417	0.004258833	0.005472636815920398	0.10397788	0.14466403162055336	4.5775776	35.472626	1
AURKAIP1	1.0457678	1.0409709	0.7756218905472637	1.053403	0.8624505928853755	0.017126136	0.25355315	0
CCNL2	0.33183852	0.30068895	0.29950248756218906	0.3813196	0.45375494071146244	0.34262747	5.7057	0
MRPL20-AS1	0.044935267	0.04459737	0.04825870646766169	0.045470808	0.06877470355731226	0.027919998	0.04732626	0
MRPL20	0.9559958	0.9373361	0.7199004975124378	0.98566127	0.8229249011857708	0.07251798	1.5364385	0
AL391244.2	0.003967474	0.002772209	0.003482587064676617	0.005866617	0.008695652173913044	1.0547523	0.8344205	0
ANKRD65	0.00024509302	1.4042598e-09	0.0	0.0006345358	0.0007905138339920949	2.8768125	0.4982535	0
AL391244.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
TMEM88B	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
LINC01770	0.00022672742	1.4042598e-09	0.0	0.0005869799	0.0007905138339920949	2.7802477	0.4982608	0
VWA1	0.07537638	0.072734036	0.07562189054726368	0.07956816	0.1067193675889328	0.12939057	0.3475696	0
ATAD3C	0.0023379505	0.0025824464	0.0029850746268656717	0.0019492841	0.003952569169960474	-0.3884294	0.18684286	0
ATAD3B	0.03846557	0.036549218	0.039303482587064675	0.041510765	0.06007905138339921	0.18317437	0.3612155	0
ATAD3A	0.092497826	0.084612675	0.08955223880597014	0.10502508	0.14624505928853754	0.31145716	1.4101636	0
TMEM240	0.039389387	0.033873018	0.03681592039800995	0.04815457	0.06956521739130435	0.5062762	1.5168878	0
SSU72	0.7796076	0.7701306	0.636318407960199	0.79467696	0.7407114624505929	0.045259733	0.5990488	0
AL645728.1	0.021289283	0.0193426	0.021393034825870648	0.024382913	0.03399209486166008	0.33255413	0.51505756	0
FNDC10	0.04583447	0.04307956	0.045771144278606964	0.050210074	0.07114624505928854	0.22049877	0.51191413	0
AL691432.4	0.0022220963	0.0016688667	0.001990049751243781	0.0031010176	0.003952569169960474	0.8557053	0.40602088	0
AL691432.2	0.024729755	0.01915009	0.020398009950248756	0.03359584	0.05375494071146245	0.8077055	2.2796721	0
MIB2	0.10047511	0.09947261	0.10995024875621891	0.102068916	0.14624505928853754	0.037135527	0.10180057	0
MMP23B	0.015400898	0.0041605267	0.004975124378109453	0.033261262	0.0466403162055336	2.9690702	8.811034	1
CDK11B	0.19847001	0.1894648	0.19950248756218905	0.21277516	0.28774703557312253	0.16731662	1.084632	0
FO704657.1	0.002357746	0.001413959	0.0014925373134328358	0.0038573851	0.005533596837944664	1.3862214	0.8150177	0
SLC35E2B	0.08422039	0.06713382	0.07263681592039802	0.11136602	0.15889328063241107	0.7293449	5.5347347	1
CDK11A	0.13793533	0.13258837	0.14129353233830846	0.14643933	0.19525691699604744	0.14324602	0.62431866	0
SLC35E2A	0.03895328	0.029953394	0.03283582089552239	0.0532537	0.07509881422924901	0.82806045	3.3245382	0
NADK	0.16616035	0.17659788	0.18358208955223881	0.14957938	0.20711462450592885	-0.23940927	1.5340161	0
GNB1	1.1820754	1.1960145	0.8218905472636816	1.1599382	0.8798418972332016	-0.044183213	0.9998538	0
AL109917.1	0.00071841915	0.0004317321	0.0004975124378109452	0.0011740021	0.0015810276679841897	1.2605962	0.36454752	0
CALML6	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
TMEM52	0.0013254854	0.00042287703	0.0004975124378109452	0.0027596399	0.0031620553359683794	2.45129	0.91277957	0
CFAP74	0.012738265	0.013878716	0.014925373134328358	0.010927054	0.014229249011857707	-0.34218448	0.37456647	0
AL391845.2	0.005888164	0.006995472	0.00845771144278607	0.0041292827	0.0047430830039525695	-0.74648577	0.61118	0
GABRD	0.010556694	0.013479873	0.014427860696517412	0.005912787	0.007905138339920948	-1.1753643	1.7042245	0
AL391845.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
PRKCZ	0.017486356	0.019571066	0.01890547263681592	0.014174746	0.022134387351778657	-0.46260998	0.6780988	0
AL590822.2	0.000952191	0.0004503409	0.0004975124378109452	0.0017496069	0.0023715415019762848	1.7488211	0.6010102	0
PRKCZ-AS1	0.00048872235	1.4042598e-09	0.0	0.0012652706	0.0023715415019762848	3.7710948	0.9627099	0
FAAP20	0.5470505	0.50025076	0.45870646766169154	0.6214059	0.6505928853754941	0.31282824	9.063443	0
AL590822.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
SKI	0.24692318	0.23980746	0.24477611940298508	0.25821736	0.3391304347826087	0.10666661	0.6774615	0
AL590822.3	0.004256057	0.002878897	0.0029850746268656717	0.0064442214	0.010276679841897233	1.1354433	0.9501268	0
MORN1	0.01103788	0.008644395	0.00945273631840796	0.014841724	0.020553359683794466	0.77291626	1.0853155	0
AL589739.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL513477.2	0.003025288	0.0030897593	0.0029850746268656717	0.00292264	0.0047430830039525695	-0.077638455	0.033229843	0
RER1	0.6764955	0.6539725	0.5746268656716418	0.71228427	0.6980237154150197	0.12320512	2.3337367	0
PEX10	0.06832377	0.060534127	0.06417910447761194	0.080694914	0.11462450592885376	0.4141345	1.751107	0
PLCH2	0.00020779113	0.00033855476	0.0004975124378109452	1.2369128e-09	0.0	-2.132739	0.49835134	0
AL139246.1	0.00038901635	0.00038034088	0.0004975124378109452	0.00040279207	0.0007905138339920949	0.06590337	0.014270679	0
AL139246.4	0.00028885435	0.00047063536	0.0004975124378109452	1.2369128e-09	0.0	-2.5125513	0.49835336	0
PANK4	0.03201741	0.02820704	0.03233830845771144	0.03807217	0.05138339920948617	0.4313604	1.0011594	0
HES5	0.00217202	1.4042598e-09	0.0	0.005623139	0.0071146245059288534	5.8387146	2.3463054	0
AL139246.5	0.04302058	0.042829324	0.045771144278606964	0.043323733	0.06403162055335969	0.016520295	0.026488874	0
TNFRSF14-AS1	0.0031105112	0.0035234652	0.003980099502487562	0.0024542252	0.003952569169960474	-0.50448436	0.26816294	0
TNFRSF14	0.014272835	0.01178829	0.013432835820895522	0.01822123	0.0308300395256917	0.62397516	1.045293	0
AL139246.3	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
PRXL2B	0.13388112	0.14265884	0.1472636815920398	0.1199411	0.1707509881422925	-0.25005174	1.3613887	0
MMEL1	0.00034742424	1.4042598e-09	0.0	0.00089945394	0.0015810276679841897	3.3211198	0.73635024	0
AL831784.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
TTC34	0.0040211766	0.0026458476	0.0029850746268656717	0.006206422	0.008695652173913044	1.1995701	0.9628198	0
AC242022.2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AC242022.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL592464.2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL592464.3	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL592464.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL589702.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
ACTRT2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
PRDM16-DT	0.0007587869	0.00070638035	0.0009950248756218905	0.00084216567	0.0015810276679841897	0.22452034	0.0644961	0
PRDM16	0.0095606875	0.009299713	0.010447761194029851	0.009976254	0.015810276679841896	0.10027076	0.08008582	0
AL008733.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL590438.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL354743.2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL354743.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
ARHGEF16	0.011064386	0.009828873	0.011442786069651741	0.013028378	0.018972332015810278	0.40298682	0.44844824	0
AL512413.1	0.0006713574	0.00033112871	0.0004975124378109452	0.0012119913	0.0015810276679841897	1.6055676	0.4687269	0
MEGF6	0.027050247	0.028126743	0.029850746268656716	0.025340153	0.03873517786561265	-0.14995532	0.2225656	0
AL513320.1	0.0008363656	0.0010553373	0.0009950248756218905	0.0004885389	0.0007905138339920949	-0.9731043	0.27957854	0
TPRG1L	0.20949584	0.21338114	0.22139303482587064	0.20331572	0.2735177865612648	-0.069677465	0.33497968	0
WRAP73	0.0969152	0.09320658	0.09950248756218906	0.10280795	0.14387351778656127	0.14130373	0.47720996	0
TP73	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL136528.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL136528.2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
CCDC27	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
SMIM1	0.016293405	0.0018397656	0.001990049751243781	0.039259452	0.05375494071146245	4.342756	12.692502	1
LRRC47	0.13390294	0.12542322	0.1318407960199005	0.14738443	0.20632411067193676	0.23260844	1.2638983	0
AL365330.1	0.0001333195	1.4042598e-09	0.0	0.00034515784	0.0007905138339920949	2.1542969	0.49826062	0
CEP104	0.15655391	0.15611233	0.16417910447761194	0.1572629	0.216600790513834	0.010587178	0.03427891	0
DFFB	0.023973871	0.023042358	0.02437810945273632	0.025454415	0.039525691699604744	0.14303671	0.19997875	0
C1orf174	0.11517605	0.09605569	0.10497512437810945	0.14556071	0.20790513833992094	0.5991677	5.46083	1
LINC01134	0.0025817573	0.0019898629	0.0024875621890547263	0.0035220457	0.003952569169960474	0.7933964	0.39197052	0
LINC01346	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
LINC01345	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
LINC02780	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL805961.1	0.0004913093	0.000800506	0.0009950248756218905	1.2369128e-09	0.0	-3.1707182	0.8030853	0
LINC01777	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL355602.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
Z98747.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
LINC01646	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AJAP1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
Z98886.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
BX005132.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
LINC02781	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
LINC02782	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL139823.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
Z98259.3	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
Z98259.2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
Z98259.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL365255.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
NPHP4	0.019307766	0.016908849	0.018407960199004977	0.023119971	0.03399209486166008	0.44908077	0.7495145	0
KCNAB2	0.030873718	0.02855613	0.03383084577114428	0.03455642	0.05059288537549407	0.2742789	0.54238224	0
CHD5	0.0002854865	0.0004651479	0.0004975124378109452	1.2369128e-09	0.0	-2.4986107	0.49835354	0
RPL22	2.200887	2.1188102	0.9796019900497512	2.3313007	0.9968379446640316	0.13787451	37.458828	0
AL031847.1	0.0010265699	0.0011904304	0.0009950248756218905	0.00076631294	0.0015810276679841897	-0.57489204	0.1720872	0
RNF207	0.009355617	0.006986146	0.007960199004975124	0.013121224	0.018972332015810278	0.89978266	1.2054895	0
ICMT	0.2097545	0.21693724	0.22487562189054727	0.19833435	0.2719367588932806	-0.12928084	0.7726253	0
LINC00337	0.0016019836	0.001705413	0.001990049751243781	0.0014375612	0.0023715415019762848	-0.23168501	0.08196	0
HES3	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
GPR153	0.02197272	0.0035715543	0.003980099502487562	0.051211037	0.0782608695652174	3.8048062	16.944643	1
ACOT7	0.2945994	0.31853533	0.3199004975124378	0.25655302	0.3430830039525692	-0.312087	4.256646	0
AL031848.2	0.0038605419	0.004048219	0.003980099502487562	0.0035621573	0.0047430830039525695	-0.17979825	0.08544868	0
HES2	0.016461475	0.016902728	0.01990049751243781	0.015761118	0.02450592885375494	-0.10027172	0.11028053	0
ESPN	0.00031385777	0.00051137473	0.0004975124378109452	1.2369128e-09	0.0	-2.612039	0.49837893	0
AL031848.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
TNFRSF25	0.11237332	0.11953169	0.12388059701492538	0.101003975	0.1422924901185771	-0.24275987	1.1201527	0
PLEKHG5	0.14409801	0.15283863	0.16119402985074627	0.13021745	0.17707509881422925	-0.23092258	1.2898312	0
NOL9	0.14165989	0.1387305	0.1482587064676617	0.14632246	0.19367588932806323	0.07681234	0.2837477	0
TAS1R1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
ZBTB48	0.044921987	0.039711095	0.04228855721393035	0.05319959	0.08142292490118577	0.42095393	1.3103639	0
KLHL21	0.044772774	0.044132214	0.050248756218905476	0.045788474	0.06798418972332015	0.05303445	0.09433778	0
PHF13	0.06878145	0.055446032	0.06019900497512438	0.08996534	0.1241106719367589	0.6972882	4.123421	0
THAP3	0.112883724	0.105904385	0.1154228855721393	0.123976074	0.17707509881422925	0.22710103	1.0703917	0
DNAJC11	0.07866844	0.07412197	0.07960199004975124	0.085886076	0.12490118577075099	0.2122568	0.73082334	0
LINC01672	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL591163.1	0.0005006356	1.4042598e-09	0.0	0.0012961096	0.0015810276679841897	3.8033202	0.8016823	0
CAMTA1-DT	0.0003050469	0.00049701874	0.0004975124378109452	1.2369128e-09	0.0	-2.5777586	0.49835658	0
CAMTA1	0.63436264	0.5974753	0.5268656716417911	0.6929703	0.6845849802371542	0.21388115	5.4512024	0
AL512330.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
CAMTA1-IT1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
Z97987.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL365194.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL359881.3	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL359881.2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL359881.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
VAMP3	0.5921431	0.6217055	0.5417910447761194	0.5451631	0.5968379446640316	-0.18951084	3.863434	0
Z98884.2	0.0009903288	0.0014184022	0.0014925373134328358	0.00031025198	0.0007905138339920949	-1.8879716	0.66351235	0
PER3	0.008742349	0.004385279	0.004975124378109453	0.015665825	0.02292490118577075	1.813531	3.1667552	0
Z98884.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
UTS2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
TNFRSF9	0.00050776755	0.00082732225	0.0009950248756218905	1.2369128e-09	0.0	-3.213053	0.78635496	0
PARK7	1.4329212	1.3752899	0.8786069651741294	1.5245007	0.9525691699604744	0.14859079	11.979257	0
AL034417.4	0.0021205838	0.0016223683	0.0014925373134328358	0.0029120315	0.003952569169960474	0.8063432	0.36470756	0
AL034417.3	0.0019764258	0.0020708963	0.0024875621890547263	0.0018261764	0.0031620553359683794	-0.17255107	0.06955506	0
ERRFI1	0.064682044	0.06672669	0.07263681592039802	0.061426513	0.08853754940711463	-0.119216256	0.2933307	0
AL034417.2	0.006797034	0.00820167	0.00845771144278607	0.004565973	0.007905138339920948	-0.83122367	0.82649344	0
LINC01714	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
AL358876.2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
SLC45A1	0.012069777	0.012357615	0.013930348258706468	0.011613331	0.01818181818181818	-0.0888765	0.081122406	0
RERE	0.48251566	0.4812758	0.44029850746268656	0.4844769	0.5438735177865612	0.00956195	0.0615553	0
RERE-AS1	0.0005230484	1.4042598e-09	0.0	0.0013541493	0.0015810276679841897	3.8620832	0.801692	0
AL357552.2	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
ENO1	1.811747	1.8786774	0.9552238805970149	1.7054065	0.9675889328063241	-0.13959382	14.778982	0
ENO1-AS1	0.0018231042	0.0022328973	0.0024875621890547263	0.0011718408	0.0015810276679841897	-0.87520486	0.3789937	0
CA6	0.00021944763	0.00035754728	0.0004975124378109452	1.2369128e-09	0.0	-2.193903	0.49838966	0
SLC2A7	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
SLC2A5	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
GPR157	0.0117629	0.0039601927	0.004477611940298508	0.02416105	0.03557312252964427	2.579022	6.4909225	1
MIR34AHG	0.06726153	0.07332166	0.07761194029850746	0.057625517	0.08221343873517786	-0.34699652	1.2731888	0
LNCTAM34A	0.053972673	0.0547316	0.05771144278606965	0.052762322	0.07272727272727272	-0.05276777	0.09986525	0
H6PD	0.066448405	0.046912417	0.05373134328358209	0.09748519	0.1383399209486166	1.0536203	8.357202	1
SPSB1	0.01966104	0.014241437	0.015422885572139304	0.028272862	0.045059288537549404	0.9843221	2.5708735	0
BX323043.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
LINC02606	0.005258736	0.0057986532	0.005970149253731343	0.004400862	0.0071146245059288534	-0.39018428	0.2641296	0
AL928921.1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
SLC25A33	0.09130662	0.07641421	0.08258706467661692	0.1149674	0.16284584980237155	0.5886794	4.136363	0
TMEM201	0.030718822	0.029066967	0.031840796019900496	0.03334384	0.05059288537549407	0.19740525	0.3489445	0
PIK3CD	0.0045981733	0.002994233	0.003482587064676617	0.0071466523	0.010276679841897233	1.2277327	1.1159911	0
PIK3CD-AS1	-2.0154403e-09	1.4042598e-09	0.0	1.2369128e-09	0.0	-2.407759e-06	3.4487138	0
PIK3CD-AS2	0.01741418	0.010066443	0.010945273631840797	0.029089585	0.04110671936758893	1.5216386	4.3184743	0
CLSTN1	0.32580376	0.32884395	0.3288557213930348	0.3209592	0.39209486166007906	-0.03500244	0.1982917	0
