gene	mean	EC_2_mean	EC_2_positive_frac	EC_3_mean	EC_3_positive_frac	log2FC	-log10 p-val	is_significant
MIR1302-2HG	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
FAM138A	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
OR4F5	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL627309.1	0.0023812784	0.00236144	0.003952569169960474	0.0024095208	0.003389830508474576	0.027909203	0.009585829	0
AL627309.3	0.0004181373	0.0007106565	0.0007905138339920949	1.0477379e-09	0.0	-3.0190756	0.4982564	0
AL627309.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL627309.5	0.022306412	0.021478582	0.03241106719367589	0.023490379	0.02937853107344633	0.12859854	0.13497406	0
AL627309.4	0.0013372944	0.00047643523	0.0007905138339920949	0.0025678545	0.003389830508474576	2.2104497	0.7212012	0
AP006222.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL732372.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
OR4F29	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AC114498.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
OR4F16	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL669831.2	0.0007991548	0.00090050144	0.0007905138339920949	0.0006542844	0.0011299435028248588	-0.40754285	0.08356868	0
LINC01409	0.035263635	0.036216944	0.05612648221343874	0.033901524	0.04406779661016949	-0.09504341	0.13031629	0
FAM87B	0.00050776085	0.00039142166	0.0007905138339920949	0.00067404914	0.0011299435028248588	0.6554637	0.14450862	0
LINC01128	0.11482771	0.093666606	0.13438735177865613	0.14506924	0.17627118644067796	0.63058966	3.988981	0
LINC00115	0.0046422556	0.0051942314	0.008695652173913044	0.0038531453	0.006779661016949152	-0.42142025	0.24754834	0
FAM41C	0.010786452	0.012714438	0.020553359683794466	0.008031487	0.012429378531073447	-0.65617895	0.7158529	0
AL645608.6	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL645608.2	0.002656021	0.0036881205	0.005533596837944664	0.0011806366	0.0011299435028248588	-1.5646212	0.7555948	0
AL645608.4	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
LINC02593	0.007645196	0.011026536	0.016600790513833993	0.0028123227	0.004519774011299435	-1.9337623	2.2217288	0
SAMD11	0.046598636	0.0695111	0.09723320158102766	0.013848892	0.0192090395480226	-2.319167	13.446451	1
NOC2L	0.2384269	0.24492703	0.3233201581027668	0.2291428	0.27570621468926554	-0.09606448	0.44530126	0
KLHL17	0.020098723	0.02036949	0.02924901185770751	0.01971254	0.023728813559322035	-0.047061417	0.041746043	0
PLEKHN1	0.0015725401	0.0004175839	0.0007905138339920949	0.003223499	0.004519774011299435	2.6828382	1.012504	0
PERM1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL645608.7	0.0061904863	0.009038842	0.014229249011857707	0.002118973	0.003389830508474576	-2.0421193	2.1552935	0
HES4	0.54620504	0.6697591	0.6490118577075099	0.36958537	0.3728813559322034	-0.8575598	33.390987	1
ISG15	0.382393	0.4181973	0.4758893280632411	0.33120045	0.3638418079096045	-0.3363886	4.352747	0
AL645608.1	0.00035654492	0.0006059738	0.0007905138339920949	1.0477379e-09	0.0	-2.8195996	0.49825394	0
AGRN	0.21923894	0.20305847	0.2735177865612648	0.2423741	0.28700564971751413	0.25522527	1.6738245	0
AL645608.5	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL645608.8	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
RNF223	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
C1orf159	0.025701812	0.026800362	0.04031620553359684	0.024132289	0.0327683615819209	-0.15069494	0.18148412	0
AL390719.3	0.00020521079	0.00034876564	0.0007905138339920949	1.0477379e-09	0.0	-2.1659472	0.49826828	0
LINC01342	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL390719.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
TTLL10-AS1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
TTLL10	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
TNFRSF18	0.0015094157	0.0018967033	0.0031620553359683794	0.0009559454	0.0011299435028248588	-0.9190846	0.29996565	0
TNFRSF4	0.037337337	0.03308561	0.04110671936758893	0.043415148	0.05423728813559322	0.3909598	0.7065598	0
SDF4	0.64191884	0.6419101	0.6624505928853754	0.64192253	0.6248587570621469	2.8032899e-05	0.0001788053	0
B3GALT6	0.21212646	0.22140251	0.2932806324110672	0.1988748	0.24632768361581922	-0.15473728	0.7909702	0
C1QTNF12	0.005340733	0.008274414	0.012648221343873518	0.0011472596	0.0011299435028248588	-2.7472265	2.443783	0
AL162741.1	0.00072968344	0.0004345504	0.0007905138339920949	0.0011515296	0.0022598870056497176	1.2272946	0.35932997	0
UBE2J2	0.33525988	0.34170377	0.4134387351778656	0.32604304	0.37966101694915255	-0.06766349	0.37001124	0
LINC01786	0.0004340288	1.2369128e-09	0.0	0.0010544184	0.0011299435028248588	3.5290763	0.49814373	0
SCNN1D	0.0042583565	0.005601545	0.007905138339920948	0.0023383	0.003389830508474576	-1.2254771	0.8042406	0
ACAP3	0.10924554	0.11532825	0.1683794466403162	0.10054458	0.12994350282485875	-0.19772692	0.67320764	0
PUSL1	0.09684119	0.09910082	0.1422924901185771	0.093605064	0.11977401129943503	-0.08222504	0.19900693	0
INTS11	0.21390833	0.20346305	0.27430830039525694	0.22884592	0.2790960451977401	0.16953115	0.89928275	0
AL139287.1	0.0004314718	1.2369128e-09	0.0	0.001048206	0.0011299435028248588	3.5212917	0.4981435	0
CPTP	0.09438987	0.09571394	0.13754940711462452	0.09249125	0.11977401129943503	-0.049359832	0.10836995	0
TAS1R3	0.0007907529	0.00070882967	0.0007905138339920949	0.0009078371	0.0011299435028248588	0.31735462	0.06406973	0
DVL1	0.06868592	0.055362314	0.07905138339920949	0.08772942	0.11073446327683616	0.6631964	2.698549	0
MXRA8	0.06347608	0.10397788	0.14466403162055336	0.0055768746	0.00903954802259887	-4.196423	33.24391	1
AURKAIP1	0.97359365	1.053403	0.8624505928853755	0.8595138	0.7446327683615819	-0.29343387	13.612446	0
CCNL2	0.37311712	0.3813196	0.45375494071146244	0.361381	0.4090395480225989	-0.07745924	0.47962412	0
MRPL20-AS1	0.047037963	0.045470808	0.06877470355731226	0.04927842	0.0655367231638418	0.11577077	0.19342737	0
MRPL20	0.89525706	0.98566127	0.8229249011857708	0.76602924	0.6937853107344633	-0.3636505	16.642633	0
AL391244.2	0.0051367655	0.005866617	0.008695652173913044	0.00409339	0.005649717514124294	-0.5087962	0.2998942	0
ANKRD65	0.0012670266	0.0006345358	0.0007905138339920949	0.002171182	0.0022598870056497176	1.6285386	0.42604125	0
AL391244.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
TMEM88B	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
LINC01770	0.00062576885	0.0005869799	0.0007905138339920949	0.00068119995	0.0011299435028248588	0.185424	0.037839133	0
VWA1	0.17211679	0.07956816	0.1067193675889328	0.3044035	0.319774011299435	1.9343836	34.653473	1
ATAD3C	0.0029849026	0.0019492841	0.003952569169960474	0.004465178	0.006779661016949152	1.1555511	0.6549494	0
ATAD3B	0.035124745	0.041510765	0.06007905138339921	0.025997322	0.0327683615819209	-0.673055	1.5950167	0
ATAD3A	0.09350059	0.10502508	0.14624505928853754	0.077021256	0.10621468926553672	-0.44690654	1.9628999	0
TMEM240	0.052527294	0.04815457	0.06956521739130435	0.058777865	0.0768361581920904	0.28705975	0.63669825	0
SSU72	0.7703877	0.79467696	0.7407114624505929	0.7356627	0.6768361581920904	-0.111309506	1.7048801	0
AL645728.1	0.021209804	0.024382913	0.03399209486166008	0.016675126	0.022598870056497175	-0.5454517	0.8112785	0
FNDC10	0.053974234	0.050210074	0.07114624505928854	0.059355024	0.07796610169491526	0.24095142	0.51038116	0
AL691432.4	0.0037083067	0.0031010176	0.003952569169960474	0.004576195	0.006779661016949152	0.54680437	0.2708504	0
AL691432.2	0.030727768	0.03359584	0.05375494071146245	0.026628861	0.03728813559322034	-0.33417225	0.54975015	0
MIB2	0.104964316	0.102068916	0.14624505928853754	0.10909651	0.13785310734463277	0.095970474	0.25186878	0
MMP23B	0.026090616	0.033261262	0.0466403162055336	0.015841883	0.021468926553672316	-1.065352	2.471926	0
CDK11B	0.209297	0.21277516	0.28774703557312253	0.2043324	0.24858757062146894	-0.058383774	0.21997283	0
FO704657.1	0.0034144332	0.0038573851	0.005533596837944664	0.0027811425	0.003389830508474576	-0.4579064	0.20420653	0
SLC35E2B	0.11549889	0.11136602	0.15889328063241107	0.121399954	0.14576271186440679	0.124351844	0.35367656	0
CDK11A	0.15225568	0.14643933	0.19525691699604744	0.16056971	0.20451977401129945	0.13281003	0.48780274	0
SLC35E2A	0.04808922	0.0532537	0.07509881422924901	0.040707644	0.05536723163841808	-0.38674885	0.9001294	0
NADK	0.14643277	0.14957938	0.20711462450592885	0.14193384	0.17627118644067796	-0.07564071	0.23175557	0
GNB1	1.1642113	1.1599382	0.8798418972332016	1.1703236	0.8531073446327684	0.012858424	0.16092187	0
AL109917.1	0.0010277492	0.0011740021	0.0015810276679841897	0.00081879104	0.0011299435028248588	-0.4715589	0.11801798	0
CALML6	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
TMEM52	0.0028564492	0.0027596399	0.0031620553359683794	0.0029947148	0.003389830508474576	0.11397293	0.03618051	0
CFAP74	0.01456472	0.010927054	0.014229249011857707	0.01976492	0.02711864406779661	0.84917563	1.1329033	0
AL391845.2	0.006423973	0.0041292827	0.0047430830039525695	0.009703846	0.012429378531073447	1.2129347	0.9502602	0
GABRD	0.0151614435	0.005912787	0.007905138339920948	0.028381452	0.0384180790960452	2.243917	4.4936395	0
AL391845.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
PRKCZ	0.023320496	0.014174746	0.022134387351778657	0.03639353	0.04406779661016949	1.3541757	3.1413352	0
AL590822.2	0.0025576088	0.0017496069	0.0023715415019762848	0.0037124092	0.004519774011299435	1.0434842	0.41787282	0
PRKCZ-AS1	0.0011336094	0.0012652706	0.0023715415019762848	0.00094542437	0.0011299435028248588	-0.38509822	0.099593274	0
FAAP20	0.631516	0.6214059	0.6505928853754941	0.6459596	0.6406779661016949	0.055899184	0.52206767	0
AL590822.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
SKI	0.2727196	0.25821736	0.3391304347826087	0.29345027	0.3389830508474576	0.184463	1.2541293	0
AL590822.3	0.0054909512	0.0064442214	0.010276679841897233	0.004128214	0.005649717514124294	-0.63017315	0.40220904	0
MORN1	0.011663005	0.014841724	0.020553359683794466	0.0071202237	0.007909604519774011	-1.0492312	1.256421	0
AL589739.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL513477.2	0.0030042154	0.00292264	0.0047430830039525695	0.0031206417	0.003389830508474576	0.09153902	0.031470094	0
RER1	0.6256583	0.71228427	0.6980237154150197	0.50182617	0.5322033898305085	-0.5051804	18.44417	1
PEX10	0.071842946	0.080694914	0.11462450592885376	0.059186783	0.07909604519774012	-0.44655398	1.5344152	0
PLCH2	0.00031153735	1.2369128e-09	0.0	0.00075683976	0.0011299435028248588	3.0990076	0.49815217	0
AL139246.1	0.00023699846	0.00040279207	0.0007905138339920949	1.0477379e-09	0.0	-2.3299468	0.49827343	0
AL139246.4	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
PANK4	0.03197961	0.03807217	0.05138339920948617	0.023271626	0.031638418079096044	-0.7077632	1.599428	0
HES5	0.0035787567	0.005623139	0.0071146245059288534	0.0006564388	0.0011299435028248588	-2.9195113	1.7647223	0
AL139246.5	0.03952726	0.043323733	0.06403162055335969	0.034101088	0.04406779661016949	-0.34444153	0.67074174	0
TNFRSF14-AS1	0.006260437	0.0024542252	0.003952569169960474	0.011700879	0.013559322033898305	2.2079365	1.8182911	0
TNFRSF14	0.024435328	0.01822123	0.0308300395256917	0.03331804	0.04293785310734463	0.86711085	1.8198849	0
AL139246.3	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
PRXL2B	0.13431638	0.1199411	0.1707509881422925	0.15486127	0.19096045197740114	0.36837924	1.9288278	0
MMEL1	0.00052922044	0.00089945394	0.0015810276679841897	1.0477379e-09	0.0	-3.321125	0.73635066	0
AL831784.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
TTC34	0.0044880835	0.006206422	0.008695652173913044	0.0020318066	0.003389830508474576	-1.5647451	1.1779177	0
AC242022.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AC242022.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL592464.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL592464.3	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL592464.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL589702.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
ACTRT2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
PRDM16-DT	0.0022814928	0.00084216567	0.0015810276679841897	0.00433884	0.005649717514124294	2.23613	1.0116608	0
PRDM16	0.009927332	0.009976254	0.015810276679841896	0.009858097	0.011299435028248588	-0.017017389	0.010344226	0
AL008733.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL590438.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL354743.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL354743.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
ARHGEF16	0.013452563	0.013028378	0.018972332015810278	0.014059767	0.0192090395480226	0.10910881	0.0883285	0
AL512413.1	0.00071310863	0.0012119913	0.0015810276679841897	1.0477379e-09	0.0	-3.7136712	0.7971202	0
MEGF6	0.017009806	0.025340153	0.03873517786561265	0.0051034293	0.007909604519774011	-2.2895727	5.666925	1
AL513320.1	0.00028744948	0.0004885389	0.0007905138339920949	1.0477379e-09	0.0	-2.5571227	0.4982548	0
TPRG1L	0.19821598	0.20331572	0.2735177865612648	0.19093402	0.2271186440677966	-0.090601645	0.35538033	0
WRAP73	0.10336939	0.10280795	0.14387351778656127	0.10416546	0.1344632768361582	0.018906824	0.041086536	0
TP73	0.0016487493	1.2369128e-09	0.0	0.004005434	0.003389830508474576	5.359445	0.863199	0
AL136528.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL136528.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
CCDC27	0.00040681206	1.2369128e-09	0.0	0.0009882982	0.0011299435028248588	3.443984	0.49814355	0
SMIM1	0.031016584	0.039259452	0.05375494071146245	0.019235246	0.023728813559322035	-1.0254772	2.6007736	0
LRRC47	0.15185526	0.14738443	0.20632411067193676	0.15824637	0.19661016949152543	0.10252105	0.35030112	0
AL365330.1	0.00020308807	0.00034515784	0.0007905138339920949	1.0477379e-09	0.0	-2.154302	0.49826136	0
CEP104	0.16103952	0.1572629	0.216600790513834	0.16643867	0.21016949152542372	0.08176168	0.2783184	0
DFFB	0.024074813	0.025454415	0.039525691699604744	0.022103626	0.030508474576271188	-0.20277724	0.25011238	0
C1orf174	0.12595592	0.14556071	0.20790513833992094	0.097928494	0.1310734463276836	-0.5713387	4.0031013	0
LINC01134	0.003033183	0.0035220457	0.003952569169960474	0.0023342771	0.003389830508474576	-0.57331127	0.23764642	0
LINC01346	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
LINC01345	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
LINC02780	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL805961.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
LINC01777	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL355602.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
Z98747.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
LINC01646	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AJAP1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
Z98886.1	0.00075057056	1.2369128e-09	0.0	0.0018234178	0.0022598870056497176	4.2655826	0.7978924	0
BX005132.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
LINC02781	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
LINC02782	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL139823.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
Z98259.3	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
Z98259.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
Z98259.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL365255.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
NPHP4	0.023156112	0.023119971	0.03399209486166008	0.023208467	0.031638418079096044	0.0054880064	0.00531853	0
KCNAB2	0.02882877	0.03455642	0.05059288537549407	0.020642592	0.02937853107344633	-0.74052656	1.652032	0
CHD5	0.00073927315	1.2369128e-09	0.0	0.001795972	0.0022598870056497176	4.244848	0.79806024	0
RPL22	2.3392973	2.3313007	0.9968379446640316	2.350725	0.9966101694915255	0.011970072	0.50864816	0
AL031847.1	0.0016834702	0.00076631294	0.0015810276679841897	0.0029944915	0.003389830508474576	1.8367422	0.59088165	0
RNF207	0.010231881	0.013121224	0.018972332015810278	0.0061027864	0.007909604519774011	-1.0918674	1.2821445	0
ICMT	0.19038081	0.19833435	0.2719367588932806	0.1790186	0.22824858757062147	-0.14774664	0.6914447	0
LINC00337	0.0017939358	0.0014375612	0.0023715415019762848	0.0023033512	0.003389830508474576	0.6444037	0.22660585	0
HES3	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
GPR153	0.032395348	0.051211037	0.0782608695652174	0.0055014095	0.00903954802259887	-3.1954074	14.646213	1
ACOT7	0.22689123	0.25655302	0.3430830039525692	0.1845007	0.2248587570621469	-0.47541118	4.989688	0
AL031848.2	0.0027368348	0.0035621573	0.0047430830039525695	0.0015570145	0.0022598870056497176	-1.1441076	0.5202821	0
HES2	0.016106155	0.015761118	0.02450592885375494	0.016600238	0.022598870056497175	0.07437424	0.06540078	0
ESPN	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL031848.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
TNFRSF25	0.106380396	0.101003975	0.1422924901185771	0.114059	0.14463276836158193	0.1752049	0.5418126	0
PLEKHG5	0.122721255	0.13021745	0.17707509881422925	0.11200192	0.14689265536723164	-0.2172193	0.8179175	0
NOL9	0.1361007	0.14632246	0.19367588932806323	0.12148757	0.16045197740112993	-0.26814103	1.2092588	0
TAS1R1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
ZBTB48	0.047110476	0.05319959	0.08142292490118577	0.03840742	0.04858757062146893	-0.4689879	1.1947848	0
KLHL21	0.034406837	0.045788474	0.06798418972332015	0.018139066	0.024858757062146894	-1.3311001	4.760209	0
PHF13	0.083256	0.08996534	0.1241106719367589	0.07366159	0.09830508474576272	-0.28810233	0.91126823	0
THAP3	0.11954043	0.123976074	0.17707509881422925	0.113194205	0.14576271186440679	-0.13115089	0.4052174	0
DNAJC11	0.07764196	0.085886076	0.12490118577075099	0.06585414	0.08587570621468926	-0.38263983	1.3144277	0
LINC01672	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL591163.1	0.0007626015	0.0012961096	0.0015810276679841897	1.0477379e-09	0.0	-3.8033252	0.80168265	0
CAMTA1-DT	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
CAMTA1	0.67783517	0.6929703	0.6845849802371542	0.6561924	0.6429378531073446	-0.07866288	0.89099157	0
AL512330.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
CAMTA1-IT1	0.00068509	1.2369128e-09	0.0	0.0016643412	0.0022598870056497176	4.14104	0.80187106	0
Z97987.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL365194.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL359881.3	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL359881.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL359881.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
VAMP3	0.5981407	0.5451631	0.5968379446640316	0.6738604	0.6542372881355932	0.3057112	7.1717367	0
Z98884.2	0.00018255043	0.00031025198	0.0007905138339920949	1.0477379e-09	0.0	-2.0364952	0.49825907	0
PER3	0.014080139	0.015665825	0.02292490118577075	0.011814494	0.015819209039548022	-0.40408307	0.41660282	0
Z98884.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
UTS2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
TNFRSF9	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
PARK7	1.4035774	1.5245007	0.9525691699604744	1.2307416	0.8655367231638418	-0.30878627	28.499643	0
AL034417.4	0.0020425222	0.0029120315	0.003952569169960474	0.0007997333	0.0011299435028248588	-1.7431676	0.7562675	0
AL034417.3	0.0012549347	0.0018261764	0.0031620553359683794	0.00043851568	0.0011299435028248588	-1.8386796	0.76189476	0
ERRFI1	0.05270484	0.061426513	0.08853754940711463	0.040238634	0.05310734463276836	-0.609046	1.9105388	0
AL034417.2	0.0046212105	0.004565973	0.007905138339920948	0.0047000097	0.006779661016949152	0.040859416	0.01871183	0
LINC01714	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
AL358876.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
SLC45A1	0.012212866	0.011613331	0.01818181818181818	0.013070607	0.01807909604519774	0.16917038	0.13811517	0
RERE	0.48641703	0.4844769	0.5438735177865612	0.48917785	0.5242937853107345	0.013928325	0.07910764	0
RERE-AS1	0.0007967505	0.0013541493	0.0015810276679841897	1.0477379e-09	0.0	-3.8620884	0.80169237	0
AL357552.2	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
ENO1	2.0079687	1.7054065	0.9675889328063241	2.4404426	0.9943502824858758	0.5170015	44.55244	1
ENO1-AS1	0.0010431439	0.0011718408	0.0015810276679841897	0.0008591853	0.0011299435028248588	-0.40703663	0.100245185	0
CA6	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
SLC2A7	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
SLC2A5	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
GPR157	0.019658698	0.02416105	0.03557312252964427	0.013224012	0.01807909604519774	-0.8646134	1.5158932	0
MIR34AHG	0.05531506	0.057625517	0.08221343873517786	0.052012824	0.06779661016949153	-0.14757079	0.2780589	0
LNCTAM34A	0.05162823	0.052762322	0.07272727272727272	0.05000755	0.06666666666666667	-0.07721183	0.12634088	0
H6PD	0.08667292	0.09748519	0.1383399209486166	0.071211964	0.09378531073446328	-0.4525181	1.8602415	0
SPSB1	0.023913946	0.028272862	0.045059288537549404	0.017684298	0.023728813559322035	-0.6739077	1.2583332	0
BX323043.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
LINC02606	0.004751634	0.004400862	0.0071146245059288534	0.00525291	0.007909604519774011	0.25012198	0.13107826	0
AL928921.1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
SLC25A33	0.08978428	0.1149674	0.16284584980237155	0.053781334	0.06779661016949153	-1.0946217	8.187825	1
TMEM201	0.03325087	0.03334384	0.05059288537549407	0.033118434	0.04406779661016949	-0.009756471	0.011509229	0
PIK3CD	0.00682004	0.0071466523	0.010276679841897233	0.0063530635	0.00903954802259887	-0.16733043	0.10007578	0
PIK3CD-AS1	1.4260877e-09	1.2369128e-09	0.0	1.0477379e-09	0.0	-2.751725e-06	3.8628373	0
PIK3CD-AS2	0.021042304	0.029089585	0.04110671936758893	0.009540531	0.013559322033898305	-1.5982692	4.041274	0
CLSTN1	0.32448083	0.3209592	0.39209486166007906	0.32950923	0.37175141242937854	0.037917223	0.17710482	0
CTNNBIP1	0.3315444	0.38735247	0.4671936758893281	0.25176194	0.30056497175141245	-0.6213862	12.059143	1
