APLN_APLNR,EC|EC
BDNF_NGFR,SM|SM
NTN4_NTRK2,SM|SM
NLGN4Y_NRXN1,EC|PR
NLGN4Y_NRXN1,PR|PR
NLGN4Y_NRXN1,SM|PR
Cholesterol_byLIPA_RORA,EC|EC
Cholesterol_byLIPA_RORA,EC|PR
Cholesterol_byLIPA_RORA,EC|SM
EDN1_EDNRA,SM|PR
EDN1_EDNRA,SM|SM
EFNA5_EPHA3,PR|PR
EFNA5_EPHA3,PR|SM
EFNA5_EPHA4,PR|PR
EFNB2_EPHA4,EC|PR
EFNB2_EPHA4,PR|PR
EFNB2_EPHA4,SM|PR
EFNB2_EPHB6,EC|PR
EFNB2_EPHB6,PR|PR
EFNB2_EPHB6,SM|PR
FLRT3_ADGRL2,PR|EC
FLRT3_ADGRL2,PR|PR
FLRT3_ADGRL2,PR|SM
TENM3_ADGRL2,PR|EC
TENM3_ADGRL2,PR|PR
DLK1_NOTCH3,EC|SM
DLK1_NOTCH3,PR|PR
DLK1_NOTCH3,PR|SM
DLK1_NOTCH3,SM|SM
JAG1_NOTCH3,EC|PR
JAG1_NOTCH3,EC|SM
JAG1_NOTCH3,PR|PR
JAG1_NOTCH3,PR|SM
JAG1_NOTCH3,SM|PR
JAG1_NOTCH3,SM|SM
JAG2_NOTCH3,EC|PR
JAG2_NOTCH3,EC|SM
DLK1_NOTCH4,EC|EC
DLK1_NOTCH4,PR|EC
DLK1_NOTCH4,SM|EC
JAG1_NOTCH4,EC|EC
JAG1_NOTCH4,PR|EC
JAG1_NOTCH4,SM|EC
JAG2_NOTCH4,EC|EC
PGF_FLT1,PR|PR
PGF_FLT1,PR|SM
PGF_FLT1,SM|PR
PGF_FLT1,SM|SM
VEGFA_FLT1,EC|EC
VEGFA_FLT1,PR|EC
VEGFA_FLT1,PR|SM
VEGFA_FLT1,SM|EC
VEGFA_FLT1_complex,EC|EC
VEGFA_FLT1_complex,PR|EC
VEGFA_FLT1_complex,SM|EC
PGF_NRP1,EC|EC
PGF_NRP1,EC|PR
PGF_NRP1,EC|SM
PGF_NRP1,PR|EC
PGF_NRP1,PR|PR
PGF_NRP1,SM|EC
PGF_NRP1,SM|PR
SEMA3A_NRP1,PR|EC
SEMA3A_NRP1,PR|PR
VEGFA_NRP1,EC|EC
VEGFA_NRP1,PR|EC
VEGFA_NRP1,SM|EC
PGF_NRP2,PR|EC
PGF_NRP2,PR|PR
PGF_NRP2,SM|EC
PGF_NRP2,SM|PR
VEGFA_NRP2,EC|EC
VEGFA_NRP2,PR|EC
VEGFA_NRP2,SM|EC
PDGFA_PDGFRA,SM|SM
VEGFA_KDR,EC|EC
VEGFA_KDR,PR|EC
VEGFA_KDR,SM|EC
WNT5A_FRZB,SM|PR
WNT5A_SFRP1,SM|PR
