CDH5_CDH5,EC|EC
GJA1_GJA1,CM|EC
GJA1_GJA1,CM|FB
GJA1_GJA1,EC|CM
GJA1_GJA1,EC|EC
GJA1_GJA1,EC|FB
GJA1_GJA1,FB|CM
GJA1_GJA1,FB|EC
GJA1_GJA1,FB|FB
GJA1_GJA1,EC|SM
GJA1_GJA1,SM|EC
F2_F2R,EP|EC
F2_F2R,EP|FB
F2_F2R,EP|PR
F2_F2R,EP|SM
THBS1_CD36,EC|SM
THBS1_CD36,EP|SM
THBS1_CD36,FB|SM
BDNF_NGFR,SM|CM
BDNF_NGFR,SM|FB
BDNF_NTRK2,SM|FB
NTN4_NTRK2,SM|FB
NLGN4Y_NRXN1,EC|CM
NLGN4Y_NRXN1,EC|PR
NLGN4Y_NRXN1,PR|CM
CXCL12_CXCR4,CM|EC
CXCL12_CXCR4,EP|EC
CXCL12_CXCR4,FB|EC
CXCL12_CXCR4,PR|EC
CXCL12_CXCR4,SM|EC
Cholesterol_byLIPA_RORA,EC|CM
Cholesterol_byLIPA_RORA,EC|EC
Cholesterol_byLIPA_RORA,EC|EP
Cholesterol_byLIPA_RORA,EC|FB
Cholesterol_byLIPA_RORA,FB|CM
Cholesterol_byLIPA_RORA,FB|EC
Cholesterol_byLIPA_RORA,FB|EP
Cholesterol_byLIPA_RORA,FB|FB
Cholesterol_byLIPA_RORA,EC|PR
Cholesterol_byLIPA_RORA,EC|SM
Cholesterol_byLIPA_RORA,FB|PR
Cholesterol_byLIPA_RORA,FB|SM
Cholesterol_byLIPA_RORA,SM|EP
EDN1_EDNRA,FB|CM
EDN1_EDNRA,FB|FB
EDN1_EDNRA,FB|PR
EDN1_EDNRA,FB|SM
EDN1_EDNRA,SM|FB
EFNA5_EPHA3,FB|PR
EFNA5_EPHA4,FB|CM
EFNA5_EPHA4,FB|PR
EFNA5_EPHA4,PR|CM
EFNB2_EPHA4,EC|CM
EFNB2_EPHA4,FB|CM
EFNB2_EPHA4,EC|PR
EFNB2_EPHA4,FB|PR
EFNB2_EPHA4,PR|CM
EFNB2_EPHA4,SM|CM
EFNB2_EPHB6,EC|PR
EFNB2_EPHB6,FB|PR
AREG_EGFR,EP|PR
AREG_EGFR,EP|SM
FLRT3_ADGRL2,EP|EC
FLRT3_ADGRL2,EP|FB
FLRT3_ADGRL2,EP|PR
FLRT3_ADGRL2,PR|EC
FLRT3_ADGRL2,PR|FB
TENM2_ADGRL2,FB|EC
TENM2_ADGRL2,FB|FB
TENM2_ADGRL2,FB|PR
TENM2_ADGRL2,FB|SM
TENM3_ADGRL2,FB|EC
TENM3_ADGRL2,FB|FB
TENM3_ADGRL2,FB|PR
TENM3_ADGRL2,PR|EC
TENM3_ADGRL2,PR|FB
LTC4_byLTC4S_CYSLTR1,EP|EC
DLK1_NOTCH3,EP|FB
DLK1_NOTCH3,FB|FB
DLK1_NOTCH3,EC|SM
DLK1_NOTCH3,EP|PR
DLK1_NOTCH3,EP|SM
DLK1_NOTCH3,FB|PR
DLK1_NOTCH3,FB|SM
DLK1_NOTCH3,PR|FB
JAG1_NOTCH3,CM|FB
JAG1_NOTCH3,EC|FB
JAG1_NOTCH3,FB|FB
JAG1_NOTCH3,CM|PR
JAG1_NOTCH3,CM|SM
JAG1_NOTCH3,EC|PR
JAG1_NOTCH3,EC|SM
JAG1_NOTCH3,EP|SM
JAG1_NOTCH3,FB|PR
JAG1_NOTCH3,FB|SM
JAG1_NOTCH3,PR|FB
JAG1_NOTCH3,SM|FB
JAG2_NOTCH3,EC|FB
JAG2_NOTCH3,EC|PR
JAG2_NOTCH3,EC|SM
DLK1_NOTCH4,PR|EC
DLK1_NOTCH4,SM|EC
JAG1_NOTCH4,CM|EC
JAG1_NOTCH4,EC|EC
JAG1_NOTCH4,EP|EC
JAG1_NOTCH4,FB|EC
JAG1_NOTCH4,PR|EC
JAG1_NOTCH4,SM|EC
JAG2_NOTCH4,EC|EC
PGF_FLT1,EC|EC
PGF_FLT1,EC|FB
PGF_FLT1,FB|EC
PGF_FLT1,FB|FB
PGF_FLT1,EC|PR
PGF_FLT1,EC|SM
PGF_FLT1,FB|SM
PGF_FLT1,PR|EC
PGF_FLT1,PR|FB
PGF_FLT1,SM|EC
PGF_FLT1,SM|FB
VEGFA_FLT1,CM|PR
VEGFA_FLT1,CM|SM
VEGFA_FLT1,EP|PR
VEGFA_FLT1,EP|SM
VEGFA_FLT1,FB|SM
VEGFA_FLT1,PR|EC
VEGFA_FLT1,SM|EC
PGF_FLT1_complex,EC|EC
PGF_FLT1_complex,EC|FB
PGF_FLT1_complex,FB|EC
PGF_FLT1_complex,PR|EC
PGF_FLT1_complex,SM|EC
PGF_FLT1_complex,SM|FB
VEGFA_FLT1_complex,PR|EC
VEGFA_FLT1_complex,SM|EC
PGF_NRP1,EC|CM
PGF_NRP1,EC|EC
PGF_NRP1,EC|FB
PGF_NRP1,FB|EC
PGF_NRP1,EC|PR
PGF_NRP1,EC|SM
PGF_NRP1,FB|PR
PGF_NRP1,PR|CM
PGF_NRP1,PR|EC
PGF_NRP1,PR|FB
PGF_NRP1,SM|CM
PGF_NRP1,SM|EC
PGF_NRP1,SM|FB
SEMA3A_NRP1,CM|EC
SEMA3A_NRP1,FB|EC
SEMA3A_NRP1,CM|PR
SEMA3A_NRP1,PR|EC
VEGFA_NRP1,CM|CM
VEGFA_NRP1,CM|PR
VEGFA_NRP1,EP|PR
VEGFA_NRP1,EP|SM
VEGFA_NRP1,PR|EC
VEGFA_NRP1,SM|EC
PGF_NRP2,EC|CM
PGF_NRP2,EC|EC
PGF_NRP2,EC|FB
PGF_NRP2,FB|EC
PGF_NRP2,EC|PR
PGF_NRP2,EC|SM
PGF_NRP2,FB|PR
PGF_NRP2,PR|CM
PGF_NRP2,PR|EC
PGF_NRP2,SM|CM
PGF_NRP2,SM|EC
VEGFA_NRP2,CM|CM
VEGFA_NRP2,CM|PR
VEGFA_NRP2,EP|PR
VEGFA_NRP2,FB|PR
VEGFA_NRP2,PR|EC
VEGFA_NRP2,SM|EC
PDGFA_PDGFRA,EC|FB
PDGFA_PDGFRA,FB|FB
PDGFA_PDGFRA,EC|PR
PDGFA_PDGFRA,FB|PR
PDGFA_PDGFRA,PR|FB
PDGFA_PDGFRA,SM|FB
VEGFA_KDR,CM|CM
VEGFA_KDR,EP|FB
VEGFA_KDR,PR|EC
VEGFA_KDR,SM|EC
WNT5A_FRZB,EC|CM
WNT5A_FRZB,FB|CM
WNT5A_FRZB,EC|PR
WNT5A_FRZB,FB|PR
WNT5A_FRZB,PR|CM
WNT5A_SFRP1,EC|CM
WNT5A_SFRP1,FB|CM
WNT5A_SFRP1,EC|PR
WNT5A_SFRP1,FB|PR
WNT5A_SFRP1,PR|CM
WNT5A_SFRP1,SM|CM
ESAM_ESAM,EC|FB
ESAM_ESAM,FB|EC
ESAM_ESAM,EC|PR
ESAM_ESAM,EC|SM
ESAM_ESAM,PR|EC
ESAM_ESAM,SM|EC
