AGT_AGTR1,EP|EP
APLN_APLNR,EC|EC
AREG_EGFR,EP|EP
AREG_EGFR,EP|FB
DLK1_NOTCH4,EC|EC
DLK1_NOTCH4,EP|EC
DLK1_NOTCH4,FB|EC
VEGFA_FLT1,CM|EC
VEGFA_FLT1,CM|FB
VEGFA_FLT1,EC|EC
VEGFA_FLT1,EP|EC
VEGFA_FLT1,EP|FB
VEGFA_FLT1,FB|EC
VEGFA_FLT1,FB|FB
VEGFA_FLT1_complex,CM|EC
VEGFA_FLT1_complex,EC|EC
VEGFA_FLT1_complex,EP|EC
VEGFA_FLT1_complex,EP|FB
VEGFA_FLT1_complex,FB|EC
VEGFA_NRP1,CM|EC
VEGFA_NRP1,CM|FB
VEGFA_NRP1,EC|EC
VEGFA_NRP1,EP|CM
VEGFA_NRP1,EP|EC
VEGFA_NRP1,EP|FB
VEGFA_NRP1,FB|EC
VEGFA_NRP2,CM|EC
VEGFA_NRP2,EC|EC
VEGFA_NRP2,EP|CM
VEGFA_NRP2,EP|EC
VEGFA_NRP2,EP|FB
VEGFA_NRP2,FB|EC
VEGFA_KDR,CM|EC
VEGFA_KDR,EC|EC
VEGFA_KDR,EP|CM
VEGFA_KDR,EP|EC
VEGFA_KDR,FB|EC
ESAM_ESAM,EC|EC
