Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	4/17	1.331900e-06	3.313100e-05	0	0	6.374038e+01	8.623376e+02	COX7B;CYCS;COX5A;COX7C
GO_Biological_Process_2021	muscle tissue morphogenesis (GO:0060415)	4/17	1.331900e-06	3.313100e-05	0	0	6.374038e+01	8.623376e+02	BMP2;ACTC1;NKX2-5;TTN
GO_Biological_Process_2021	cardiac muscle tissue development (GO:0048738)	5/53	6.702180e-06	1.626505e-04	0	0	2.176754e+01	2.593184e+02	MYOCD;BMP2;ACTC1;NKX2-5;TTN
GO_Biological_Process_2021	cardiac muscle cell action potential (GO:0086001)	4/30	1.459016e-05	3.456479e-04	0	0	3.184936e+01	3.546478e+02	PKP2;ATP1A1;ATP1B1;SLC8A1
GO_Biological_Process_2021	cardiac muscle cell action potential involved in contraction (GO:0086002)	4/31	1.668756e-05	3.861423e-04	0	0	3.066821e+01	3.373763e+02	RYR2;PKP2;ATP1A1;SNTA1
GO_Biological_Process_2021	cardiocyte differentiation (GO:0035051)	3/12	2.582269e-05	5.709685e-04	0	0	6.835395e+01	7.221087e+02	BMP2;MYOCD;NKX2-5
GO_Biological_Process_2021	regulation of muscle system process (GO:0090257)	3/12	2.582269e-05	5.709685e-04	0	0	6.835395e+01	7.221087e+02	TNNC1;TPM1;MYL9
GO_Biological_Process_2021	aerobic electron transport chain (GO:0019646)	5/70	2.643098e-05	5.717137e-04	0	0	1.606073e+01	1.692957e+02	COX7B;NDUFS6;CYCS;COX7C;COX5A
GO_Biological_Process_2021	mitochondrial ATP synthesis coupled electron transport (GO:0042775)	5/71	2.832132e-05	5.995683e-04	0	0	1.581659e+01	1.656296e+02	COX7B;NDUFS6;CYCS;COX7C;COX5A
GO_Biological_Process_2021	regulation of sodium ion transport (GO:0002028)	4/36	3.064736e-05	6.352942e-04	0	0	2.586979e+01	2.688638e+02	PKP2;ATP1A1;NKX2-5;SNTA1
GO_Biological_Process_2021	cardiac myofibril assembly (GO:0055003)	3/15	5.282681e-05	1.010821e-03	0	0	5.125773e+01	5.048114e+02	ACTC1;NEBL;TTN
GO_Biological_Process_2021	cellular sodium ion homeostasis (GO:0006883)	3/15	5.282681e-05	1.010821e-03	0	0	5.125773e+01	5.048114e+02	ATP1A1;ATP1B1;SLC8A1
GO_Biological_Process_2021	response to muscle stretch (GO:0035994)	3/15	5.282681e-05	1.010821e-03	0	0	5.125773e+01	5.048114e+02	RYR2;SLC8A1;TTN
GO_Biological_Process_2021	protein kinase A signaling (GO:0010737)	3/15	5.282681e-05	1.010821e-03	0	0	5.125773e+01	5.048114e+02	MYOM1;EZR;TTN
GO_Biological_Process_2021	regulation of apoptotic process (GO:0042981)	13/742	8.253869e-05	1.549547e-03	0	0	3.929537e+00	3.694646e+01	ACTN2;BNIP3;FHL2;HSPB1;RTN4;PRDX2;BMP2;FAM162A;ARL6IP5;MAP3K20;ALPK2;NKX2-5;CRYAB
GO_Biological_Process_2021	ventricular cardiac muscle cell action potential (GO:0086005)	3/18	9.371291e-05	1.726747e-03	0	0	4.100000e+01	3.802863e+02	RYR2;PKP2;SNTA1
GO_Biological_Process_2021	cardiac atrium morphogenesis (GO:0003209)	3/19	1.108806e-04	1.970111e-03	0	0	3.843557e+01	3.500349e+02	BMP2;NKX2-5;MYH6
GO_Biological_Process_2021	striated muscle cell differentiation (GO:0051146)	3/19	1.108806e-04	1.970111e-03	0	0	3.843557e+01	3.500349e+02	MYOCD;BMP2;NKX2-5
GO_Biological_Process_2021	actin filament organization (GO:0007015)	6/152	1.155832e-04	2.017636e-03	0	0	8.636258e+00	7.829217e+01	TMOD1;ACTC1;NEBL;TPM1;DSTN;TTN
GO_Biological_Process_2021	cellular monovalent inorganic cation homeostasis (GO:0030004)	3/20	1.299750e-04	2.229743e-03	0	0	3.617283e+01	3.236806e+02	ATP1A1;ATP1B1;SLC8A1
GO_Biological_Process_2021	regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	3/21	1.510879e-04	2.505541e-03	0	0	3.416151e+01	3.005410e+02	RYR2;ATP1B1;SLC8A1
GO_Biological_Process_2021	neuron apoptotic process (GO:0051402)	3/21	1.510879e-04	2.505541e-03	0	0	3.416151e+01	3.005410e+02	FAM162A;BNIP3;GAPDH
GO_Biological_Process_2021	calcium-mediated signaling (GO:0019722)	5/102	1.603356e-04	2.615310e-03	0	0	1.074498e+01	9.389224e+01	RYR2;VCAM1;ATP1B1;SLC8A1;NUDT4
GO_Biological_Process_2021	positive regulation of calcium ion transmembrane transporter activity (GO:1901021)	3/22	1.743100e-04	2.773971e-03	0	0	3.236191e+01	2.800818e+02	RYR2;ATP1B1;TRDN
GO_Biological_Process_2021	cellular metal ion homeostasis (GO:0006875)	5/104	1.756384e-04	2.773971e-03	0	0	1.052685e+01	9.102653e+01	RYR2;ATP1A1;ATP1B1;SLC8A1;TRDN
GO_Biological_Process_2021	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	3/23	1.997303e-04	3.105182e-03	0	0	3.074227e+01	2.618793e+02	RYR2;SLC8A1;TRDN
GO_Biological_Process_2021	positive regulation of the force of heart contraction (GO:0098735)	2/5	2.450872e-04	3.751719e-03	0	0	1.353537e+02	1.125317e+03	RYR2;SLC8A1
GO_Biological_Process_2021	sodium ion homeostasis (GO:0055078)	3/25	2.575145e-04	3.882226e-03	0	0	2.794470e+01	2.309472e+02	ATP1A1;ATP1B1;SLC8A1
GO_Biological_Process_2021	regulation of cardiac muscle cell contraction (GO:0086004)	3/27	3.251244e-04	4.828339e-03	0	0	2.561340e+01	2.057090e+02	RYR2;PLN;PKP2
GO_Biological_Process_2021	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0014808)	2/6	3.664322e-04	5.135211e-03	0	0	1.015102e+02	8.031180e+02	RYR2;TRDN
GO_Biological_Process_2021	skeletal muscle thin filament assembly (GO:0030240)	2/6	3.664322e-04	5.135211e-03	0	0	1.015102e+02	8.031180e+02	ACTC1;TTN
GO_Biological_Process_2021	striated muscle hypertrophy (GO:0014897)	2/6	3.664322e-04	5.135211e-03	0	0	1.015102e+02	8.031180e+02	RYR2;TTN
GO_Biological_Process_2021	negative regulation of amino acid transport (GO:0051956)	2/6	3.664322e-04	5.135211e-03	0	0	1.015102e+02	8.031180e+02	ARL6IP5;TRH
GO_Biological_Process_2021	positive regulation of protein secretion (GO:0050714)	4/72	4.664238e-04	6.357421e-03	0	0	1.215196e+01	9.321059e+01	MYOM1;TRH;EZR;TTN
GO_Biological_Process_2021	positive regulation of secretion by cell (GO:1903532)	4/72	4.664238e-04	6.357421e-03	0	0	1.215196e+01	9.321059e+01	MYOM1;BMP2;EZR;TTN
GO_Biological_Process_2021	regulation of cardiac muscle cell membrane potential (GO:0086036)	2/7	5.113328e-04	6.522771e-03	0	0	8.120408e+01	6.154043e+02	PLN;TRDN
GO_Biological_Process_2021	negative regulation of intracellular transport (GO:0032387)	2/7	5.113328e-04	6.522771e-03	0	0	8.120408e+01	6.154043e+02	PLN;CRYAB
GO_Biological_Process_2021	cellular response to caffeine (GO:0071313)	2/7	5.113328e-04	6.522771e-03	0	0	8.120408e+01	6.154043e+02	RYR2;SLC8A1
GO_Biological_Process_2021	release of sequestered calcium ion into cytosol by endoplasmic reticulum (GO:1903514)	2/7	5.113328e-04	6.522771e-03	0	0	8.120408e+01	6.154043e+02	RYR2;TRDN
GO_Biological_Process_2021	response to caffeine (GO:0031000)	2/7	5.113328e-04	6.522771e-03	0	0	8.120408e+01	6.154043e+02	RYR2;SLC8A1
GO_Biological_Process_2021	cellular calcium ion homeostasis (GO:0006874)	5/136	6.061639e-04	7.634596e-03	0	0	7.942547e+00	5.884125e+01	RYR2;PLN;ATP1B1;SLC8A1;TRDN
GO_Biological_Process_2021	regulation of ATPase-coupled calcium transmembrane transporter activity (GO:1901894)	2/8	6.795552e-04	8.049493e-03	0	0	6.766667e+01	4.935655e+02	RYR2;PLN
GO_Biological_Process_2021	cardiac muscle hypertrophy (GO:0003300)	2/8	6.795552e-04	8.049493e-03	0	0	6.766667e+01	4.935655e+02	RYR2;TTN
GO_Biological_Process_2021	positive regulation of muscle contraction (GO:0045933)	2/8	6.795552e-04	8.049493e-03	0	0	6.766667e+01	4.935655e+02	MYOCD;ENO1
GO_Biological_Process_2021	skeletal myofibril assembly (GO:0014866)	2/8	6.795552e-04	8.049493e-03	0	0	6.766667e+01	4.935655e+02	ACTC1;TTN
GO_Biological_Process_2021	vascular associated smooth muscle contraction (GO:0014829)	2/8	6.795552e-04	8.049493e-03	0	0	6.766667e+01	4.935655e+02	ACTA2;SLC8A1
GO_Biological_Process_2021	positive regulation of bone mineralization (GO:0030501)	3/36	7.681770e-04	8.992190e-03	0	0	1.861949e+01	1.335295e+02	FBN2;BMP2;SLC8A1
GO_Biological_Process_2021	regulation of p38MAPK cascade (GO:1900744)	3/37	8.329374e-04	9.636892e-03	0	0	1.807095e+01	1.281330e+02	BMP2;EMC10;EZR
GO_Biological_Process_2021	adult heart development (GO:0007512)	2/9	8.708672e-04	9.846737e-03	0	0	5.799708e+01	4.086487e+02	NKX2-5;MYH6
GO_Biological_Process_2021	negative regulation of membrane potential (GO:0045837)	2/9	8.708672e-04	9.846737e-03	0	0	5.799708e+01	4.086487e+02	BNIP3;ARL6IP5
GO_Biological_Process_2021	regulation of cell communication (GO:0010646)	3/38	9.010657e-04	1.007371e-02	0	0	1.755376e+01	1.230857e+02	RYR2;SLC8A1;TRDN
GO_Biological_Process_2021	positive regulation of ossification (GO:0045778)	3/40	1.047695e-03	1.148525e-02	0	0	1.660323e+01	1.139175e+02	FBN2;BMP2;SLC8A1
GO_Biological_Process_2021	regulation of actin filament-based movement (GO:1903115)	2/10	1.085038e-03	1.148525e-02	0	0	5.074490e+01	3.463918e+02	MYBPC3;PLN
GO_Biological_Process_2021	cellular response to purine-containing compound (GO:0071415)	2/10	1.085038e-03	1.148525e-02	0	0	5.074490e+01	3.463918e+02	RYR2;SLC8A1
GO_Biological_Process_2021	sarcoplasmic reticulum calcium ion transport (GO:0070296)	2/10	1.085038e-03	1.148525e-02	0	0	5.074490e+01	3.463918e+02	RYR2;TRDN
GO_Biological_Process_2021	modulation by symbiont of host process (GO:0044003)	2/10	1.085038e-03	1.148525e-02	0	0	5.074490e+01	3.463918e+02	PGK1;ENO1
GO_Biological_Process_2021	positive regulation of biomineral tissue development (GO:0070169)	3/41	1.126327e-03	1.179680e-02	0	0	1.616549e+01	1.097442e+02	FBN2;BMP2;SLC8A1
GO_Biological_Process_2021	regulation of cardiac muscle cell differentiation (GO:2000725)	2/11	1.321840e-03	1.342072e-02	0	0	4.510431e+01	2.989843e+02	BMP2;MYOCD
GO_Biological_Process_2021	cardiac muscle cell membrane repolarization (GO:0099622)	2/11	1.321840e-03	1.342072e-02	0	0	4.510431e+01	2.989843e+02	ATP1A1;ATP1B1
GO_Biological_Process_2021	vasoconstriction (GO:0042310)	2/11	1.321840e-03	1.342072e-02	0	0	4.510431e+01	2.989843e+02	ACTA2;SLC8A1
GO_Biological_Process_2021	calcium ion homeostasis (GO:0055074)	4/97	1.428171e-03	1.435384e-02	0	0	8.874104e+00	5.813745e+01	RYR2;ATP1B1;SLC8A1;TRDN
GO_Biological_Process_2021	endoplasmic reticulum membrane organization (GO:0090158)	2/12	1.581045e-03	1.512634e-02	0	0	4.059184e+01	2.618039e+02	RTN4;TRDN
GO_Biological_Process_2021	regulation of sequestering of calcium ion (GO:0051282)	2/12	1.581045e-03	1.512634e-02	0	0	4.059184e+01	2.618039e+02	RYR2;TRDN
GO_Biological_Process_2021	positive regulation of cardiocyte differentiation (GO:1905209)	2/12	1.581045e-03	1.512634e-02	0	0	4.059184e+01	2.618039e+02	MYOCD;NKX2-5
GO_Biological_Process_2021	regulation of ventricular cardiac muscle cell action potential (GO:0098911)	2/12	1.581045e-03	1.512634e-02	0	0	4.059184e+01	2.618039e+02	RYR2;PKP2
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	2/12	1.581045e-03	1.512634e-02	0	0	4.059184e+01	2.618039e+02	ARL6IP5;PDK1
GO_Biological_Process_2021	regulation of cell communication by electrical coupling (GO:0010649)	2/13	1.862428e-03	1.700106e-02	0	0	3.689981e+01	2.319476e+02	SLC8A1;TRDN
GO_Biological_Process_2021	cellular potassium ion homeostasis (GO:0030007)	2/13	1.862428e-03	1.700106e-02	0	0	3.689981e+01	2.319476e+02	ATP1A1;ATP1B1
GO_Biological_Process_2021	sodium ion export across plasma membrane (GO:0036376)	2/13	1.862428e-03	1.700106e-02	0	0	3.689981e+01	2.319476e+02	ATP1A1;ATP1B1
GO_Biological_Process_2021	positive regulation of sodium ion transport (GO:0010765)	2/13	1.862428e-03	1.700106e-02	0	0	3.689981e+01	2.319476e+02	PKP2;NKX2-5
GO_Biological_Process_2021	very long-chain fatty acid biosynthetic process (GO:0042761)	2/13	1.862428e-03	1.700106e-02	0	0	3.689981e+01	2.319476e+02	HACD1;TECRL
GO_Biological_Process_2021	positive regulation of ion transport (GO:0043270)	3/50	2.004676e-03	1.813321e-02	0	0	1.306405e+01	8.115744e+01	ACTN2;PKP2;NKX2-5
GO_Biological_Process_2021	blood circulation (GO:0008015)	3/51	2.122296e-03	1.841826e-02	0	0	1.279124e+01	7.873335e+01	PLN;ACTC1;TRDN
GO_Biological_Process_2021	heart process (GO:0003015)	2/14	2.165765e-03	1.841826e-02	0	0	3.382313e+01	2.075043e+02	ACTC1;TRDN
GO_Biological_Process_2021	sequestering of extracellular ligand from receptor (GO:0035581)	2/14	2.165765e-03	1.841826e-02	0	0	3.382313e+01	2.075043e+02	FBN2;BMP2
GO_Biological_Process_2021	smooth muscle contraction (GO:0006939)	2/14	2.165765e-03	1.841826e-02	0	0	3.382313e+01	2.075043e+02	ACTA2;SLC8A1
GO_Biological_Process_2021	positive regulation of potassium ion transmembrane transporter activity (GO:1901018)	2/14	2.165765e-03	1.841826e-02	0	0	3.382313e+01	2.075043e+02	ACTN2;ATP1B1
GO_Biological_Process_2021	striated muscle cell development (GO:0055002)	2/14	2.165765e-03	1.841826e-02	0	0	3.382313e+01	2.075043e+02	TMOD1;MYH6
GO_Biological_Process_2021	membrane repolarization during action potential (GO:0086011)	2/14	2.165765e-03	1.841826e-02	0	0	3.382313e+01	2.075043e+02	ATP1A1;ATP1B1
GO_Biological_Process_2021	cellular divalent inorganic cation homeostasis (GO:0072503)	4/111	2.340737e-03	1.973757e-02	0	0	7.707555e+00	4.668689e+01	RYR2;ATP1B1;SLC8A1;TRDN
GO_Biological_Process_2021	membrane repolarization during cardiac muscle cell action potential (GO:0086013)	2/15	2.490834e-03	2.082672e-02	0	0	3.121978e+01	1.871669e+02	ATP1A1;ATP1B1
GO_Biological_Process_2021	membrane repolarization (GO:0086009)	2/16	2.837415e-03	2.352690e-02	0	0	2.898834e+01	1.700126e+02	ATP1A1;ATP1B1
GO_Biological_Process_2021	regulation of programmed cell death (GO:0043067)	5/194	2.917353e-03	2.379923e-02	0	0	5.489000e+00	3.203973e+01	PRDX2;ACTN2;BNIP3;ALPK2;RTN4
GO_Biological_Process_2021	regulation of bone mineralization (GO:0030500)	3/57	2.918096e-03	2.379923e-02	0	0	1.136655e+01	6.634456e+01	FBN2;BMP2;SLC8A1
GO_Biological_Process_2021	chordate embryonic development (GO:0043009)	3/58	3.066197e-03	2.453278e-02	0	0	1.115933e+01	6.458255e+01	BMP2;NKX2-5;MYH6
GO_Biological_Process_2021	positive regulation of mitochondrion organization (GO:0010822)	3/58	3.066197e-03	2.453278e-02	0	0	1.115933e+01	6.458255e+01	FAM162A;BNIP3;CHCHD10
GO_Biological_Process_2021	negative regulation of ATPase activity (GO:0032780)	2/17	3.205288e-03	2.453278e-02	0	0	2.705442e+01	1.553723e+02	PLN;TNNT2
GO_Biological_Process_2021	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion (GO:0010881)	2/17	3.205288e-03	2.453278e-02	0	0	2.705442e+01	1.553723e+02	RYR2;SLC8A1
GO_Biological_Process_2021	cellular response to gamma radiation (GO:0071480)	2/17	3.205288e-03	2.453278e-02	0	0	2.705442e+01	1.553723e+02	MAP3K20;CRYAB
GO_Biological_Process_2021	negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)	2/17	3.205288e-03	2.453278e-02	0	0	2.705442e+01	1.553723e+02	CNN1;TPM1
GO_Biological_Process_2021	establishment of protein localization to endoplasmic reticulum (GO:0072599)	2/17	3.205288e-03	2.453278e-02	0	0	2.705442e+01	1.553723e+02	RYR2;SRP14
GO_Biological_Process_2021	positive regulation of heart rate (GO:0010460)	2/17	3.205288e-03	2.453278e-02	0	0	2.705442e+01	1.553723e+02	RYR2;TPM1
GO_Biological_Process_2021	cellular response to alkaloid (GO:0071312)	2/18	3.594237e-03	2.709292e-02	0	0	2.536224e+01	1.427495e+02	RYR2;SLC8A1
GO_Biological_Process_2021	embryonic heart tube development (GO:0035050)	2/18	3.594237e-03	2.709292e-02	0	0	2.536224e+01	1.427495e+02	RYR2;NKX2-5
GO_Biological_Process_2021	circulatory system development (GO:0072359)	4/126	3.695681e-03	2.764814e-02	0	0	6.754781e+00	3.783076e+01	BMP2;PKP2;LDB3;PDLIM5
GO_Biological_Process_2021	cardiac muscle cell contraction (GO:0086003)	2/19	4.004046e-03	2.929430e-02	0	0	2.386915e+01	1.317684e+02	PKP2;ATP1A1
GO_Biological_Process_2021	negative regulation of striated muscle cell differentiation (GO:0051154)	2/19	4.004046e-03	2.929430e-02	0	0	2.386915e+01	1.317684e+02	BMP2;NKX2-5
GO_Biological_Process_2021	regulation of mitochondrial membrane permeability (GO:0046902)	2/19	4.004046e-03	2.929430e-02	0	0	2.386915e+01	1.317684e+02	BNIP3;SLC25A4
GO_Biological_Process_2021	regulation of smooth muscle contraction (GO:0006940)	2/20	4.434500e-03	3.174336e-02	0	0	2.254195e+01	1.221400e+02	CNN1;MYOCD
GO_Biological_Process_2021	positive regulation of heart contraction (GO:0045823)	2/20	4.434500e-03	3.174336e-02	0	0	2.254195e+01	1.221400e+02	RYR2;NKX2-5
GO_Biological_Process_2021	skeletal muscle contraction (GO:0003009)	2/20	4.434500e-03	3.174336e-02	0	0	2.254195e+01	1.221400e+02	TNNC1;TNNI1
GO_Biological_Process_2021	protein localization to plasma membrane (GO:0072659)	4/136	4.847067e-03	3.399273e-02	0	0	6.239899e+00	3.325480e+01	ACTN2;PKP2;ATP1B1;EZR
GO_Biological_Process_2021	negative regulation of ion transmembrane transporter activity (GO:0032413)	2/21	4.885387e-03	3.399273e-02	0	0	2.135446e+01	1.136379e+02	PLN;ACTN2
