gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	Fus-HO_mean	Fus-HO_positive_frac	log2FC	-log10 p-val	is_significant
DIRAS3	0.19605638	0.15057342	0.1512582056892779	0.23069747	0.19764901695620513	0.6152025	29.983078	1
DEPDC1	0.09983926	0.12129582	0.10147702407002188	0.08350376	0.06824092374908977	-0.53807896	9.941735	1
NEGR1	0.007101366	0.003370498	0.004513129102844639	0.0099393455	0.010402579839800271	1.5324506	7.1935334	1
RABGGTB	0.1758955	0.1332857	0.16411378555798686	0.20834546	0.20701133881202538	0.64406586	36.604362	1
IFI44L	0.010721784	0.0038831567	0.004513129102844639	0.015922394	0.01612399875169042	2.0081055	14.072593	1
IFI44	0.009080386	0.0048958226	0.0057439824945295405	0.012261624	0.014147508582128368	1.3070742	6.7462053	1
ADGRL4	0.014084574	0.004222844	0.005196936542669584	0.021585044	0.016748153542078436	2.3266478	16.892773	1
AL359504.2	0.07141598	0.051873382	0.0650984682713348	0.08627174	0.0882138770415063	0.7327864	18.264425	1
SAMD13	0.02524447	0.019257024	0.02612144420131291	0.029803049	0.03224799750338084	0.6274355	5.430649	1
LPAR3	0.07267189	0.055515304	0.0711159737417943	0.085711464	0.08935816082388433	0.62568843	14.10973	1
DDAH1	0.02871955	0.041212577	0.05579868708971553	0.019226791	0.023197753042754603	-1.095979	17.640142	1
CCN1	0.12814392	0.16234049	0.17943107221006566	0.10213388	0.10433787579319671	-0.6680379	26.236036	1
TGFBR3	0.04046079	0.029735828	0.03897702407002188	0.04861103	0.053157182981379385	0.70720273	10.243803	1
CCDC18	0.042916305	0.052778386	0.06263676148796499	0.035402972	0.03817746801206699	-0.57473826	6.8759007	1
DPYD	0.017316649	0.011710522	0.015454048140043765	0.0215808	0.02267762405076459	0.87634534	6.5494685	1
AGL	0.72767717	0.8847326	0.7245623632385121	0.60823405	0.500884219286383	-0.5405407	44.55244	1
AL355488.1	0.017431764	0.012012501	0.016137855579868708	0.021555016	0.021845417663580568	0.83820444	5.532984	1
PPM1J	0.03256233	0.040872622	0.053200218818380746	0.026248664	0.028815146156246748	-0.6369305	7.341438	1
PHTF1	0.17886163	0.22341368	0.2685995623632385	0.14503863	0.15364610423385	-0.62293154	38.73182	1
PHGDH	0.269582	0.20586199	0.21088621444201314	0.3180907	0.2649537085197129	0.6275135	44.55244	1
TXNIP	1.0066693	0.77273554	0.5607221006564551	1.1846164	0.6786643087485696	0.61630845	44.55244	1
GJA5	0.0547032	0.068642266	0.08766411378555798	0.044078775	0.04930822844065328	-0.63784397	12.034126	1
NBPF14	0.03713737	0.04986796	0.06783369803063458	0.027451677	0.03151981691459482	-0.8588633	14.806808	1
HIST2H2AC	0.112287246	0.13596772	0.16438730853391684	0.094262525	0.09695204410693851	-0.5280388	16.365236	1
CA14	0.055918664	0.044636223	0.05798687089715536	0.06449108	0.06844897534588577	0.5298914	8.344768	1
ADAMTSL4	0.025611207	0.01890012	0.02461706783369803	0.03071945	0.03349630708415687	0.6978325	6.310419	1
CERS2	0.1285818	0.10356676	0.13471006564551422	0.14761077	0.15437428482263602	0.51082164	18.050627	1
MLLT11	0.76737094	0.9727959	0.7471280087527352	0.61113393	0.49100176843857274	-0.67056084	44.55244	1
CRTC2	0.018752534	0.009896518	0.013676148796498906	0.025490878	0.027462810777072712	1.3561321	14.688064	1
AQP10	0.02722433	0.037422206	0.04937089715536105	0.019476907	0.02226152085717258	-0.9385919	12.712051	1
FDPS	0.5710559	0.7416945	0.6332056892778993	0.4412955	0.3885363570165401	-0.74894774	44.55244	1
GPATCH4	0.10183892	0.12760341	0.1561816192560175	0.08222693	0.08748569645272028	-0.6333607	20.66078	1
NES	1.1338193	1.3795946	0.8354759299781181	0.94688696	0.6431915114948508	-0.5429324	44.55244	1
CASQ1	0.055243704	0.07621982	0.10065645514223195	0.039266698	0.04462706751274316	-0.955082	26.072845	1
TOMM40L	0.034048945	0.041633237	0.05538840262582057	0.028282443	0.03297617809216686	-0.5561981	6.20182	1
DDR2	0.011123372	0.006600442	0.009026258205689279	0.014561012	0.01768438572766046	1.1296566	6.8339896	1
RGS5	0.82850873	1.0268803	0.7270240700218819	0.6776389	0.4960990325600749	-0.599607	44.55244	1
NUF2	0.05109416	0.062232573	0.06236323851203501	0.04260361	0.03994590658483304	-0.5456283	6.371117	1
LRRC52-AS1	0.06388182	0.08409987	0.10202407002188184	0.04848019	0.05409341516696141	-0.79344976	19.712095	1
DUSP27	0.15993746	0.19477437	0.23427242888402625	0.13348639	0.14126703422448766	-0.5447714	26.505226	1
GPR161	0.06259645	0.07538216	0.09723741794310722	0.052847534	0.057630292312493496	-0.5115721	8.943802	1
DNM3OS	0.0072335224	0.0031288948	0.0028719912472647702	0.010355759	0.012587121606158328	1.6951855	7.152193	1
RGS16	0.009374143	0.004142501	0.004513129102844639	0.013351624	0.014771663372516385	1.6647935	9.014987	1
NIBAN1	0.018175554	0.0124391625	0.015590809628008753	0.022540247	0.023613856236346615	0.8524487	6.0731153	1
ASPM	0.13132042	0.15864491	0.11829868708971554	0.11054306	0.07812337459690002	-0.5207974	10.245698	1
CYB5R1	0.26469117	0.34768882	0.38088074398249455	0.20165138	0.20586705502964736	-0.785633	44.55244	1
ADORA1	0.024379503	0.032794856	0.04321663019693654	0.017986795	0.019868927494018515	-0.86292523	9.5720825	1
BTG2	0.15637742	0.11577854	0.13785557986870897	0.18728743	0.17798814105898264	0.6934108	34.22738	1
REN	0.0021879277	1.2296368e-09	0.0	0.0038521646	0.0032247997503380837	5.3045535	5.71153	1
IKBKE	0.07378888	0.08958416	0.1150164113785558	0.06175469	0.0689691043378758	-0.5359702	11.548643	1
CD34	0.0044236705	0.0002524035	0.00041028446389496716	0.0075965165	0.008218038073442213	4.4489055	12.7494	1
CAMK1G	0.018918866	0.024151765	0.031044857768052516	0.0149387205	0.01695620513887444	-0.6894079	5.157013	1
KCNH1	0.0111293215	0.005369642	0.006291028446389497	0.015508495	0.014979714969312389	1.5128132	9.41468	1
NEK2	0.045521032	0.05547506	0.054567833698030636	0.037935864	0.03578487464891293	-0.54707724	5.7259727	1
C1orf143	0.038188953	0.054908086	0.0724835886214442	0.025467409	0.030271507333818788	-1.1053379	23.336798	1
HLX	0.0068602003	0.0017993641	0.0019146608315098468	0.010709781	0.012066992614168314	2.508749	12.335819	1
SUSD4	0.040787693	0.031058088	0.04048140043763676	0.048181344	0.05128471861021534	0.63185924	8.353367	1
CNIH3	0.010800307	0.0066533796	0.008479212253829322	0.013951859	0.014667637574118382	1.0570794	5.5604978	1
STUM	0.027524635	0.01903132	0.02324945295404814	0.033988986	0.03620097784250494	0.8333694	8.854583	1
OBSCN-AS1	0.006620458	0.0031958863	0.003692560175054705	0.009225556	0.00884219286383023	1.5005232	5.7771983	1
HIST3H2A	0.15221603	0.110501386	0.13170131291028447	0.18396877	0.1767398314782066	0.7348754	38.013573	1
ACTA1	0.021776795	0.034452517	0.029677242888402625	0.012142378	0.009362321855820243	-1.496907	12.02249	1
C1orf198	0.098267265	0.12125101	0.15454048140043763	0.08077059	0.08644543846874025	-0.585499	18.497463	1
FAM89A	0.024942147	0.01900887	0.026668490153172866	0.029458828	0.033704358680952874	0.6293467	5.4788814	1
ACTN2	0.943303	1.2415115	0.8183807439824945	0.71649283	0.5336523457817539	-0.79298824	44.55244	1
AL390728.6	0.01800651	0.012643528	0.01709518599562363	0.02208604	0.023717882034744616	0.7998874	5.653334	1
RNF144A	0.014430148	0.009975058	0.013676148796498906	0.017815646	0.01997295329241652	0.83043194	5.3310285	1
RRM2	0.07347399	0.090885244	0.07850109409190371	0.06020899	0.050556538021429315	-0.5932595	9.14287	1
VSNL1	0.13469383	0.16712143	0.19242341356673962	0.110040255	0.1117237074794549	-0.60241777	24.60664	1
LINC00954	0.015518439	0.009999445	0.012855579868708972	0.019714111	0.02111723707479455	0.9722523	7.142752	1
TTC32	0.067302294	0.047294803	0.06263676148796499	0.082511716	0.08769374804951628	0.8016175	21.380333	1
TP53I3	0.15980366	0.19861114	0.23796498905908095	0.130331	0.13991469884531363	-0.60738593	31.960514	1
TRIM54	0.0661342	0.09067009	0.11652078774617068	0.047448114	0.052533028190991364	-0.9328288	29.153324	1
FNDC4	0.058952812	0.07614299	0.0975109409190372	0.045854706	0.05107666701341933	-0.73039204	16.58552	1
ALK	0.042110886	0.05060106	0.06414113785557987	0.035643917	0.03807344221366899	-0.5043182	5.9152493	1
EHD3	0.11397017	0.15348873	0.19009846827133478	0.083895765	0.08925413502548632	-0.8706838	44.55244	1
FAM98A	0.1975256	0.23908965	0.2851477024070022	0.16598412	0.1727868511390825	-0.52624077	30.984367	1
SLC8A1-AS1	0.14559215	0.17799087	0.19420131291028447	0.120982535	0.10901903672110684	-0.55662274	19.9069	1
PLEKHH2	0.0044594295	0.0019092505	0.002324945295404814	0.006399427	0.0074898574846561945	1.6936551	5.2687154	1
EPAS1	0.011236674	0.0064282655	0.00724835886214442	0.014891658	0.01810048892125247	1.1993884	6.6721883	1
CHAC2	0.026398012	0.034770038	0.050054704595185996	0.020039912	0.02455008842192864	-0.7919306	9.653357	1
CNRIP1	0.05390605	0.042197917	0.05278993435448578	0.0628023	0.06626443357952773	0.57252616	8.747487	1
MCEE	0.136457	0.109309554	0.14182166301969365	0.15711778	0.16311245188806825	0.52302563	20.05107	1
DYSF	0.057981804	0.07020266	0.09395514223194748	0.04866341	0.05419744096535941	-0.5277803	9.188815	1
MTHFD2	0.24401405	0.18574454	0.19064551422319476	0.2883786	0.2382190783314262	0.63436794	39.93899	1
CYTOR	0.11919909	0.15231398	0.18572210065645514	0.09399803	0.10215333402683865	-0.6957588	29.24055	1
IGKC	0.054199696	0.07060589	0.06318380743982495	0.041697975	0.03568084885051493	-0.75839734	10.826711	1
DUSP2	0.0069798976	0.003597345	0.004649890590809628	0.009553018	0.009674399251014251	1.3844904	5.933434	1
ARID5A	0.030654542	0.04917499	0.06208971553610503	0.01657409	0.01893269530843649	-1.5632476	32.032425	1
CNNM4	0.037208945	0.04471268	0.05757658643326039	0.031498816	0.03505669406012691	-0.50403655	5.3871403	1
UNC50	0.15038954	0.11673496	0.15057439824945296	0.17600834	0.1842296889628628	0.59199125	28.531057	1
LONRF2	0.036070235	0.027241198	0.03596827133479212	0.04278491	0.04410693852075315	0.6493937	7.556469	1
ECRG4	0.023431541	0.015556648	0.018326039387308535	0.029425215	0.029751378341828772	0.9151721	8.887143	1
UXS1	0.0680941	0.08180176	0.10995623632385121	0.057646632	0.06647248517632373	-0.50415754	10.1784525	1
MALL	0.0034947388	0.0007581323	0.0006838074398249453	0.005576467	0.007073754291064184	2.7257214	8.199424	1
BUB1	0.093348205	0.11414087	0.1162472647702407	0.07751715	0.07344221366898991	-0.5576314	12.070522	1
MIR4435-2HG	0.09038855	0.119572856	0.1472921225382932	0.06817199	0.07385831686258192	-0.8097301	28.423462	1
CKAP2L	0.03977641	0.048475523	0.05388402625820569	0.033153374	0.034120461874544886	-0.54672873	5.668759	1
INHBB	0.003444948	0.0008496151	0.0006838074398249453	0.005419122	0.005513367315094143	2.5390239	5.7316957	1
LIMS2	0.16938303	0.2157091	0.25888949671772427	0.1342037	0.1388744408613336	-0.68425673	43.29717	1
NCKAP5	0.003655963	0.006272099	0.008068927789934354	0.0016667785	0.002080515967960054	-1.8506474	5.270573	1
MGAT5	0.45826933	0.55847937	0.5423960612691466	0.3820862	0.3509830437948611	-0.5474867	44.55244	1
AC110620.2	0.028843977	0.03520333	0.047045951859956234	0.024017558	0.0268386559866847	-0.5497205	5.0477157	1
CXCR4	0.011054768	0.005008547	0.006838074398249453	0.015652327	0.017476334130864454	1.62458	11.743313	1
KIF5C	0.019041033	0.011894337	0.0162746170678337	0.024478186	0.026734630188286694	1.0350251	9.549227	1
RND3	0.050094403	0.061385002	0.07015864332603938	0.04148789	0.04046603557682305	-0.564071	7.144394	1
LINC02478	0.014045296	0.018702058	0.02584792122538293	0.01049577	0.012379070009362322	-0.8274022	5.6067147	1
GRB14	0.021661127	0.030706946	0.03952407002188184	0.014785477	0.0153958181629044	-1.0493503	11.520858	1
CYBRD1	0.011554724	0.007457118	0.010667396061269147	0.014668383	0.01726828253406845	0.9666039	5.7505245	1
ITGA6	0.08622211	0.11822806	0.13265864332603938	0.06185681	0.06314365962758764	-0.93345743	32.665035	1
HOXD9	0.0010985793	1.2296368e-09	0.0	0.0019342046	0.0027046707583480703	4.346375	5.48456	1
HOXD8	0.0012647024	1.2296368e-09	0.0	0.0022266698	0.0037449287423280972	4.540177	7.7071857	1
AC009948.2	0.018770285	0.024638463	0.032959518599562365	0.014306924	0.015603869759700406	-0.7799934	6.5217624	1
ZNF385B	0.14629851	0.20010795	0.2111597374179431	0.105402336	0.09882450847810256	-0.9242243	44.55244	1
ITGA4	0.00804685	0.003023522	0.003966083150984683	0.011866621	0.013939456985332362	1.9377701	10.2596	1
COL5A2	0.8417607	1.0337677	0.7393326039387309	0.69573176	0.5289711848538438	-0.57124114	44.55244	1
STAT4	0.0030757447	0.005782642	0.008342450765864333	0.001017673	0.0011442837823780298	-2.395966	7.9653716	1
PLCL1	0.12405362	0.15604334	0.18585886214442013	0.099713795	0.10236138562363466	-0.64555985	26.232021	1
TRAK2	0.17898253	0.21574615	0.262308533916849	0.15108138	0.15603869759700406	-0.51372284	26.51754	1
ACADL	0.04740024	0.060115512	0.07535557986870897	0.037711985	0.03713721002808697	-0.67129153	10.535091	1
TUBA4A	0.03391153	0.041866925	0.05278993435448578	0.027862895	0.03235202330177884	-0.585739	6.2919197	1
DES	0.051510617	0.06396799	0.07959518599562364	0.042015944	0.045667325496723185	-0.6052372	9.879111	1
ASIC4	0.0461026	0.034997713	0.041712253829321665	0.054541618	0.05575782794132945	0.6386232	8.835624	1
SLC4A3	0.16127214	0.19515206	0.23468271334792123	0.13554905	0.1416831374180797	-0.52545875	24.33649	1
EFHD1	0.018447103	0.025044529	0.03596827133479212	0.0134281665	0.016019972953292418	-0.89427817	8.507719	1
ACKR3	0.0039886874	0.0004998911	0.0009573304157549234	0.006642413	0.00728180588786019	3.4904923	10.947706	1
COL6A3	0.031476457	0.014084572	0.013402625820568928	0.044705313	0.03786539061687298	1.6593473	22.300022	1
RAB17	0.010143921	0.014470694	0.018189277899343544	0.006847362	0.007073754291064184	-1.0685325	5.694135	1
AC012076.1	0.016101306	0.023150928	0.024480306345733043	0.010734389	0.010298554041402268	-1.1016706	7.1427627	1
HES6	0.024095392	0.035996772	0.04800328227571116	0.015051132	0.017892437324456466	-1.2524444	18.808523	1
ASB1	0.08482063	0.106149584	0.137445295404814	0.06857936	0.07479454904816395	-0.6295087	18.095217	1
BOK	0.081644945	0.101680435	0.1310175054704595	0.06638677	0.07084156870903985	-0.6143211	16.516472	1
ITPR1	0.047928106	0.037315138	0.048413566739606125	0.055990297	0.05960678248205555	0.58412915	8.051299	1
BHLHE40	0.12144448	0.089188665	0.10339168490153172	0.14597182	0.1417871632164777	0.71012896	27.9845	1
CAMK1	0.095639005	0.116429456	0.1486597374179431	0.079809956	0.08665349006553626	-0.54424745	15.580035	1
SH3BP5	0.103844896	0.12855878	0.16069474835886213	0.08503342	0.0885259544367003	-0.5957525	18.884964	1
COLQ	0.024383156	0.03625983	0.04814004376367615	0.015357598	0.017060230937272443	-1.2340294	18.110432	1
RFTN1	0.12017617	0.16975409	0.1950218818380744	0.08245065	0.0846769998959742	-1.0409445	44.55244	1
SGO1	0.034307674	0.04252479	0.05101203501094092	0.02805981	0.03193592010818683	-0.5980551	6.222478	1
STAC	0.030006154	0.01924166	0.023112691466083152	0.038197808	0.03765733902007698	0.9855502	12.612747	1
XIRP1	0.23588404	0.30013314	0.3410831509846827	0.18710676	0.19109539165713096	-0.6814506	44.55244	1
ULK4	0.04671374	0.065013185	0.08451859956236324	0.03277737	0.03620097784250494	-0.98585486	22.604925	1
CCRL2	0.011617869	0.016269978	0.023112691466083152	0.0080727795	0.009258296057422242	-1.0021538	6.694133	1
MYL3	1.598729	2.0999696	0.8220733041575492	1.2174723	0.5898262769166753	-0.7864295	44.55244	1
KLHL18	0.057559878	0.07052795	0.09518599562363239	0.047673	0.05274107978778737	-0.5640438	10.195755	1
ARIH2OS	0.029870527	0.022615597	0.030087527352297593	0.035393793	0.038385519608862995	0.64388365	6.58708	1
TCTA	0.08628997	0.10754687	0.13689824945295404	0.07010361	0.07583480703214397	-0.6166894	17.61661	1
GMPPB	0.059019744	0.070942275	0.09450218818380744	0.049928006	0.05575782794132945	-0.5059418	8.539241	1
LSMEM2	0.06544579	0.09079639	0.1161105032822757	0.046140023	0.050452512223031314	-0.97508085	31.378302	1
POC1A	0.03537829	0.04467584	0.05894420131291028	0.028306497	0.03318422968896286	-0.6564995	8.252537	1
TNNC1	2.4630544	2.9972198	0.9574671772428884	2.0567489	0.8535316758556122	-0.54323727	44.55244	1
WNT5A	0.03172438	0.022460982	0.030634573304157548	0.03877249	0.04306668053677312	0.78491974	9.900067	1
ERC2	0.13411123	0.16666807	0.19146608315098468	0.109356724	0.1115156558826589	-0.6074825	24.753244	1
ADAMTS9-AS2	0.030075941	0.022574255	0.028309628008752735	0.03578645	0.036409029439300945	0.66238415	6.353914	1
TAFA4	0.0678925	0.052997112	0.06632932166301969	0.07921113	0.08353271611359617	0.57888997	11.347304	1
LMOD3	0.0380811	0.048494216	0.05839715536105033	0.030158704	0.032039945906584835	-0.68343455	8.883956	1
CADM2	0.035671636	0.019214725	0.020924507658643326	0.048185527	0.04639550608550921	1.3218896	23.23702	1
DHFR2	0.019918038	0.014339351	0.019556892778993435	0.024162995	0.025278269010714657	0.7487517	5.7824817	1
BOC	0.031680916	0.02462493	0.03213894967177243	0.037050318	0.04192239675439509	0.5874082	5.9049587	1
POPDC2	0.6427457	0.8581309	0.6687636761487965	0.47894654	0.3922812857588682	-0.84120005	44.55244	1
AMOTL2	0.036398754	0.048342112	0.06660284463894967	0.027311563	0.030895662124206802	-0.82147723	13.110882	1
MRAS	0.4077508	0.51653695	0.5187363238512035	0.32505745	0.30323520233017787	-0.6680125	44.55244	1
TM4SF18	0.013038377	0.0018767737	0.0015043763676148797	0.021527745	0.01612399875169042	3.4516637	21.71649	1
TM4SF1	0.02892928	0.016007474	0.01477024070021882	0.03875972	0.029023197753042754	1.2705452	11.9076605	1
MED12L	0.040036984	0.051026747	0.0675601750547046	0.031670857	0.03380838447935088	-0.6863742	9.867834	1
MME	0.0028409474	0.0007700784	0.0012308533916849016	0.004416348	0.005305315718298138	2.3759394	6.004221	1
LINC00880	0.029637692	0.048196837	0.05867067833698031	0.015529746	0.018724643711640485	-1.6276344	32.915703	1
SCHIP1	0.045807485	0.055771384	0.07179978118161925	0.03821477	0.041090190367211066	-0.5442089	7.3101516	1
AC092954.1	0.02500269	0.017637243	0.022292122538293217	0.030608261	0.03193592010818683	0.791845	7.485035	1
AC092954.2	0.013546776	0.007949099	0.010393873085339168	0.017801851	0.019348798502028502	1.1532097	8.056282	1
MECOM	0.029049832	0.020233307	0.028583150984682712	0.035758894	0.04015395818162904	0.8184862	9.95976	1
LAMP3	0.002302437	0.00022553158	0.0002735229759299781	0.0038822365	0.003432851347134089	3.6127095	6.430683	1
MAP6D1	0.027421864	0.03619474	0.04636214442013129	0.020759057	0.022781649849162592	-0.79908675	9.1545515	1
AC107294.2	0.27079737	0.34495053	0.35694748358862144	0.21448497	0.20326641006969728	-0.68525857	44.55244	1
C3orf70	0.015057322	0.020925067	0.028583150984682712	0.010586791	0.012066992614168314	-0.9762817	7.762271	1
ETV5	0.14864449	0.18151851	0.22223741794310722	0.12366985	0.1306564027878914	-0.5532514	24.821115	1
MASP1	1.1086068	1.421954	0.8464168490153173	0.8702823	0.5912826380942474	-0.7082551	44.55244	1
P3H2	0.25204387	0.31598413	0.33821115973741794	0.20350009	0.19879330073858317	-0.63457036	44.55244	1
IL1RAP	0.09801254	0.123834975	0.14824945295404815	0.07835599	0.08270050972641214	-0.65962785	21.241167	1
AC233280.1	0.009416835	0.0057678483	0.007521881838074398	0.012190401	0.012587121606158328	1.0666285	5.20193	1
PCYT1A	0.2300845	0.27821448	0.32685995623632386	0.19356743	0.19671278477062312	-0.5231345	36.51994	1
TACC3	0.05439515	0.06884414	0.07316739606126915	0.04338275	0.04317070633517112	-0.6649848	10.219182	1
MXD4	0.23363863	0.2822687	0.32590262582056895	0.19674172	0.1960886299802351	-0.5205441	35.668846	1
TMEM128	0.10621759	0.078137144	0.10079321663019694	0.12756757	0.1346093831270155	0.7064665	26.82799	1
CRMP1	0.15333939	0.19565724	0.23044310722100655	0.121191554	0.12951211900551338	-0.6905865	38.52185	1
WFS1	0.07341909	0.09167766	0.12048687089715536	0.059510812	0.06647248517632373	-0.622569	15.857825	1
LDB2	0.045726422	0.03271157	0.042806345733041574	0.05561832	0.05815042130448351	0.7639471	12.284706	1
KCNIP4-IT1	0.111570574	0.08651063	0.0925875273522976	0.13062336	0.11775720378653906	0.5939009	16.490675	1
LGI2	0.01789905	0.024166666	0.031591903719912474	0.013130063	0.015291792364506398	-0.875156	7.277067	1
AC114757.1	0.0014367283	9.925888e-05	0.00013676148796498905	0.0024540385	0.003536877145532092	3.6800644	5.5455713	1
CORIN	0.47910917	0.5898928	0.5440371991247265	0.3948826	0.3423489025278269	-0.5789084	44.55244	1
RASL11B	0.015458533	0.022899337	0.028172866520787748	0.00979266	0.009466347654218246	-1.2171618	10.207175	1
PDGFRA	0.04429883	0.030571625	0.04007111597374179	0.054731634	0.05804639550608551	0.83810395	14.33154	1
KDR	0.32700542	0.39862704	0.37650437636761486	0.27259642	0.23624258816186414	-0.5481057	44.55244	1
ALB	0.09398292	0.17496467	0.18585886214442013	0.032364767	0.030271507333818788	-2.430941	44.55244	1
AFP	0.05034987	0.06855349	0.07535557986870897	0.036483303	0.03391241027774888	-0.90814775	15.512934	1
SHROOM3	0.017866721	0.023108894	0.03364332603938731	0.013877597	0.01612399875169042	-0.73156154	5.864508	1
GPRIN3	0.21953082	0.26659384	0.2928063457330416	0.18382281	0.1771559346717986	-0.53608406	32.572422	1
UNC5C	0.0369679	0.028302202	0.0387035010940919	0.043557458	0.04910017684385728	0.6202254	7.665636	1
EMCN	0.022859098	0.007259944	0.006838074398249453	0.034725793	0.03391241027774888	2.2423897	27.936392	1
COL25A1	0.02006448	0.010051823	0.012308533916849015	0.027682727	0.02839904296265474	1.4524494	16.618753	1
ELOVL6	0.21660294	0.2624891	0.29827680525164113	0.18178703	0.18391761156766878	-0.5297644	33.51229	1
NDST3	0.015409641	0.010161536	0.011898249452954049	0.019398328	0.019452824300426507	0.9261038	6.105863	1
MYOZ2	0.69885856	0.8795899	0.7067833698030634	0.56141174	0.4650993446374701	-0.6476789	44.55244	1
SPRY1	0.08884719	0.06781856	0.0787746170678337	0.1048322	0.10329761780921669	0.62757975	15.3240595	1
PCDH18	0.012472433	0.0056798127	0.0061542669584245075	0.017637674	0.019764901695620514	1.6177222	11.583952	1
SLC7A11	0.030482307	0.018163258	0.02037746170678337	0.039855283	0.03776136481847498	1.1294421	14.509511	1
INPP4B	0.14667298	0.18272302	0.212664113785558	0.11928231	0.11723707479454905	-0.61485857	27.935385	1
GATB	0.10213933	0.12444174	0.1576859956236324	0.08516121	0.0922708831790284	-0.5466679	16.80914	1
TDO2	0.015298097	0.00863817	0.009573304157549234	0.020362066	0.01882866951003849	1.2275488	8.509014	1
LINC02433	0.0064065186	0.0032197076	0.0038293216630196935	0.00883077	0.009154270259024239	1.4277283	5.7927804	1
FSTL5	0.009014717	0.0036497775	0.004649890590809628	0.013093855	0.013211276396546344	1.8149892	11.115135	1
MSMO1	0.42894664	0.5432153	0.5120350109409191	0.3420791	0.31603037553313224	-0.6670381	44.55244	1
AC097534.2	0.17708917	0.12681225	0.15563457330415756	0.21537021	0.2073234162072194	0.76365703	44.55244	1
VEGFC	0.058401193	0.043917824	0.051832603938730855	0.06940765	0.06990533652345782	0.6590839	11.789838	1
TENM3-AS1	0.010435887	0.006273151	0.0087527352297593	0.013599367	0.01341932799334235	1.1040305	5.680606	1
