gene	mean	HO_mean	HO_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
SDF4	0.4791555	0.49692452	0.5536495711535095	0.45770648	0.4293282475100657	-0.118579134	3.5768063	0
B3GALT6	0.16322264	0.17018278	0.23927883773849115	0.15478185	0.16656071201525746	-0.13676444	1.5941223	0
C1QTNF12	0.0056754067	0.0070066703	0.00875196919306844	0.004064399	0.004662004662004662	-0.77106553	1.3504872	0
AL162741.1	0.00076037605	0.0006638745	0.000875196919306844	0.00087703246	0.000847637211273575	0.35507092	0.14800325	0
UBE2J2	0.28866494	0.2987122	0.38316121127253633	0.27655846	0.2805679169315533	-0.111133024	1.9165745	0
LINC01786	0.0012853991	0.001500693	0.001750393838613688	0.0010246036	0.0012714558169103624	-0.5092801	0.32051834	0
SCNN1D	0.004716653	0.005492473	0.007176614738316121	0.0037781005	0.004026276753549481	-0.52813613	0.6931458	0
ACAP3	0.06409793	0.069136515	0.0981970943462279	0.05799122	0.0644204280567917	-0.25321293	1.7982272	0
PUSL1	0.08392895	0.081996515	0.12060213548048311	0.086250775	0.09747827929646112	0.072888054	0.39382365	0
INTS11	0.14296024	0.15500103	0.20899702433047435	0.12836516	0.13795295613477432	-0.27183107	4.1663527	0
AL139287.1	9.9432385e-05	0.00011672878	0.00017503938386136881	7.850586e-05	0.00021190930281839374	-0.27991936	0.1046787	0
CPTP	0.07096542	0.07233348	0.10869945737791004	0.0692977	0.07671116762025854	-0.061768785	0.28733653	0
TAS1R3	0.0010067743	0.0008574546	0.001050236303168213	0.0011874858	0.0010595465140919686	0.42728037	0.19056767	0
DVL1	0.047547948	0.044726837	0.06704008401890425	0.05097362	0.05763933036660309	0.1882156	0.943794	0
MXRA8	0.034026235	0.03825182	0.0516366182391038	0.028914738	0.031150667514303877	-0.40250924	2.2264206	0
AURKAIP1	1.0065331	0.990222	0.8132329774199195	1.0262903	0.7488874761602035	0.051609904	2.3290393	0
CCNL2	0.23681444	0.24561267	0.30456852791878175	0.22619352	0.23013350286077558	-0.11877698	1.5966201	0
MRPL20-AS1	0.09059137	0.094649285	0.1386311920182041	0.08565736	0.09218054672600128	-0.14385462	1.0594759	0
MRPL20	1.0569144	1.0416819	0.8249606161386311	1.0753623	0.7705022250476796	0.045903776	2.0455592	0
AL391244.2	0.0033291173	0.0036002954	0.005251181515841064	0.0030016683	0.003814367450731087	-0.25459608	0.26180363	0
ANKRD65	0.0013830598	0.0012617051	0.0015753544547523193	0.0015299122	0.0014833651197287562	0.25938007	0.13828658	0
AL391244.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
TMEM88B	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
LINC01770	0.010201789	0.0120218545	0.01767897776999825	0.007998727	0.008476372112735749	-0.5818433	1.6074171	0
VWA1	0.09411423	0.0993945	0.13880623140206547	0.087700605	0.09324009324009325	-0.1803859	1.5074917	0
ATAD3C	0.0036680216	0.0048302067	0.005601260283563802	0.002261924	0.002331002331002331	-1.0616854	1.4284219	0
ATAD3B	0.02987805	0.033694815	0.04638543672326274	0.025256312	0.02903157448611994	-0.41445714	2.0739331	0
ATAD3A	0.08985681	0.09167634	0.13723087694731315	0.08763292	0.09853782581055308	-0.06500405	0.35859746	0
TMEM240	0.094988406	0.09675787	0.1391563101697882	0.09282468	0.09896164441618988	-0.0598074	0.32788888	0
SSU72	0.72216386	0.73737174	0.7153859618414143	0.7037789	0.5977961432506887	-0.067260526	2.2937458	0
AL645728.1	0.01120502	0.013704932	0.02030456852791878	0.008178815	0.00974782792964611	-0.73768765	2.5864463	0
FNDC10	0.14176247	0.16234948	0.2177489935235428	0.11681889	0.12354312354312354	-0.474483	11.679594	0
AL691432.4	0.019313019	0.02149902	0.030456852791878174	0.016659675	0.018012290739563466	-0.36597157	1.2500939	0
AL691432.2	0.103126094	0.10657006	0.15368457903028182	0.09893484	0.10425937698664971	-0.10714724	0.7471913	0
MIB2	0.19462457	0.19995606	0.2643094696306669	0.18815884	0.19432083068446704	-0.087686695	0.9008193	0
MMP23B	0.22148217	0.15149826	0.1925433222475057	0.30621627	0.28417037507946596	1.0147687	44.55244	1
CDK11B	0.18285486	0.17991617	0.24715561001225275	0.18640116	0.1930493748675567	0.05105805	0.4147881	0
FO704657.1	0.0029057444	0.0032877396	0.005076142131979695	0.0024441287	0.003178639542275906	-0.41315126	0.42512533	0
SLC35E2B	0.07520906	0.08892637	0.12200245055137406	0.058584087	0.0644204280567917	-0.60126334	9.177808	1
CDK11A	0.10795817	0.10246989	0.14090670400840188	0.1145811	0.12396694214876033	0.16102037	1.3290715	0
SLC35E2A	0.047869287	0.05579222	0.07771748643444774	0.038287695	0.04216995126086035	-0.5420035	4.9123077	0
NADK	0.07600519	0.07994735	0.11587607211622615	0.07121692	0.080737444373808	-0.16660936	1.1371132	0
GNB1	0.6484137	0.6544463	0.6607736740766672	0.64114344	0.5499046408137317	-0.029623123	0.5883034	0
AL109917.1	0.007175119	0.0067590247	0.009977244880098022	0.007679155	0.007840644204280567	0.18160999	0.25212398	0
CALML6	0.00052093324	0.00033430257	0.0005251181515841065	0.0007469784	0.0004238186056367875	0.9636246	0.295044	0
TMEM52	0.008505384	0.010673924	0.015053387012077717	0.005880647	0.0067810976901886	-0.84917045	2.4543185	0
CFAP74	0.002402908	0.0028848504	0.003675827061088745	0.0018203508	0.0021190930281839372	-0.6362888	0.60185623	0
AL391845.2	7.985661e-05	0.0001458053	0.00035007876772273763	-5.4351403e-09	0.0	-1.2975944	0.80323046	0
GABRD	0.0007995982	0.0006465195	0.001050236303168213	0.0009848309	0.0006357279084551812	0.5392183	0.19954324	0
AL391845.1	0.0006950829	0.00075598597	0.001050236303168213	0.00062117423	0.0006357279084551812	-0.2472393	0.108858265	0
PRKCZ	0.09860166	0.09378862	0.13530544372483808	0.1044065	0.1114642932824751	0.15457045	1.2306012	0
AL590822.2	0.0030936413	0.00289232	0.003325748293366007	0.0033382338	0.004026276753549481	0.2004031	0.15117611	0
PRKCZ-AS1	0.0034528077	0.0029172152	0.004551023980395589	0.0041018566	0.004450095359186269	0.47780925	0.5476461	0
FAAP20	0.70823264	0.68389755	0.6772273761596359	0.7377151	0.6124178851451578	0.10926826	5.045288	0
AL590822.1	0.00028023272	0.0005117928	0.00035007876772273763	-5.4351403e-09	0.0	-2.6131215	0.71887326	0
SKI	0.13287438	0.14149079	0.2009452126728514	0.12242327	0.13456240728968002	-0.20867164	2.61854	0
AL590822.3	0.010923966	0.012797304	0.01890425345702783	0.008656277	0.008688281415554142	-0.55868	1.5088197	0
MORN1	0.018182494	0.018728608	0.026956065114650797	0.017515773	0.01991947446492901	-0.096058585	0.1976532	0
AL589739.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL513477.2	0.0074232435	0.008006217	0.012077717486434448	0.006718068	0.008264462809917356	-0.24966583	0.4015947	0
RER1	0.376051	0.40606746	0.48608436898302115	0.33978808	0.33587624496715407	-0.25701487	11.113766	0
PEX10	0.07774633	0.08099397	0.11815158410642394	0.073797494	0.08370417461326553	-0.1340692	0.8471837	0
PLCH2	0.00013134742	0.000101014455	0.00017503938386136881	0.00016812905	0.00021190930281839374	0.4156283	0.13536939	0
AL139246.1	5.117806e-05	9.3438e-05	0.00017503938386136881	-5.4351403e-09	0.0	-0.9519497	0.49855745	0
AL139246.4	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
PANK4	0.034381554	0.046745095	0.06861543847365657	0.019421447	0.023098114007204917	-1.2628381	18.15234	1
HES5	0.0008641212	0.00080239	0.0012252756870295817	0.0009386803	0.0010595465140919686	0.20292866	0.0976726	0
AL139246.5	0.004925796	0.006276232	0.009277087344652548	0.0032917848	0.003602458147912693	-0.91065943	1.8157208	0
TNFRSF14-AS1	5.3830336e-05	-3.0704541e-09	0.0	0.000118998585	0.00021190930281839374	1.130966	0.4985793	0
TNFRSF14	0.00032875797	-3.0704541e-09	0.0	0.0007267494	0.0004238186056367875	3.0474944	0.6134399	0
AL139246.3	5.3703443e-05	-3.0704541e-09	0.0	0.00011871129	0.00021190930281839374	1.129072	0.49851736	0
PRXL2B	0.06216323	0.0603477	0.08576929809207072	0.06435644	0.07141343504979869	0.09263699	0.4128118	0
MMEL1	0.00073090335	0.00023959565	0.00035007876772273763	0.0013256983	0.0010595465140919686	2.069779	0.85882866	0
AL831784.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
TTC34	0.005927598	0.005871856	0.00735165412217749	0.005995609	0.0065691883873702055	0.029590879	0.028065864	0
AC242022.2	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AC242022.1	5.781721e-05	0.00010556114	0.00017503938386136881	-5.4351403e-09	0.0	-1.039646	0.4985405	0
AL592464.2	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL592464.3	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL592464.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL589702.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
ACTRT2	8.506979e-05	-3.0704541e-09	0.0	0.00018804753	0.00021190930281839374	1.5263513	0.49845108	0
PRDM16-DT	0.19341722	0.17771922	0.21337300892700858	0.21241233	0.20364484000847638	0.2571353	4.569175	0
PRDM16	0.15689303	0.14990412	0.19394363731839664	0.1653408	0.1691036236490782	0.14131294	1.5089223	0
AL008733.1	2.8029135e-05	5.11678e-05	0.00017503938386136881	-5.4351403e-09	0.0	-0.5962292	0.4985154	0
AL590438.1	0.0010767241	0.0011661843	0.0015753544547523193	0.0009683165	0.0010595465140919686	-0.24514829	0.12442205	0
AL354743.2	0.0009780474	0.00077911135	0.0012252756870295817	0.0012188037	0.00169527442254715	0.585112	0.37850058	0
AL354743.1	0.00017516201	0.00031993247	0.0005251181515841065	-5.4351403e-09	0.0	-2.0702357	0.9886289	0
ARHGEF16	0.009890595	0.012117034	0.017153859618414143	0.0071956445	0.008264462809917356	-0.7437867	2.1274266	0
AL512413.1	0.00016609524	0.0001103718	0.00017503938386136881	0.00023360943	0.00021190930281839374	0.66521883	0.1983539	0
MEGF6	0.0036390747	0.0037993386	0.00437598459653422	0.003445865	0.0042381860563678745	-0.13709188	0.11601852	0
AL513320.1	0.00096058956	0.0011107022	0.0015753544547523193	0.0007787174	0.000847637211273575	-0.46237275	0.25486508	0
TPRG1L	0.09671148	0.102487095	0.1470330824435498	0.089698374	0.09769018859927951	-0.19208807	1.7256706	0
WRAP73	0.052526955	0.059886724	0.08716961316296166	0.04362079	0.049586776859504134	-0.45632368	4.1825438	0
TP73	0.00052328955	0.00024124637	0.00035007876772273763	0.00086456386	0.0010595465140919686	1.499063	0.8245603	0
AL136528.1	0.0002590099	0.00026977397	0.00035007876772273763	0.00024608264	0.00021190930281839374	-0.095527075	0.027099095	0
AL136528.2	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
CCDC27	0.0001590731	-3.0704541e-09	0.0	0.0003516683	0.0004238186056367875	2.175308	0.79663616	0
SMIM1	0.17111084	0.19862624	0.2665849816208647	0.13778271	0.1417673235855054	-0.52734077	17.23797	1
LRRC47	0.26549804	0.28521395	0.36828286364431995	0.2416791	0.25429116338207247	-0.23886059	6.690122	0
AL365330.1	0.0013756737	0.0017466006	0.0024505513740591634	0.0009264552	0.000847637211273575	-0.84720117	0.66099966	0
CEP104	0.102583565	0.110036895	0.1564852091720637	0.093538985	0.10553083280356007	-0.23411663	2.5131218	0
DFFB	0.014864143	0.0169092	0.02223000175039384	0.012384717	0.0135621953803772	-0.4461522	1.2873509	0
C1orf174	0.08976336	0.09802402	0.14388237353404515	0.079742074	0.08963763509218055	-0.29745707	3.4085855	0
LINC01134	0.0007792304	0.0006416262	0.0007001575354454753	0.00094568735	0.0010595465140919686	0.49568743	0.23855634	0
LINC01346	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
LINC01345	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
LINC02780	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL805961.1	4.1669213e-05	-3.0704541e-09	0.0	9.2097245e-05	0.00021190930281839374	0.9418812	0.49842846	0
LINC01777	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL355602.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
Z98747.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
LINC01646	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AJAP1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
Z98886.1	0.0004871427	0.0003865525	0.00017503938386136881	0.00060874206	0.0006357279084551812	0.5426652	0.17247757	0
BX005132.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
LINC02781	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
LINC02782	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL139823.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
Z98259.3	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
Z98259.2	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
Z98259.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL365255.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
NPHP4	0.007590654	0.008351908	0.012777875021879923	0.006669383	0.008476372112735749	-0.32025275	0.5736981	0
KCNAB2	0.006798947	0.007023816	0.01032732364782076	0.006527146	0.007840644204280567	-0.104262576	0.13094473	0
CHD5	0.00077757123	0.0005488066	0.0007001575354454753	0.0010544456	0.0012714558169103624	0.8313397	0.4736627	0
RPL22	2.0425344	2.1019738	0.9390862944162437	1.9705822	0.9485060394151303	-0.09311802	22.99193	0
AL031847.1	0.0033341306	0.0029418468	0.004551023980395589	0.003809863	0.004450095359186269	0.3621706	0.3875881	0
RNF207	0.10917737	0.050071847	0.06809032032207246	0.18072782	0.1790633608815427	1.8496667	44.55244	1
ICMT	0.1825365	0.15442808	0.2182741116751269	0.2165566	0.23034541216359397	0.4875411	16.531946	0
LINC00337	0.0010359028	0.0009340783	0.0012252756870295817	0.0011591042	0.00169527442254715	0.2840521	0.15582235	0
HES3	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
GPR153	0.03889651	0.044513773	0.06476457202870646	0.032104213	0.03475312566221657	-0.47023967	3.3090081	0
ACOT7	0.04934547	0.040504944	0.06231402065464729	0.060055945	0.07056579783852511	0.56705195	5.8583198	1
AL031848.2	0.004723272	0.0049955896	0.007001575354454752	0.0043942253	0.005297732570459843	-0.1811767	0.1948669	0
HES2	0.0006773447	0.0009891168	0.000875196919306844	0.00029978144	0.0004238186056367875	-1.4458753	0.6172709	0
ESPN	0.005662643	0.00688757	0.00875196919306844	0.004180471	0.004026276753549481	-0.7070213	1.2010397	0
AL031848.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
TNFRSF25	0.010296112	0.010869358	0.010677402415543498	0.009602341	0.011019283746556474	-0.17707427	0.24552754	0
PLEKHG5	0.017284743	0.017298723	0.025730789427621213	0.017262843	0.01991947446492901	-0.0029781999	0.005249983	0
NOL9	0.118187934	0.12282448	0.17521442324523018	0.112553924	0.12375503284594194	-0.1258747	1.0687817	0
TAS1R1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
ZBTB48	0.043452334	0.048673257	0.07334150183791353	0.037140906	0.040474676838313205	-0.38920212	2.7515361	0
KLHL21	0.05439859	0.048814323	0.0735165412217749	0.061163373	0.06823479550752277	0.32476783	2.4977186	0
PHF13	0.13611102	0.13497129	0.1895676527218624	0.1374736	0.14515787243059972	0.02648258	0.15446173	0
THAP3	0.15146211	0.16194692	0.2256257657973044	0.1387526	0.14833651197287562	-0.22285749	3.2775946	0
DNAJC11	0.09680146	0.097458266	0.14160686154384736	0.09598466	0.10659037931765204	-0.021958007	0.10419729	0
LINC01672	6.5904555e-05	0.00012032873	0.00017503938386136881	-5.4351403e-09	0.0	-1.139736	0.498554	0
AL591163.1	0.0007280431	0.0010362006	0.0015753544547523193	0.00035485055	0.0004238186056367875	-1.320753	0.93780154	0
CAMTA1-DT	0.0014596733	0.001367797	0.0019254332224750569	0.0015708505	0.0014833651197287562	0.18693016	0.09451608	0
CAMTA1	1.1705072	1.1693833	0.84526518466655	1.1718742	0.794447976266158	0.0030695463	0.06977447	0
AL512330.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
CAMTA1-IT1	0.0007364541	0.0002524565	0.00035007876772273763	0.001322288	0.0014833651197287562	2.0126965	1.3223137	0
Z97987.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL365194.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL359881.3	0.00040736853	0.00055796973	0.0005251181515841065	0.00022493847	0.0004238186056367875	-1.0178547	0.38374674	0
AL359881.2	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL359881.1	0.000263293	0.00034783903	0.00017503938386136881	0.00016105027	0.00021190930281839374	-0.77865255	0.20335254	0
VAMP3	0.39482087	0.41039208	0.4927358655697532	0.37604272	0.36554354736172917	-0.1260742	3.2532544	0
Z98884.2	0.00024604797	0.00032656285	0.0007001575354454753	0.00014867453	0.00021190930281839374	-0.7784996	0.375318	0
PER3	0.07807879	0.10338744	0.13775599509889724	0.047420386	0.049798686162322525	-1.1228371	28.937517	1
Z98884.1	0.0002948026	0.00026676035	0.00017503938386136881	0.0003288036	0.0004238186056367875	0.2254793	0.06460633	0
UTS2	0.000101730366	0.00018576885	0.00035007876772273763	-5.4351403e-09	0.0	-1.5149271	0.76856554	0
TNFRSF9	0.00026408274	0.00048230274	0.0005251181515841065	-5.4351403e-09	0.0	-2.541848	0.931442	0
PARK7	1.372335	1.3536652	0.8813232977419919	1.3949516	0.8626827717736809	0.043340907	2.7760785	0
AL034417.4	0.000789299	0.0007192676	0.001050236303168213	0.000873953	0.0010595465140919686	0.24951741	0.118730515	0
AL034417.3	0.0010908069	0.0012856153	0.0012252756870295817	0.0008549483	0.0004238186056367875	-0.5370321	0.19913283	0
ERRFI1	0.019427989	0.01888493	0.02958165587257133	0.0200795	0.020555202373384193	0.08803557	0.18157817	0
AL034417.2	0.001048763	0.0013992694	0.001750393838613688	0.00062424474	0.0006357279084551812	-1.0497104	0.70340264	0
LINC01714	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
AL358876.2	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
SLC45A1	0.0037899164	0.003948152	0.005601260283563802	0.003598981	0.0042381860563678745	-0.13013546	0.12268551	0
RERE	0.5697143	0.5682399	0.5858568177840014	0.5715418	0.5051917779190507	0.008357322	0.1080843	0
RERE-AS1	0.0002949545	0.0005386248	0.000875196919306844	-5.4351403e-09	0.0	-2.6750472	1.5417122	0
AL357552.2	0.00028820775	0.00039921864	0.00035007876772273763	0.00015389759	0.00021190930281839374	-0.97542506	0.33130276	0
ENO1	3.361903	3.4859998	0.9718186591983197	3.2116642	0.9821996185632549	-0.11824794	44.55244	0
ENO1-AS1	0.004550489	0.004323165	0.006651496586732014	0.0048263525	0.005297732570459843	0.15544085	0.16340208	0
CA6	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
SLC2A7	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
SLC2A5	0.00015712372	0.00028699441	0.0005251181515841065	-5.4351403e-09	0.0	-1.9523913	1.0622836	0
GPR157	0.0210174	0.022941364	0.034482758620689655	0.018680846	0.020131383767747403	-0.29496408	0.97457105	0
MIR34AHG	0.009156352	0.010217394	0.012777875021879923	0.007872308	0.008052553507098962	-0.37200934	0.60447943	0
LNCTAM34A	0.014791643	0.01776644	0.025380710659898477	0.01118697	0.013138376774740411	-0.66259396	2.517496	0
H6PD	0.09628527	0.10355146	0.14720812182741116	0.08746718	0.09302818393727484	-0.24327837	2.4294627	0
SPSB1	0.0029709416	0.0029561047	0.004901102748118327	0.002989824	0.004450095359186269	0.01583068	0.013273036	0
BX323043.1	0.0004000818	0.00039421103	0.0005251181515841065	0.0004072049	0.0004238186056367875	0.03744155	0.012342043	0
LINC02606	0.00525863	0.0048148017	0.0075266935060388585	0.005796388	0.006357279084551812	0.2626982	0.33682325	0
AL928921.1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
SLC25A33	0.08979567	0.10483756	0.15175914580780675	0.0715657	0.08200890019071837	-0.5501764	10.075083	1
TMEM201	0.039927088	0.043390974	0.06371433572553825	0.03574282	0.040050858232676415	-0.27903184	1.5014819	0
PIK3CD	0.005363092	0.0058575156	0.008576929809207072	0.00476506	0.005297732570459843	-0.29225332	0.3896527	0
PIK3CD-AS1	5.820766e-09	-3.0704541e-09	0.0	-5.4351403e-09	0.0	-3.413896e-05	44.55244	0
