gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
ENO1	3.3489196	3.4374993	0.9786652078774617	3.2116642	0.9821996185632549	-0.09803541	44.55244	0
ENO1-AS1	0.0046441723	0.004527021	0.006017505470459519	0.0048263525	0.005297732570459843	0.09043617	0.092541695	0
CA6	7.2541297e-09	1.2296368e-09	0.0	-5.4351403e-09	0.0	-9.61415e-05	44.55244	0
SLC2A7	7.2541297e-09	1.2296368e-09	0.0	-5.4351403e-09	0.0	-9.61415e-05	44.55244	0
SLC2A5	5.9881866e-05	9.8517565e-05	0.00013676148796498905	-5.4351403e-09	0.0	-0.9893451	0.49857363	0
GPR157	0.02030071	0.021341404	0.028172866520787748	0.018680846	0.020131383767747403	-0.19113733	0.5345448	0
MIR34AHG	0.008154732	0.008337319	0.010667396061269147	0.007872308	0.008052553507098962	-0.08178723	0.100735836	0
LNCTAM34A	0.015512339	0.018299162	0.02475382932166302	0.01118697	0.013138376774740411	-0.7049818	3.1479256	0
H6PD	0.08926405	0.090409905	0.11597374179431072	0.08746718	0.09302818393727484	-0.047685407	0.24191171	0
SPSB1	0.0031960078	0.0033296684	0.00437636761487965	0.002989824	0.004450095359186269	-0.1505445	0.14302188	0
BX323043.1	0.00021047116	8.35047e-05	0.00013676148796498905	0.0004072049	0.0004238186056367875	1.4667517	0.5453751	0
LINC02606	0.0045208503	0.0036979325	0.005196936542669584	0.005796388	0.006357279084551812	0.6346171	1.023516	0
