gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
RNF207	0.11580717	0.073901236	0.08985229759299782	0.18072782	0.1790633608815427	1.2889954	44.55244	1
PDPN	0.17166662	0.21328546	0.2360503282275711	0.10716116	0.1180334816698453	-0.9923341	44.55244	1
EFHD2	0.11892001	0.13834299	0.1660284463894967	0.08880308	0.09684255138800593	-0.6389867	17.3433	1
CASP9	0.071798354	0.08675205	0.10763129102844639	0.04860962	0.05446069082432719	-0.8343531	17.641102	1
SESN2	0.11187125	0.12648687	0.14824945295404815	0.0892041	0.09599491417673237	-0.5033294	10.210673	1
LAPTM5	0.003566899	0.0010780814	0.0009573304157549234	0.007423464	0.007840644204280567	2.6749578	5.2400737	1
SDC3	0.42906827	0.4932847	0.50027352297593	0.32964396	0.31765204492477217	-0.5813668	44.55244	1
FNDC5	0.05629296	0.045413475	0.057439824945295405	0.073145844	0.07671116762025854	0.6864531	9.242573	1
TMEM54	0.11843287	0.14126481	0.17546498905908095	0.08303413	0.09366391184573003	-0.76591027	25.170734	1
GJA4	0.002528901	0.00023443688	0.00041028446389496716	0.006084189	0.006145369781733418	4.2087784	5.515884	1
CLSPN	0.086313695	0.07139804	0.07056892778993436	0.10940227	0.09408773045136681	0.6149851	8.873758	1
HEYL	0.004194206	0.001454043	0.002461706783369803	0.008440155	0.009959737232464506	2.458236	6.6551433	1
SLC2A1	0.6389513	0.72202235	0.6057166301969366	0.5102879	0.42869251960161053	-0.5006492	44.55244	1
LRP8	0.081974946	0.098092	0.12308533916849015	0.056983843	0.06420851875397329	-0.782523	17.716152	1
GLIS1	0.020745976	0.028112426	0.03186542669584245	0.009324508	0.00911210002119093	-1.5818416	13.896903	1
KANK4	0.011031295	0.005658698	0.007658643326039387	0.019355912	0.021826658190294553	1.7563941	9.609913	1
ADGRL4	0.010557785	0.004222844	0.005196936542669584	0.020373607	0.015681288408561134	2.2437127	8.433603	1
LPAR3	0.06757401	0.055515304	0.0711159737417943	0.086245805	0.08963763509218055	0.63464415	9.525224	1
GBP2	0.060388207	0.077086404	0.08985229759299782	0.034493927	0.03517694426785336	-1.1578279	22.955175	1
PPM1J	0.035046253	0.040872622	0.053200218818380746	0.026025943	0.028819665183301545	-0.6491772	5.755896	1
ITGA10	0.04953512	0.04141929	0.049781181619256015	0.062111948	0.06187751642297097	0.5834099	5.6333423	1
S100A8	0.008451073	0.005107989	0.006564551422319475	0.013631318	0.015257469802924348	1.3986719	5.4998026	1
EFNA3	0.044098247	0.052794144	0.06578227571115974	0.030627089	0.03242212333121424	-0.78359693	9.520503	1
IGSF8	0.041055176	0.046904113	0.06113238512035011	0.032000847	0.037084127993218904	-0.55017567	5.0398283	1
ITLN1	0.0044248407	0.0017452653	0.002461706783369803	0.008577065	0.008900190718372537	2.2333786	5.64635	1
AL357568.2	0.040334154	0.03312776	0.041712253829321665	0.051510695	0.052129688493324854	0.635281	5.369671	1
RXRG	0.19258825	0.2344014	0.2677789934354486	0.12782958	0.1320194956558593	-0.87424666	44.55244	1
LRRC52-AS1	0.0656678	0.08409987	0.10202407002188184	0.037087686	0.04238186056367874	-1.178993	29.265877	1
C1orf21	0.48530376	0.54850143	0.5257111597374179	0.38745332	0.3606696333969061	-0.5013637	44.55244	1
BRINP3	0.08701392	0.07190368	0.08438183807439825	0.11040544	0.11019283746556474	0.61797476	11.101195	1
NAV1	0.76512146	0.6503591	0.5698851203501094	0.9429628	0.6605212968849332	0.5358955	44.55244	1
MYBPH	0.0016324351	0.0026864996	0.0038293216630196935	-5.4351403e-09	0.0	-4.8004603	6.398375	1
RAB29	0.11405222	0.13142432	0.16096827133479213	0.08711294	0.0979020979020979	-0.5927155	15.048948	1
IKBKE	0.07102681	0.08958416	0.1150164113785558	0.042253703	0.04852723034541216	-1.082365	28.22012	1
PFKFB2	0.01930543	0.024032116	0.030634573304157548	0.011974261	0.013774104683195593	-0.9990195	6.928894	1
CD55	0.06495424	0.075265914	0.0949124726477024	0.048958126	0.05573214664123755	-0.61942005	9.415176	1
CD34	0.0030258265	0.0002524035	0.00041028446389496716	0.0073231966	0.0065691883873702055	4.3967404	5.7017736	1
KCNH1	0.010485779	0.005369642	0.006291028446389497	0.018413287	0.01822420004238186	1.7590429	8.3122635	1
DTL	0.046350013	0.036610313	0.044857768052516414	0.06144737	0.0644204280567917	0.74551183	8.38517	1
PTPN14	0.039005548	0.03045929	0.040344638949671774	0.052257434	0.059334604789150244	0.7767834	8.34246	1
C1orf143	0.041155405	0.054908086	0.0724835886214442	0.019853428	0.023098114007204917	-1.4630072	27.97931	1
HLX	0.0056398083	0.0017993641	0.0019146608315098468	0.011590742	0.011655011655011656	2.621778	6.694349	1
LEFTY2	0.09715413	0.035433397	0.04321663019693654	0.19278483	0.1582962492053401	2.4404922	44.55244	1
MIXL1	0.034274757	0.024885068	0.0325492341356674	0.04882973	0.05234159779614325	0.96964526	10.739869	1
LIN9	0.07001635	0.06006734	0.0787746170678337	0.08541576	0.09578300487391396	0.5072097	6.954465	1
ITPKB	0.036835946	0.045881435	0.0562089715536105	0.02282771	0.02564102564102564	-1.0039594	11.886519	1
FAM49A	0.016594881	0.021062817	0.027078774617067834	0.009664582	0.01080737444373808	-1.1159015	6.861585	1
ALK	0.035171844	0.05060106	0.06414113785557987	0.011272361	0.012926467471922018	-2.1564844	42.984238	1
PKDCC	0.15334381	0.17445098	0.20650984682713347	0.12061952	0.12947658402203857	-0.5319894	15.962558	1
BCL11A	0.12871274	0.10989185	0.13443654266958424	0.15786192	0.161474888747616	0.52218014	12.269326	1
TGFA	0.00257844	0.003854993	0.004786652078774617	0.0006012297	0.000847637211273575	-2.495716	5.024795	1
MTHFD2	0.15024243	0.18574454	0.19064551422319476	0.09521097	0.10595465140919687	-0.9633822	41.36071	1
LOXL3	0.04741274	0.05503035	0.0713894967177243	0.03560777	0.03877940241576605	-0.62660867	6.869007	1
HK2	0.23170437	0.27498257	0.299507658643326	0.16473047	0.16656071201525746	-0.7388817	43.950382	1
VAMP8	0.09067294	0.10339341	0.12828227571115974	0.07094298	0.07798262343716889	-0.54277486	9.787478	1
ARID5A	0.042231895	0.04917499	0.06208971553610503	0.03148237	0.03538885357067175	-0.6417362	6.4303718	1
AC092683.1	0.16116518	0.13515787	0.15577133479212255	0.20145245	0.20194956558592922	0.5754428	18.0516	1
AC074387.1	0.16583443	0.14033686	0.17546498905908095	0.20533246	0.2129688493324857	0.54874253	19.050507	1
MALL	0.0030918287	0.0007581323	0.0006838074398249453	0.0067079044	0.0074168255986437805	2.9879386	5.010233	1
CCDC115	0.18577622	0.21059601	0.2536925601750547	0.14733274	0.1551176096630642	-0.5151061	19.153631	1
TMEM163	0.54459846	0.6531598	0.5980579868708972	0.3764584	0.3545242636151727	-0.79478335	44.55244	1
GALNT13	0.025059061	0.01900603	0.024206783369803062	0.0344367	0.03581267217630854	0.8541022	6.2325363	1
KCNJ3	0.05736177	0.04931507	0.06140590809628009	0.06982285	0.07035388853570672	0.5008128	5.103847	1
GALNT5	0.02787517	0.033532396	0.041438730853391684	0.019114392	0.02203856749311295	-0.8076643	6.4746857	1
ITGA6	0.09742397	0.11822806	0.13265864332603938	0.06516908	0.0712015257469803	-0.85832065	22.517828	1
ZNF385B	0.17213668	0.20010795	0.2111597374179431	0.12877971	0.1250264886628523	-0.635474	22.218239	1
ITGA4	0.008355825	0.003023522	0.003966083150984683	0.016618276	0.017376562831108285	2.4201806	9.293114	1
SLC40A1	0.10389554	0.087488525	0.1061269146608315	0.12930089	0.13159567705022251	0.56303376	11.518252	1
SLC39A10	0.47236016	0.5343876	0.5292669584245077	0.3763231	0.35961008688281415	-0.5058014	44.55244	1
HECW2	0.032065876	0.024923477	0.02899343544857768	0.043138992	0.0472557745285018	0.7890507	6.1078672	1
PLCL1	0.13721938	0.15604334	0.18585886214442013	0.108030125	0.11739775376139013	-0.5301025	14.081438	1
FZD7	0.025904965	0.032463685	0.04020787746170678	0.01574604	0.017376562831108285	-1.0391417	9.401623	1
NRP2	0.27773187	0.19735391	0.20158643326039388	0.40232885	0.32591650773468955	1.0272177	44.55244	1
ACADL	0.07431458	0.060115512	0.07535557986870897	0.096298866	0.1012926467471922	0.678881	11.603781	1
AC007563.2	0.034356	0.025831971	0.03323304157549234	0.04757023	0.0506463233735961	0.8783567	8.99557	1
SPEGNB	0.025658028	0.03161492	0.04198577680525164	0.016431307	0.019071837253655435	-0.93996084	8.430851	1
CHPF	0.26445466	0.30211335	0.33725382932166303	0.20618996	0.21233312142403052	-0.55089366	30.977158	1
PID1	0.032732297	0.024106268	0.03036105032822757	0.046103574	0.05191777919050646	0.93262386	9.731817	1
ARL4C	0.054343816	0.0669721	0.0826039387308534	0.03476134	0.03899131171858444	-0.94408476	16.396515	1
LRRN1	0.05876931	0.07092892	0.08451859956236324	0.039908715	0.04174613265522356	-0.8280922	13.350212	1
AC018816.1	0.010331363	0.005973962	0.0087527352297593	0.017083308	0.02119093028183937	1.500298	7.9695573	1
BHLHE40	0.07190162	0.089188665	0.10339168490153172	0.045096863	0.04534859080313626	-0.9822543	20.647018	1
FBLN2	0.042995498	0.05326069	0.06468818380743982	0.027095754	0.030938758211485486	-0.97239596	12.972294	1
SH3BP5	0.15103446	0.12855878	0.16069474835886213	0.18584844	0.18732782369146006	0.5313527	14.811046	1
RBMS3-AS3	0.054813117	0.045213636	0.057166301969365424	0.06968252	0.07183725365543547	0.6229205	7.5531354	1
STAC	0.025349742	0.01924166	0.023112691466083152	0.034813207	0.03538885357067175	0.8520613	6.143782	1
AC097359.2	0.01054566	0.013466782	0.01709518599562363	0.006019606	0.0065691883873702055	-1.1485679	5.0883265	1
ITGA9	0.031021222	0.03666445	0.04882385120350109	0.022284724	0.024793388429752067	-0.71579695	5.8658195	1
LYZL4	0.010775937	0.014589673	0.02024070021881838	0.0048647383	0.006145369781733418	-1.5650127	9.207317	1
HHATL	0.071030624	0.092631444	0.10557986870897156	0.037540343	0.03941513032422123	-1.3007789	35.678265	1
CCRL2	0.012867741	0.016269978	0.023112691466083152	0.0075904774	0.009959737232464506	-1.0899074	6.311088	1
CACNA2D2	0.037658975	0.031226194	0.03925054704595186	0.04763495	0.05001059546514092	0.6076766	5.095781	1
DUSP7	0.049605947	0.056313995	0.07453501094091904	0.039207388	0.0440771349862259	-0.5212526	5.4829197	1
TKT	0.4995773	0.58302534	0.5478665207877462	0.3703514	0.33884297520661155	-0.65452176	44.55244	1
CADPS	0.12751089	0.10227821	0.1273249452954048	0.16659445	0.16677262131807585	0.7032973	20.799269	1
TAFA4	0.040102404	0.052997112	0.06632932166301969	0.02012994	0.022462386098749735	-1.3921415	23.93832	1
LMOD3	0.04003997	0.048494216	0.05839715536105033	0.026947843	0.02839584657766476	-0.84527117	9.402627	1
ROBO2	0.15859352	0.11497325	0.12992341356673962	0.22617304	0.2055520237338419	0.9755122	44.25141	1
GBE1	0.57473946	0.65033764	0.5906728665207878	0.45766476	0.40707777071413437	-0.5068044	44.55244	1
FILIP1L	0.014315571	0.00979848	0.01162472647702407	0.021311235	0.02225047679593134	1.1130891	5.3600636	1
ZPLD1	0.0071016653	0.00975191	0.013265864332603938	0.002996094	0.003814367450731087	-1.6699541	6.8813868	1
PHLDB2	0.11253771	0.08798803	0.11022975929978118	0.1505625	0.1593557957194321	0.7743025	23.023756	1
CCDC80	0.3963806	0.47531697	0.43339715536105033	0.27415308	0.2530197075651621	-0.79368556	44.55244	1
MYLK	0.23495	0.2737996	0.2024070021881838	0.17484108	0.1311718584445857	-0.64677805	18.495457	1
MCM2	0.043768015	0.03568917	0.04690919037199125	0.056295313	0.06187751642297097	0.65605205	6.627038	1
