gene	mean	ReAgg-CM_mean	ReAgg-CM_positive_frac	VasHO_mean	VasHO_positive_frac	log2FC	-log10 p-val	is_significant
PODXL2	0.028086549	0.033154707	0.04294310722100656	0.02023918	0.023098114007204917	-0.7092971	5.498983	1
MGLL	0.22759068	0.2795836	0.2967724288840263	0.1471158	0.14960796778978597	-0.9258631	44.55244	1
SLC35G2	0.024913035	0.029846597	0.03897702407002188	0.017270789	0.020343293070565798	-0.78572893	5.762483	1
TM4SF18	0.0065312237	0.0018767737	0.0015043763676148797	0.013743337	0.009535918626827717	2.8079722	6.6895294	1
LINC00880	0.041376963	0.048196837	0.05867067833698031	0.03081866	0.033693579148124604	-0.64345104	6.074945	1
B3GALNT1	0.066164955	0.055179577	0.07152625820568928	0.083173625	0.08984954439499894	0.591113	8.518429	1
SERPINI1	0.6575292	0.7478222	0.575902625820569	0.51767945	0.38927738927738925	-0.5305506	44.55244	1
MECOM	0.027086738	0.020233307	0.028583150984682712	0.037706707	0.03941513032422123	0.89479744	6.9325204	1
EPHB3	0.38386956	0.43495387	0.4524070021881838	0.30479458	0.29667302394575124	-0.5128836	40.519257	1
AC107294.2	0.2948452	0.34495053	0.35694748358862144	0.21729375	0.21445221445221446	-0.6664971	44.55244	1
LIPH	0.06800485	0.08198267	0.10311816192560175	0.046328243	0.05107014197923289	-0.822075	15.799752	1
ETV5	0.14962395	0.18151851	0.22223741794310722	0.10018194	0.11379529561347743	-0.85684943	39.51067	1
P3H2	0.2592552	0.31598413	0.33821115973741794	0.17144315	0.18033481669845305	-0.8817371	44.55244	1
FGF12	0.010062188	0.0049169348	0.006701312910284464	0.018034816	0.02203856749311295	1.853884	10.286643	1
LINC01182	0.011617543	0.0034560247	0.005196936542669584	0.024262987	0.028183937274846367	2.7763536	18.418468	1
PROM1	0.016089128	0.00818219	0.009710065645514224	0.028337866	0.030303030303030304	1.779729	13.731648	1
AC096576.6	0.07242421	0.06120852	0.07316739606126915	0.08978482	0.09175672812036448	0.5519899	7.486522	1
KCNIP4-IT1	0.12768981	0.08651063	0.0925875273522976	0.1914847	0.17101080737444374	1.1453664	43.707344	1
KDR	0.32711947	0.39862704	0.37650437636761486	0.21640812	0.19707565162110616	-0.8809802	44.55244	1
HOPX	0.066847034	0.019502157	0.02338621444201313	0.14020243	0.12100021190930282	2.8394556	44.55244	1
SULT1E1	0.0125675015	0.00207566	0.0020514223194748357	0.028823243	0.022462386098749735	3.7327042	16.918098	1
ADAMTS3	0.10711574	0.123928815	0.13963347921225383	0.08104379	0.08243271879635516	-0.61212283	13.144581	1
ALB	0.15485133	0.17496467	0.18585886214442013	0.12366701	0.11549057003602459	-0.5002611	11.005103	1
AFP	0.05890652	0.06855349	0.07535557986870897	0.04394066	0.04153422335240517	-0.640497	6.84859	1
AREG	0.11320223	0.13271189	0.10831509846827134	0.08295109	0.06569188387370206	-0.67731315	11.403401	1
SHROOM3	0.028794741	0.023108894	0.03364332603938731	0.037606932	0.04598431871159144	0.70015204	5.647415	1
FRAS1	0.058598876	0.04668063	0.06044857768052517	0.0770575	0.08539944903581267	0.7218952	10.946155	1
ANXA3	0.090354934	0.07681726	0.09586980306345733	0.11131032	0.11930493748675566	0.5345036	9.412228	1
EMCN	0.012210023	0.007259944	0.006838074398249453	0.019878402	0.02161474888747616	1.4406745	6.584709	1
SLC39A8	0.088301904	0.100140065	0.12964989059080964	0.06993847	0.0777707141343505	-0.5172397	9.147837	1
NPNT	0.28661022	0.24647453	0.2661378555798687	0.34886396	0.3208306844670481	0.50105417	26.069633	1
NDST3	0.015593477	0.010161536	0.011898249452954049	0.024006888	0.023310023310023312	1.2321988	6.887765	1
QRFPR	0.0058875293	0.008439035	0.011351203501094092	0.0019348861	0.002331002331002331	-2.069125	7.9068923	1
PCDH18	0.009767052	0.0056798127	0.0061542669584245075	0.016100343	0.015469379105742743	1.4869298	5.0541863	1
TBC1D9	0.037437577	0.031005632	0.04157549234135667	0.047412716	0.05488450942996397	0.611138	5.3587136	1
EDNRA	0.13960393	0.110587895	0.1389496717724289	0.18455188	0.19156600974782792	0.7383105	26.764812	1
FSTL5	0.0069404445	0.0036497775	0.004649890590809628	0.012039577	0.011231193049374867	1.6948411	5.052716	1
MSMO1	0.47934687	0.5432153	0.5120350109409191	0.38045844	0.34265734265734266	-0.5136717	44.55244	1
SH3RF1	0.037639845	0.043955274	0.055661925601750546	0.02786191	0.030938758211485486	-0.6558519	5.8374577	1
GALNTL6	0.0061957585	0.009170166	0.01162472647702407	0.0015878986	0.0019071837253655435	-2.457367	9.71141	1
SCRG1	0.07202335	0.086496465	0.10161378555798688	0.04957871	0.05107014197923289	-0.8016804	14.843385	1
VEGFC	0.052699417	0.043917824	0.051832603938730855	0.06630289	0.06569188387370206	0.5931581	6.237025	1
TENM3	0.0469338	0.03907285	0.04964442013129103	0.059118368	0.06505615596524687	0.5961907	6.152701	1
ANKRD37	0.1902125	0.23162274	0.2312636761487965	0.12607628	0.12460267005721551	-0.87695897	43.32199	1
IRX2	0.3435385	0.39055473	0.34942560175054704	0.27077237	0.2400932400932401	-0.52828085	30.219643	1
IRX1	0.06963314	0.08479155	0.09039934354485776	0.046126574	0.04577240940877304	-0.87689847	15.432279	1
RAI14	0.1425683	0.11773891	0.14797592997811815	0.1810298	0.1898707353252808	0.62020785	19.844095	1
SPEF2	0.04609122	0.037878342	0.04827680525164114	0.0588232	0.059334604789150244	0.6336589	6.292388	1
ITGA1	0.028816158	0.021808276	0.025027352297592998	0.039675124	0.037719855901674086	0.86039054	5.491205	1
ESM1	0.01581695	0.0054233447	0.003966083150984683	0.031919204	0.018436109345200253	2.5353234	9.598315	1
ADAMTS6	0.12605155	0.10420442	0.12677789934354486	0.15988898	0.15766052129688493	0.6171723	15.381989	1
ENC1	0.048348576	0.03341728	0.04116520787746171	0.07148677	0.07204916295825387	1.094788	16.554628	1
SV2C	0.14681566	0.16764377	0.18257658643326038	0.11452177	0.1084975630430176	-0.54937804	14.0337305	1
THBS4	0.14929532	0.17495906	0.19461159737417943	0.109508224	0.11337147700784064	-0.6754857	22.697104	1
LINC01338	0.040555388	0.031350233	0.03938730853391685	0.054828275	0.05530832803560076	0.8044783	8.507862	1
XRCC4	0.2274137	0.1907141	0.21416849015317288	0.28431958	0.25068870523415976	0.57585293	24.239157	1
LUCAT1	0.15702163	0.19772188	0.20432166301969365	0.09393617	0.09684255138800593	-1.0729144	44.55244	1
ARRDC3	0.277649	0.32636985	0.3522975929978118	0.20224509	0.2032210214028396	-0.69013196	44.55244	1
NR2F1	0.0059048403	0.00060767616	0.0005470459518599562	0.014112714	0.01186692095783005	4.327949	9.639412	1
LOX	0.06578621	0.07521571	0.08082603938730853	0.051156968	0.04810341173977538	-0.55520266	6.370922	1
LINC01170	0.068240836	0.0829134	0.10161378555798688	0.045487013	0.05170586988768807	-0.8647213	17.71734	1
ADAMTS19	0.10193395	0.11592285	0.13908643326039388	0.08023714	0.08243271879635516	-0.53026986	10.186109	1
EGR1	0.111293174	0.080474846	0.08301422319474835	0.15903129	0.13307904216995126	0.9818161	26.605267	1
ECSCR	0.008897934	0.003168144	0.0032822757111597373	0.017776199	0.014621741894469168	2.4514966	8.485423	1
CYSTM1	0.45735	0.5241958	0.5341903719912473	0.35384804	0.34329307056579783	-0.56684345	44.55244	1
RELL2	0.008624296	0.011952841	0.01600109409190372	0.0034675822	0.004026276753549481	-1.7563546	8.991262	1
SPRY4	0.093905784	0.11385602	0.14045404814004375	0.06297369	0.0712015257469803	-0.85336685	22.909481	1
SPRY4-AS1	0.034255266	0.039791353	0.05237964989059081	0.025684703	0.029243483788938335	-0.6295607	5.3161592	1
SH3RF2	0.049565002	0.057478234	0.07152625820568928	0.037299756	0.04132231404958678	-0.6224946	7.1172457	1
DPYSL3	0.16454872	0.13634822	0.16411378555798686	0.20823509	0.20915448188175462	0.61055225	21.573788	1
C5orf46	0.015074107	0.0024692016	0.003966083150984683	0.03460418	0.03877940241576605	3.7557175	30.641693	1
PDGFRB	0.016734235	0.007916773	0.006564551422319475	0.030393876	0.025217207035388853	1.9274261	10.256117	1
SYNPO	0.026690051	0.017854895	0.023796498905908098	0.040380653	0.04428904428904429	1.1728554	11.369941	1
GRIA1	0.026337177	0.034852017	0.040344638949671774	0.013151405	0.013774104683195593	-1.3992305	14.754097	1
EBF1	0.004461758	0.0009904387	0.0010940919037199124	0.009840556	0.009324009324009324	3.188418	6.1257014	1
DUSP1	0.08036675	0.094920315	0.11583698030634573	0.05779804	0.0639966094511549	-0.71472156	14.174246	1
STC2	0.19223897	0.2444215	0.2510940919037199	0.11141269	0.10870947234583599	-1.1327534	44.55244	1
LINC01411	0.048824348	0.06706714	0.07959518599562364	0.020541048	0.021826658190294553	-1.7022395	37.89399	1
MSX2	0.3504135	0.42449817	0.39414660831509846	0.23570772	0.21551176096630642	-0.84848714	44.55244	1
DRD1	0.008688476	0.0047007836	0.005880743982494529	0.014867548	0.01419792328883238	1.640496	6.372997	1
HRH2	0.05997829	0.04176652	0.05196936542669584	0.0881885	0.0875185420639966	1.0764284	20.253437	1
F12	0.041586094	0.04882526	0.06085886214442013	0.030377856	0.033905488450942996	-0.6828182	7.198886	1
GFPT2	0.061369695	0.07267502	0.09286105032822757	0.043833174	0.049374867556685735	-0.72813255	11.844324	1
SERPINB9	0.08167093	0.094556145	0.11583698030634573	0.06168662	0.06738715829624921	-0.61540174	10.842015	1
LINC01011	0.041517973	0.04789455	0.06181619256017506	0.031646326	0.03602458147912693	-0.5962808	5.8438067	1
TUBB2B	0.052488077	0.06814856	0.08410831509846828	0.028202344	0.03178639542275906	-1.2698772	25.905838	1
SLC22A23	0.09588633	0.07526939	0.09450218818380744	0.12781318	0.13286713286713286	0.76311415	18.986183	1
AL159166.1	0.0046844976	0.006441398	0.009710065645514224	0.0019630997	0.0027548209366391185	-1.6647854	5.1724067	1
RIPOR2	0.06591883	0.054615133	0.0661925601750547	0.08341968	0.08773045136681501	0.6101763	8.356459	1
HIST1H2BN	0.036760442	0.044178315	0.05648249452954048	0.025274089	0.028607755880483154	-0.80324435	8.358317	1
MICA	0.061278805	0.0699328	0.09176695842450766	0.047850877	0.053613053613053616	-0.5464736	6.9662337	1
NEU1	0.10970454	0.124864556	0.15467724288840262	0.086192906	0.09514727696545879	-0.5342051	11.885922	1
GPSM3	0.049384385	0.05967422	0.07644967177242888	0.033432517	0.03750794659885569	-0.8339626	12.029289	1
HLA-DRB1	0.012592733	0.016724812	0.018736323851203503	0.006183362	0.0074168255986437805	-1.4209818	7.860431	1
SMIM29	0.08351274	0.095479436	0.12021334792122539	0.06495074	0.07247298156389065	-0.5551347	9.696666	1
CDKN1A	0.2109232	0.25013107	0.2274343544857768	0.15023038	0.13032422123331214	-0.73512423	29.04761	1
ENPP5	0.03988195	0.04585636	0.06044857768052517	0.030633042	0.03496503496503497	-0.58047396	5.366991	1
TNFRSF21	0.19936311	0.23513049	0.2711980306345733	0.14398295	0.15426997245179064	-0.70717543	36.17174	1
COL21A1	0.05108837	0.034109592	0.040344638949671774	0.07739563	0.07967789785971605	1.179714	19.791088	1
BEND6	0.04770438	0.040404934	0.05347374179431072	0.059017114	0.06590379317652045	0.54547817	5.4049535	1
COL19A1	0.023259234	0.016678207	0.021061269146608316	0.033452127	0.036236490781945324	0.9998158	7.5781674	1
SLC17A5	0.20888184	0.24475184	0.27926695842450766	0.15335734	0.16401780038143673	-0.6740714	35.236423	1
AL391840.3	0.039016336	0.030901913	0.03952407002188184	0.051598955	0.05382496291587201	0.73777795	6.967782	1
ANKRD6	0.06813108	0.05791985	0.07672319474835886	0.08393901	0.0949353676626404	0.53451264	7.50462	1
GJA1	0.29605395	0.25422114	0.2665481400437637	0.36094108	0.3182877728332274	0.50551164	26.051352	1
FABP7	0.009997102	0.013306543	0.01586433260393873	0.004869994	0.004873913964823055	-1.4316213	6.3495584	1
TRDN-AS1	0.21677163	0.17078455	0.175054704595186	0.28806007	0.25259588895952534	0.75384843	36.08972	1
NKAIN2	0.036736887	0.042702947	0.0525164113785558	0.027500307	0.029667302394575122	-0.63302594	5.3060474	1
EYA4	0.027264722	0.02052604	0.02516411378555799	0.03770649	0.043017588472133925	0.87416714	7.2570744	1
AL078590.2	0.0052657253	0.007592826	0.010393873085339168	0.0016607753	0.0021190930281839372	-2.127303	6.7432775	1
PLEKHG1	0.04641678	0.036801666	0.044857768052516414	0.06131968	0.062301335028607754	0.735015	8.116874	1
MYCT1	0.003704805	0.0006606763	0.0010940919037199124	0.008421755	0.008052553507098962	3.485796	6.3661304	1
ACAT2	0.12694374	0.14736845	0.17902078774617067	0.09527466	0.10553083280356007	-0.6287284	18.200548	1
GPR146	0.042442452	0.04935124	0.06072210065645514	0.031746626	0.03221021402839585	-0.63486624	6.143028	1
AC007009.1	0.08647493	0.06960891	0.08834792122538293	0.112587966	0.11972875609239246	0.6929184	14.731854	1
RAPGEF5	0.0058382563	0.0012425787	0.0013676148796498905	0.012959265	0.011655011655011656	3.281995	8.496803	1
SKAP2	0.087178476	0.1019459	0.12472647702407003	0.06427711	0.0707777071413435	-0.66459846	13.59353	1
HOXA10	0.0027240214	7.1639406e-05	0.00013676148796498905	0.006833841	0.008900190718372537	5.336202	8.705953	1
PRR15	0.008233081	0.011177747	0.013812910284463895	0.0036711977	0.0042381860563678745	-1.5803841	6.779223	1
WIPF3	0.02960595	0.03605151	0.04677242888402626	0.019626282	0.02267429540156813	-0.87393695	8.227402	1
MINDY4	0.021117395	0.015271666	0.019146608315098467	0.030169234	0.03178639542275906	0.9775786	6.448382	1
AC018647.1	0.024978537	0.014703279	0.02147155361050328	0.040900815	0.049798686162322525	1.4697359	17.547699	1
INHBA	0.10177702	0.11943405	0.13580415754923414	0.074397594	0.07628734901462174	-0.6821559	15.301973	1
IGFBP3	0.06264175	0.03880727	0.03842997811816193	0.0995635	0.08010171646535283	1.3570255	22.65974	1
UPP1	0.3469512	0.39794207	0.39400984682713347	0.2680245	0.2619198982835346	-0.57001793	39.843647	1
EGFR	0.007806205	0.0044022724	0.005060175054704595	0.013080639	0.014621741894469168	1.549695	5.1216993	1
ZNF713	0.036311902	0.029524157	0.03979759299781182	0.04683696	0.05234159779614325	0.66395044	6.024669	1
CALN1	0.039275117	0.028505595	0.03282275711159737	0.055970225	0.055520237338419154	0.97093755	11.141079	1
TYW1B	0.09478271	0.0814936	0.10079321663019694	0.11535329	0.12036448400084764	0.50078136	8.550348	1
SEMA3D	0.0730899	0.06158771	0.06961159737417943	0.090894245	0.08264462809917356	0.5607922	7.2222	1
FZD1	0.24233608	0.18967678	0.21963894967177242	0.32397458	0.3019707565162111	0.7720223	44.55244	1
GPC2	0.0523721	0.061074946	0.0787746170678337	0.038876757	0.0440771349862259	-0.6503268	8.329607	1
ACHE	0.0154533405	0.01975753	0.02584792122538293	0.00877684	0.009959737232464506	-1.1615682	7.4543643	1
RASA4	0.02459994	0.029951315	0.03801969365426696	0.016309056	0.018648018648018648	-0.8729358	6.7279544	1
GPR22	0.20557673	0.13752176	0.14934354485776805	0.3110466	0.27993218902309813	1.1768857	44.55244	1
WNT2	0.045607638	0.05906337	0.06851750547045952	0.024756672	0.024793388429752067	-1.2510712	20.209553	1
HILPDA	0.3859078	0.4550237	0.4189004376367615	0.2788972	0.2623437168891714	-0.70600814	44.55244	1
AKR1B1	0.6190408	0.5223996	0.5008205689277899	0.76880944	0.5838101292646747	0.5573838	44.55244	1
DGKI	0.3115663	0.35664773	0.3368435448577681	0.24180153	0.2189023098114007	-0.56048435	30.335123	1
GIMAP4	0.0028761458	0.00020557869	0.00041028446389496716	0.0070142127	0.006145369781733418	4.541088	5.6367493	1
XRCC2	0.03580215	0.027440913	0.03528446389496718	0.048765417	0.052977325704598434	0.8272374	7.7376485	1
INSIG1	0.092995346	0.11049219	0.1363512035010941	0.06586428	0.0707777071413435	-0.74549264	17.647055	1
ANGPT2	0.023252146	0.017244624	0.021198030634573303	0.032558065	0.031150667514303877	0.9129508	5.3340483	1
