gene	mean	HO_mean	HO_positive_frac	Fus-HO_mean	Fus-HO_positive_frac	log2FC	-log10 p-val	is_significant
CAPN10-DT	0.022108398	0.026404917	0.036058113075441975	0.019556465	0.020493082284406532	-0.43125615	2.2130988	0
CAPN10	0.06324276	0.070549145	0.10117276387187117	0.058884945	0.06199937584520961	-0.26032537	2.5053003	0
GPR35	0.0031043359	0.0041129007	0.004200945212672852	0.0025053923	0.0029127223551440756	-0.6933132	0.76800865	0
AQP12B	6.664024e-05	-3.0704541e-09	0.0	0.00010628299	0.00010402579839800271	1.0446693	0.49854478	0
AC011298.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AQP12A	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
KIF1A	0.24972875	0.27058387	0.3131454577279888	0.23739666	0.2188702798293977	-0.18870164	4.817341	0
AGXT	0.000119531695	-3.0704541e-09	0.0	0.00019056493	0.00020805159679600541	1.5389049	0.6573068	0
MAB21L4	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CROCC2	6.249731e-05	-3.0704541e-09	0.0	9.9700446e-05	0.00010402579839800271	0.9978818	0.4986314	0
AC104809.2	0.0002013178	0.00019922084	0.00035007876772273763	0.00020251764	0.0003120773951940081	0.015808567	0.0060735997	0
AC104809.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SNED1	0.0008686723	0.00039347744	0.0005251181515841065	0.0011510418	0.001768438572766046	1.3420738	1.3789719	0
AC093585.1	7.973948e-05	-3.0704541e-09	0.0	0.00012712213	0.00010402579839800271	1.1835126	0.49841177	0
AC005237.1	0.0002774944	0.00016495789	0.00017503938386136881	0.00034434046	0.0003120773951940081	0.7459024	0.3090012	0
MTERF4	0.1973729	0.21466206	0.2917906528969018	0.18714918	0.192239675439509	-0.19777979	4.755536	0
PASK	0.0075156554	0.008169251	0.013653071941186767	0.0071275076	0.008218038073442213	-0.1942584	0.37703392	0
PPP1R7	0.41592568	0.46569434	0.5364957115350953	0.38638872	0.36252990741703944	-0.2692668	19.457647	0
ANO7	0.017358335	0.018106895	0.02625590757920532	0.016909463	0.017580359929262455	-0.098147236	0.25165072	0
HDLBP	0.87656426	0.92643225	0.7836513215473482	0.84694237	0.6435035888900448	-0.12940706	12.515063	0
SEPTIN2	1.279343	1.3647263	0.8918256607736741	1.228606	0.7927806095911786	-0.15157764	32.700096	0
AC104841.1	0.0008806313	0.0005830574	0.001050236303168213	0.0010574275	0.0009362321855820243	0.760843	0.5163924	0
AC005104.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
FARP2	0.05819166	0.06501286	0.09329599159810957	0.054124538	0.05867055029647353	-0.26399657	2.3618963	0
AC005104.3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
STK25	0.29857796	0.3342771	0.4108174339226326	0.27742252	0.27483615936752315	-0.2688712	12.743022	0
BOK-AS1	0.00035691148	0.00013318844	0.00017503938386136881	0.00048982527	0.0006241547903880162	1.3387915	0.8098557	0
BOK	0.069900066	0.075787	0.10869945737791004	0.06638677	0.07084156870903985	-0.19078553	1.7087111	0
AC133528.1	0.0003199125	0.000456977	0.0007001575354454753	0.00023834602	0.00020805159679600541	-0.71911824	0.34882495	0
THAP4	0.24379829	0.27012983	0.34430246805531245	0.22821075	0.22604805991885987	-0.2431881	8.4555	0
ATG4B	0.16306268	0.18731463	0.25223175214423244	0.14867587	0.15239779465307396	-0.33309296	9.670183	0
DTYMK	0.22227907	0.2272219	0.2777875021879923	0.21939486	0.21065224175595548	-0.050549507	0.55693537	0
ING5	0.08626667	0.0944419	0.13302993173464028	0.08139279	0.08623738687194424	-0.21428144	2.3395731	0
AC114730.3	3.1518277e-05	8.452795e-05	0.00017503938386136881	4.9112714e-09	0.0	-0.88376856	0.498443	0
D2HGDH	0.0528431	0.055632666	0.07841764396989323	0.051173877	0.05565380214293145	-0.12029915	0.65239185	0
AC114730.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC114730.2	0.0010009139	0.001247181	0.0015753544547523193	0.0008545006	0.0008322063871840217	-0.49712557	0.3132447	0
GAL3ST2	0.00021194408	0.00043885165	0.00017503938386136881	7.719099e-05	0.00010402579839800271	-1.6045829	0.3798004	0
AC131097.1	0.00014079202	-3.0704541e-09	0.0	0.00022446513	0.00020805159679600541	1.6981077	0.80290735	0
AC131097.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
NEU4	0.0010626463	0.0005853964	0.000875196919306844	0.0013463162	0.0013523353791740351	1.0773723	0.97258157	0
AC131097.3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
PDCD1	0.00027661902	0.00028383898	0.0005251181515841065	0.0002723383	0.00041610319359201083	-0.043887187	0.018162368	0
RTP5	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC01237	0.0010577467	0.0014510573	0.001750393838613688	0.0008240418	0.0008322063871840217	-0.7472218	0.5395879	0
FAM240C	0.016736215	0.01900535	0.026605986346928057	0.0153831905	0.01695620513887444	-0.30327395	1.1136613	0
LINC01238	0.0028165646	0.0020689003	0.0024505513740591634	0.003261333	0.0033288255487360866	0.63206977	0.72605187	0
AC093642.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC093642.7	0.000121413854	5.3566277e-05	0.00017503938386136881	0.00016176142	0.00020805159679600541	0.76939106	0.36744913	0
LINC01880	0.0018048933	0.0017033285	0.0024505513740591634	0.0018656665	0.002080515967960054	0.12435643	0.09534105	0
LINC01238-1	0.002498294	0.0020627577	0.002625590757920532	0.0027574908	0.0029127223551440756	0.40187678	0.38460615	0
LINC01986	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC066595.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CHL1-AS2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC066595.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CHL1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CHL1-AS1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC087428.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC01266	0.00015761502	0.00012481312	0.00017503938386136881	0.0001771762	0.00020805159679600541	0.3020773	0.10820669	0
AC090044.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC087430.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CNTN6	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC018814.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CNTN4	7.9864294e-05	0.00021437835	0.00035007876772273763	4.9112714e-09	0.0	-1.6524311	0.801035	0
CNTN4-AS2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC087427.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CNTN4-AS1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
IL5RA	7.695752e-05	0.00020657116	0.00035007876772273763	4.9112714e-09	0.0	-1.6161512	0.7683125	0
TRNT1	0.13586769	0.15154381	0.20672151234027655	0.126545	0.13221678976386145	-0.25989655	5.098181	0
CRBN	0.41734138	0.4445653	0.5128653947138107	0.4011992	0.3694996359097056	-0.14804162	6.1400614	0
AC024060.2	0.007018641	0.0070698415	0.01015228426395939	0.006988499	0.0076979090814522	-0.016461056	0.021242384	0
AC034195.1	0.00201861	0.0034137995	0.005601260283563802	0.0011903639	0.0014563611775720378	-1.445254	2.743198	0
SUMF1	0.04436566	0.04585015	0.06809032032207246	0.04347889	0.04774784146468324	-0.0764401	0.33245802	0
LRRN1	0.070615426	0.08372725	0.10904953614563277	0.062804915	0.06366378861957765	-0.4142465	5.8599563	0
AC023480.1	0.0016910675	0.002838004	0.003325748293366007	0.0010103217	0.001040257983980027	-1.4038588	1.5663837	0
AC023483.1	9.160155e-05	0.00010766909	0.00017503938386136881	8.213714e-05	0.00010402579839800271	-0.18926139	0.07035834	0
SETMAR	0.07232293	0.077813596	0.116751269035533	0.069043815	0.07531467804015396	-0.17227489	1.56173	0
ITPR1-DT	0.0035561174	0.0030923998	0.004901102748118327	0.003832143	0.003952980339124103	0.3006744	0.3841344	0
ITPR1	0.05650784	0.057357643	0.08261858918256608	0.055990297	0.05960678248205555	-0.03474758	0.14408952	0
EGOT	0.0003072884	0.00023451805	0.00035007876772273763	0.00035051195	0.00041610319359201083	0.42948133	0.19404808	0
AC018816.1	0.0024093967	0.0020276394	0.003500787677227376	0.002636678	0.0032247997503380837	0.36317202	0.40814334	0
BHLHE40-AS1	0.0059005916	0.005281502	0.007876772273761596	0.006268745	0.006657651097472173	0.2430002	0.3954027	0
BHLHE40	0.14306322	0.13817367	0.1732889900227551	0.14597182	0.1417871632164777	0.07915141	0.74326956	0
ARL8B	0.2482127	0.27388155	0.3562051461578855	0.23301853	0.230313117653178	-0.23301503	8.054768	0
AC026202.2	0.0039838636	0.004420412	0.006126378435147908	0.003724938	0.0044731093311141164	-0.24101774	0.2901643	0
AC026202.3	0.00031477664	0.00024089002	0.00035007876772273763	0.0003585337	0.00020805159679600541	0.42772144	0.1357783	0
EDEM1	0.03815726	0.03961508	0.05513740591633117	0.037291624	0.04036200977842505	-0.08697174	0.3398918	0
AC026202.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC087857.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC026167.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC069277.1	0.00079769955	0.00039746508	0.0007001575354454753	0.0010355299	0.0013523353791740351	1.1906985	1.1003518	0
GRM7-AS3	3.279982e-05	-3.0704541e-09	0.0	5.228725e-05	0.00010402579839800271	0.6068395	0.4985859	0
GRM7	0.0001225778	0.00010893384	0.00017503938386136881	0.00013067471	0.00010402579839800271	0.14281365	0.046569094	0
GRM7-AS2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC066585.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
GRM7-AS1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC077690.1	0.0002425318	0.00028754925	0.0005251181515841065	0.00021574987	0.0003120773951940081	-0.29559752	0.13438386	0
LMCD1-AS1	0.0072549726	0.006276544	0.0077017328899002275	0.007836712	0.008218038073442213	0.31576663	0.53454494	0
AC018832.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC023481.1	0.0019288139	0.0025548297	0.0024505513740591634	0.0015576466	0.001768438572766046	-0.679483	0.5294666	0
LMCD1	0.019874435	0.020262813	0.03150708909504638	0.01964287	0.022989701445958598	-0.044605058	0.11456294	0
AC034187.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SSUH2	0.00016709894	0.00020372975	0.0005251181515841065	0.00014534147	0.00010402579839800271	-0.30799714	0.12121649	0
CAV3	0.0014526733	0.00095374865	0.0015753544547523193	0.0017494528	0.0018724643711640486	0.81156766	0.845011	0
OXTR	0.002370578	0.0028902139	0.00437598459653422	0.0020624495	0.002080515967960054	-0.46758223	0.5119367	0
RAD18	0.02786763	0.029099949	0.04305968842989673	0.027141096	0.0307916363258088	-0.10018111	0.34328035	0
SRGAP3	0.02070089	0.021916216	0.028706458953264485	0.019978765	0.020701133881202538	-0.13289596	0.3720216	0
SRGAP3-AS1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC037193.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SRGAP3-AS2	8.5728396e-05	0.0002301285	0.00035007876772273763	4.9112714e-09	0.0	-1.7229569	0.80282784	0
SRGAP3-AS3	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SRGAP3-AS4	0.00011252383	-3.0704541e-09	0.0	0.00017941982	0.00020805159679600541	1.4824787	0.76611733	0
AC026191.1	0.0017990059	0.001487635	0.002100472606336426	0.0019845592	0.002184541766358057	0.3928632	0.33902293	0
THUMPD3-AS1	0.42293048	0.4510066	0.48958515666024854	0.40628377	0.36024133985228335	-0.15062565	5.6575656	0
THUMPD3	0.3193013	0.36688542	0.44354979870470856	0.29108307	0.2808696556746073	-0.33379626	20.701626	0
SETD5	0.5970156	0.6481734	0.6570978470155785	0.5666336	0.4809112659939665	-0.1939317	15.441066	0
LHFPL4	0.0034195338	0.0041067097	0.006651496586732014	0.0030115393	0.003640902943930095	-0.4350637	0.6865052	0
MTMR14	0.09886643	0.10520152	0.15298442149483635	0.09508912	0.10392177259960471	-0.14565766	1.5453299	0
AC022382.2	0.0005232658	0.00090409437	0.0014003150708909505	0.00029676576	0.00041610319359201083	-1.3395354	1.0323956	0
CPNE9	0.00010562516	0.00014147279	0.00017503938386136881	8.4422885e-05	0.00010402579839800271	-0.3888429	0.1372039	0
BRPF1	0.032850247	0.038224485	0.05741291790652897	0.029664578	0.032143971704982836	-0.36467004	2.5730703	0
OGG1	0.0826648	0.0913061	0.1335550498862244	0.07751373	0.08290856132320816	-0.23597844	2.8230422	0
CAMK1	0.08916891	0.104891375	0.15280938211097497	0.079809956	0.08665349006553626	-0.39382368	7.5358925	0
TADA3	0.42730498	0.48782662	0.5525993348503413	0.39137778	0.3655466555705815	-0.31773382	27.504354	0
ARPC4	0.37676656	0.39745587	0.4792578330124278	0.36451563	0.3412046187454489	-0.12478123	4.187303	0
TTLL3	0.10425826	0.11562127	0.14353229476632243	0.09749347	0.10059294705086862	-0.24579753	3.064437	0
AC022382.1	0.004408223	0.00571334	0.008576929809207072	0.0036330794	0.0038489545407261	-0.6390011	1.3400426	0
RPUSD3	0.22295195	0.24712527	0.33012427796254157	0.20864598	0.21013211276396546	-0.24407771	7.789205	0
CIDEC	0.00010139413	0.00011239206	0.00017503938386136881	9.492951e-05	0.00020805159679600541	-0.123777315	0.048584342	0
JAGN1	0.33244962	0.3644128	0.4540521617363907	0.31350902	0.3005305315718298	-0.21700248	9.978233	0
IL17RE	0.023708424	0.024605997	0.037633467530194295	0.023177493	0.024862165817122646	-0.08592561	0.26559725	0
IL17RC	0.06638163	0.07674972	0.11237528443899877	0.060202893	0.06480807240195569	-0.34981278	4.465527	0
CRELD1	0.2937927	0.32320297	0.3990897952039209	0.27637276	0.270259024238011	-0.22574942	9.020923	0
AC018809.1	0.007888442	0.00895249	0.012952914405741292	0.007256315	0.008322063871840216	-0.2993314	0.6398833	0
PRRT3	0.04964864	0.055501033	0.08226851041484334	0.046159733	0.04982835743264329	-0.26535478	2.1576118	0
PRRT3-AS1	0.0025137486	0.0032074095	0.004726063364256958	0.0021022246	0.002392593363154062	-0.5867401	0.78657186	0
AC018809.2	0.0035054593	0.004459714	0.005776299667425171	0.0029389726	0.0030167481535420784	-0.58535963	0.83679837	0
EMC3	0.36013424	0.39682	0.4757570453352004	0.3383817	0.32352023301778843	-0.22977045	12.026756	0
AC022007.1	0.03506539	0.03615318	0.05303693330999475	0.034421418	0.036617081036096955	-0.07061579	0.25794655	0
FANCD2	0.024698343	0.024437351	0.03658323122702608	0.024856402	0.028711120357848747	0.024430385	0.06414867	0
FANCD2OS	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
BRK1	1.5333083	1.5284775	0.9077542447050586	1.536181	0.8709039841880787	0.007252308	0.30921695	0
VHL	0.1402861	0.15611628	0.21617363906879047	0.1308782	0.1347134089254135	-0.2542181	5.0726113	0
AC034193.1	0.0010435603	0.0013960722	0.0019254332224750569	0.0008345573	0.0008322063871840217	-0.6788247	0.5384722	0
IRAK2	0.0055033597	0.0053812196	0.0077017328899002275	0.0055761626	0.00655362529907417	0.050418966	0.062381208	0
TATDN2	0.051705502	0.05687989	0.08349378610187293	0.048617456	0.052949131384583376	-0.226014	1.7086289	0
LINC00852	0.0014810729	0.0016115782	0.002625590757920532	0.0014040724	0.0014563611775720378	-0.18645315	0.14102717	0
GHRL	0.0063526477	0.008031758	0.01032732364782076	0.0053550755	0.005721418911890149	-0.575968	1.2250992	0
GHRLOS	0.0037856211	0.004795358	0.006476457202870646	0.0031859933	0.003432851347134089	-0.57508475	0.8318362	0
SEC13	0.31204954	0.33979738	0.42517066339926485	0.2956152	0.28763133257047746	-0.20089084	7.934708	0
ATP2B2	0.0014405426	0.0019199009	0.0029756695256432696	0.0011562544	0.0011442837823780298	-0.68515587	0.6878477	0
ATP2B2-IT1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
ATP2B2-IT2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC00606	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC018495.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SLC6A11	0.00024880984	0.00058342394	0.0005251181515841065	4.984173e-05	0.00010402579839800271	-2.1893413	0.74870235	0
AC027128.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
SLC6A1	0.0018105585	0.0028181628	0.004025905828811483	0.0012126327	0.0014563611775720378	-1.1525972	1.4930729	0
SLC6A1-AS1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC066580.1	0.00023666964	0.00055440405	0.000875196919306844	4.7774294e-05	0.00010402579839800271	-2.1467865	1.3118553	0
HRH1	0.0010949895	0.0014379092	0.0022755119901977944	0.0008914136	0.0011442837823780298	-0.63341135	0.568466	0
AC083855.2	3.571627e-05	-3.0704541e-09	0.0	5.69537e-05	0.00010402579839800271	0.65038335	0.49873763	0
ATG7	0.039767727	0.04327538	0.06266409942237003	0.03768149	0.040674087173619054	-0.19919674	1.1164637	0
VGLL4	0.5394687	0.59310573	0.6201645370208296	0.5076184	0.44346197857068553	-0.22450395	18.154509	0
AC022001.2	9.474891e-05	0.00012257972	0.00017503938386136881	7.8321646e-05	0.00010402579839800271	-0.3198402	0.11866203	0
AC022001.3	0.0009242731	0.0016123903	0.000875196919306844	0.000515229	0.0005201289919900135	-1.476816	0.76393586	0
TAMM41	0.07312216	0.08211532	0.11745142657097847	0.067761794	0.07417039425777593	-0.2768077	3.2454565	0
SYN2	0.0023371342	0.0027242939	0.004025905828811483	0.0021076659	0.002600644959950068	-0.35536838	0.40291652	0
TIMP4	0.00014240216	0.00028653236	0.0005251181515841065	5.686412e-05	0.00010402579839800271	-1.3010739	0.6754635	0
PPARG	0.005942957	0.0036553117	0.005776299667425171	0.0073027294	0.008634141267034224	0.9791246	2.8909056	0
TSEN2	0.04360403	0.045621745	0.06756520217048836	0.042401295	0.046291480287111206	-0.10537361	0.4949695	0
MKRN2OS	0.0003539742	0.00021369208	0.00035007876772273763	0.00043739064	0.00041610319359201083	0.77662206	0.35505798	0
MKRN2	0.17175572	0.19240399	0.2611587607211623	0.15951504	0.1652969936544263	-0.27029172	7.0897617	0
RAF1	0.218726	0.23665954	0.307544197444425	0.2081283	0.20992406116716947	-0.18525639	4.4135175	0
TMEM40	0.007148225	0.0076774214	0.011902678102573078	0.0068339454	0.008322063871840216	-0.16561547	0.3023223	0
CAND2	0.1060897	0.113033526	0.16383686329424121	0.10195201	0.10985124310829085	-0.1487219	1.6596246	0
AC034198.2	0.0006841978	0.00085094076	0.0012252756870295817	0.0005849589	0.0006241547903880162	-0.47333816	0.28797662	0
RPL32	2.9040926	2.7941647	0.9550148783476282	2.9694164	0.9731613440133153	0.087759346	44.25141	0
LINC02022	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
IQSEC1	0.1919028	0.21731156	0.2804130929459128	0.17684875	0.17736398626859462	-0.29709706	8.979867	0
NUP210	0.0571861	0.06858216	0.09154559775949589	0.050397653	0.05440549256215541	-0.4437191	5.324072	0
HDAC11-AS1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
HDAC11	0.04155374	0.049269218	0.0712410292315771	0.036965348	0.03973785498803703	-0.41354078	3.8287401	0
FBLN2	0.051186536	0.05614287	0.07264134430246806	0.048230737	0.05107666701341933	-0.21872924	1.4754055	0
LINC00620	0.00027949928	0.00045785576	0.0007001575354454753	0.00017338054	0.00020805159679600541	-1.0289816	0.55187905	0
WNT7A	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC090004.2	4.0121748e-05	0.00010763562	0.00017503938386136881	4.9112714e-09	0.0	-1.0539831	0.4984125	0
CHCHD4	0.09474849	0.099188976	0.14318221599859968	0.09209601	0.09778425049412254	-0.10692922	0.91914755	0
TMEM43	0.058083937	0.06429011	0.09452126728513915	0.05438147	0.05929470508686154	-0.24107333	2.1692991	0
AC093495.1	0.001792631	0.0027143778	0.003675827061088745	0.001245749	0.0013523353791740351	-1.0644068	1.2459798	0
XPC	0.20983142	0.22585446	0.29249081043234726	0.20036303	0.19900135233537916	-0.17269588	3.7526875	0
LSM3	0.5640076	0.58653164	0.6103623315245931	0.5506429	0.4697805055653802	-0.091075845	3.68146	0
AC093496.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
LINC01267	5.4137614e-05	-3.0704541e-09	0.0	8.635036e-05	0.00010402579839800271	0.8980619	0.49859133	0
SLC6A6	0.034259006	0.038253754	0.0544372483808857	0.031891905	0.03422448767294289	-0.26166093	1.4754555	0
GRIP2	0.00039386546	0.00059036695	0.001050236303168213	0.00027691128	0.00020805159679600541	-0.8731385	0.48694566	0
AC090952.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC090952.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
CCDC174	0.21299526	0.22961205	0.2963416768772974	0.20317602	0.20285030687610528	-0.1763865	4.0000687	0
C3orf20	6.4965985e-05	-3.0704541e-09	0.0	0.000103611856	0.00010402579839800271	1.0258659	0.49854556	0
AC090957.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC087591.1	3.9270184e-05	0.00010534842	0.00017503938386136881	4.9112714e-09	0.0	-1.038003	0.49850294	0
LINC02011	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
FGD5	0.003017814	0.0010373843	0.0014003150708909505	0.004194871	0.006345573702278165	1.9168952	4.418109	0
FGD5-AS1	0.31205118	0.33856937	0.41291790652896904	0.2963492	0.2855508166025174	-0.19209269	7.1077394	0
NR2C2	0.083071046	0.08738594	0.12672851391563103	0.08049201	0.08311661292000416	-0.118414275	0.9177869	0
MRPS25	0.39858758	0.42381763	0.49728688955014877	0.3836352	0.3534796629564132	-0.14367288	5.4993734	0
RBSN	0.10259768	0.114072345	0.16261158760721162	0.09576629	0.10308956621242069	-0.25211772	3.7805839	0
CAPN7	0.25952023	0.29912382	0.3674076667250131	0.23604974	0.22885675647560594	-0.34152305	16.121172	0
SH3BP5-AS1	0.011022557	0.014142111	0.01767897776999825	0.009165352	0.010402579839800271	-0.6202453	1.976866	0
SH3BP5	0.084919915	0.08470802	0.11202520567127604	0.08503342	0.0885259544367003	0.005524841	0.025060141	0
METTL6	0.10547222	0.11476196	0.15841064239453878	0.09993981	0.10517008218038074	-0.19932698	2.5213559	0
EAF1	0.038031533	0.041831695	0.0628391388062314	0.035775594	0.040882138770415064	-0.22503835	1.4013951	0
EAF1-AS1	0.0029291396	0.0031010888	0.004025905828811483	0.0028274946	0.0030167481535420784	-0.12889612	0.11416193	0
COLQ	0.01694733	0.01961257	0.030106774024155434	0.015357598	0.017060230937272443	-0.35079974	1.4416301	0
AC027129.1	6.370282e-05	0.00017097098	0.00017503938386136881	4.9112714e-09	0.0	-1.4380676	0.4985351	0
HACL1	0.053315174	0.059686363	0.08489410117276387	0.04951534	0.053573286174971396	-0.2690302	2.317256	0
BTD	0.057876367	0.060336992	0.0903203220724663	0.056400966	0.062103401643607614	-0.09715634	0.55687416	0
ANKRD28	0.056707945	0.059763838	0.08646945562751619	0.05487835	0.06064704046603558	-0.1228211	0.72771317	0
AC090945.1	0.0001689721	0.00013952734	0.00017503938386136881	0.00018647913	0.00020805159679600541	0.25823966	0.093108386	0
AC090946.1	7.549028e-05	0.00010503554	0.00017503938386136881	5.7947625e-05	0.00010402579839800271	-0.3764278	0.15825056	0
GALNT15	0.0004363869	0.00020552537	0.00035007876772273763	0.000573512	0.0006241547903880162	1.1404115	0.72529507	0
AC090953.2	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
DPH3	0.2781216	0.3000282	0.389637668475407	0.26515982	0.2638094247373349	-0.17817281	5.711615	0
OXNAD1	0.075480774	0.086052634	0.12427796254157185	0.069181085	0.07188182669301987	-0.3144333	4.1291857	0
RFTN1	0.09189167	0.10775281	0.1403815858568178	0.08245065	0.0846769998959742	-0.38571218	6.68279	0
AC090948.1	0.0019958417	0.0026346482	0.0038508664449501137	0.0016170063	0.001768438572766046	-0.6714601	0.6719259	0
AC090948.2	0.0005594943	0.0002593614	0.00035007876772273763	0.00073782116	0.0006241547903880162	1.2212068	0.74458176	0
AC090948.3	0.0013351941	0.0010251909	0.0015753544547523193	0.001519561	0.0014563611775720378	0.525433	0.41636956	0
AC090948.4	0.00040092343	0.00060369464	0.00035007876772273763	0.00028024212	0.0003120773951940081	-0.8880311	0.31450465	0
AC010727.1	0.00025309643	0.00035511452	0.0007001575354454753	0.00019240563	0.00020805159679600541	-0.6382586	0.3172548	0
LINC00690	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC010139.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
DAZL	4.592393e-05	-3.0704541e-09	0.0	7.3247014e-05	0.00010402579839800271	0.79287475	0.4986863	0
AC091493.1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
PLCL2	0.14769517	0.15213567	0.2093471030981971	0.14506283	0.14646832414438782	-0.068634324	0.6620544	0
PLCL2-AS1	9.262294e-09	-3.0704541e-09	0.0	4.9112714e-09	0.0	0.000115223775	44.25141	0
AC090644.1	0.00023490816	9.7127406e-05	0.00017503938386136881	0.00031669828	0.0003120773951940081	1.0798749	0.53219926	0
TBC1D5	0.27032652	0.29056698	0.3670575879572904	0.25835517	0.25236658691355457	-0.16945317	4.853285	0
